 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	137.590	454.595	39.530	26.000	86.000	0.000	0.000	57.492	0	22.768	22.768	streak	0.487	free	119.184	119.184	139.890	151.718	yes	streak-free
2	2	153.487	462.970	40.258	38.531	11.531	-0.469	-0.469	72.448	0	123.017	152.025	Undefined	0.569	bound	153.673	153.673	147.838	159.997	yes	Undefined-bound
3	3	153.919	411.411	35.775	79.000	72.000	0.000	0.000	68.773	0	22.768	22.768	streak	0.474	free	130.000	130.000	150.632	162.905	yes	streak-free
4	5	153.410	462.146	40.187	78.734	34.000	-0.266	0.000	79.789	0	77.790	22.768	streak	0.500	bound	114.551	114.551	147.313	159.450	yes	streak-bound
5	6	129.414	379.462	32.997	15.000	63.000	0.000	0.000	55.406	0	22.768	27.059	streak	0.424	free	104.673	104.673	144.713	156.743	yes	streak-free
6	7	145.185	598.304	52.026	36.000	33.406	0.000	0.406	57.393	0	22.768	80.834	streak	0.485	free	133.306	133.306	145.109	157.155	yes	streak-free
7	8	127.632	452.937	39.386	56.188	51.594	0.188	-0.406	55.935	0	212.292	94.011	streak	0.477	free	119.653	119.653	143.212	155.179	yes	streak-free
8	9	159.200	525.452	45.691	80.438	40.750	0.438	-0.250	69.261	0	92.399	81.972	streak	0.482	free	141.204	141.204	145.244	157.296	yes	streak-free
9	10	143.176	179.975	15.650	57.750	20.938	-0.250	-0.062	62.957	0	293.872	363.193	spot	0.531	bound	165.551	165.551	145.267	157.320	yes	spot-bound
10	11	157.880	412.197	35.843	36.719	42.000	-0.281	0.000	72.325	0	81.496	22.768	streak	0.509	bound	130.367	130.367	146.623	158.732	yes	streak-bound
11	12	140.006	352.938	30.690	70.984	83.000	-0.016	0.000	53.454	0	23.485	22.768	streak	0.431	free	121.673	121.673	146.263	158.357	yes	streak-free
12	13	147.088	393.613	34.227	89.781	78.031	-0.219	0.031	54.446	0	88.295	23.306	streak	0.388	free	120.061	120.061	146.504	158.607	yes	streak-free
13	14	143.304	536.313	46.636	86.562	60.203	-0.438	0.203	54.005	0	86.589	99.264	streak	0.445	free	140.388	140.388	146.439	158.540	yes	streak-free
14	15	138.495	286.476	24.911	68.031	38.031	0.031	0.031	59.158	0	119.202	193.750	spot	0.472	free	130.000	130.000	146.063	158.149	yes	spot-free
15	16	149.075	308.808	26.853	36.000	86.016	0.000	0.016	46.416	0	22.768	28.193	streak	0.404	free	124.551	124.551	146.395	158.494	yes	streak-free
16	17	155.214	303.835	26.420	77.984	61.000	-0.016	0.000	60.075	0	22.768	24.214	streak	0.422	free	129.510	129.510	147.049	159.175	yes	streak-free
17	19	155.883	293.237	25.499	71.000	22.000	0.000	0.000	57.153	0	22.768	22.768	streak	0.445	free	127.837	127.837	147.511	159.657	yes	streak-free
18	20	171.591	273.741	23.804	60.984	78.312	-0.016	0.312	60.616	0	22.768	173.113	Undefined	0.476	free	156.000	156.000	148.830	161.030	yes	Undefined-free
19	21	154.664	234.478	20.389	31.750	9.172	-0.250	0.172	69.152	0	137.261	201.152	spot	0.472	free	136.102	136.102	149.217	161.433	yes	spot-free
20	22	128.394	315.864	27.466	44.000	69.000	0.000	0.000	54.896	0	22.768	22.768	streak	0.419	free	126.102	126.102	148.376	160.556	yes	streak-free
21	23	148.227	419.190	36.451	80.375	20.000	0.375	0.000	58.402	0	84.500	42.521	streak	0.427	free	115.755	115.755	148.469	160.654	yes	streak-free
22	24	144.449	500.032	43.481	79.281	11.297	0.281	0.297	60.279	0	87.317	77.679	streak	0.442	free	135.306	135.306	148.397	160.579	yes	streak-free
23	25	121.227	258.321	22.463	25.562	15.312	-0.438	0.312	58.053	0	169.531	152.699	spot	0.401	free	100.653	100.653	147.403	159.544	yes	spot-free
24	26	148.310	133.282	11.590	86.344	18.219	0.344	0.219	60.855	0	348.207	199.772	spot	0.486	free	145.347	145.347	147.526	159.672	no	spot-free
25	27	129.367	302.281	26.285	27.000	62.016	0.000	0.016	48.271	0	25.057	23.485	streak	0.336	free	102.980	102.980	146.939	159.060	yes	streak-free
26	28	139.000	338.264	29.414	28.938	43.859	-0.062	-0.141	61.901	0	151.907	148.383	spot	0.503	bound	133.551	133.551	146.737	158.851	yes	spot-bound
27	29	125.192	152.782	13.285	54.000	35.953	0.000	-0.047	61.610	0	384.705	191.825	Undefined	0.425	free	114.796	114.796	146.074	158.160	no	Undefined-free
28	32	144.033	385.672	33.537	31.344	56.000	0.344	0.000	52.928	0	80.040	22.768	streak	0.380	free	123.673	123.673	145.172	157.221	yes	streak-free
29	33	170.563	250.483	21.781	26.016	32.000	0.016	0.000	59.014	0	24.428	22.768	streak	0.396	free	144.510	144.510	146.038	158.122	yes	streak-free
30	35	123.832	401.434	34.907	46.625	49.000	-0.375	0.000	57.136	0	89.214	22.768	streak	0.377	free	93.837	93.837	145.434	157.494	yes	streak-free
31	37	134.667	276.652	24.057	47.000	61.000	0.000	0.000	65.231	0	25.467	22.768	streak	0.431	free	111.592	111.592	145.201	157.251	yes	streak-free
32	38	128.093	388.109	33.749	50.328	67.641	0.328	-0.359	58.170	0	91.325	90.089	streak	0.400	free	108.490	108.490	144.789	156.822	yes	streak-free
33	39	147.686	259.351	22.552	15.000	23.000	0.000	0.000	56.121	0	22.768	22.768	streak	0.361	free	114.163	114.163	144.930	156.969	yes	streak-free
34	40	140.953	362.360	31.510	65.344	86.000	0.344	0.000	53.475	0	81.496	22.768	streak	0.390	free	132.694	132.694	144.886	156.923	yes	streak-free
