 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	112.493	127.489	11.086	82.781	40.141	-1.219	1.141	56.137	0	457.262	217.014	Undefined	0.593	bound	116.959	116.959	114.793	125.507	yes	Undefined-bound
2	2	115.210	397.359	34.553	62.359	21.000	0.359	0.000	50.821	0	84.458	22.768	streak	0.536	bound	103.224	103.224	116.151	126.929	yes	streak-bound
3	3	102.736	286.152	24.883	12.000	80.000	0.000	0.000	47.209	0	26.263	22.768	streak	0.449	free	81.265	81.265	112.446	123.050	yes	streak-free
4	4	101.995	465.864	40.510	18.547	39.406	-0.453	0.406	50.571	0	92.195	86.736	streak	0.503	bound	80.694	80.694	110.408	120.916	yes	streak-bound
5	5	115.653	243.438	21.169	51.000	81.000	0.000	0.000	57.468	0	22.768	22.768	streak	0.425	free	83.347	83.347	111.917	122.496	yes	streak-free
6	8	112.531	360.091	31.312	55.000	61.547	0.000	-0.453	44.083	0	22.768	91.073	streak	0.475	free	94.000	94.000	104.462	114.683	yes	streak-free
7	9	108.465	296.646	25.795	60.000	56.344	0.000	0.344	46.600	0	22.768	88.113	streak	0.481	free	95.429	95.429	105.162	115.417	yes	streak-free
8	10	110.238	228.455	19.866	68.000	61.000	0.000	0.000	53.621	0	22.768	22.768	streak	0.475	free	80.265	80.265	105.900	116.191	yes	streak-free
9	11	107.130	287.999	25.043	45.719	61.000	-0.281	0.000	49.371	0	78.585	22.768	streak	0.477	free	89.510	89.510	106.221	116.527	yes	streak-free
10	12	104.384	235.344	20.465	48.734	22.281	-0.266	0.281	53.634	0	206.871	81.591	streak	0.538	bound	101.306	101.306	106.259	116.568	yes	streak-bound
11	13	97.391	283.776	24.676	53.516	68.375	-0.484	0.375	46.685	0	75.000	408.555	Undefined	0.516	bound	96.531	96.531	105.754	116.038	yes	Undefined-bound
12	14	103.297	142.802	12.418	64.047	36.875	0.047	-0.125	50.151	0	162.680	274.412	spot	0.459	free	94.224	94.224	105.743	116.026	yes	spot-free
13	17	97.216	263.744	22.934	71.750	42.000	-0.250	0.000	38.369	0	78.295	22.768	streak	0.395	free	82.898	82.898	104.563	114.789	yes	streak-free
