 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	128.419	394.052	65.675	89.000	55.984	0.000	-0.016	45.413	0	22.768	23.491	streak	0.473	free	107.020	107.020	129.619	141.004	yes	streak-free
2	2	119.641	381.509	63.585	26.938	64.000	-0.062	0.000	46.069	0	131.775	22.768	streak	0.496	free	110.143	110.143	125.230	136.420	yes	streak-free
3	3	124.203	484.853	80.809	78.000	61.656	0.000	-0.344	45.822	0	22.768	77.004	streak	0.499	free	118.327	118.327	125.287	136.481	yes	streak-free
4	4	124.711	483.819	80.636	36.625	49.000	-0.375	0.000	53.179	0	82.483	22.768	streak	0.532	bound	106.694	106.694	125.443	136.644	yes	streak-bound
5	5	127.155	357.901	59.650	56.297	20.406	0.297	0.406	56.941	0	83.883	163.130	Undefined	0.549	bound	125.551	125.551	126.026	137.252	yes	Undefined-bound
6	6	112.626	325.195	54.199	85.984	66.000	-0.016	0.000	50.410	0	23.485	22.768	streak	0.480	free	99.000	99.000	123.993	135.128	yes	streak-free
7	7	130.782	302.763	50.461	45.000	69.000	0.000	0.000	56.343	0	22.768	22.768	streak	0.477	free	103.898	103.898	125.134	136.320	yes	streak-free
8	8	101.598	459.039	76.506	9.000	20.344	0.000	0.344	43.617	0	22.768	80.540	streak	0.467	free	99.735	99.735	122.342	133.403	yes	streak-free
9	9	131.011	445.034	74.172	36.422	28.750	0.422	-0.250	55.794	0	87.982	81.654	streak	0.460	free	121.429	121.429	123.438	134.549	yes	streak-free
10	10	127.859	247.554	41.259	84.000	20.000	0.000	0.000	49.460	0	223.796	22.768	streak	0.520	bound	127.449	127.449	124.001	135.136	yes	streak-bound
11	11	125.025	312.429	52.072	86.125	45.062	0.125	0.062	53.372	0	84.314	28.199	streak	0.407	free	112.898	112.898	124.203	135.347	yes	streak-free
12	12	129.414	224.547	37.424	68.734	73.125	-0.266	0.125	49.303	0	295.024	76.314	streak	0.487	free	115.633	115.633	124.737	135.906	yes	streak-free
13	13	136.381	341.529	56.921	59.000	31.500	0.000	-0.500	56.628	0	22.768	95.503	streak	0.524	bound	107.714	107.714	125.725	136.938	yes	streak-bound
