ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	87.327	164.528	14.307	55.031	6.672	0.031	-0.328	42.791	0	29.025	315.349	Undefined	0.580	bound	72.082	72.082	89.627	99.094	yes	Undefined-bound
2	75.556	276.729	24.063	24.438	26.734	0.438	-0.266	32.020	0	77.985	267.726	Undefined	0.497	free	77.980	77.980	83.741	92.892	yes	Undefined-free
3	80.431	229.763	19.979	68.000	31.000	0.000	0.000	32.807	0	22.768	22.768	streak	0.472	free	68.020	68.020	83.405	92.537	yes	streak-free
5	88.347	199.635	17.360	86.984	27.984	-0.016	-0.016	37.409	0	28.374	23.306	streak	0.474	free	69.367	69.367	83.814	92.969	yes	streak-free
6	70.594	210.278	18.285	30.000	17.000	0.000	0.000	28.773	0	22.768	22.768	streak	0.432	free	56.510	56.510	81.994	91.049	yes	streak-free
7	77.397	147.119	12.793	71.781	46.000	-0.219	0.000	33.293	0	223.188	22.768	streak	0.460	free	74.041	74.041	81.666	90.703	yes	streak-free
8	80.411	205.785	17.894	43.984	37.234	-0.016	0.234	32.372	0	23.485	106.746	streak	0.425	free	68.224	68.224	81.796	90.840	yes	streak-free
9	80.966	190.990	16.608	69.703	89.000	0.703	0.000	36.844	0	109.146	22.768	streak	0.479	free	63.592	63.592	81.960	91.013	yes	streak-free
10	78.629	103.577	9.007	62.016	69.203	0.016	0.203	35.096	0	28.196	324.082	Undefined	0.464	free	70.816	70.816	81.857	90.904	yes	Undefined-free
11	82.882	170.872	14.858	24.984	58.000	-0.016	0.000	31.612	0	22.768	22.768	streak	0.450	free	70.449	70.449	82.159	91.223	yes	streak-free
12	84.098	176.351	15.335	54.859	46.422	-0.141	0.422	33.440	0	148.365	97.578	streak	0.457	free	78.551	78.551	82.512	91.596	yes	streak-free
13	73.999	284.466	24.736	45.625	67.547	-0.375	-0.453	30.112	0	99.127	90.034	streak	0.448	free	66.531	66.531	82.034	91.092	yes	streak-free
14	87.542	235.875	20.511	55.422	82.000	0.422	0.000	38.961	0	91.073	22.768	streak	0.484	free	65.816	65.816	82.592	91.680	yes	streak-free
15	80.592	212.230	18.455	48.734	77.000	-0.266	0.000	33.736	0	72.089	22.768	streak	0.431	free	65.286	65.286	82.612	91.701	yes	streak-free
17	82.496	165.479	14.389	90.000	20.031	0.000	0.031	35.432	0	22.768	29.019	streak	0.411	free	65.082	65.082	82.453	91.533	yes	streak-free
18	74.605	139.483	12.129	59.625	22.359	-0.375	0.359	37.440	0	142.056	144.857	spot	0.452	free	69.020	69.020	82.145	91.208	yes	spot-free
19	61.003	274.682	23.885	36.562	90.000	-0.438	0.000	23.661	0	91.073	22.768	streak	0.406	free	58.551	58.551	81.153	90.161	yes	streak-free
20	76.074	163.403	14.209	9.984	18.000	-0.016	0.000	34.315	0	23.127	22.768	streak	0.413	free	69.633	69.633	81.014	90.015	yes	streak-free
21	77.927	161.189	14.016	20.000	84.016	0.000	0.016	33.805	0	22.768	26.244	streak	0.460	free	70.306	70.306	80.976	89.975	yes	streak-free
22	81.140	254.787	22.155	38.000	53.531	0.000	-0.469	37.305	0	22.768	94.011	streak	0.494	free	71.020	71.020	81.088	90.093	yes	streak-free
24	76.443	157.970	13.737	80.984	86.000	-0.016	0.000	35.118	0	23.306	22.768	streak	0.421	free	68.224	68.224	80.986	89.986	yes	streak-free
26	86.574	144.288	12.547	60.000	55.000	0.000	0.000	34.120	0	22.768	22.768	streak	0.441	free	73.939	73.939	80.737	89.722	yes	streak-free
27	80.496	167.023	14.524	75.625	61.984	-0.375	-0.016	36.759	0	132.480	22.768	streak	0.434	free	63.571	63.571	80.816	89.806	yes	streak-free
28	77.093	150.862	13.118	16.000	31.000	0.000	0.000	34.731	0	22.768	22.768	streak	0.438	free	62.224	62.224	80.763	89.750	yes	streak-free
30	73.554	155.585	13.529	32.000	25.984	0.000	-0.016	32.811	0	22.768	25.051	streak	0.429	free	64.755	64.755	80.412	89.379	yes	streak-free
32	72.127	102.223	8.889	82.688	14.984	-0.312	-0.016	30.117	0	113.841	299.546	Undefined	0.443	free	75.755	75.755	80.212	89.169	yes	Undefined-free
33	80.000	251.697	21.887	47.297	57.500	0.297	-0.500	36.725	0	80.293	92.774	streak	0.472	free	66.918	66.918	80.280	89.240	yes	streak-free
34	72.062	96.297	8.374	38.000	16.516	0.000	-0.484	25.770	0	22.768	392.212	Undefined	0.392	free	68.449	68.449	80.095	89.044	yes	Undefined-free
36	71.702	233.641	20.317	86.703	88.594	-0.297	-0.406	22.692	0	101.819	86.629	streak	0.352	free	64.061	64.061	79.910	88.849	yes	streak-free
37	77.251	147.011	12.784	84.984	59.000	-0.016	0.000	30.386	0	23.485	27.700	streak	0.336	free	68.939	68.939	79.900	88.838	yes	streak-free
38	76.441	147.613	12.836	70.984	21.984	-0.016	-0.016	29.535	0	29.025	23.485	streak	0.388	free	67.020	67.020	79.867	88.803	yes	streak-free
40	78.101	199.471	17.345	11.656	23.547	-0.344	-0.453	31.896	0	144.160	80.119	streak	0.453	free	64.551	64.551	79.881	88.819	yes	streak-free
43	74.457	144.299	12.548	75.000	16.000	0.000	0.000	30.158	0	22.768	22.768	streak	0.346	free	63.429	63.429	79.797	88.730	yes	streak-free
44	79.284	138.519	12.045	71.000	68.000	0.000	0.000	30.513	0	27.287	22.768	streak	0.426	free	67.694	67.694	79.844	88.779	yes	streak-free
45	71.365	145.409	12.644	10.000	90.000	0.000	0.000	32.675	0	22.768	22.768	streak	0.374	free	60.531	60.531	79.685	88.612	yes	streak-free
46	79.462	164.157	14.275	32.812	78.234	-0.188	0.234	32.034	0	91.955	81.849	streak	0.426	free	63.980	63.980	79.737	88.667	yes	streak-free
47	81.167	112.688	9.799	82.031	74.250	0.031	0.250	34.734	0	33.231	353.382	Undefined	0.496	free	63.776	63.776	79.828	88.763	yes	Undefined-free
48	80.262	133.696	11.626	49.000	24.000	0.000	0.000	29.533	0	22.768	22.768	streak	0.437	free	71.204	71.204	79.893	88.832	yes	streak-free
49	70.374	253.146	22.013	13.484	58.125	-0.516	0.125	31.830	0	79.571	133.834	streak	0.407	free	56.531	56.531	79.726	88.654	yes	streak-free
52	73.972	134.303	11.678	41.984	11.000	-0.016	0.000	31.510	0	22.768	22.768	streak	0.314	free	57.735	57.735	79.647	88.572	yes	streak-free
57	66.471	197.507	17.175	79.281	30.578	0.281	-0.422	30.638	0	85.754	116.573	streak	0.376	free	53.714	53.714	79.197	88.096	yes	streak-free
58	76.229	129.160	11.231	39.000	82.312	0.000	0.312	31.338	0	22.768	223.824	Undefined	0.423	free	67.653	67.653	79.183	88.081	yes	Undefined-free
59	62.226	198.911	17.297	20.656	48.281	-0.344	0.281	26.936	0	85.758	143.042	streak	0.349	free	57.429	57.429	78.877	87.759	yes	streak-free
62	67.090	183.671	15.971	91.000	55.375	0.000	0.375	31.623	0	22.768	85.931	streak	0.325	free	49.673	49.673	78.684	87.554	yes	streak-free
65	74.565	149.823	13.028	32.000	62.500	0.000	0.500	32.547	0	22.768	120.118	streak	0.373	free	59.755	59.755	78.647	87.516	yes	streak-free
66	62.938	99.528	8.655	44.000	18.578	0.000	0.578	23.391	0	22.768	226.886	Undefined	0.315	free	57.980	57.980	78.384	87.238	yes	Undefined-free
69	78.027	159.915	13.906	21.000	17.625	0.000	-0.375	34.634	0	22.768	85.254	streak	0.406	free	66.265	66.265	78.422	87.277	yes	streak-free
70	77.321	95.185	8.277	46.062	26.750	-0.938	-0.250	34.242	0	280.514	90.227	streak	0.441	free	73.735	73.735	78.444	87.301	yes	streak-free
72	72.855	91.424	7.950	79.375	22.734	-0.625	-0.266	25.249	0	415.743	81.330	streak	0.362	free	69.694	69.694	78.383	87.237	yes	streak-free
73	72.775	147.833	12.855	25.000	71.281	0.000	0.281	27.044	0	31.657	72.703	streak	0.275	free	55.735	55.735	78.323	87.173	yes	streak-free
76	65.176	73.015	6.349	21.359	76.734	-0.641	-0.266	24.680	0	380.945	210.106	spot	0.370	free	69.755	69.755	78.130	86.969	no	spot-free
91	71.972	121.318	10.549	18.000	39.484	0.000	-0.516	34.854	0	22.768	98.686	streak	0.386	free	53.939	53.939	77.835	86.658	yes	streak-free
