ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	87.327	164.528	27.421	55.031	6.672	0.031	-0.328	42.791	0	29.025	315.349	Undefined	0.580	bound	72.082	72.082	88.527	97.936	yes	Undefined-bound
2	75.556	276.729	46.121	24.438	26.734	0.438	-0.266	32.020	0	77.985	267.726	Undefined	0.497	free	77.980	77.980	82.641	91.732	yes	Undefined-free
3	80.431	229.763	38.294	68.000	31.000	0.000	0.000	32.807	0	22.768	22.768	streak	0.472	free	68.020	68.020	82.305	91.377	yes	streak-free
5	88.347	199.635	33.272	86.984	27.984	-0.016	-0.016	37.409	0	28.374	23.306	streak	0.474	free	69.367	69.367	82.714	91.808	yes	streak-free
6	70.594	210.278	35.046	30.000	17.000	0.000	0.000	28.773	0	22.768	22.768	streak	0.432	free	56.510	56.510	80.894	89.888	yes	streak-free
7	77.397	147.119	24.520	71.781	46.000	-0.219	0.000	33.293	0	223.188	22.768	streak	0.460	free	74.041	74.041	80.566	89.541	yes	streak-free
8	80.411	205.785	34.298	43.984	37.234	-0.016	0.234	32.372	0	23.485	106.746	streak	0.425	free	68.224	68.224	80.696	89.679	yes	streak-free
9	80.966	190.990	31.832	69.703	89.000	0.703	0.000	36.844	0	109.146	22.768	streak	0.479	free	63.592	63.592	80.860	89.852	yes	streak-free
10	78.629	103.577	17.263	62.016	69.203	0.016	0.203	35.096	0	28.196	324.082	Undefined	0.464	free	70.816	70.816	80.757	89.743	yes	Undefined-free
11	82.882	170.872	28.479	24.984	58.000	-0.016	0.000	31.612	0	22.768	22.768	streak	0.450	free	70.449	70.449	81.059	90.062	yes	streak-free
12	84.098	176.351	29.392	54.859	46.422	-0.141	0.422	33.440	0	148.365	97.578	streak	0.457	free	78.551	78.551	81.412	90.435	yes	streak-free
13	73.999	284.466	47.411	45.625	67.547	-0.375	-0.453	30.112	0	99.127	90.034	streak	0.448	free	66.531	66.531	80.934	89.931	yes	streak-free
14	87.542	235.875	39.312	55.422	82.000	0.422	0.000	38.961	0	91.073	22.768	streak	0.484	free	65.816	65.816	81.492	90.519	yes	streak-free
15	80.592	212.230	35.372	48.734	77.000	-0.266	0.000	33.736	0	72.089	22.768	streak	0.431	free	65.286	65.286	81.512	90.540	yes	streak-free
17	82.496	165.479	27.580	90.000	20.031	0.000	0.031	35.432	0	22.768	29.019	streak	0.411	free	65.082	65.082	81.353	90.372	yes	streak-free
18	74.605	139.483	23.247	59.625	22.359	-0.375	0.359	37.440	0	142.056	144.857	spot	0.452	free	69.020	69.020	81.045	90.047	yes	spot-free
19	61.003	274.682	45.780	36.562	90.000	-0.438	0.000	23.661	0	91.073	22.768	streak	0.406	free	58.551	58.551	80.053	89.000	yes	streak-free
20	76.074	163.403	27.234	9.984	18.000	-0.016	0.000	34.315	0	23.127	22.768	streak	0.413	free	69.633	69.633	79.914	88.853	yes	streak-free
