 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	102.573	476.502	41.435	75.812	81.234	-0.188	0.234	39.648	0	82.818	82.675	streak	0.435	free	84.837	84.837	104.873	115.114	yes	streak-free
2	2	112.211	375.060	32.614	85.000	67.000	0.000	0.000	37.199	0	22.768	22.768	streak	0.398	free	93.347	93.347	109.692	120.165	yes	streak-free
3	3	118.792	467.253	40.631	34.000	79.734	0.000	-0.266	51.552	0	22.768	73.215	streak	0.454	free	95.224	95.224	113.492	124.145	yes	streak-free
4	4	119.684	307.963	26.779	25.266	21.719	0.266	-0.281	54.850	0	209.180	82.883	streak	0.516	bound	107.000	107.000	115.615	126.368	yes	streak-bound
5	5	112.313	442.052	38.439	40.203	19.297	0.203	0.297	46.708	0	88.989	84.588	streak	0.452	free	102.714	102.714	115.415	126.158	yes	streak-free
6	6	125.235	309.471	26.910	9.000	10.000	0.000	0.000	55.887	0	22.768	22.768	streak	0.515	bound	105.061	105.061	117.435	128.272	yes	streak-bound
7	7	118.670	415.381	36.120	67.734	47.000	-0.266	0.000	50.406	0	71.521	22.768	streak	0.498	free	110.000	110.000	117.940	128.800	yes	streak-free
8	8	107.146	331.865	28.858	15.125	19.000	0.125	0.000	46.918	0	110.660	22.768	streak	0.442	free	81.184	81.184	116.878	127.689	yes	streak-free
9	9	117.778	323.721	28.150	22.109	11.969	0.109	-0.031	50.735	0	92.937	23.861	streak	0.437	free	99.694	99.694	117.234	128.061	yes	streak-free
10	10	122.437	483.371	42.032	74.281	55.281	0.281	0.281	55.843	0	99.127	68.482	streak	0.479	free	98.061	98.061	117.984	128.846	yes	streak-free
11	11	112.124	295.010	25.653	78.000	45.000	0.000	0.000	42.778	0	22.768	98.389	streak	0.411	free	94.980	94.980	117.660	128.507	yes	streak-free
12	12	121.398	276.493	24.043	71.000	63.000	0.000	0.000	45.878	0	22.768	22.768	streak	0.432	free	104.571	104.571	118.163	129.034	yes	streak-free
13	13	119.773	273.903	23.818	65.000	14.000	0.000	0.000	52.879	0	22.768	22.768	streak	0.479	free	99.776	99.776	118.464	129.348	yes	streak-free
14	14	100.657	213.494	18.565	44.234	43.984	0.234	-0.016	48.028	0	241.699	23.485	streak	0.399	free	92.592	92.592	117.357	128.190	yes	streak-free
15	15	106.587	358.563	31.179	77.281	37.000	0.281	0.000	52.173	0	76.402	22.768	streak	0.377	free	84.857	84.857	116.792	127.599	yes	streak-free
16	16	111.092	144.628	12.576	61.000	24.875	0.000	-0.125	48.579	0	23.130	469.934	Undefined	0.444	free	98.449	98.449	116.579	127.377	yes	Undefined-free
17	17	117.298	279.120	24.271	27.000	47.078	0.000	0.078	44.621	0	23.503	138.428	streak	0.429	free	115.735	115.735	116.757	127.562	yes	streak-free
18	18	116.340	452.144	39.317	47.469	32.000	0.469	0.000	52.225	0	84.418	22.768	streak	0.423	free	90.163	90.163	116.862	127.672	yes	streak-free
19	20	122.203	243.494	21.173	13.000	31.000	0.000	0.000	52.769	0	22.768	22.768	streak	0.458	free	99.143	99.143	117.055	127.874	yes	streak-free
20	21	114.399	134.123	11.663	41.844	58.938	-0.156	-0.062	54.501	0	417.206	124.023	streak	0.486	free	115.857	115.857	117.038	127.856	yes	streak-free
21	22	120.053	378.801	32.939	50.000	11.406	0.000	0.406	53.771	0	22.768	83.873	streak	0.423	free	96.204	96.204	117.279	128.109	yes	streak-free
22	23	112.621	143.169	12.449	48.031	91.734	0.031	-0.266	58.890	0	24.252	363.193	Undefined	0.490	free	84.490	84.490	117.177	128.002	yes	Undefined-free
23	24	124.746	236.426	20.559	67.984	89.000	-0.016	0.000	50.327	0	22.947	22.768	streak	0.437	free	106.633	106.633	117.588	128.432	yes	streak-free
24	25	113.588	297.809	25.896	39.000	74.250	0.000	0.250	54.149	0	22.768	79.847	streak	0.435	free	96.857	96.857	117.520	128.361	yes	streak-free
25	26	121.521	277.573	24.137	12.000	47.219	0.000	0.219	50.910	0	95.743	124.909	streak	0.459	free	108.102	108.102	117.762	128.614	yes	streak-free
26	27	112.198	241.418	20.993	53.000	49.984	0.000	-0.016	46.212	0	22.768	28.139	streak	0.370	free	89.612	89.612	117.641	128.488	yes	streak-free
27	28	115.641	358.158	31.144	88.469	86.516	0.469	-0.484	52.482	0	142.653	93.247	streak	0.438	free	96.796	96.796	117.652	128.499	yes	streak-free
28	29	112.365	239.196	20.800	91.000	11.000	0.000	0.000	50.218	0	29.546	29.297	streak	0.420	free	93.082	93.082	117.549	128.391	yes	streak-free
29	30	119.063	284.088	24.703	30.703	61.000	-0.297	0.000	51.826	0	90.938	25.467	streak	0.458	free	101.020	101.020	117.676	128.524	yes	streak-free
30	31	126.219	206.980	17.998	17.391	83.016	0.391	0.016	47.635	0	179.557	79.630	streak	0.467	free	111.265	111.265	118.026	128.890	yes	streak-free
31	32	112.479	238.616	20.749	71.984	27.000	-0.016	0.000	52.690	0	23.485	22.768	streak	0.424	free	93.327	93.327	117.925	128.784	yes	streak-free
