 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	141.764	414.921	69.154	57.719	45.000	-0.281	0.000	49.980	0	87.964	22.768	streak	0.501	bound	134.673	134.673	142.964	154.921	yes	streak-bound
2	2	126.590	454.772	75.795	18.000	88.297	0.000	0.297	60.791	0	22.768	76.729	streak	0.416	free	98.367	98.367	135.377	147.012	yes	streak-free
3	3	138.254	580.616	96.769	61.156	23.562	0.156	-0.438	61.447	0	97.598	91.790	streak	0.525	bound	107.939	107.939	136.736	148.429	yes	streak-bound
4	4	144.961	309.654	51.609	87.062	24.000	0.062	0.000	58.587	0	126.953	22.768	streak	0.493	free	124.061	124.061	139.092	150.886	yes	streak-free
5	5	139.195	217.139	36.190	26.000	60.984	0.000	-0.016	57.989	0	22.768	283.413	Undefined	0.474	free	131.061	131.061	139.353	151.158	yes	Undefined-free
6	6	122.171	166.244	27.707	32.938	44.891	-0.062	-0.109	53.043	0	423.781	207.377	Undefined	0.511	bound	141.204	141.204	136.689	148.381	yes	Undefined-bound
7	7	147.426	503.508	83.918	68.578	15.000	-0.422	0.000	56.525	0	82.789	22.768	streak	0.447	free	122.041	122.041	138.395	150.159	yes	streak-free
8	8	134.053	319.829	53.305	86.000	40.016	0.000	0.016	59.019	0	22.768	27.706	streak	0.399	free	105.327	105.327	138.002	149.749	yes	streak-free
9	9	134.580	311.230	51.872	60.000	77.000	0.000	0.000	58.819	0	29.098	29.546	streak	0.406	free	107.143	107.143	137.755	149.492	yes	streak-free
10	10	128.909	373.338	62.223	42.000	57.703	0.000	-0.297	49.809	0	22.768	91.073	streak	0.467	free	124.388	124.388	136.990	148.695	yes	streak-free
11	11	120.457	396.194	66.032	53.484	53.266	-0.516	0.266	55.102	0	92.518	236.423	Undefined	0.504	bound	120.510	120.510	135.596	147.241	yes	Undefined-bound
12	12	126.947	415.068	69.178	77.188	58.719	0.188	-0.281	58.439	0	79.389	82.137	streak	0.446	free	101.898	101.898	134.976	146.594	yes	streak-free
13	13	133.392	149.932	24.989	14.562	34.344	-0.438	0.344	58.085	0	354.449	148.646	streak	0.489	free	135.367	135.367	134.946	146.563	yes	streak-free
14	14	133.536	380.523	63.421	8.391	19.000	0.391	0.000	65.368	0	100.366	22.768	streak	0.476	free	102.041	102.041	134.931	146.547	yes	streak-free
15	15	112.637	346.205	57.701	10.219	60.016	0.219	0.016	39.394	0	76.338	52.974	streak	0.367	free	101.531	101.531	133.525	145.080	yes	streak-free
16	16	133.313	288.613	48.102	46.000	15.000	0.000	0.000	52.811	0	22.768	22.768	streak	0.411	free	110.041	110.041	133.587	145.145	yes	streak-free
