 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	112.768	317.142	27.578	91.000	13.000	0.000	0.000	48.219	0	22.768	22.768	streak	0.488	free	79.286	79.286	115.068	125.795	yes	streak-free
2	2	96.304	217.483	18.912	57.125	79.047	0.125	0.047	49.250	0	89.534	317.206	Undefined	0.545	bound	85.429	85.429	106.836	117.172	yes	Undefined-bound
3	3	93.270	314.455	27.344	66.922	87.000	-0.078	0.000	30.460	0	108.083	22.768	streak	0.430	free	84.551	84.551	103.081	113.233	yes	streak-free
4	4	121.570	335.992	29.217	12.000	90.281	0.000	0.281	65.300	0	22.768	86.546	streak	0.527	bound	95.571	95.571	108.278	118.684	yes	streak-bound
5	5	101.749	345.665	30.058	30.281	61.000	0.281	0.000	51.646	0	78.790	22.768	streak	0.470	free	84.612	84.612	107.432	117.797	yes	streak-free
6	6	95.279	282.740	24.586	73.000	51.016	0.000	0.016	37.005	0	22.768	26.056	streak	0.431	free	86.551	86.551	105.790	116.075	yes	streak-free
7	7	107.084	364.293	31.678	8.391	35.000	0.391	0.000	38.810	0	91.073	22.768	streak	0.493	free	104.102	104.102	106.303	116.614	yes	streak-free
8	8	105.169	465.022	40.437	30.766	25.609	-0.234	-0.391	38.534	0	74.982	89.214	streak	0.478	free	89.673	89.673	106.449	116.766	yes	streak-free
9	9	107.556	252.420	21.950	81.000	54.000	0.000	0.000	44.713	0	27.059	22.768	streak	0.477	free	104.898	104.898	106.828	117.163	yes	streak-free
10	10	107.467	344.702	29.974	61.000	66.375	0.000	0.375	39.645	0	22.768	90.630	streak	0.407	free	89.694	89.694	107.122	117.471	yes	streak-free
11	12	108.532	241.508	21.001	12.000	59.984	0.000	-0.016	36.148	0	22.768	75.531	streak	0.414	free	91.918	91.918	107.459	117.825	yes	streak-free
12	14	117.594	276.108	24.009	23.312	85.000	0.312	0.000	47.793	0	104.083	22.768	streak	0.501	bound	105.469	105.469	108.011	118.404	yes	streak-bound
13	15	95.973	127.281	11.068	65.016	78.188	0.016	0.188	40.225	0	381.962	170.895	Undefined	0.475	free	97.592	97.592	107.316	117.675	yes	Undefined-free
14	16	102.781	220.210	19.149	52.000	48.000	0.000	0.000	42.618	0	22.768	22.768	streak	0.378	free	88.898	88.898	107.167	117.519	yes	streak-free
15	17	103.358	152.832	13.290	55.031	28.500	0.031	-0.500	44.983	0	149.817	247.070	spot	0.486	free	95.612	95.612	107.072	117.420	yes	spot-free
16	18	96.685	204.449	17.778	8.203	51.391	0.203	0.391	42.674	0	296.266	89.214	streak	0.448	free	93.878	93.878	106.597	116.921	yes	streak-free
17	20	91.093	228.034	19.829	84.984	27.000	-0.016	0.000	48.479	0	22.768	27.059	streak	0.410	free	80.694	80.694	105.863	116.152	yes	streak-free
18	21	97.972	113.826	9.898	74.906	28.969	-0.094	1.969	48.911	0	89.093	497.439	Undefined	0.487	free	89.408	89.408	105.569	115.844	no	Undefined-free
19	22	111.678	210.365	18.293	73.109	63.984	0.109	-0.016	41.697	0	72.087	32.797	streak	0.401	free	87.102	87.102	105.989	116.284	yes	streak-free
20	23	97.775	258.870	22.510	34.312	54.422	0.312	0.422	47.327	0	224.066	96.948	streak	0.464	free	92.306	92.306	105.708	115.989	yes	streak-free
21	24	98.943	215.121	18.706	81.984	79.000	-0.016	0.000	35.046	0	22.768	22.768	streak	0.369	free	86.143	86.143	105.505	115.776	yes	streak-free
