ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	108.627	514.927	85.821	34.688	19.250	-0.312	0.250	51.014	0	80.722	125.809	streak	0.604	bound	92.959	92.959	109.827	120.307	yes	streak-bound
2	126.416	385.503	64.251	12.000	36.016	0.000	0.016	43.051	0	22.768	25.443	streak	0.520	bound	114.306	114.306	118.721	129.617	yes	streak-bound
4	95.138	321.087	53.514	21.984	68.000	-0.016	0.000	50.258	0	22.768	22.768	streak	0.538	bound	80.796	80.796	110.942	121.475	yes	streak-bound
5	106.621	290.281	48.380	55.000	88.000	0.000	0.000	53.423	0	22.768	22.768	streak	0.499	free	76.286	76.286	110.318	120.821	yes	streak-free
6	95.658	464.363	77.394	71.297	52.500	0.297	0.500	40.375	0	88.703	94.751	streak	0.500	bound	90.776	90.776	108.074	118.470	yes	streak-bound
7	100.110	257.273	42.879	36.000	84.000	0.000	0.000	44.117	0	22.768	22.768	streak	0.428	free	84.735	84.735	107.108	117.457	yes	streak-free
8	104.552	251.413	41.902	53.000	74.000	0.000	0.000	45.470	0	22.768	22.768	streak	0.460	free	84.571	84.571	106.938	117.280	yes	streak-free
9	101.394	214.228	35.705	56.000	56.125	0.000	0.125	38.921	0	22.768	245.972	Undefined	0.485	free	106.469	106.469	106.456	116.773	yes	Undefined-free
10	95.224	140.226	23.371	57.906	63.859	-0.094	-0.141	45.347	0	374.018	214.130	spot	0.514	bound	99.816	99.816	105.453	115.722	yes	spot-bound
11	114.616	285.844	47.641	62.312	79.000	0.312	0.000	49.633	0	82.504	22.768	streak	0.464	free	97.082	97.082	106.395	116.709	yes	streak-free
12	115.671	224.453	37.409	46.984	35.000	-0.016	0.000	51.294	0	22.768	22.768	streak	0.423	free	94.796	94.796	107.268	117.625	yes	streak-free
13	110.145	228.938	38.156	24.984	47.000	-0.016	0.000	41.758	0	23.127	22.768	streak	0.437	free	90.510	90.510	107.581	117.953	yes	streak-free
