ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	108.627	514.927	44.776	34.688	19.250	-0.312	0.250	51.014	0	80.722	125.809	streak	0.604	bound	92.959	92.959	110.927	121.460	yes	streak-bound
2	126.416	385.503	33.522	12.000	36.016	0.000	0.016	43.051	0	22.768	25.443	streak	0.520	bound	114.306	114.306	119.821	130.768	yes	streak-bound
4	95.138	321.087	27.921	21.984	68.000	-0.016	0.000	50.258	0	22.768	22.768	streak	0.538	bound	80.796	80.796	112.042	122.627	yes	streak-bound
5	106.621	290.281	25.242	55.000	88.000	0.000	0.000	53.423	0	22.768	22.768	streak	0.499	free	76.286	76.286	111.418	121.973	yes	streak-free
6	95.658	464.363	40.379	71.297	52.500	0.297	0.500	40.375	0	88.703	94.751	streak	0.500	bound	90.776	90.776	109.174	119.623	yes	streak-bound
7	100.110	257.273	22.372	36.000	84.000	0.000	0.000	44.117	0	22.768	22.768	streak	0.428	free	84.735	84.735	108.208	118.610	yes	streak-free
8	104.552	251.413	21.862	53.000	74.000	0.000	0.000	45.470	0	22.768	22.768	streak	0.460	free	84.571	84.571	108.038	118.433	yes	streak-free
9	101.394	214.228	18.629	56.000	56.125	0.000	0.125	38.921	0	22.768	245.972	Undefined	0.485	free	106.469	106.469	107.556	117.927	yes	Undefined-free
10	95.224	140.226	12.194	57.906	63.859	-0.094	-0.141	45.347	0	374.018	214.130	spot	0.514	bound	99.816	99.816	106.553	116.875	yes	spot-bound
11	114.616	285.844	24.856	62.312	79.000	0.312	0.000	49.633	0	82.504	22.768	streak	0.464	free	97.082	97.082	107.495	117.863	yes	streak-free
12	115.671	224.453	19.518	46.984	35.000	-0.016	0.000	51.294	0	22.768	22.768	streak	0.423	free	94.796	94.796	108.368	118.778	yes	streak-free
13	110.145	228.938	19.908	24.984	47.000	-0.016	0.000	41.758	0	23.127	22.768	streak	0.437	free	90.510	90.510	108.681	119.106	yes	streak-free
14	106.423	151.892	13.208	14.703	55.703	-0.297	-0.297	44.607	0	252.249	185.014	spot	0.497	free	108.571	108.571	108.684	119.109	yes	spot-free
15	101.489	279.484	24.303	76.734	37.000	-0.266	0.000	38.518	0	77.606	28.651	streak	0.398	free	82.388	82.388	108.358	118.767	yes	streak-free
16	99.752	188.268	16.371	11.984	9.922	-0.016	-0.078	41.459	0	23.491	240.266	Undefined	0.461	free	93.796	93.796	107.964	118.354	yes	Undefined-free
17	108.268	217.674	18.928	91.000	76.000	0.000	0.000	41.616	0	22.768	27.700	streak	0.416	free	99.449	99.449	108.117	118.515	yes	streak-free
19	108.188	185.487	16.129	67.328	68.875	0.328	-0.125	40.956	0	92.405	163.638	Undefined	0.465	free	95.878	95.878	108.249	118.653	yes	Undefined-free
20	109.577	396.171	34.450	25.250	52.641	0.250	-0.359	39.373	0	78.146	81.860	streak	0.451	free	89.898	89.898	108.440	118.853	yes	streak-free
21	94.251	220.473	19.172	86.188	36.531	0.188	-0.469	43.421	0	250.323	96.948	streak	0.451	free	97.612	97.612	107.845	118.230	yes	streak-free
22	102.515	219.442	19.082	70.000	16.000	0.000	0.000	40.453	0	22.768	22.768	streak	0.404	free	91.490	91.490	107.701	118.079	yes	streak-free
23	99.080	355.888	30.947	90.562	70.141	-0.438	0.141	36.863	0	89.875	125.977	streak	0.428	free	89.429	89.429	107.414	117.778	yes	streak-free
24	96.127	137.236	11.934	38.641	33.250	-0.359	0.250	49.690	0	164.343	260.449	spot	0.469	free	89.020	89.020	107.023	117.368	yes	spot-free
26	111.383	243.625	21.185	74.250	27.000	0.250	0.000	42.070	0	79.326	22.768	streak	0.437	free	94.898	94.898	107.310	117.669	yes	streak-free
27	97.361	213.443	18.560	67.000	40.984	0.000	-0.016	35.958	0	22.768	23.485	streak	0.410	free	85.878	85.878	107.016	117.361	yes	streak-free
28	100.584	211.346	18.378	83.031	25.000	0.031	0.000	46.816	0	32.164	22.768	streak	0.415	free	77.041	77.041	106.863	117.200	yes	streak-free
29	108.816	189.081	16.442	25.984	60.719	-0.016	-0.281	48.432	0	23.127	187.454	Undefined	0.454	free	97.531	97.531	107.015	117.360	yes	Undefined-free
30	100.092	305.208	26.540	40.266	24.656	0.266	-0.344	44.453	0	75.324	124.900	streak	0.392	free	84.082	84.082	106.856	117.193	yes	streak-free
32	102.775	291.013	25.305	25.000	8.656	0.000	-0.344	46.787	0	22.768	78.790	streak	0.380	free	78.163	78.163	105.052	115.302	yes	streak-free
34	89.353	211.326	18.376	49.000	18.000	0.000	0.000	40.466	0	26.847	22.768	streak	0.363	free	68.694	68.694	104.634	114.863	yes	streak-free
