 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	103.438	381.916	63.653	12.828	38.250	-0.172	0.250	44.605	0	72.071	96.106	streak	0.502	bound	101.408	101.408	104.638	114.867	yes	streak-bound
2	2	105.287	332.227	55.371	14.000	65.734	0.000	-0.266	47.393	0	22.768	124.023	streak	0.521	bound	89.980	89.980	105.562	115.836	yes	streak-bound
3	3	102.410	297.499	49.583	35.000	87.000	0.000	0.000	40.718	0	23.503	22.768	streak	0.487	free	92.551	92.551	104.911	115.154	yes	streak-free
4	5	89.541	127.283	21.214	66.938	90.922	-0.062	-0.078	48.514	0	188.825	418.980	Undefined	0.514	bound	93.633	93.633	99.338	109.305	yes	Undefined-bound
5	6	103.351	162.783	27.130	74.109	25.000	0.109	0.000	39.110	0	444.122	23.127	streak	0.497	free	96.796	96.796	100.207	110.217	yes	streak-free
6	7	99.167	339.081	56.514	90.000	24.719	0.000	-0.281	44.941	0	22.768	81.331	streak	0.496	free	83.592	83.592	100.230	110.241	yes	streak-free
7	8	106.452	280.305	46.717	80.000	49.859	0.000	-0.141	43.679	0	22.768	71.926	streak	0.450	free	84.265	84.265	101.157	111.215	yes	streak-free
8	9	103.004	340.435	56.739	71.281	66.000	0.281	0.000	51.997	0	73.616	22.768	streak	0.437	free	72.633	72.633	101.496	111.571	yes	streak-free
9	10	105.346	289.922	48.320	67.031	20.219	0.031	0.219	43.556	0	29.738	86.960	streak	0.452	free	91.592	91.592	102.001	112.101	yes	streak-free
10	11	101.275	251.492	41.915	48.000	54.000	0.000	0.000	40.147	0	22.768	22.768	streak	0.427	free	89.857	89.857	102.044	112.146	yes	streak-free
11	12	117.052	449.343	74.890	18.594	74.641	-0.406	-0.359	49.445	0	86.816	86.736	streak	0.542	bound	110.551	110.551	103.395	113.563	yes	streak-bound
12	13	104.145	239.841	39.974	13.000	26.000	0.000	0.000	48.206	0	27.700	22.768	streak	0.494	free	92.429	92.429	103.545	113.720	yes	streak-free
13	14	109.206	229.766	38.294	80.000	72.000	0.000	0.000	39.646	0	22.768	23.503	streak	0.421	free	81.633	81.633	104.035	114.235	yes	streak-free
14	15	98.026	280.990	46.832	60.000	11.750	0.000	-0.250	48.793	0	22.768	78.295	streak	0.446	free	70.000	70.000	103.714	113.898	yes	streak-free
15	16	116.284	216.511	36.085	22.000	86.000	0.000	0.000	50.480	0	22.768	22.768	streak	0.495	free	97.714	97.714	104.575	114.801	yes	streak-free
16	17	97.297	301.153	50.192	49.297	44.000	0.297	0.000	34.701	0	79.468	22.768	streak	0.375	free	84.490	84.490	104.217	114.426	yes	streak-free
17	18	103.040	324.750	54.125	25.484	21.781	0.484	-0.219	39.005	0	138.031	79.449	streak	0.459	free	101.694	101.694	104.219	114.427	yes	streak-free
18	19	107.473	220.432	36.739	34.000	56.000	0.000	0.000	49.884	0	22.768	22.768	streak	0.507	bound	101.347	101.347	104.453	114.673	yes	streak-bound
19	20	112.412	272.753	45.459	30.703	72.000	-0.297	0.000	46.967	0	78.585	22.768	streak	0.419	free	88.959	88.959	104.911	115.154	yes	streak-free
20	21	99.875	226.245	37.707	67.000	37.000	0.000	0.000	49.435	0	22.768	22.768	streak	0.437	free	76.878	76.878	104.728	114.962	yes	streak-free
21	22	106.026	232.805	38.801	90.172	88.000	0.172	0.000	46.812	0	80.887	22.768	streak	0.419	free	91.163	91.163	104.842	115.081	yes	streak-free
22	23	113.097	205.920	34.320	71.000	74.000	0.000	0.000	43.606	0	22.768	23.503	streak	0.393	free	90.592	90.592	105.253	115.512	yes	streak-free
23	24	103.330	245.912	40.985	86.250	67.000	0.250	0.000	44.260	0	78.936	22.768	streak	0.399	free	83.367	83.367	105.223	115.481	yes	streak-free
24	25	115.176	249.203	41.534	40.000	8.688	0.000	-0.312	42.492	0	28.203	80.560	streak	0.482	free	99.041	99.041	105.669	115.948	yes	streak-free
25	26	99.744	207.910	34.652	15.000	59.000	0.000	0.000	48.147	0	22.768	22.768	streak	0.382	free	73.184	73.184	105.487	115.758	yes	streak-free
26	28	99.509	261.220	43.537	44.000	89.703	0.000	-0.297	38.653	0	22.768	77.338	streak	0.402	free	86.122	86.122	105.151	115.405	yes	streak-free
27	30	100.372	296.031	49.339	30.453	15.438	0.453	0.438	38.207	0	90.630	105.735	streak	0.389	free	89.245	89.245	104.858	115.098	yes	streak-free
28	31	101.856	198.920	33.153	9.000	15.047	0.000	0.047	43.750	0	22.768	125.000	streak	0.439	free	86.571	86.571	104.800	115.037	yes	streak-free
