 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	145.387	517.588	86.265	44.000	54.000	0.000	0.000	49.702	0	22.768	22.768	streak	0.460	free	120.857	120.857	146.587	158.695	yes	streak-free
2	2	140.854	616.655	102.776	12.188	54.734	0.188	-0.266	46.992	0	80.461	85.779	streak	0.453	free	132.306	132.306	144.321	156.334	yes	streak-free
3	3	136.064	435.255	72.543	85.000	31.016	0.000	0.016	63.414	0	22.768	25.254	streak	0.460	free	124.306	124.306	141.969	153.884	yes	streak-free
4	4	148.212	491.312	81.885	17.984	32.250	-0.016	0.250	57.315	0	125.977	106.785	streak	0.464	free	139.143	139.143	143.829	155.822	yes	streak-free
5	5	143.405	536.203	89.367	71.297	32.000	0.297	0.000	60.145	0	77.004	23.852	streak	0.455	free	118.796	118.796	143.985	155.984	yes	streak-free
6	6	149.219	397.734	66.289	60.000	13.000	0.000	0.000	62.405	0	22.768	22.768	streak	0.471	free	118.551	118.551	145.057	157.101	yes	streak-free
7	7	152.457	370.955	61.826	31.000	73.922	0.000	-0.078	74.781	0	22.768	100.769	streak	0.453	free	118.102	118.102	146.286	158.380	yes	streak-free
8	8	167.990	344.651	57.442	35.000	82.000	0.000	0.000	79.556	0	22.768	22.768	streak	0.452	free	131.755	131.755	149.149	161.361	yes	streak-free
9	9	142.125	579.360	96.560	9.406	28.000	0.406	0.000	59.581	0	82.622	22.768	streak	0.448	free	129.878	129.878	148.502	160.688	yes	streak-free
10	10	156.919	432.225	72.038	21.719	65.000	-0.281	0.000	64.733	0	79.823	22.768	streak	0.456	free	135.816	135.816	149.463	161.689	yes	streak-free
11	12	161.631	456.296	76.049	41.000	65.672	0.000	-0.328	64.117	0	22.768	79.889	streak	0.445	free	148.653	148.653	149.546	161.775	yes	streak-free
12	13	155.358	328.274	54.712	77.000	38.016	0.000	0.016	66.454	0	22.768	30.675	streak	0.430	free	118.939	118.939	150.085	162.336	yes	streak-free
13	14	138.325	379.800	63.300	59.000	42.781	0.000	-0.219	61.230	0	22.768	70.597	streak	0.398	free	116.000	116.000	149.331	161.551	yes	streak-free
14	15	144.692	374.422	62.404	77.000	80.328	0.000	0.328	67.519	0	23.876	151.062	Undefined	0.500	bound	120.367	120.367	149.102	161.312	yes	Undefined-bound
15	16	165.935	388.073	64.679	40.000	38.688	0.000	-0.312	66.038	0	22.768	82.097	streak	0.459	free	138.694	138.694	150.229	162.485	yes	streak-free
16	18	134.757	327.373	54.562	12.000	70.000	0.000	0.000	55.953	0	22.768	22.768	streak	0.403	free	110.347	110.347	149.389	161.612	yes	streak-free
