 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	151.135	357.761	31.110	32.000	41.000	0.000	0.000	62.684	0	26.434	22.768	streak	0.528	bound	139.061	139.061	153.435	165.822	yes	streak-bound
2	2	142.857	361.065	31.397	25.000	45.000	0.000	0.000	57.996	0	22.768	22.768	streak	0.490	free	124.878	124.878	149.296	161.515	yes	streak-free
3	3	152.764	317.140	27.577	11.984	10.000	-0.016	0.000	64.977	0	23.127	22.768	streak	0.474	free	123.388	123.388	151.219	163.516	yes	streak-free
4	4	135.350	374.347	32.552	20.812	66.000	-0.188	0.000	62.653	0	69.529	25.853	streak	0.387	free	106.429	106.429	147.827	159.985	yes	streak-free
5	5	119.728	337.811	29.375	20.984	25.000	-0.016	0.000	56.094	0	22.768	22.768	streak	0.375	free	83.918	83.918	142.667	154.611	yes	streak-free
6	6	134.648	248.257	21.588	11.469	89.000	0.469	0.000	58.032	0	204.251	22.768	streak	0.502	bound	118.408	118.408	141.714	153.618	yes	streak-bound
7	7	118.554	326.275	28.372	36.141	67.562	0.141	-0.438	53.980	0	174.455	117.103	spot	0.436	free	112.857	112.857	138.734	150.512	yes	spot-free
8	8	141.848	388.151	33.752	89.000	67.656	0.000	-0.344	44.827	0	22.768	86.976	streak	0.395	free	121.714	121.714	139.411	151.218	yes	streak-free
9	9	113.585	312.088	27.138	26.984	11.000	-0.016	0.000	49.518	0	232.260	28.196	streak	0.440	free	99.612	99.612	136.797	148.493	yes	streak-free
10	10	153.496	431.624	37.533	63.000	42.516	0.000	-0.484	53.473	0	22.768	94.011	streak	0.496	free	129.102	129.102	138.696	150.473	yes	streak-free
11	11	122.004	237.246	20.630	15.703	37.000	-0.297	0.000	49.621	0	225.000	23.491	streak	0.407	free	112.653	112.653	137.388	149.109	yes	streak-free
12	12	122.782	293.372	25.511	64.000	29.000	0.000	0.000	47.564	0	22.768	22.768	streak	0.372	free	112.163	112.163	136.363	148.040	yes	streak-free
13	13	128.238	290.809	25.288	12.031	51.000	0.031	0.000	63.025	0	27.910	22.768	streak	0.424	free	104.306	104.306	135.915	147.573	yes	streak-free
14	15	126.892	293.473	25.519	44.031	64.984	0.031	-0.016	49.823	0	132.866	22.768	streak	0.421	free	109.163	109.163	135.601	147.246	yes	streak-free
15	16	127.542	353.056	30.701	55.734	84.000	-0.266	0.000	55.007	0	76.022	22.768	streak	0.375	free	101.408	101.408	135.241	146.870	yes	streak-free
16	17	144.339	262.300	22.809	64.016	74.000	0.016	0.000	50.378	0	29.490	22.768	streak	0.435	free	126.653	126.653	135.911	147.569	yes	streak-free
17	18	144.871	191.494	16.652	55.266	90.031	0.266	0.031	60.711	0	308.714	24.404	streak	0.470	free	120.204	120.204	136.537	148.222	yes	streak-free
18	19	128.142	534.593	46.486	25.453	76.062	0.453	0.062	50.806	0	78.599	81.053	streak	0.414	free	120.102	120.102	136.216	147.887	yes	streak-free
19	20	128.334	386.609	33.618	45.625	58.000	-0.375	0.000	56.468	0	84.588	22.768	streak	0.374	free	104.061	104.061	135.937	147.596	yes	streak-free
20	21	138.892	349.849	30.422	83.000	6.547	0.000	-0.453	54.940	0	22.768	98.674	streak	0.467	free	108.286	108.286	136.187	147.857	yes	streak-free
21	22	128.333	210.388	18.295	13.000	20.750	0.000	-0.250	53.553	0	22.768	219.909	Undefined	0.471	free	110.939	110.939	135.935	147.594	yes	Undefined-free
22	23	126.928	271.677	23.624	26.984	22.000	-0.016	0.000	48.786	0	22.768	22.768	streak	0.403	free	115.449	115.449	135.643	147.290	yes	streak-free
23	24	146.626	387.088	33.660	72.000	72.594	0.000	-0.406	66.492	0	22.768	82.466	streak	0.484	free	110.184	110.184	136.197	147.867	yes	streak-free
24	25	139.768	275.803	23.983	42.000	26.750	0.000	-0.250	55.820	0	22.768	76.823	streak	0.446	free	132.408	132.408	136.431	148.112	yes	streak-free
25	26	111.698	205.904	17.905	91.016	56.328	0.016	0.328	44.513	0	311.201	165.163	Undefined	0.442	free	123.714	123.714	135.569	147.212	yes	Undefined-free
26	27	125.403	146.376	12.728	32.984	55.422	-0.016	0.422	56.859	0	22.768	347.388	Undefined	0.416	free	101.796	101.796	135.277	146.908	no	Undefined-free
27	29	131.760	295.891	25.730	38.000	87.219	0.000	0.219	53.591	0	22.768	73.674	streak	0.303	free	109.939	109.939	135.624	147.270	yes	streak-free
28	31	141.319	240.680	20.929	40.000	13.000	0.000	0.000	52.961	0	25.443	22.768	streak	0.391	free	113.531	113.531	135.891	147.548	yes	streak-free
29	33	130.443	284.519	24.741	47.125	44.844	0.125	-0.156	55.469	0	116.211	70.761	streak	0.391	free	111.143	111.143	134.595	146.197	yes	streak-free
30	34	146.606	280.020	24.350	77.031	29.219	0.031	0.219	58.258	0	23.852	80.508	streak	0.401	free	120.755	120.755	135.029	146.649	yes	streak-free
31	35	122.975	309.249	26.891	67.812	63.641	-0.188	-0.359	45.589	0	96.519	95.048	streak	0.360	free	108.429	108.429	134.742	146.350	yes	streak-free
32	37	128.416	401.341	34.899	45.516	89.000	-0.484	0.000	53.537	0	95.503	22.768	streak	0.463	free	104.408	104.408	134.627	146.230	yes	streak-free
33	38	139.958	231.970	20.171	9.984	82.000	-0.016	0.000	49.995	0	23.485	22.768	streak	0.405	free	130.735	130.735	134.839	146.451	yes	streak-free
34	39	130.004	274.483	23.868	53.938	23.875	-0.062	-0.125	58.059	0	27.769	93.682	streak	0.460	free	118.592	118.592	134.771	146.380	yes	streak-free
35	41	126.801	238.743	20.760	62.000	59.000	0.000	0.000	41.788	0	22.768	22.768	streak	0.340	free	113.265	113.265	134.621	146.224	yes	streak-free
36	42	130.715	234.277	20.372	55.000	54.000	0.000	0.000	57.083	0	26.434	22.768	streak	0.357	free	96.551	96.551	134.580	146.181	yes	streak-free
