 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
37	43	147.226	431.821	37.550	68.750	41.375	-0.250	0.375	53.394	0	52.683	93.512	streak	0.451	free	123.429	123.429	134.954	146.571	yes	streak-free
38	44	136.937	222.049	19.309	12.000	73.000	0.000	0.000	50.065	0	22.768	22.768	streak	0.406	free	119.796	119.796	135.058	146.680	yes	streak-free
39	45	129.315	234.322	20.376	83.297	50.016	0.297	0.016	53.066	0	141.119	171.387	spot	0.395	free	115.367	115.367	134.976	146.594	yes	spot-free
40	46	133.098	231.632	20.142	57.047	12.953	1.047	-0.047	48.417	0	55.710	35.548	streak	0.357	free	114.898	114.898	134.986	146.605	yes	streak-free
41	47	129.931	224.785	19.546	76.641	59.672	-0.359	-0.328	43.244	0	100.366	285.296	Undefined	0.373	free	123.673	123.673	134.924	146.539	yes	Undefined-free
42	49	134.809	300.145	26.100	42.594	38.000	-0.406	0.000	55.011	0	96.948	22.768	streak	0.389	free	117.816	117.816	134.972	146.590	yes	streak-free
43	52	111.382	143.276	12.459	62.359	19.531	-0.641	-0.469	46.558	0	425.407	202.234	Undefined	0.431	free	122.020	122.020	134.509	146.107	no	Undefined-free
44	54	118.301	161.882	14.077	40.562	57.656	-0.438	-0.344	57.015	0	91.073	415.333	Undefined	0.427	free	107.000	107.000	134.213	145.798	yes	Undefined-free
45	55	126.635	166.465	14.475	54.000	62.391	0.000	-0.609	56.602	0	22.768	384.425	Undefined	0.433	free	110.735	110.735	134.103	145.684	yes	Undefined-free
46	58	131.166	215.371	18.728	89.000	29.031	0.000	0.031	47.427	0	25.057	30.397	streak	0.346	free	116.163	116.163	134.090	145.670	yes	streak-free
47	61	117.222	219.070	19.050	90.000	40.000	0.000	0.000	44.440	0	22.768	22.768	streak	0.365	free	105.469	105.469	133.799	145.366	yes	streak-free
48	64	136.890	192.993	16.782	81.000	35.000	0.000	0.000	46.699	0	22.768	22.768	streak	0.355	free	119.163	119.163	133.905	145.476	yes	streak-free
49	72	117.351	174.569	15.180	60.969	68.266	-0.031	0.266	54.264	0	150.000	257.261	spot	0.407	free	109.918	109.918	133.631	145.191	yes	spot-free
50	75	141.105	253.459	22.040	18.469	12.000	0.469	0.000	50.836	0	88.512	37.413	streak	0.366	free	118.878	118.878	133.815	145.383	yes	streak-free
51	79	125.685	259.145	22.534	24.656	52.031	-0.344	0.031	43.494	0	84.418	52.277	streak	0.352	free	116.061	116.061	133.707	145.270	yes	streak-free
