 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
17	18	144.871	191.494	31.916	55.266	90.031	0.266	0.031	60.711	0	308.714	24.404	streak	0.470	free	120.204	120.204	135.437	147.075	yes	streak-free
18	19	128.142	534.593	89.099	25.453	76.062	0.453	0.062	50.806	0	78.599	81.053	streak	0.414	free	120.102	120.102	135.116	146.740	yes	streak-free
19	20	128.334	386.609	64.435	45.625	58.000	-0.375	0.000	56.468	0	84.588	22.768	streak	0.374	free	104.061	104.061	134.837	146.449	yes	streak-free
20	21	138.892	349.849	58.308	83.000	6.547	0.000	-0.453	54.940	0	22.768	98.674	streak	0.467	free	108.286	108.286	135.087	146.710	yes	streak-free
21	22	128.333	210.388	35.065	13.000	20.750	0.000	-0.250	53.553	0	22.768	219.909	Undefined	0.471	free	110.939	110.939	134.835	146.447	yes	Undefined-free
22	23	126.928	271.677	45.279	26.984	22.000	-0.016	0.000	48.786	0	22.768	22.768	streak	0.403	free	115.449	115.449	134.543	146.142	yes	streak-free
23	24	146.626	387.088	64.515	72.000	72.594	0.000	-0.406	66.492	0	22.768	82.466	streak	0.484	free	110.184	110.184	135.097	146.720	yes	streak-free
24	25	139.768	275.803	45.967	42.000	26.750	0.000	-0.250	55.820	0	22.768	76.823	streak	0.446	free	132.408	132.408	135.331	146.965	yes	streak-free
25	26	111.698	205.904	34.317	91.016	56.328	0.016	0.328	44.513	0	311.201	165.163	Undefined	0.442	free	123.714	123.714	134.469	146.065	yes	Undefined-free
26	27	125.403	146.376	24.396	32.984	55.422	-0.016	0.422	56.859	0	22.768	347.388	Undefined	0.416	free	101.796	101.796	134.177	145.761	yes	Undefined-free
27	29	131.760	295.891	49.315	38.000	87.219	0.000	0.219	53.591	0	22.768	73.674	streak	0.303	free	109.939	109.939	134.524	146.122	yes	streak-free
28	31	141.319	240.680	40.113	40.000	13.000	0.000	0.000	52.961	0	25.443	22.768	streak	0.391	free	113.531	113.531	134.791	146.400	yes	streak-free
29	33	130.443	284.519	47.420	47.125	44.844	0.125	-0.156	55.469	0	116.211	70.761	streak	0.391	free	111.143	111.143	133.495	145.050	yes	streak-free
30	34	146.606	280.020	46.670	77.031	29.219	0.031	0.219	58.258	0	23.852	80.508	streak	0.401	free	120.755	120.755	133.929	145.502	yes	streak-free
31	35	122.975	309.249	51.542	67.812	63.641	-0.188	-0.359	45.589	0	96.519	95.048	streak	0.360	free	108.429	108.429	133.642	145.203	yes	streak-free
32	37	128.416	401.341	66.890	45.516	89.000	-0.484	0.000	53.537	0	95.503	22.768	streak	0.463	free	104.408	104.408	133.527	145.083	yes	streak-free
33	38	139.958	231.970	38.662	9.984	82.000	-0.016	0.000	49.995	0	23.485	22.768	streak	0.405	free	130.735	130.735	133.739	145.304	yes	streak-free
34	39	130.004	274.483	45.747	53.938	23.875	-0.062	-0.125	58.059	0	27.769	93.682	streak	0.460	free	118.592	118.592	133.671	145.232	yes	streak-free
35	41	126.801	238.743	39.790	62.000	59.000	0.000	0.000	41.788	0	22.768	22.768	streak	0.340	free	113.265	113.265	133.521	145.077	yes	streak-free
36	42	130.715	234.277	39.046	55.000	54.000	0.000	0.000	57.083	0	26.434	22.768	streak	0.357	free	96.551	96.551	133.480	145.034	yes	streak-free
37	43	147.226	431.821	71.970	68.750	41.375	-0.250	0.375	53.394	0	52.683	93.512	streak	0.451	free	123.429	123.429	133.854	145.423	yes	streak-free
38	44	136.937	222.049	37.008	12.000	73.000	0.000	0.000	50.065	0	22.768	22.768	streak	0.406	free	119.796	119.796	133.958	145.532	yes	streak-free
39	45	129.315	234.322	39.054	83.297	50.016	0.297	0.016	53.066	0	141.119	171.387	spot	0.395	free	115.367	115.367	133.876	145.447	yes	spot-free
40	46	133.098	231.632	38.605	57.047	12.953	1.047	-0.047	48.417	0	55.710	35.548	streak	0.357	free	114.898	114.898	133.886	145.457	yes	streak-free
41	47	129.931	224.785	37.464	76.641	59.672	-0.359	-0.328	43.244	0	100.366	285.296	Undefined	0.373	free	123.673	123.673	133.824	145.392	yes	Undefined-free
42	49	134.809	300.145	50.024	42.594	38.000	-0.406	0.000	55.011	0	96.948	22.768	streak	0.389	free	117.816	117.816	133.872	145.442	yes	streak-free
43	52	111.382	143.276	23.879	62.359	19.531	-0.641	-0.469	46.558	0	425.407	202.234	Undefined	0.431	free	122.020	122.020	133.409	144.960	no	Undefined-free
44	54	118.301	161.882	26.980	40.562	57.656	-0.438	-0.344	57.015	0	91.073	415.333	Undefined	0.427	free	107.000	107.000	133.113	144.651	yes	Undefined-free
45	55	126.635	166.465	27.744	54.000	62.391	0.000	-0.609	56.602	0	22.768	384.425	Undefined	0.433	free	110.735	110.735	133.003	144.536	yes	Undefined-free
46	58	131.166	215.371	35.895	89.000	29.031	0.000	0.031	47.427	0	25.057	30.397	streak	0.346	free	116.163	116.163	132.990	144.523	yes	streak-free
47	61	117.222	219.070	36.512	90.000	40.000	0.000	0.000	44.440	0	22.768	22.768	streak	0.365	free	105.469	105.469	132.699	144.219	yes	streak-free
48	64	136.890	192.993	32.165	81.000	35.000	0.000	0.000	46.699	0	22.768	22.768	streak	0.355	free	119.163	119.163	132.805	144.329	yes	streak-free
49	72	117.351	174.569	29.095	60.969	68.266	-0.031	0.266	54.264	0	150.000	257.261	spot	0.407	free	109.918	109.918	132.531	144.043	yes	spot-free
50	75	141.105	253.459	42.243	18.469	12.000	0.469	0.000	50.836	0	88.512	37.413	streak	0.366	free	118.878	118.878	132.715	144.235	yes	streak-free
51	79	125.685	259.145	43.191	24.656	52.031	-0.344	0.031	43.494	0	84.418	52.277	streak	0.352	free	116.061	116.061	132.607	144.123	yes	streak-free
