 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	151.135	357.761	59.627	32.000	41.000	0.000	0.000	62.684	0	26.434	22.768	streak	0.528	bound	139.061	139.061	152.335	164.678	yes	streak-bound
2	2	142.857	361.065	60.177	25.000	45.000	0.000	0.000	57.996	0	22.768	22.768	streak	0.490	free	124.878	124.878	148.196	160.370	yes	streak-free
3	3	152.764	317.140	52.857	11.984	10.000	-0.016	0.000	64.977	0	23.127	22.768	streak	0.474	free	123.388	123.388	150.119	162.371	yes	streak-free
4	4	135.350	374.347	62.391	20.812	66.000	-0.188	0.000	62.653	0	69.529	25.853	streak	0.387	free	106.429	106.429	146.727	158.840	yes	streak-free
5	5	119.728	337.811	56.302	20.984	25.000	-0.016	0.000	56.094	0	22.768	22.768	streak	0.375	free	83.918	83.918	141.567	153.465	yes	streak-free
6	6	134.648	248.257	41.376	11.469	89.000	0.469	0.000	58.032	0	204.251	22.768	streak	0.502	bound	118.408	118.408	140.614	152.472	yes	streak-bound
7	7	118.554	326.275	54.379	36.141	67.562	0.141	-0.438	53.980	0	174.455	117.103	spot	0.436	free	112.857	112.857	137.634	149.366	yes	spot-free
8	8	141.848	388.151	64.692	89.000	67.656	0.000	-0.344	44.827	0	22.768	86.976	streak	0.395	free	121.714	121.714	138.311	150.071	yes	streak-free
9	9	113.585	312.088	52.015	26.984	11.000	-0.016	0.000	49.518	0	232.260	28.196	streak	0.440	free	99.612	99.612	135.697	147.345	yes	streak-free
10	10	153.496	431.624	71.937	63.000	42.516	0.000	-0.484	53.473	0	22.768	94.011	streak	0.496	free	129.102	129.102	137.596	149.327	yes	streak-free
11	11	122.004	237.246	39.541	15.703	37.000	-0.297	0.000	49.621	0	225.000	23.491	streak	0.407	free	112.653	112.653	136.288	147.962	yes	streak-free
12	12	122.782	293.372	48.895	64.000	29.000	0.000	0.000	47.564	0	22.768	22.768	streak	0.372	free	112.163	112.163	135.263	146.893	yes	streak-free
13	13	128.238	290.809	48.468	12.031	51.000	0.031	0.000	63.025	0	27.910	22.768	streak	0.424	free	104.306	104.306	134.815	146.425	yes	streak-free
14	15	126.892	293.473	48.912	44.031	64.984	0.031	-0.016	49.823	0	132.866	22.768	streak	0.421	free	109.163	109.163	134.501	146.098	yes	streak-free
15	16	127.542	353.056	58.843	55.734	84.000	-0.266	0.000	55.007	0	76.022	22.768	streak	0.375	free	101.408	101.408	134.141	145.723	yes	streak-free
16	17	144.339	262.300	43.717	64.016	74.000	0.016	0.000	50.378	0	29.490	22.768	streak	0.435	free	126.653	126.653	134.811	146.422	yes	streak-free
