 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	137.550	394.279	65.713	66.000	55.000	0.000	0.000	53.677	0	22.768	22.768	streak	0.482	free	122.776	122.776	138.750	150.529	yes	streak-free
2	2	135.232	386.136	64.356	78.984	60.000	-0.016	0.000	60.308	0	23.485	22.768	streak	0.408	free	90.204	90.204	137.591	149.320	yes	streak-free
3	3	132.546	510.799	85.133	62.828	72.656	-0.172	-0.344	52.557	0	150.000	82.238	streak	0.489	free	126.020	126.020	136.309	147.984	yes	streak-free
4	5	131.463	378.489	63.081	79.484	33.703	0.484	-0.297	62.033	0	91.790	145.349	streak	0.483	free	118.163	118.163	134.414	146.008	yes	streak-free
5	6	116.632	485.346	80.891	40.531	89.141	-0.469	0.141	50.169	0	95.491	94.369	streak	0.468	free	110.939	110.939	131.651	143.124	yes	streak-free
6	7	139.749	306.694	51.116	44.000	26.000	0.000	0.000	58.807	0	22.768	22.768	streak	0.459	free	122.061	122.061	132.979	144.511	yes	streak-free
7	9	124.768	315.285	52.548	33.000	58.000	0.000	0.000	56.786	0	22.768	22.768	streak	0.445	free	112.184	112.184	133.073	144.608	yes	streak-free
8	10	133.850	318.959	53.160	61.000	42.906	0.000	-0.094	61.698	0	22.768	63.032	streak	0.466	free	114.082	114.082	133.270	144.815	yes	streak-free
9	11	135.308	382.512	63.752	40.250	17.891	0.250	-0.109	47.438	0	76.285	102.997	streak	0.411	free	134.939	134.939	133.565	145.122	yes	streak-free
10	12	138.876	396.882	66.147	72.344	56.000	0.344	0.000	52.074	0	85.758	22.768	streak	0.449	free	128.061	128.061	134.107	145.688	yes	streak-free
11	13	136.129	298.877	49.813	80.000	52.000	0.000	0.000	62.878	0	22.768	22.768	streak	0.526	bound	127.102	127.102	134.355	145.946	yes	streak-bound
12	14	164.176	316.113	52.686	87.000	17.281	0.000	0.281	73.544	0	31.162	86.736	streak	0.516	bound	142.918	142.918	136.571	148.257	yes	streak-bound
13	15	131.881	359.197	59.866	26.000	87.750	0.000	-0.250	52.534	0	35.128	75.342	streak	0.415	free	112.082	112.082	136.338	148.015	yes	streak-free
14	16	144.080	360.702	60.117	29.734	45.000	-0.266	0.000	58.488	0	73.075	23.876	streak	0.430	free	120.122	120.122	136.897	148.597	yes	streak-free
15	17	140.503	282.835	47.139	72.000	39.000	0.000	0.000	58.704	0	22.768	22.768	streak	0.433	free	100.143	100.143	137.180	148.892	yes	streak-free
