 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	110.283	405.206	67.534	47.609	25.219	-0.391	0.219	46.441	0	130.066	73.756	streak	0.554	bound	98.082	98.082	111.483	122.041	yes	streak-bound
2	2	104.007	346.869	57.811	14.000	60.297	0.000	0.297	55.349	0	22.768	82.789	streak	0.502	bound	84.735	84.735	108.345	118.754	yes	streak-bound
3	3	105.892	363.247	60.541	73.375	21.000	0.375	0.000	46.840	0	93.554	22.768	streak	0.497	free	101.735	101.735	107.927	118.316	yes	streak-free
4	4	107.389	324.614	54.102	71.266	75.000	0.266	0.000	46.083	0	77.328	22.768	streak	0.468	free	92.469	92.469	108.093	118.489	yes	streak-free
5	5	106.113	355.068	59.178	33.000	72.656	0.000	-0.344	50.658	0	22.768	81.331	streak	0.484	free	80.898	80.898	107.937	118.326	yes	streak-free
6	6	100.575	200.555	33.426	27.000	37.344	0.000	0.344	42.855	0	78.727	302.270	Undefined	0.500	bound	91.245	91.245	106.910	117.249	yes	Undefined-bound
7	7	100.814	382.912	63.819	65.453	68.031	0.453	0.031	39.961	0	91.073	82.571	streak	0.436	free	90.857	90.857	106.210	116.516	yes	streak-free
8	8	104.104	266.306	44.384	11.000	33.656	0.000	-0.344	37.298	0	27.469	152.195	Undefined	0.479	free	98.286	98.286	106.097	116.397	yes	Undefined-free
9	9	99.801	126.098	21.016	41.156	64.500	-0.844	-0.500	44.560	0	485.093	109.367	streak	0.478	free	83.286	83.286	105.531	115.804	yes	streak-free
10	10	101.133	271.366	45.228	29.219	13.000	0.219	0.000	38.715	0	76.104	22.768	streak	0.455	free	96.653	96.653	105.211	115.468	yes	streak-free
11	11	94.640	462.190	77.032	47.391	14.875	0.391	-0.125	38.958	0	87.892	34.111	streak	0.407	free	75.898	75.898	104.359	114.575	yes	streak-free
12	12	110.309	220.750	36.792	21.000	33.000	0.000	0.000	49.287	0	22.768	22.768	streak	0.410	free	87.959	87.959	104.955	115.200	yes	streak-free
13	13	104.695	225.060	37.510	87.000	63.000	0.000	0.000	51.957	0	22.768	22.768	streak	0.442	free	82.612	82.612	105.027	115.275	yes	streak-free
14	15	104.650	223.121	37.187	11.000	43.000	0.000	0.000	40.218	0	22.768	22.768	streak	0.452	free	78.408	78.408	101.724	111.809	yes	streak-free
15	17	106.668	212.135	35.356	74.000	46.000	0.000	0.000	50.980	0	22.768	22.768	streak	0.514	bound	89.449	89.449	102.403	112.522	yes	streak-bound
16	18	97.381	278.907	46.485	21.703	82.000	-0.297	0.000	44.548	0	81.496	22.768	streak	0.442	free	78.429	78.429	102.190	112.299	yes	streak-free
17	19	104.849	346.064	57.677	39.203	35.547	0.203	-0.453	45.024	0	81.176	104.083	streak	0.503	bound	92.673	92.673	102.393	112.512	yes	streak-bound
18	20	93.593	216.027	36.004	31.531	28.516	-0.469	-0.484	33.880	0	458.110	78.867	streak	0.421	free	97.633	97.633	102.013	112.114	yes	streak-free
19	21	104.633	98.587	16.431	18.062	88.266	0.062	0.266	44.952	0	213.725	331.800	spot	0.496	free	93.878	93.878	102.195	112.304	no	spot-free
20	22	109.234	202.154	33.692	62.000	25.000	0.000	0.000	46.283	0	22.768	22.768	streak	0.442	free	90.776	90.776	102.570	112.697	yes	streak-free
21	23	110.243	203.938	33.990	85.016	48.984	0.016	-0.016	43.570	0	29.458	22.768	streak	0.450	free	88.041	88.041	102.956	113.102	yes	streak-free
22	24	101.257	288.109	48.018	63.344	61.000	0.344	0.000	36.679	0	79.889	22.768	streak	0.383	free	78.633	78.633	102.935	113.080	yes	streak-free
23	26	98.698	207.958	34.660	61.000	53.031	0.000	0.031	40.498	0	23.876	98.190	streak	0.375	free	88.857	88.857	102.813	112.953	yes	streak-free
24	27	100.242	248.255	41.376	72.344	52.828	0.344	-0.172	42.417	0	89.214	170.835	Undefined	0.453	free	81.041	81.041	102.761	112.898	yes	Undefined-free
25	28	113.934	312.046	52.008	27.000	56.500	0.000	0.500	43.278	0	22.768	94.011	streak	0.467	free	96.163	96.163	103.219	113.379	yes	streak-free
26	29	98.307	202.303	33.717	52.000	9.000	0.000	0.000	40.254	0	22.768	22.768	streak	0.441	free	93.714	93.714	103.086	113.239	yes	streak-free
27	30	99.651	237.953	39.659	65.281	38.000	0.281	0.000	41.861	0	83.139	22.768	streak	0.430	free	78.673	78.673	103.009	113.159	yes	streak-free
28	31	110.287	144.049	24.008	46.125	38.984	0.125	-0.016	43.043	0	263.858	28.784	streak	0.452	free	90.714	90.714	103.292	113.455	yes	streak-free
29	32	100.462	215.408	35.901	88.359	39.000	0.359	0.000	40.082	0	148.810	22.768	streak	0.436	free	89.327	89.327	103.239	113.400	yes	streak-free
30	34	91.426	203.583	33.930	78.000	78.000	0.000	0.000	29.540	0	28.651	22.768	streak	0.361	free	82.673	82.673	102.908	113.052	yes	streak-free
31	35	95.842	102.416	17.069	89.922	18.781	-0.078	0.781	44.098	0	275.139	172.912	spot	0.415	free	86.102	86.102	102.730	112.865	no	spot-free
32	37	101.932	160.434	26.739	90.469	25.703	0.469	-0.297	37.513	0	424.500	81.080	streak	0.412	free	94.694	94.694	101.909	112.004	yes	streak-free
33	40	91.545	147.582	24.597	46.062	53.391	0.062	0.391	41.679	0	276.718	104.083	streak	0.439	free	85.449	85.449	101.654	111.737	yes	streak-free
34	41	101.853	160.053	26.675	88.516	56.656	0.516	-0.344	47.426	0	232.138	91.073	streak	0.464	free	86.245	86.245	101.692	111.776	yes	streak-free
35	42	94.010	188.117	31.353	70.078	60.000	0.078	0.000	38.757	0	100.769	22.768	streak	0.356	free	80.265	80.265	101.521	111.597	yes	streak-free
36	46	108.507	166.261	27.710	51.000	75.000	0.000	0.000	44.200	0	22.768	22.768	streak	0.364	free	74.143	74.143	100.474	110.498	yes	streak-free
37	47	122.896	150.847	25.141	59.000	31.000	0.000	0.000	41.322	0	22.768	22.768	streak	0.458	free	109.571	109.571	101.036	111.088	yes	streak-free
38	49	90.245	288.315	48.052	18.000	75.438	0.000	0.438	45.929	0	22.768	88.471	streak	0.355	free	64.102	64.102	100.813	110.854	yes	streak-free
39	51	98.380	169.509	28.252	12.000	11.000	0.000	0.000	35.934	0	29.958	22.768	streak	0.336	free	84.837	84.837	100.785	110.824	yes	streak-free
40	54	100.774	221.895	36.982	61.344	89.000	0.344	0.000	37.308	0	80.887	22.768	streak	0.405	free	82.571	82.571	100.812	110.852	yes	streak-free
41	61	100.145	155.679	25.946	35.000	13.000	0.000	0.000	40.401	0	22.768	22.768	streak	0.381	free	77.837	77.837	100.823	110.864	yes	streak-free
42	62	100.251	150.210	25.035	60.531	9.484	-0.469	0.484	43.031	0	294.362	84.083	streak	0.446	free	82.184	82.184	100.837	110.878	yes	streak-free
43	63	99.848	157.326	26.221	53.000	45.031	0.000	0.031	36.861	0	22.768	30.954	streak	0.387	free	85.653	85.653	100.841	110.883	yes	streak-free
