 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	110.283	405.206	35.235	47.609	25.219	-0.391	0.219	46.441	0	130.066	73.756	streak	0.554	bound	98.082	98.082	112.583	123.193	yes	streak-bound
2	2	104.007	346.869	30.162	14.000	60.297	0.000	0.297	55.349	0	22.768	82.789	streak	0.502	bound	84.735	84.735	109.445	119.906	yes	streak-bound
3	3	105.892	363.247	31.587	73.375	21.000	0.375	0.000	46.840	0	93.554	22.768	streak	0.497	free	101.735	101.735	109.027	119.469	yes	streak-free
4	4	107.389	324.614	28.227	71.266	75.000	0.266	0.000	46.083	0	77.328	22.768	streak	0.468	free	92.469	92.469	109.193	119.642	yes	streak-free
5	5	106.113	355.068	30.875	33.000	72.656	0.000	-0.344	50.658	0	22.768	81.331	streak	0.484	free	80.898	80.898	109.037	119.479	yes	streak-free
6	6	100.575	200.555	17.440	27.000	37.344	0.000	0.344	42.855	0	78.727	302.270	Undefined	0.500	bound	91.245	91.245	108.010	118.402	yes	Undefined-bound
7	7	100.814	382.912	33.297	65.453	68.031	0.453	0.031	39.961	0	91.073	82.571	streak	0.436	free	90.857	90.857	107.310	117.669	yes	streak-free
8	8	104.104	266.306	23.157	11.000	33.656	0.000	-0.344	37.298	0	27.469	152.195	Undefined	0.479	free	98.286	98.286	107.197	117.551	yes	Undefined-free
9	9	99.801	126.098	10.965	41.156	64.500	-0.844	-0.500	44.560	0	485.093	109.367	streak	0.478	free	83.286	83.286	106.631	116.957	yes	streak-free
10	10	101.133	271.366	23.597	29.219	13.000	0.219	0.000	38.715	0	76.104	22.768	streak	0.455	free	96.653	96.653	106.311	116.622	yes	streak-free
11	11	94.640	462.190	40.190	47.391	14.875	0.391	-0.125	38.958	0	87.892	34.111	streak	0.407	free	75.898	75.898	105.459	115.728	yes	streak-free
12	12	110.309	220.750	19.196	21.000	33.000	0.000	0.000	49.287	0	22.768	22.768	streak	0.410	free	87.959	87.959	106.055	116.353	yes	streak-free
13	13	104.695	225.060	19.570	87.000	63.000	0.000	0.000	51.957	0	22.768	22.768	streak	0.442	free	82.612	82.612	106.127	116.429	yes	streak-free
14	15	104.650	223.121	19.402	11.000	43.000	0.000	0.000	40.218	0	22.768	22.768	streak	0.452	free	78.408	78.408	102.824	112.964	yes	streak-free
15	17	106.668	212.135	18.446	74.000	46.000	0.000	0.000	50.980	0	22.768	22.768	streak	0.514	bound	89.449	89.449	103.503	113.676	yes	streak-bound
16	18	97.381	278.907	24.253	21.703	82.000	-0.297	0.000	44.548	0	81.496	22.768	streak	0.442	free	78.429	78.429	103.290	113.454	yes	streak-free
17	19	104.849	346.064	30.093	39.203	35.547	0.203	-0.453	45.024	0	81.176	104.083	streak	0.503	bound	92.673	92.673	103.493	113.667	yes	streak-bound
