ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	68.381	138.076	23.013	56.031	63.578	0.031	-0.422	28.803	0	29.518	234.089	Undefined	0.482	free	59.633	59.633	69.581	77.923	yes	Undefined-free
2	63.367	175.495	29.249	18.000	59.000	0.000	0.000	30.784	0	22.768	22.768	streak	0.433	free	45.122	45.122	67.074	75.264	yes	streak-free
3	67.299	81.559	13.593	57.547	54.562	-0.453	-0.438	25.418	0	209.135	370.867	spot	0.528	bound	68.653	68.653	67.549	75.768	yes	spot-bound
4	69.529	154.208	25.701	45.984	15.000	-0.016	0.000	31.514	0	30.692	29.106	streak	0.439	free	52.000	52.000	68.344	76.611	yes	streak-free
5	63.604	169.940	28.323	88.641	53.000	0.641	0.000	24.064	0	119.833	28.196	streak	0.435	free	55.837	55.837	67.636	75.860	yes	streak-free
6	57.935	184.081	30.680	12.594	76.344	-0.406	0.344	26.088	0	181.602	105.248	streak	0.452	free	55.857	55.857	66.219	74.357	yes	streak-free
7	73.146	255.353	42.559	71.500	14.516	-0.500	-0.484	34.873	0	94.944	91.302	streak	0.532	bound	56.673	56.673	67.380	75.589	yes	streak-bound
8	62.172	236.417	39.403	72.359	38.484	0.359	0.484	28.106	0	318.672	68.974	streak	0.508	bound	59.122	59.122	66.879	75.057	yes	streak-bound
9	64.580	207.220	34.537	54.000	71.625	0.000	-0.375	31.902	0	22.768	89.214	streak	0.441	free	44.082	44.082	66.757	74.927	yes	streak-free
10	66.812	246.573	41.095	67.312	69.750	0.312	-0.250	25.486	0	84.042	72.988	streak	0.461	free	58.163	58.163	66.882	75.061	yes	streak-free
11	64.913	50.916	8.486	12.250	39.688	-0.750	0.688	29.185	0	353.169	333.313	spot	0.511	bound	67.510	67.510	66.813	74.986	no	spot-bound
12	62.521	149.807	24.968	11.000	57.984	0.000	-0.016	23.727	0	27.755	23.485	streak	0.396	free	53.408	53.408	66.555	74.713	yes	streak-free
14	66.136	142.669	23.778	9.000	87.016	0.000	0.016	28.427	0	22.768	29.084	streak	0.451	free	54.163	54.163	64.979	73.040	yes	streak-free
15	65.917	134.849	22.475	60.984	24.000	-0.016	0.000	22.997	0	172.266	22.768	streak	0.449	free	57.918	57.918	65.122	73.191	yes	streak-free
16	66.806	199.710	33.285	63.000	78.656	0.000	-0.344	24.581	0	22.768	78.631	streak	0.412	free	54.898	54.898	65.302	73.383	yes	streak-free
18	55.486	167.243	27.874	30.328	39.562	0.328	-0.438	24.810	0	134.035	103.412	streak	0.391	free	47.939	47.939	64.795	72.845	yes	streak-free
19	58.492	142.305	23.718	47.000	54.000	0.000	0.000	29.048	0	22.768	22.768	streak	0.426	free	49.796	49.796	64.512	72.544	yes	streak-free
20	64.566	138.562	23.094	60.500	36.750	0.500	-0.250	29.270	0	91.073	320.587	Undefined	0.506	bound	57.163	57.163	64.578	72.614	yes	Undefined-bound
21	71.706	122.263	20.377	80.000	11.000	0.000	0.000	28.461	0	22.768	22.768	streak	0.385	free	58.612	58.612	64.994	73.056	yes	streak-free
22	63.776	164.235	27.372	46.000	90.250	0.000	0.250	23.437	0	22.768	70.262	streak	0.408	free	59.898	59.898	64.993	73.055	yes	streak-free
23	66.506	128.216	21.369	67.031	22.984	0.031	-0.016	25.446	0	31.169	22.768	streak	0.376	free	54.163	54.163	65.116	73.186	yes	streak-free
24	62.897	170.864	28.477	31.000	9.672	0.000	-0.328	20.327	0	22.768	81.860	streak	0.381	free	58.000	58.000	65.072	73.139	yes	streak-free
27	64.921	124.150	20.692	32.000	68.984	0.000	-0.016	24.797	0	22.768	23.485	streak	0.395	free	55.551	55.551	64.149	72.159	yes	streak-free
28	60.309	155.553	25.926	24.703	68.000	-0.297	0.000	25.043	0	79.521	30.847	streak	0.400	free	51.408	51.408	64.048	72.051	yes	streak-free
29	62.239	120.699	20.117	43.000	84.000	0.000	0.000	23.318	0	22.768	22.768	streak	0.376	free	58.204	58.204	64.025	72.027	yes	streak-free
32	66.151	116.839	19.473	86.000	84.000	0.000	0.000	23.877	0	22.768	22.768	streak	0.349	free	51.163	51.163	63.071	71.012	yes	streak-free
33	67.096	114.758	19.126	27.000	83.000	0.000	0.000	31.815	0	22.768	22.768	streak	0.472	free	52.571	52.571	63.239	71.191	yes	streak-free
35	65.698	116.290	19.382	85.000	28.000	0.000	0.000	25.411	0	22.768	22.768	streak	0.393	free	61.980	61.980	62.490	70.395	yes	streak-free
38	66.203	114.935	19.156	13.984	68.000	-0.016	0.000	26.053	0	22.768	22.768	streak	0.405	free	52.510	52.510	62.635	70.549	yes	streak-free
39	64.694	117.089	19.515	27.984	30.984	-0.016	-0.016	23.660	0	29.986	22.768	streak	0.377	free	53.980	53.980	62.728	70.648	yes	streak-free
40	58.986	60.460	10.077	18.938	10.891	-0.062	-0.109	23.259	0	295.312	182.515	spot	0.395	free	56.265	56.265	62.657	70.573	no	spot-free
41	59.726	71.589	11.932	66.344	53.547	0.344	-0.453	22.846	0	120.871	425.630	Undefined	0.437	free	59.898	59.898	62.610	70.523	yes	Undefined-free
42	61.354	139.847	23.308	70.766	83.297	-0.234	0.297	24.165	0	81.944	90.583	streak	0.398	free	51.041	51.041	62.609	70.521	yes	streak-free
43	63.889	122.248	20.375	14.234	17.000	0.234	0.000	25.607	0	119.788	22.768	streak	0.409	free	51.612	51.612	62.673	70.589	yes	streak-free
45	59.886	119.959	19.993	26.938	23.031	-0.062	0.031	25.402	0	123.695	28.640	streak	0.363	free	49.286	49.286	62.722	70.641	yes	streak-free
46	55.277	96.651	16.109	85.562	36.234	-0.438	0.234	24.428	0	241.674	148.792	spot	0.420	free	53.163	53.163	62.573	70.483	yes	spot-free
50	60.727	172.030	28.672	21.672	29.172	-0.328	0.172	22.363	0	78.641	87.284	streak	0.342	free	52.551	52.551	62.619	70.532	yes	streak-free
52	65.200	56.198	9.366	62.500	17.422	-0.500	0.422	24.821	0	190.338	268.422	spot	0.415	free	60.939	60.939	62.546	70.454	no	spot-free
54	60.462	147.065	24.511	37.375	33.969	0.375	-0.031	26.024	0	136.168	24.404	streak	0.417	free	45.939	45.939	62.527	70.434	yes	streak-free
55	58.038	112.619	18.770	53.016	43.000	0.016	0.000	22.220	0	125.961	22.768	streak	0.356	free	48.388	48.388	62.458	70.362	yes	streak-free
56	57.772	153.797	25.633	69.000	31.375	0.000	0.375	21.464	0	30.700	85.841	streak	0.349	free	49.592	49.592	62.387	70.286	yes	streak-free
58	60.159	107.837	17.973	83.000	42.000	0.000	0.000	23.939	0	22.768	27.059	streak	0.378	free	52.531	52.531	61.702	69.558	yes	streak-free
59	65.713	103.557	17.260	13.984	47.031	-0.016	0.031	25.639	0	22.768	29.546	streak	0.415	free	55.388	55.388	61.803	69.664	yes	streak-free
62	70.287	74.026	12.338	77.031	34.891	1.031	-0.109	31.592	0	80.040	212.228	Undefined	0.437	free	56.816	56.816	61.935	69.805	yes	Undefined-free
64	65.230	98.631	16.438	77.000	48.000	0.000	0.000	30.004	0	22.768	22.768	streak	0.343	free	44.082	44.082	62.017	69.892	yes	streak-free
65	68.946	137.434	22.906	87.375	10.000	0.375	0.000	28.230	0	83.814	22.768	streak	0.440	free	56.776	56.776	62.162	70.046	yes	streak-free
71	54.276	78.157	13.026	38.516	59.469	-0.484	-0.531	25.427	0	242.969	388.948	spot	0.457	free	61.959	61.959	62.004	69.878	yes	spot-free
