ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	68.381	138.076	12.007	56.031	63.578	0.031	-0.422	28.803	0	29.518	234.089	Undefined	0.482	free	59.633	59.633	70.681	79.088	yes	Undefined-free
2	63.367	175.495	15.260	18.000	59.000	0.000	0.000	30.784	0	22.768	22.768	streak	0.433	free	45.122	45.122	68.174	76.431	yes	streak-free
3	67.299	81.559	7.092	57.547	54.562	-0.453	-0.438	25.418	0	209.135	370.867	spot	0.528	bound	68.653	68.653	68.649	76.934	yes	spot-bound
4	69.529	154.208	13.409	45.984	15.000	-0.016	0.000	31.514	0	30.692	29.106	streak	0.439	free	52.000	52.000	69.444	77.777	yes	streak-free
5	63.604	169.940	14.777	88.641	53.000	0.641	0.000	24.064	0	119.833	28.196	streak	0.435	free	55.837	55.837	68.736	77.027	yes	streak-free
6	57.935	184.081	16.007	12.594	76.344	-0.406	0.344	26.088	0	181.602	105.248	streak	0.452	free	55.857	55.857	67.319	75.524	yes	streak-free
7	73.146	255.353	22.205	71.500	14.516	-0.500	-0.484	34.873	0	94.944	91.302	streak	0.532	bound	56.673	56.673	68.480	76.755	yes	streak-bound
8	62.172	236.417	20.558	72.359	38.484	0.359	0.484	28.106	0	318.672	68.974	streak	0.508	bound	59.122	59.122	67.979	76.224	yes	streak-bound
9	64.580	207.220	18.019	54.000	71.625	0.000	-0.375	31.902	0	22.768	89.214	streak	0.441	free	44.082	44.082	67.857	76.095	yes	streak-free
10	66.812	246.573	21.441	67.312	69.750	0.312	-0.250	25.486	0	84.042	72.988	streak	0.461	free	58.163	58.163	67.982	76.228	yes	streak-free
11	64.913	50.916	4.427	12.250	39.688	-0.750	0.688	29.185	0	353.169	333.313	spot	0.511	bound	67.510	67.510	67.913	76.153	no	spot-bound
12	62.521	149.807	13.027	11.000	57.984	0.000	-0.016	23.727	0	27.755	23.485	streak	0.396	free	53.408	53.408	67.655	75.880	yes	streak-free
14	66.136	142.669	12.406	9.000	87.016	0.000	0.016	28.427	0	22.768	29.084	streak	0.451	free	54.163	54.163	66.079	74.208	yes	streak-free
15	65.917	134.849	11.726	60.984	24.000	-0.016	0.000	22.997	0	172.266	22.768	streak	0.449	free	57.918	57.918	66.222	74.359	yes	streak-free
16	66.806	199.710	17.366	63.000	78.656	0.000	-0.344	24.581	0	22.768	78.631	streak	0.412	free	54.898	54.898	66.402	74.551	yes	streak-free
18	55.486	167.243	14.543	30.328	39.562	0.328	-0.438	24.810	0	134.035	103.412	streak	0.391	free	47.939	47.939	65.895	74.013	yes	streak-free
19	58.492	142.305	12.374	47.000	54.000	0.000	0.000	29.048	0	22.768	22.768	streak	0.426	free	49.796	49.796	65.612	73.712	yes	streak-free
20	64.566	138.562	12.049	60.500	36.750	0.500	-0.250	29.270	0	91.073	320.587	Undefined	0.506	bound	57.163	57.163	65.678	73.782	yes	Undefined-bound
21	71.706	122.263	10.632	80.000	11.000	0.000	0.000	28.461	0	22.768	22.768	streak	0.385	free	58.612	58.612	66.094	74.224	yes	streak-free
22	63.776	164.235	14.281	46.000	90.250	0.000	0.250	23.437	0	22.768	70.262	streak	0.408	free	59.898	59.898	66.093	74.223	yes	streak-free
23	66.506	128.216	11.149	67.031	22.984	0.031	-0.016	25.446	0	31.169	22.768	streak	0.376	free	54.163	54.163	66.216	74.354	yes	streak-free
24	62.897	170.864	14.858	31.000	9.672	0.000	-0.328	20.327	0	22.768	81.860	streak	0.381	free	58.000	58.000	66.172	74.307	yes	streak-free
27	64.921	124.150	10.796	32.000	68.984	0.000	-0.016	24.797	0	22.768	23.485	streak	0.395	free	55.551	55.551	65.249	73.327	yes	streak-free
28	60.309	155.553	13.526	24.703	68.000	-0.297	0.000	25.043	0	79.521	30.847	streak	0.400	free	51.408	51.408	65.148	73.219	yes	streak-free
29	62.239	120.699	10.496	43.000	84.000	0.000	0.000	23.318	0	22.768	22.768	streak	0.376	free	58.204	58.204	65.125	73.195	yes	streak-free
32	66.151	116.839	10.160	86.000	84.000	0.000	0.000	23.877	0	22.768	22.768	streak	0.349	free	51.163	51.163	64.171	72.181	yes	streak-free
33	67.096	114.758	9.979	27.000	83.000	0.000	0.000	31.815	0	22.768	22.768	streak	0.472	free	52.571	52.571	64.339	72.360	yes	streak-free
35	65.698	116.290	10.112	85.000	28.000	0.000	0.000	25.411	0	22.768	22.768	streak	0.393	free	61.980	61.980	63.590	71.565	yes	streak-free
38	66.203	114.935	9.994	13.984	68.000	-0.016	0.000	26.053	0	22.768	22.768	streak	0.405	free	52.510	52.510	63.735	71.718	yes	streak-free
39	64.694	117.089	10.182	27.984	30.984	-0.016	-0.016	23.660	0	29.986	22.768	streak	0.377	free	53.980	53.980	63.828	71.817	yes	streak-free
40	58.986	60.460	5.257	18.938	10.891	-0.062	-0.109	23.259	0	295.312	182.515	spot	0.395	free	56.265	56.265	63.757	71.742	no	spot-free
41	59.726	71.589	6.225	66.344	53.547	0.344	-0.453	22.846	0	120.871	425.630	Undefined	0.437	free	59.898	59.898	63.710	71.692	no	Undefined-free
42	61.354	139.847	12.161	70.766	83.297	-0.234	0.297	24.165	0	81.944	90.583	streak	0.398	free	51.041	51.041	63.709	71.691	yes	streak-free
43	63.889	122.248	10.630	14.234	17.000	0.234	0.000	25.607	0	119.788	22.768	streak	0.409	free	51.612	51.612	63.773	71.758	yes	streak-free
45	59.886	119.959	10.431	26.938	23.031	-0.062	0.031	25.402	0	123.695	28.640	streak	0.363	free	49.286	49.286	63.822	71.810	yes	streak-free
46	55.277	96.651	8.404	85.562	36.234	-0.438	0.234	24.428	0	241.674	148.792	spot	0.420	free	53.163	53.163	63.673	71.652	yes	spot-free
50	60.727	172.030	14.959	21.672	29.172	-0.328	0.172	22.363	0	78.641	87.284	streak	0.342	free	52.551	52.551	63.719	71.702	yes	streak-free
52	65.200	56.198	4.887	62.500	17.422	-0.500	0.422	24.821	0	190.338	268.422	spot	0.415	free	60.939	60.939	63.646	71.624	no	spot-free
54	60.462	147.065	12.788	37.375	33.969	0.375	-0.031	26.024	0	136.168	24.404	streak	0.417	free	45.939	45.939	63.627	71.604	yes	streak-free
55	58.038	112.619	9.793	53.016	43.000	0.016	0.000	22.220	0	125.961	22.768	streak	0.356	free	48.388	48.388	63.558	71.531	yes	streak-free
56	57.772	153.797	13.374	69.000	31.375	0.000	0.375	21.464	0	30.700	85.841	streak	0.349	free	49.592	49.592	63.487	71.455	yes	streak-free
58	60.159	107.837	9.377	83.000	42.000	0.000	0.000	23.939	0	22.768	27.059	streak	0.378	free	52.531	52.531	62.802	70.727	yes	streak-free
59	65.713	103.557	9.005	13.984	47.031	-0.016	0.031	25.639	0	22.768	29.546	streak	0.415	free	55.388	55.388	62.903	70.834	yes	streak-free
62	70.287	74.026	6.437	77.031	34.891	1.031	-0.109	31.592	0	80.040	212.228	Undefined	0.437	free	56.816	56.816	63.035	70.974	yes	Undefined-free
64	65.230	98.631	8.577	77.000	48.000	0.000	0.000	30.004	0	22.768	22.768	streak	0.343	free	44.082	44.082	63.117	71.061	yes	streak-free
65	68.946	137.434	11.951	87.375	10.000	0.375	0.000	28.230	0	83.814	22.768	streak	0.440	free	56.776	56.776	63.262	71.216	yes	streak-free
71	54.276	78.157	6.796	38.516	59.469	-0.484	-0.531	25.427	0	242.969	388.948	spot	0.457	free	61.959	61.959	63.104	71.048	yes	spot-free
73	57.372	98.523	8.567	45.000	45.000	0.000	0.000	20.257	0	22.768	22.768	streak	0.337	free	49.796	49.796	63.046	70.986	yes	streak-free
75	67.451	104.738	9.108	70.891	90.234	0.891	0.234	27.339	0	97.411	80.993	streak	0.363	free	50.796	50.796	63.157	71.105	yes	streak-free
77	60.125	192.201	16.713	79.422	89.422	0.422	0.422	27.485	0	90.551	92.774	streak	0.402	free	45.857	45.857	63.145	71.092	yes	streak-free
78	60.395	119.248	10.369	47.078	22.875	0.078	-0.125	19.055	0	155.582	68.132	streak	0.367	free	59.367	59.367	63.138	71.084	yes	streak-free
81	60.376	170.077	14.789	52.656	22.641	-0.344	-0.359	20.607	0	91.290	84.093	streak	0.371	free	56.061	56.061	63.131	71.076	yes	streak-free
