ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	95.491	274.000	45.667	10.984	23.000	-0.016	0.000	44.858	0	23.127	22.768	streak	0.518	bound	80.857	80.857	96.691	106.524	yes	streak-bound
2	91.502	330.673	55.112	71.734	60.000	-0.266	0.000	36.320	0	70.386	22.768	streak	0.437	free	80.490	80.490	94.697	104.428	yes	streak-free
3	94.898	248.159	41.360	74.000	18.094	0.000	0.094	35.808	0	22.768	96.680	streak	0.455	free	82.714	82.714	95.164	104.919	yes	streak-free
4	83.334	158.449	26.408	17.891	72.484	-0.109	0.484	47.889	0	237.783	234.453	spot	0.547	bound	90.102	90.102	92.506	102.124	yes	spot-bound
5	80.192	204.273	34.045	26.469	59.094	-0.531	0.094	35.851	0	91.790	487.866	Undefined	0.531	bound	80.041	80.041	90.283	99.785	yes	Undefined-bound
6	88.202	235.771	39.295	49.984	22.000	-0.016	0.000	34.216	0	23.485	22.768	streak	0.436	free	65.694	65.694	90.137	99.631	yes	streak-free
7	95.606	219.626	36.604	80.000	71.000	0.000	0.000	34.653	0	22.768	24.286	streak	0.428	free	83.000	83.000	91.089	100.633	yes	streak-free
8	104.652	207.298	34.550	44.000	63.000	0.000	0.000	42.447	0	22.768	22.768	streak	0.455	free	82.000	82.000	92.935	102.575	yes	streak-free
9	88.345	284.279	47.380	37.562	9.672	-0.438	-0.328	35.720	0	113.672	105.735	streak	0.487	free	90.102	90.102	92.558	102.179	yes	streak-free
10	80.846	261.611	43.602	10.359	41.000	0.359	0.000	36.695	0	121.430	22.768	streak	0.463	free	62.122	62.122	91.507	101.073	yes	streak-free
11	88.890	290.723	48.454	34.656	64.000	-0.344	0.000	35.098	0	84.418	22.768	streak	0.428	free	83.592	83.592	91.378	100.937	yes	streak-free
12	80.259	262.140	43.690	58.172	47.188	0.172	0.188	38.239	0	75.380	77.754	streak	0.397	free	61.327	61.327	90.551	100.067	yes	streak-free
14	102.899	194.056	32.343	29.984	47.000	-0.016	0.000	35.316	0	22.768	22.768	streak	0.448	free	83.673	83.673	88.946	98.377	yes	streak-free
15	88.372	80.074	13.346	61.828	38.984	-1.172	-0.016	41.162	0	399.545	197.820	Undefined	0.488	free	81.286	81.286	88.988	98.421	no	Undefined-free
