ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	95.491	274.000	23.826	10.984	23.000	-0.016	0.000	44.858	0	23.127	22.768	streak	0.518	bound	80.857	80.857	97.791	107.680	yes	streak-bound
2	91.502	330.673	28.754	71.734	60.000	-0.266	0.000	36.320	0	70.386	22.768	streak	0.437	free	80.490	80.490	95.797	105.584	yes	streak-free
3	94.898	248.159	21.579	74.000	18.094	0.000	0.094	35.808	0	22.768	96.680	streak	0.455	free	82.714	82.714	96.264	106.075	yes	streak-free
4	83.334	158.449	13.778	17.891	72.484	-0.109	0.484	47.889	0	237.783	234.453	spot	0.547	bound	90.102	90.102	93.606	103.281	yes	spot-bound
5	80.192	204.273	17.763	26.469	59.094	-0.531	0.094	35.851	0	91.790	487.866	Undefined	0.531	bound	80.041	80.041	91.383	100.943	yes	Undefined-bound
6	88.202	235.771	20.502	49.984	22.000	-0.016	0.000	34.216	0	23.485	22.768	streak	0.436	free	65.694	65.694	91.237	100.788	yes	streak-free
7	95.606	219.626	19.098	80.000	71.000	0.000	0.000	34.653	0	22.768	24.286	streak	0.428	free	83.000	83.000	92.189	101.791	yes	streak-free
8	104.652	207.298	18.026	44.000	63.000	0.000	0.000	42.447	0	22.768	22.768	streak	0.455	free	82.000	82.000	94.035	103.732	yes	streak-free
9	88.345	284.279	24.720	37.562	9.672	-0.438	-0.328	35.720	0	113.672	105.735	streak	0.487	free	90.102	90.102	93.658	103.336	yes	streak-free
10	80.846	261.611	22.749	10.359	41.000	0.359	0.000	36.695	0	121.430	22.768	streak	0.463	free	62.122	62.122	92.607	102.230	yes	streak-free
11	88.890	290.723	25.280	34.656	64.000	-0.344	0.000	35.098	0	84.418	22.768	streak	0.428	free	83.592	83.592	92.478	102.095	yes	streak-free
12	80.259	262.140	22.795	58.172	47.188	0.172	0.188	38.239	0	75.380	77.754	streak	0.397	free	61.327	61.327	91.651	101.225	yes	streak-free
14	102.899	194.056	16.874	29.984	47.000	-0.016	0.000	35.316	0	22.768	22.768	streak	0.448	free	83.673	83.673	90.046	99.535	yes	streak-free
15	88.372	80.074	6.963	61.828	38.984	-1.172	-0.016	41.162	0	399.545	197.820	Undefined	0.488	free	81.286	81.286	90.088	99.579	no	Undefined-free
16	93.205	196.854	17.118	71.000	11.000	0.000	0.000	34.428	0	22.768	22.768	streak	0.443	free	76.714	76.714	90.426	99.935	yes	streak-free
18	98.124	186.771	16.241	18.984	26.000	-0.016	0.000	49.191	0	22.768	22.768	streak	0.503	bound	84.592	84.592	91.014	100.554	yes	streak-bound
20	93.971	210.163	18.275	21.031	90.766	0.031	-0.234	35.021	0	25.367	113.576	streak	0.432	free	80.653	80.653	91.866	101.451	yes	streak-free
21	92.908	120.645	10.491	30.203	87.969	0.203	-0.031	39.519	0	243.299	108.107	streak	0.453	free	91.041	91.041	92.033	101.627	yes	streak-free
22	85.762	235.924	20.515	52.000	72.266	0.000	0.266	35.735	0	22.768	78.427	streak	0.361	free	75.429	75.429	91.844	101.428	yes	streak-free
23	93.574	182.635	15.881	60.000	31.984	0.000	-0.016	34.797	0	22.768	27.059	streak	0.346	free	77.449	77.449	92.027	101.620	yes	streak-free
24	78.403	134.276	11.676	85.891	56.969	-0.109	-0.031	37.170	0	130.097	284.628	Undefined	0.445	free	77.143	77.143	91.535	101.102	yes	Undefined-free
26	93.973	244.172	21.232	30.375	34.000	0.375	0.000	38.606	0	85.931	22.768	streak	0.406	free	83.245	83.245	91.732	101.310	yes	streak-free
27	94.398	178.205	15.496	24.984	77.984	-0.016	-0.016	39.544	0	28.544	23.485	streak	0.410	free	76.755	76.755	91.931	101.519	yes	streak-free
31	87.607	241.608	21.009	73.594	45.500	-0.406	-0.500	37.908	0	193.799	80.119	streak	0.436	free	88.367	88.367	91.613	101.184	yes	streak-free
33	83.011	140.018	12.175	88.375	9.312	0.375	0.312	33.258	0	237.923	158.355	spot	0.447	free	84.714	84.714	91.388	100.948	yes	spot-free
34	94.883	189.495	16.478	54.203	79.844	0.203	-0.156	32.846	0	76.860	76.978	streak	0.414	free	80.429	80.429	91.588	101.158	yes	streak-free
35	89.259	173.786	15.112	77.000	77.000	0.000	0.000	32.360	0	22.768	22.768	streak	0.413	free	73.122	73.122	91.587	101.157	yes	streak-free
37	81.541	109.805	9.548	85.984	16.312	-0.016	0.312	40.958	0	23.485	442.749	Undefined	0.390	free	65.327	65.327	91.337	100.894	yes	Undefined-free
40	92.678	233.161	20.275	68.359	87.000	0.359	0.000	31.937	0	83.159	75.801	streak	0.398	free	81.469	81.469	90.981	100.520	yes	streak-free
42	92.308	162.695	14.147	61.000	77.000	0.000	0.000	38.414	0	22.768	23.876	streak	0.386	free	73.694	73.694	91.088	100.632	yes	streak-free
43	86.352	314.864	27.379	59.531	63.469	-0.469	0.469	32.958	0	94.707	83.159	streak	0.406	free	78.776	78.776	91.018	100.559	yes	streak-free
44	94.000	158.921	13.819	84.000	42.000	0.000	0.000	42.454	0	22.768	22.768	streak	0.455	free	79.714	79.714	91.165	100.713	yes	streak-free
45	96.256	237.138	20.621	60.000	83.422	0.000	0.422	34.894	0	22.768	89.875	streak	0.390	free	78.531	78.531	91.365	100.923	yes	streak-free
46	95.660	204.144	17.752	57.000	9.703	0.000	-0.297	38.706	0	24.286	77.338	streak	0.404	free	83.000	83.000	91.538	101.106	yes	streak-free
49	83.788	91.647	7.969	47.984	29.359	-0.016	1.359	42.097	0	171.515	442.353	Undefined	0.489	free	82.347	82.347	91.399	100.959	no	Undefined-free
50	102.914	187.636	16.316	46.000	80.641	0.000	-0.359	39.347	0	22.768	89.214	streak	0.396	free	85.531	85.531	91.744	101.322	yes	streak-free
54	71.240	106.081	9.224	33.594	74.406	-0.406	0.406	30.385	0	413.622	274.003	spot	0.443	free	85.429	85.429	91.300	100.855	yes	spot-free
56	82.084	160.901	13.991	66.375	64.016	0.375	0.016	28.043	0	104.083	290.039	Undefined	0.369	free	86.306	86.306	91.135	100.682	yes	Undefined-free
58	91.206	193.906	16.861	36.391	55.000	0.391	0.000	42.820	0	94.011	22.768	streak	0.427	free	84.898	84.898	91.190	100.740	yes	streak-free
61	89.091	86.579	7.529	87.047	77.000	0.047	0.000	34.747	0	385.909	23.503	streak	0.377	free	77.469	77.469	90.545	100.060	no	streak-free
63	82.161	244.627	21.272	41.000	24.484	0.000	0.484	37.748	0	22.768	94.751	streak	0.394	free	71.122	71.122	90.413	99.921	yes	streak-free
65	88.264	249.208	21.670	50.500	88.453	0.500	0.453	37.545	0	99.217	83.814	streak	0.421	free	71.776	71.776	90.389	99.896	yes	streak-free
68	101.140	129.518	11.262	35.000	79.969	0.000	-0.031	30.338	0	22.768	30.666	streak	0.382	free	81.367	81.367	90.655	100.176	yes	streak-free
70	86.660	233.233	20.281	27.531	28.000	-0.469	0.000	31.427	0	91.073	22.768	streak	0.372	free	69.449	69.449	90.621	100.140	yes	streak-free
76	91.180	168.171	14.624	13.000	61.703	0.000	-0.297	37.707	0	22.768	81.455	streak	0.408	free	76.367	76.367	90.677	100.199	yes	streak-free
81	75.989	81.371	7.076	26.656	10.891	-0.344	-0.109	35.380	0	362.521	193.359	Undefined	0.393	free	73.837	73.837	90.439	99.949	no	Undefined-free
86	93.943	122.941	10.691	64.000	14.000	0.000	0.000	31.803	0	22.768	22.768	streak	0.321	free	74.939	74.939	90.548	100.064	yes	streak-free
93	87.539	175.846	15.291	75.375	34.000	0.375	0.000	32.654	0	85.920	22.768	streak	0.391	free	76.571	76.571	90.535	100.050	yes	streak-free
96	86.976	160.565	13.962	10.000	34.516	0.000	0.516	33.509	0	25.828	127.868	streak	0.446	free	71.796	71.796	90.512	100.026	yes	streak-free
107	90.159	99.419	8.645	21.297	80.641	0.297	-0.359	36.987	0	172.722	202.542	spot	0.380	free	84.224	84.224	90.547	100.063	no	spot-free
113	81.276	90.466	7.867	29.953	18.328	-0.047	0.328	32.051	0	142.277	302.483	Undefined	0.351	free	74.367	74.367	90.425	99.934	no	Undefined-free
114	85.537	177.392	15.425	82.531	34.000	-0.469	0.000	29.955	0	94.751	22.768	streak	0.404	free	79.061	79.061	90.380	99.887	yes	streak-free
