 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	119.399	278.752	24.239	74.547	34.000	-0.453	0.000	55.990	0	200.000	22.768	streak	0.585	bound	110.980	110.980	121.699	132.731	yes	streak-bound
2	2	113.550	240.533	20.916	51.219	81.984	-0.781	-0.016	47.973	0	372.017	24.972	streak	0.548	bound	111.204	111.204	118.774	129.673	yes	streak-bound
3	3	94.445	324.348	28.204	36.000	60.000	0.000	0.000	45.340	0	22.768	22.768	streak	0.468	free	73.755	73.755	111.431	121.987	yes	streak-free
4	4	91.510	298.731	25.977	9.000	31.000	0.000	0.000	36.489	0	24.672	22.768	streak	0.414	free	77.122	77.122	107.026	117.371	yes	streak-free
5	5	96.894	375.958	32.692	23.000	32.719	0.000	-0.281	33.649	0	22.768	75.976	streak	0.396	free	85.265	85.265	105.460	115.729	yes	streak-free
6	7	101.677	285.071	24.789	91.094	36.984	0.094	-0.016	37.957	0	97.376	23.485	streak	0.449	free	82.265	82.265	103.171	113.328	yes	streak-free
7	8	100.286	252.621	21.967	49.000	35.000	0.000	0.000	47.894	0	22.768	22.768	streak	0.458	free	78.163	78.163	103.098	113.252	yes	streak-free
8	9	106.842	145.992	12.695	13.000	17.438	0.000	0.438	50.783	0	26.434	436.584	Undefined	0.487	free	96.122	96.122	103.769	113.956	yes	Undefined-free
9	10	109.372	239.735	20.847	84.000	69.000	0.000	0.000	42.235	0	22.768	22.768	streak	0.466	free	97.041	97.041	104.560	114.785	yes	streak-free
10	11	95.773	252.033	21.916	31.000	24.000	0.000	0.000	34.107	0	22.768	22.768	streak	0.371	free	91.408	91.408	103.970	114.167	yes	streak-free
11	12	113.248	302.554	26.309	49.250	44.641	0.250	-0.359	40.406	0	83.273	114.546	streak	0.451	free	100.367	100.367	104.935	115.179	yes	streak-free
12	13	97.508	299.190	26.017	45.000	83.672	0.000	-0.328	37.928	0	197.820	83.099	streak	0.452	free	99.490	99.490	104.540	114.765	yes	streak-free
13	14	86.630	240.483	20.912	19.984	23.172	-0.016	0.172	39.640	0	27.283	163.991	Undefined	0.403	free	83.490	83.490	103.425	113.595	yes	Undefined-free
14	16	100.995	237.110	20.618	31.000	31.000	0.000	0.000	39.958	0	22.768	22.768	streak	0.464	free	92.082	92.082	103.311	113.475	yes	streak-free
15	17	100.331	188.127	16.359	73.000	12.297	0.000	0.297	37.436	0	22.768	226.918	Undefined	0.365	free	89.755	89.755	103.271	113.433	yes	Undefined-free
16	18	100.931	315.629	27.446	39.000	32.375	0.000	0.375	46.869	0	22.768	90.630	streak	0.458	free	82.816	82.816	103.269	113.431	yes	streak-free
17	19	101.071	390.757	33.979	66.516	20.547	-0.484	-0.453	42.597	0	102.274	86.133	streak	0.425	free	86.388	86.388	103.274	113.437	yes	streak-free
18	20	106.641	283.231	24.629	41.000	66.281	0.000	0.281	45.875	0	22.768	75.976	streak	0.474	free	97.959	97.959	103.558	113.734	yes	streak-free
19	21	113.410	225.438	19.603	57.000	60.703	0.000	-0.297	56.745	0	22.768	106.251	streak	0.485	free	89.612	89.612	104.136	114.341	yes	streak-free
20	22	111.770	340.514	29.610	8.547	49.000	-0.453	0.000	46.807	0	91.073	22.768	streak	0.451	free	107.755	107.755	104.588	114.815	yes	streak-free
21	23	111.678	208.284	18.112	78.984	83.000	-0.016	0.000	54.760	0	22.768	22.768	streak	0.411	free	84.449	84.449	104.996	115.243	yes	streak-free
22	24	97.557	193.051	16.787	60.156	67.969	0.156	-0.031	40.567	0	247.223	25.467	streak	0.428	free	85.469	85.469	104.782	115.018	yes	streak-free
23	25	98.819	391.498	34.043	18.562	84.531	-0.438	-0.469	41.657	0	92.518	85.917	streak	0.398	free	76.878	76.878	104.635	114.865	yes	streak-free
24	26	91.250	278.964	24.258	30.281	78.000	0.281	0.000	40.498	0	78.427	22.768	streak	0.365	free	80.184	80.184	104.209	114.417	yes	streak-free
25	27	106.098	242.796	21.113	32.250	44.000	0.250	0.000	39.427	0	81.215	22.768	streak	0.427	free	91.041	91.041	104.364	114.580	yes	streak-free
26	28	108.670	235.978	20.520	43.000	25.234	0.000	0.234	46.727	0	22.768	77.228	streak	0.450	free	82.959	82.959	104.600	114.828	yes	streak-free
27	29	98.426	386.161	33.579	57.328	38.375	0.328	0.375	42.816	0	95.503	93.150	streak	0.476	free	95.449	95.449	104.467	114.687	yes	streak-free
28	31	92.324	141.393	12.295	31.703	90.375	-0.297	0.375	35.779	0	107.400	457.249	Undefined	0.417	free	90.184	90.184	104.144	114.349	yes	Undefined-free
29	33	104.197	322.491	28.043	30.125	60.406	0.125	0.406	51.646	0	75.029	82.466	streak	0.437	free	80.714	80.714	104.094	114.297	yes	streak-free
30	34	101.013	307.773	26.763	37.000	18.531	0.000	-0.469	42.321	0	22.768	91.073	streak	0.425	free	80.020	80.020	104.071	114.273	yes	streak-free
31	36	105.758	312.540	27.177	82.500	50.000	-0.500	0.000	45.968	0	95.503	22.768	streak	0.436	free	92.490	92.490	104.185	114.392	yes	streak-free
32	38	110.707	222.954	19.387	85.281	40.000	0.281	0.000	46.359	0	78.565	22.768	streak	0.464	free	88.898	88.898	104.430	114.649	yes	streak-free
33	39	103.414	281.931	24.516	86.625	59.000	-0.375	0.000	46.167	0	78.949	22.768	streak	0.416	free	95.673	95.673	104.465	114.686	yes	streak-free
34	40	105.069	174.761	15.197	20.000	53.000	0.000	0.000	41.038	0	22.768	22.768	streak	0.392	free	80.857	80.857	104.541	114.766	yes	streak-free
35	41	100.801	229.329	19.942	55.000	44.250	0.000	-0.750	36.029	0	27.755	71.554	streak	0.350	free	85.204	85.204	104.504	114.727	yes	streak-free
36	43	96.236	285.822	24.854	64.375	44.344	0.375	0.344	38.000	0	87.317	92.185	streak	0.357	free	79.735	79.735	104.355	114.571	yes	streak-free
37	44	103.525	221.627	19.272	64.281	73.766	0.281	-0.234	32.041	0	76.978	119.445	streak	0.405	free	99.735	99.735	104.391	114.608	yes	streak-free
38	45	103.308	216.186	18.799	78.000	27.266	0.000	0.266	40.263	0	22.768	77.615	streak	0.417	free	91.980	91.980	104.420	114.639	yes	streak-free
39	46	110.061	162.732	14.151	49.000	18.000	0.000	0.000	47.000	0	22.768	22.768	streak	0.447	free	93.776	93.776	104.605	114.832	yes	streak-free
40	47	108.372	206.661	17.971	9.734	56.000	-0.266	0.000	52.273	0	74.946	22.768	streak	0.377	free	76.898	76.898	104.743	114.977	yes	streak-free
41	49	106.155	120.661	10.492	69.000	66.312	0.000	0.312	46.988	0	22.768	242.501	Undefined	0.427	free	88.816	88.816	104.825	115.063	yes	Undefined-free
42	51	107.151	162.051	14.091	85.000	26.000	0.000	0.000	40.189	0	22.768	22.768	streak	0.394	free	93.204	93.204	104.926	115.169	yes	streak-free
43	52	105.354	111.542	9.699	89.531	42.906	0.531	-0.094	46.095	0	239.379	153.460	spot	0.390	free	90.122	90.122	104.984	115.230	no	spot-free
44	56	112.920	179.330	15.594	16.297	44.000	0.297	0.000	39.714	0	90.045	30.243	streak	0.378	free	100.571	100.571	104.151	114.356	yes	streak-free
45	63	98.647	194.306	16.896	31.000	65.734	0.000	-0.266	33.368	0	30.358	78.790	streak	0.334	free	85.020	85.020	103.390	113.558	yes	streak-free
46	65	104.159	244.216	21.236	57.000	11.594	0.000	-0.406	37.736	0	22.768	81.177	streak	0.348	free	92.449	92.449	103.448	113.619	yes	streak-free
47	66	86.191	259.929	22.603	64.000	84.469	0.000	0.469	38.223	0	22.768	94.011	streak	0.347	free	70.367	70.367	103.171	113.328	yes	streak-free
48	68	109.273	136.066	11.832	87.750	35.000	0.750	0.000	48.134	0	76.488	45.536	streak	0.461	free	90.286	90.286	103.323	113.488	yes	streak-free
49	72	99.050	256.875	22.337	74.672	69.484	-0.328	0.484	42.593	0	105.625	108.555	streak	0.420	free	92.837	92.837	103.288	113.451	yes	streak-free
50	74	96.357	85.563	7.440	21.156	74.000	0.156	0.000	41.345	0	349.573	23.852	streak	0.366	free	93.755	93.755	103.207	113.366	no	streak-free
51	76	97.613	202.150	17.578	17.094	33.531	0.094	-0.469	34.448	0	199.295	74.597	streak	0.349	free	88.837	88.837	103.150	113.306	yes	streak-free
52	85	77.594	92.972	8.085	59.453	19.484	0.453	-0.516	35.931	0	253.784	335.735	spot	0.379	free	85.347	85.347	102.756	112.893	no	spot-free
