 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	119.399	278.752	46.459	74.547	34.000	-0.453	0.000	55.990	0	200.000	22.768	streak	0.585	bound	110.980	110.980	120.599	131.581	yes	streak-bound
2	2	113.550	240.533	40.089	51.219	81.984	-0.781	-0.016	47.973	0	372.017	24.972	streak	0.548	bound	111.204	111.204	117.674	128.522	yes	streak-bound
3	3	94.445	324.348	54.058	36.000	60.000	0.000	0.000	45.340	0	22.768	22.768	streak	0.468	free	73.755	73.755	110.331	120.835	yes	streak-free
4	4	91.510	298.731	49.788	9.000	31.000	0.000	0.000	36.489	0	24.672	22.768	streak	0.414	free	77.122	77.122	105.926	116.218	yes	streak-free
5	5	96.894	375.958	62.660	23.000	32.719	0.000	-0.281	33.649	0	22.768	75.976	streak	0.396	free	85.265	85.265	104.360	114.575	yes	streak-free
6	7	101.677	285.071	47.512	91.094	36.984	0.094	-0.016	37.957	0	97.376	23.485	streak	0.449	free	82.265	82.265	102.071	112.174	yes	streak-free
7	8	100.286	252.621	42.104	49.000	35.000	0.000	0.000	47.894	0	22.768	22.768	streak	0.458	free	78.163	78.163	101.998	112.097	yes	streak-free
8	9	106.842	145.992	24.332	13.000	17.438	0.000	0.438	50.783	0	26.434	436.584	Undefined	0.487	free	96.122	96.122	102.669	112.802	yes	Undefined-free
9	10	109.372	239.735	39.956	84.000	69.000	0.000	0.000	42.235	0	22.768	22.768	streak	0.466	free	97.041	97.041	103.460	113.631	yes	streak-free
10	11	95.773	252.033	42.006	31.000	24.000	0.000	0.000	34.107	0	22.768	22.768	streak	0.371	free	91.408	91.408	102.870	113.012	yes	streak-free
11	12	113.248	302.554	50.426	49.250	44.641	0.250	-0.359	40.406	0	83.273	114.546	streak	0.451	free	100.367	100.367	103.835	114.025	yes	streak-free
12	13	97.508	299.190	49.865	45.000	83.672	0.000	-0.328	37.928	0	197.820	83.099	streak	0.452	free	99.490	99.490	103.440	113.611	yes	streak-free
13	14	86.630	240.483	40.081	19.984	23.172	-0.016	0.172	39.640	0	27.283	163.991	Undefined	0.403	free	83.490	83.490	102.325	112.441	yes	Undefined-free
