ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	47.143	150.788	13.112	18.000	71.000	0.000	0.000	20.915	0	22.768	22.768	streak	0.435	free	38.694	38.694	49.443	56.474	yes	streak-free
2	53.399	172.657	15.014	42.969	54.641	-0.031	-0.359	21.589	0	92.901	93.964	streak	0.476	free	50.755	50.755	52.571	59.821	yes	streak-free
3	51.554	160.230	13.933	74.750	37.375	-0.250	0.375	21.762	0	73.468	145.822	streak	0.454	free	47.000	47.000	52.999	60.279	yes	streak-free
4	53.549	146.619	12.749	49.750	61.984	-0.250	-0.016	19.946	0	96.106	22.768	streak	0.410	free	44.143	44.143	53.711	61.040	yes	streak-free
5	47.156	139.172	12.102	90.469	52.625	-0.531	-0.375	20.497	0	81.311	307.958	Undefined	0.438	free	49.041	49.041	52.860	60.131	yes	Undefined-free
6	49.206	176.081	15.311	35.844	23.625	-0.156	-0.375	18.524	0	79.606	100.366	streak	0.454	free	44.510	44.510	52.635	59.890	yes	streak-free
7	56.856	130.460	11.344	12.984	51.250	-0.016	0.250	22.979	0	152.496	72.701	streak	0.455	free	43.388	43.388	53.566	60.885	yes	streak-free
8	58.004	146.538	12.742	70.766	10.438	-0.234	0.438	22.253	0	89.873	103.216	streak	0.472	free	53.776	53.776	54.408	61.785	yes	streak-free
9	56.095	161.753	14.065	19.266	83.688	0.266	-0.312	20.196	0	84.891	103.216	streak	0.421	free	52.449	52.449	54.851	62.257	yes	streak-free
10	51.901	116.902	10.165	66.000	30.000	0.000	0.000	18.665	0	22.768	22.768	streak	0.383	free	47.714	47.714	54.786	62.188	yes	streak-free
11	41.331	88.362	7.684	26.984	32.453	-0.016	0.453	17.765	0	276.855	150.865	spot	0.407	free	42.878	42.878	53.772	61.105	yes	spot-free
12	53.555	88.814	7.723	66.266	88.000	-0.734	0.000	23.846	0	209.805	33.575	streak	0.459	free	43.673	43.673	53.946	61.290	yes	streak-free
13	51.018	135.775	11.806	69.266	57.406	0.266	0.406	18.922	0	150.717	101.870	streak	0.446	free	50.408	50.408	53.897	61.239	yes	streak-free
14	57.391	151.529	13.176	12.000	68.359	0.000	0.359	20.348	0	22.768	83.159	streak	0.430	free	48.898	48.898	54.311	61.681	yes	streak-free
15	56.049	134.386	11.686	45.000	30.281	0.000	0.281	23.657	0	28.651	77.790	streak	0.415	free	46.020	46.020	54.580	61.968	yes	streak-free
16	41.772	68.090	5.921	54.562	87.438	0.562	0.438	18.274	0	338.980	180.179	Undefined	0.415	free	42.796	42.796	53.924	61.267	yes	Undefined-free
17	51.297	132.080	11.485	69.172	70.062	0.172	0.062	22.498	0	88.908	26.114	streak	0.436	free	44.612	44.612	53.904	61.246	yes	streak-free
18	51.853	121.022	10.524	90.781	27.000	-0.219	0.000	21.558	0	72.839	22.768	streak	0.386	free	43.653	43.653	53.918	61.261	yes	streak-free
19	58.434	115.342	10.030	17.000	19.750	0.000	-0.250	22.171	0	22.768	133.301	streak	0.450	free	51.388	51.388	54.277	61.644	yes	streak-free
20	50.800	133.368	11.597	27.656	73.000	-0.344	0.000	18.971	0	96.948	22.768	streak	0.395	free	45.082	45.082	54.218	61.581	yes	streak-free
21	56.869	100.219	8.715	44.000	76.000	0.000	0.000	22.691	0	22.768	24.286	streak	0.406	free	51.694	51.694	54.454	61.833	yes	streak-free
22	51.734	105.208	9.149	83.000	37.000	0.000	0.000	19.960	0	22.768	22.768	streak	0.414	free	46.469	46.469	54.435	61.813	yes	streak-free
23	51.863	131.679	11.450	24.000	89.688	0.000	-0.312	16.585	0	22.768	81.829	streak	0.418	free	46.592	46.592	54.423	61.800	yes	streak-free
24	50.482	105.457	9.170	31.000	88.000	0.000	0.000	17.448	0	22.768	22.768	streak	0.344	free	43.367	43.367	54.355	61.727	yes	streak-free
26	59.705	151.920	13.210	81.688	30.281	-0.312	0.281	21.549	0	85.886	90.843	streak	0.449	free	49.469	49.469	54.439	61.817	yes	streak-free
27	47.167	98.160	8.536	16.391	31.969	0.391	-0.031	18.959	0	247.275	29.704	streak	0.385	free	42.102	42.102	54.254	61.620	yes	streak-free
29	48.775	101.422	8.819	51.984	71.000	-0.016	0.000	15.665	0	106.280	22.768	streak	0.341	free	43.327	43.327	54.141	61.499	yes	streak-free
31	52.682	81.036	7.047	50.000	53.500	0.000	-0.500	23.200	0	22.768	179.015	Undefined	0.386	free	42.898	42.898	54.170	61.530	yes	Undefined-free
32	46.420	107.676	9.363	72.500	22.531	0.500	-0.469	24.148	0	395.591	79.879	streak	0.488	free	42.347	42.347	53.988	61.336	yes	streak-free
33	52.101	121.408	10.557	32.375	53.938	0.375	-0.062	17.100	0	104.083	96.524	streak	0.407	free	50.102	50.102	54.002	61.350	yes	streak-free
34	56.645	118.311	10.288	51.297	22.000	0.297	0.000	23.407	0	78.565	22.768	streak	0.448	free	51.714	51.714	54.156	61.515	yes	streak-free
35	48.162	97.956	8.518	45.000	47.000	0.000	0.000	20.148	0	22.768	22.768	streak	0.376	free	43.122	43.122	54.044	61.396	yes	streak-free
36	48.194	149.008	12.957	68.406	81.891	0.406	-0.109	18.687	0	81.331	129.571	streak	0.375	free	42.673	42.673	53.940	61.284	yes	streak-free
37	53.988	116.362	10.118	89.359	13.000	0.359	0.000	20.463	0	93.554	22.768	streak	0.382	free	50.449	50.449	54.007	61.356	yes	streak-free
38	46.125	116.055	10.092	60.000	43.734	0.000	-0.266	17.860	0	22.768	84.787	streak	0.320	free	38.755	38.755	53.852	61.190	yes	streak-free
39	53.111	153.277	13.328	41.594	36.688	-0.406	-0.312	22.475	0	78.790	134.094	streak	0.371	free	43.061	43.061	53.894	61.235	yes	streak-free
40	49.964	114.673	9.972	48.531	38.266	-0.469	0.266	21.109	0	138.881	81.738	streak	0.407	free	39.939	39.939	53.851	61.189	yes	streak-free
43	50.918	103.912	9.036	85.438	42.953	0.438	-0.047	18.329	0	137.367	106.146	streak	0.397	free	46.959	46.959	53.835	61.172	yes	streak-free
