ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
39	67.828	148.965	12.953	68.375	12.500	0.375	0.500	30.491	0	191.510	106.094	spot	0.438	free	63.939	63.939	79.410	88.321	yes	spot-free
40	72.697	210.074	18.267	76.594	13.266	-0.406	0.266	37.438	0	85.931	148.773	streak	0.406	free	54.204	54.204	79.290	88.195	yes	streak-free
41	74.353	150.884	13.120	63.031	57.000	0.031	0.000	30.239	0	29.933	22.768	streak	0.414	free	63.571	63.571	79.221	88.121	yes	streak-free
42	76.414	72.293	6.286	55.984	9.906	-1.016	-0.094	34.310	0	440.563	88.117	streak	0.439	free	72.490	72.490	79.208	88.108	no	streak-free
43	85.662	211.760	18.414	74.531	90.000	-0.469	0.000	31.989	0	93.247	22.768	streak	0.397	free	65.041	65.041	79.427	88.339	yes	streak-free
44	71.800	185.614	16.140	13.000	87.312	0.000	0.312	23.796	0	22.768	81.496	streak	0.373	free	64.592	64.592	79.297	88.202	yes	streak-free
45	72.742	201.939	17.560	82.000	90.578	0.000	-0.422	33.142	0	22.768	97.144	streak	0.445	free	59.673	59.673	79.195	88.095	yes	streak-free
47	65.226	208.025	18.089	35.750	91.188	-0.250	0.188	25.230	0	73.910	123.047	streak	0.330	free	55.306	55.306	78.924	87.808	yes	streak-free
48	81.193	152.712	13.279	84.000	69.719	0.000	-0.281	37.412	0	22.768	84.198	streak	0.476	free	62.755	62.755	79.028	87.918	yes	streak-free
49	78.895	154.514	13.436	24.875	74.719	-0.125	-0.281	32.024	0	67.567	114.455	streak	0.422	free	67.592	67.592	79.076	87.969	yes	streak-free
51	80.980	78.367	6.814	26.000	22.203	0.000	0.203	35.010	0	22.768	437.176	Undefined	0.424	free	77.531	77.531	79.167	88.065	no	Undefined-free
52	75.150	203.479	17.694	59.391	79.688	0.391	-0.312	28.274	0	85.799	109.562	streak	0.432	free	66.265	66.265	79.131	88.026	yes	streak-free
54	64.099	140.858	12.249	88.000	24.000	0.000	0.000	26.581	0	22.768	22.768	streak	0.302	free	47.837	47.837	78.866	87.746	yes	streak-free
55	78.552	125.207	10.888	60.000	17.000	0.000	0.000	34.994	0	22.768	22.768	streak	0.423	free	56.449	56.449	78.906	87.789	yes	streak-free
56	78.783	114.831	9.985	58.938	50.188	-0.062	0.188	29.216	0	111.031	175.000	Undefined	0.425	free	67.531	67.531	78.950	87.835	yes	Undefined-free
58	73.661	127.342	11.073	10.000	55.000	0.000	0.000	28.226	0	25.853	22.768	streak	0.332	free	58.184	58.184	78.891	87.773	yes	streak-free
60	64.724	162.136	14.099	64.938	87.812	-0.062	-0.188	26.512	0	29.893	90.779	streak	0.335	free	48.082	48.082	78.663	87.532	yes	streak-free
61	75.572	97.202	8.452	14.484	13.000	0.484	0.000	30.178	0	231.592	22.768	streak	0.360	free	58.265	58.265	78.648	87.516	yes	streak-free
62	81.109	117.927	10.255	86.000	16.000	0.000	0.000	35.533	0	22.768	22.768	streak	0.463	free	65.204	65.204	78.736	87.610	yes	streak-free
66	81.986	112.755	9.805	59.000	38.984	0.000	-0.016	27.864	0	22.768	27.272	streak	0.362	free	70.694	70.694	78.427	87.282	yes	streak-free
78	61.650	104.538	9.090	21.984	40.750	-0.016	-0.250	23.738	0	234.623	248.843	spot	0.422	free	67.776	67.776	78.173	87.014	yes	spot-free
88	61.422	145.284	12.633	46.312	84.000	0.312	0.000	20.911	0	81.839	32.744	streak	0.273	free	55.837	55.837	77.923	86.751	yes	streak-free
