ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
39	73.220	129.875	11.294	46.375	62.703	0.375	-0.297	29.937	0	104.083	137.685	streak	0.467	free	62.510	62.510	67.257	75.458	yes	streak-free
40	59.169	104.578	9.094	71.000	48.578	0.000	-0.422	24.441	0	22.768	181.534	Undefined	0.378	free	47.245	47.245	67.109	75.301	yes	Undefined-free
41	64.468	119.645	10.404	18.391	43.453	0.391	0.453	27.206	0	230.598	104.083	streak	0.453	free	59.388	59.388	67.100	75.292	yes	streak-free
42	60.575	128.547	11.178	82.000	90.875	0.000	-0.125	27.778	0	22.768	74.707	streak	0.405	free	48.184	48.184	66.997	75.182	yes	streak-free
44	66.454	98.026	8.524	80.375	34.984	0.375	-0.016	25.905	0	167.868	23.485	streak	0.428	free	55.469	55.469	66.898	75.077	yes	streak-free
49	63.500	134.610	11.705	36.812	26.641	-0.188	-0.359	24.861	0	181.081	84.458	streak	0.427	free	57.796	57.796	66.241	74.380	yes	streak-free
52	62.961	155.960	13.562	11.375	43.000	0.375	0.000	25.045	0	89.534	22.768	streak	0.403	free	55.102	55.102	66.220	74.357	yes	streak-free
53	68.181	105.890	9.208	16.000	66.000	0.000	0.000	26.513	0	22.768	25.467	streak	0.363	free	54.796	54.796	66.309	74.452	yes	streak-free
55	59.142	147.588	12.834	60.172	32.766	0.172	-0.234	21.640	0	68.084	110.189	streak	0.340	free	49.776	49.776	66.209	74.346	yes	streak-free
56	62.789	110.191	9.582	17.000	75.000	0.000	0.000	23.018	0	22.768	28.301	streak	0.348	free	52.429	52.429	66.187	74.322	yes	streak-free
57	71.045	124.274	10.806	37.734	17.562	-0.266	-0.438	28.481	0	84.588	217.286	Undefined	0.501	bound	64.571	64.571	66.327	74.471	yes	Undefined-bound
59	65.841	149.620	13.010	91.172	69.500	0.172	-0.500	27.007	0	166.446	78.068	streak	0.454	free	53.531	53.531	66.362	74.508	yes	streak-free
60	65.330	132.554	11.526	18.688	21.000	-0.312	0.000	23.582	0	86.607	22.768	streak	0.385	free	57.571	57.571	66.386	74.534	yes	streak-free
63	67.276	157.307	13.679	41.406	9.000	0.406	0.000	25.932	0	82.466	22.768	streak	0.439	free	53.592	53.592	66.445	74.597	yes	streak-free
64	67.545	143.683	12.494	74.375	57.000	0.375	0.000	23.958	0	83.814	22.768	streak	0.345	free	56.122	56.122	66.507	74.662	yes	streak-free
65	61.243	75.301	6.548	13.953	53.984	-0.047	-0.016	25.127	0	244.279	23.485	streak	0.328	free	47.327	47.327	66.454	74.606	yes	streak-free
67	62.471	79.720	6.932	78.000	21.938	0.000	-0.062	25.276	0	29.273	244.893	Undefined	0.390	free	53.061	53.061	66.425	74.575	yes	Undefined-free
69	62.680	154.371	13.424	88.359	47.281	0.359	0.281	22.486	0	91.073	193.219	Undefined	0.431	free	57.633	57.633	66.400	74.548	yes	Undefined-free
70	68.884	63.147	5.491	11.000	15.141	0.000	0.141	27.329	0	24.214	351.680	Undefined	0.431	free	55.245	55.245	66.481	74.634	no	Undefined-free
72	55.646	111.567	9.701	58.781	19.000	-0.219	0.000	24.277	0	174.216	31.657	streak	0.370	free	47.469	47.469	66.338	74.483	yes	streak-free
74	71.630	173.859	15.118	80.562	69.125	-0.438	0.125	30.328	0	85.194	42.409	streak	0.445	free	56.347	56.347	66.463	74.615	yes	streak-free
87	59.935	69.112	6.010	15.375	8.000	0.375	0.000	23.493	0	239.130	22.768	streak	0.381	free	51.429	51.429	66.395	74.543	no	streak-free
