ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	74.519	176.346	29.391	72.000	66.000	0.000	0.000	35.408	0	22.768	22.768	streak	0.481	free	60.633	60.633	75.719	84.421	yes	streak-free
2	61.826	203.616	33.936	10.000	31.766	0.000	-0.234	28.600	0	22.768	74.843	streak	0.436	free	52.408	52.408	69.372	77.701	yes	streak-free
3	67.810	240.575	40.096	28.141	27.562	0.141	-0.438	30.813	0	166.297	78.190	streak	0.499	free	60.531	60.531	69.252	77.573	yes	streak-free
4	62.891	163.202	27.200	50.984	48.000	-0.016	0.000	24.899	0	27.482	22.768	streak	0.399	free	49.918	49.918	67.961	76.205	yes	streak-free
5	63.389	113.719	18.953	54.125	25.500	0.125	-0.500	25.628	0	298.768	104.083	streak	0.471	free	66.796	66.796	67.287	75.490	yes	streak-free
6	69.318	153.674	25.612	83.000	85.000	0.000	0.000	25.635	0	22.768	26.636	streak	0.483	free	55.653	55.653	67.826	76.061	yes	streak-free
7	74.240	243.236	40.539	16.438	90.328	0.438	0.328	33.614	0	78.641	128.813	streak	0.564	bound	67.204	67.204	68.913	77.215	yes	streak-bound
8	61.251	159.292	26.549	47.984	86.000	-0.016	0.000	26.061	0	22.768	22.768	streak	0.352	free	40.796	40.796	68.106	76.358	yes	streak-free
9	65.409	93.540	15.590	57.594	40.234	-0.406	0.234	31.081	0	121.997	342.467	Undefined	0.510	bound	63.082	63.082	67.939	76.182	yes	Undefined-bound
10	64.394	152.534	25.422	77.000	8.000	0.000	0.000	28.589	0	22.768	22.768	streak	0.448	free	61.041	61.041	67.705	75.933	yes	streak-free
12	59.593	151.383	25.231	50.000	13.000	0.000	0.000	26.771	0	22.768	22.768	streak	0.349	free	49.327	49.327	67.279	75.482	yes	streak-free
13	65.530	139.545	23.257	28.344	50.234	0.344	0.234	28.678	0	175.565	70.632	streak	0.476	free	65.837	65.837	67.237	75.437	yes	streak-free
14	66.158	215.750	35.958	42.000	37.438	0.000	0.438	25.582	0	22.768	91.073	streak	0.411	free	55.265	55.265	67.246	75.446	yes	streak-free
15	64.905	241.166	40.194	63.391	86.703	0.391	-0.297	27.236	0	107.441	110.810	streak	0.501	bound	63.082	63.082	67.170	75.365	yes	streak-bound
16	66.558	138.547	23.091	71.000	17.000	0.000	0.000	33.353	0	22.768	22.768	streak	0.459	free	58.327	58.327	67.206	75.404	yes	streak-free
18	58.618	142.120	23.687	54.000	69.000	0.000	0.000	24.780	0	22.768	22.768	streak	0.403	free	53.204	53.204	66.440	74.591	yes	streak-free
19	65.920	227.729	37.955	41.578	66.000	-0.422	0.000	26.400	0	82.117	22.768	streak	0.448	free	56.490	56.490	66.475	74.629	yes	streak-free
20	68.253	131.971	21.995	64.000	8.000	0.000	0.000	25.158	0	22.768	22.768	streak	0.441	free	60.612	60.612	66.624	74.787	yes	streak-free
21	68.714	161.132	26.855	35.000	8.734	0.000	-0.266	25.882	0	22.768	80.119	streak	0.449	free	66.224	66.224	66.781	74.953	yes	streak-free
22	69.349	181.907	30.318	22.000	64.359	0.000	0.359	27.553	0	22.768	81.860	streak	0.345	free	61.245	61.245	66.952	75.135	yes	streak-free
23	63.755	185.470	30.912	42.312	44.859	0.312	-0.141	28.670	0	82.789	75.047	streak	0.435	free	51.388	51.388	66.865	75.042	yes	streak-free
24	55.856	168.970	28.162	64.766	79.000	-0.234	0.000	21.266	0	74.843	23.503	streak	0.368	free	50.388	50.388	66.457	74.609	yes	streak-free
25	66.543	172.620	28.770	86.984	33.516	-0.016	0.516	27.060	0	37.947	113.841	streak	0.439	free	61.143	61.143	66.508	74.663	yes	streak-free
26	53.293	101.950	16.992	59.344	56.875	-1.656	-0.125	20.091	0	436.477	134.035	streak	0.435	free	58.184	58.184	66.046	74.173	yes	streak-free
27	64.349	236.198	39.366	91.453	17.000	0.453	0.000	26.912	0	82.789	22.768	streak	0.414	free	51.408	51.408	66.028	74.153	yes	streak-free
