 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	89.538	327.986	54.664	23.984	49.109	-0.016	0.109	38.031	0	23.306	67.692	streak	0.496	free	75.306	75.306	90.738	100.264	yes	streak-free
2	2	90.360	364.500	60.750	25.266	32.000	0.266	0.000	38.910	0	74.843	22.768	streak	0.479	free	73.612	73.612	91.149	100.696	yes	streak-free
3	3	79.785	454.056	75.676	26.562	17.500	-0.438	-0.500	33.955	0	83.883	122.071	streak	0.476	free	70.673	70.673	87.761	97.129	yes	streak-free
4	4	105.476	218.896	36.483	60.984	52.688	-0.016	-0.312	46.691	0	43.052	167.391	Undefined	0.577	bound	92.490	92.490	92.490	102.107	yes	Undefined-bound
5	5	90.637	238.262	39.710	16.000	51.000	0.000	0.000	37.905	0	22.768	22.768	streak	0.472	free	68.571	68.571	92.359	101.970	yes	streak-free
6	6	83.084	246.139	41.023	64.000	72.000	0.000	0.000	36.812	0	22.768	119.905	streak	0.487	free	75.265	75.265	91.013	100.553	yes	streak-free
7	7	85.895	225.950	37.658	27.000	58.031	0.000	0.031	32.768	0	22.768	97.620	streak	0.401	free	73.204	73.204	90.454	99.964	yes	streak-free
8	8	94.243	278.704	46.451	9.641	55.000	-0.359	0.000	41.628	0	95.162	22.768	streak	0.441	free	75.429	75.429	91.077	100.621	yes	streak-free
9	9	91.156	215.242	35.874	91.016	62.000	0.016	0.000	41.899	0	27.090	22.768	streak	0.424	free	71.653	71.653	91.219	100.770	yes	streak-free
10	10	100.685	224.553	37.425	36.000	65.219	0.000	1.219	47.949	0	28.651	82.446	streak	0.537	bound	86.918	86.918	92.286	101.892	yes	streak-bound
11	11	104.233	243.706	40.618	77.750	61.000	-0.250	0.000	41.628	0	76.810	22.768	streak	0.435	free	82.184	82.184	93.481	103.150	yes	streak-free
12	12	78.358	314.278	52.380	75.641	85.000	-0.359	0.000	30.207	0	83.159	22.768	streak	0.435	free	65.306	65.306	92.321	101.929	yes	streak-free
13	14	90.015	133.248	22.208	27.469	80.953	-0.531	-0.047	36.550	0	238.889	214.005	spot	0.480	free	96.000	96.000	92.784	102.416	yes	spot-free
14	15	90.452	199.598	33.266	90.000	85.000	0.000	0.000	43.451	0	22.768	22.768	streak	0.476	free	75.082	75.082	92.708	102.337	yes	streak-free
15	16	92.723	133.240	22.207	16.062	87.984	0.062	-0.016	42.565	0	314.675	28.348	streak	0.471	free	83.633	83.633	92.784	102.417	yes	streak-free
16	17	83.999	249.146	41.524	86.000	13.266	0.000	0.266	32.193	0	22.768	78.226	streak	0.395	free	70.735	70.735	92.338	101.947	yes	streak-free
17	19	97.774	159.715	26.619	76.312	36.719	0.312	-0.281	34.983	0	331.737	75.530	streak	0.454	free	88.816	88.816	92.015	101.608	yes	streak-free
18	20	91.707	246.943	41.157	43.078	28.703	0.078	-0.297	36.449	0	114.906	78.949	streak	0.415	free	80.102	80.102	92.060	101.655	yes	streak-free
19	22	92.996	184.665	30.778	14.984	12.016	-0.016	0.016	40.224	0	23.306	29.704	streak	0.488	free	76.245	76.245	91.594	101.164	yes	streak-free
