 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	147.174	420.815	36.593	41.000	65.391	0.000	0.391	63.382	0	22.768	130.104	streak	0.488	free	124.143	124.143	149.474	161.700	yes	streak-free
2	2	147.431	350.531	30.481	11.234	78.969	0.234	-0.031	56.044	0	196.777	24.040	streak	0.422	free	129.102	129.102	149.603	161.834	yes	streak-free
3	3	144.707	394.879	34.337	67.000	27.000	0.000	0.000	56.141	0	22.768	22.768	streak	0.465	free	127.449	127.449	148.738	160.933	yes	streak-free
4	4	153.646	378.925	32.950	33.000	73.984	0.000	-0.016	54.974	0	25.467	22.768	streak	0.440	free	142.286	142.286	150.540	162.809	yes	streak-free
5	5	138.905	386.816	33.636	12.000	63.000	0.000	0.000	63.627	0	22.768	22.768	streak	0.450	free	112.102	112.102	148.673	160.866	yes	streak-free
6	6	149.282	369.545	32.134	86.984	20.000	-0.016	0.000	70.706	0	22.768	22.768	streak	0.445	free	113.122	113.122	149.158	161.371	yes	streak-free
7	7	140.030	435.380	37.859	54.281	75.000	0.281	0.000	58.693	0	95.503	22.768	streak	0.457	free	128.265	128.265	148.182	160.355	yes	streak-free
8	9	148.293	346.111	30.097	50.000	21.000	0.000	0.000	62.823	0	22.768	22.768	streak	0.432	free	109.796	109.796	147.305	159.442	yes	streak-free
9	10	158.523	407.659	35.449	18.250	49.188	0.250	0.188	64.696	0	80.801	82.171	streak	0.439	free	128.490	128.490	148.657	160.849	yes	streak-free
10	13	142.095	508.134	44.186	35.000	41.453	0.000	0.453	51.289	0	22.768	91.073	streak	0.413	free	128.673	128.673	149.178	161.392	yes	streak-free
11	15	141.759	322.066	28.006	71.031	43.984	0.031	-0.016	64.185	0	87.500	23.485	streak	0.465	free	122.204	122.204	148.460	160.644	yes	streak-free
12	16	145.016	312.973	27.215	70.000	11.000	0.000	0.000	53.288	0	22.768	22.768	streak	0.379	free	120.122	120.122	148.384	160.565	yes	streak-free
13	17	132.399	271.549	23.613	55.000	38.906	0.000	-0.094	59.380	0	22.768	233.401	Undefined	0.450	free	116.490	116.490	147.528	159.675	yes	Undefined-free
14	19	143.608	327.998	28.522	87.250	85.016	0.250	0.016	60.085	0	160.177	22.947	streak	0.477	free	139.837	139.837	147.414	159.555	yes	streak-free
15	20	132.846	397.240	34.543	8.000	45.688	0.000	-0.312	47.114	0	22.768	84.588	streak	0.382	free	129.939	129.939	146.768	158.883	yes	streak-free
16	22	155.493	290.854	25.292	79.000	79.000	0.000	0.000	76.818	0	22.768	24.237	streak	0.452	free	114.735	114.735	147.290	159.426	yes	streak-free
17	23	149.325	297.444	25.865	7.984	86.000	-0.016	0.000	54.567	0	22.768	22.768	streak	0.387	free	127.776	127.776	147.487	159.631	yes	streak-free
18	24	138.486	250.172	21.754	84.000	62.812	0.000	-0.188	62.414	0	22.768	223.877	Undefined	0.418	free	120.286	120.286	147.195	159.328	yes	Undefined-free
19	25	152.097	289.635	25.186	90.000	58.000	0.000	0.000	49.994	0	22.768	22.768	streak	0.411	free	126.061	126.061	147.495	159.640	yes	streak-free
