ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	87.110	237.875	20.685	79.984	65.016	-0.016	0.016	38.320	0	25.859	28.146	streak	0.518	bound	74.898	74.898	89.410	98.865	yes	streak-bound
2	79.800	247.250	21.500	40.312	41.000	0.312	0.000	37.250	0	104.083	22.768	streak	0.510	bound	66.653	66.653	85.755	95.015	yes	streak-bound
3	71.325	296.358	25.770	80.875	56.406	-0.125	0.406	29.981	0	108.494	90.133	streak	0.469	free	72.694	72.694	81.712	90.751	yes	streak-free
4	68.986	251.605	21.879	22.172	24.641	0.172	-0.359	30.063	0	146.430	83.814	streak	0.476	free	67.020	67.020	79.105	87.999	yes	streak-free
5	78.742	272.888	23.729	90.000	23.641	0.000	-0.359	27.037	0	22.768	85.809	streak	0.441	free	69.510	69.510	79.493	88.408	yes	streak-free
6	78.363	300.483	26.129	38.328	62.625	0.328	-0.375	30.214	0	83.765	90.045	streak	0.443	free	63.041	63.041	79.688	88.614	yes	streak-free
7	62.935	124.249	10.804	58.391	52.969	0.391	-0.031	31.338	0	255.644	314.994	spot	0.510	bound	79.633	79.633	77.623	86.433	yes	spot-bound
8	85.581	286.845	24.943	60.422	59.000	0.422	0.000	38.030	0	85.215	22.768	streak	0.494	free	69.633	69.633	78.905	87.788	yes	streak-free
9	83.336	304.879	26.511	41.469	77.578	0.469	-0.422	42.075	0	90.111	89.349	streak	0.476	free	63.571	63.571	79.653	88.578	yes	streak-free
10	74.652	138.932	12.081	11.984	77.688	-0.016	-0.312	31.390	0	22.768	229.121	Undefined	0.440	free	60.531	60.531	79.383	88.293	yes	Undefined-free
11	84.151	172.604	15.009	39.000	8.000	0.000	0.000	32.685	0	22.768	22.768	streak	0.491	free	76.306	76.306	80.025	88.971	yes	streak-free
12	77.880	144.071	12.528	83.984	78.656	-0.016	-0.344	27.311	0	23.485	270.332	Undefined	0.487	free	73.408	73.408	80.038	88.985	yes	Undefined-free
13	73.926	181.053	15.744	58.000	12.016	0.000	0.016	30.956	0	22.768	27.090	streak	0.436	free	62.510	62.510	79.745	88.675	yes	streak-free
14	75.176	263.902	22.948	15.562	39.531	-0.438	-0.469	29.639	0	105.105	91.073	streak	0.481	free	65.020	65.020	79.583	88.504	yes	streak-free
15	73.640	181.215	15.758	40.016	21.984	0.016	-0.016	34.850	0	86.133	23.127	streak	0.475	free	67.592	67.592	79.340	88.247	yes	streak-free
16	73.194	180.062	15.658	67.000	88.000	0.000	0.000	31.767	0	22.768	22.768	streak	0.419	free	60.531	60.531	79.100	87.994	yes	streak-free
