ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	87.110	237.875	39.646	79.984	65.016	-0.016	0.016	38.320	0	25.859	28.146	streak	0.518	bound	74.898	74.898	88.310	97.707	yes	streak-bound
2	79.800	247.250	41.208	40.312	41.000	0.312	0.000	37.250	0	104.083	22.768	streak	0.510	bound	66.653	66.653	84.655	93.856	yes	streak-bound
3	71.325	296.358	49.393	80.875	56.406	-0.125	0.406	29.981	0	108.494	90.133	streak	0.469	free	72.694	72.694	80.612	89.590	yes	streak-free
4	68.986	251.605	41.934	22.172	24.641	0.172	-0.359	30.063	0	146.430	83.814	streak	0.476	free	67.020	67.020	78.005	86.837	yes	streak-free
5	78.742	272.888	45.481	90.000	23.641	0.000	-0.359	27.037	0	22.768	85.809	streak	0.441	free	69.510	69.510	78.393	87.247	yes	streak-free
6	78.363	300.483	50.080	38.328	62.625	0.328	-0.375	30.214	0	83.765	90.045	streak	0.443	free	63.041	63.041	78.588	87.453	yes	streak-free
7	62.935	124.249	20.708	58.391	52.969	0.391	-0.031	31.338	0	255.644	314.994	spot	0.510	bound	79.633	79.633	76.523	85.271	yes	spot-bound
8	85.581	286.845	47.808	60.422	59.000	0.422	0.000	38.030	0	85.215	22.768	streak	0.494	free	69.633	69.633	77.805	86.626	yes	streak-free
9	83.336	304.879	50.813	41.469	77.578	0.469	-0.422	42.075	0	90.111	89.349	streak	0.476	free	63.571	63.571	78.553	87.416	yes	streak-free
10	74.652	138.932	23.155	11.984	77.688	-0.016	-0.312	31.390	0	22.768	229.121	Undefined	0.440	free	60.531	60.531	78.283	87.131	yes	Undefined-free
11	84.151	172.604	28.767	39.000	8.000	0.000	0.000	32.685	0	22.768	22.768	streak	0.491	free	76.306	76.306	78.925	87.809	yes	streak-free
12	77.880	144.071	24.012	83.984	78.656	-0.016	-0.344	27.311	0	23.485	270.332	Undefined	0.487	free	73.408	73.408	78.938	87.823	yes	Undefined-free
13	73.926	181.053	30.176	58.000	12.016	0.000	0.016	30.956	0	22.768	27.090	streak	0.436	free	62.510	62.510	78.645	87.513	yes	streak-free
14	75.176	263.902	43.984	15.562	39.531	-0.438	-0.469	29.639	0	105.105	91.073	streak	0.481	free	65.020	65.020	78.483	87.342	yes	streak-free
15	73.640	181.215	30.203	40.016	21.984	0.016	-0.016	34.850	0	86.133	23.127	streak	0.475	free	67.592	67.592	78.240	87.085	yes	streak-free
16	73.194	180.062	30.010	67.000	88.000	0.000	0.000	31.767	0	22.768	22.768	streak	0.419	free	60.531	60.531	78.000	86.831	yes	streak-free
17	71.887	246.670	41.112	68.594	9.734	-0.406	-0.266	27.666	0	85.254	125.641	streak	0.431	free	71.245	71.245	77.711	86.526	yes	streak-free
18	89.479	158.258	26.376	69.016	68.703	0.016	0.703	26.762	0	62.786	104.371	streak	0.412	free	82.633	82.633	78.431	87.287	yes	streak-free
19	63.761	200.467	33.411	30.141	67.000	0.141	0.000	25.323	0	136.134	22.768	streak	0.390	free	50.041	50.041	77.722	86.538	yes	streak-free
22	85.408	184.180	30.697	67.719	21.000	-0.281	0.000	32.104	0	83.883	22.768	streak	0.446	free	68.918	68.918	77.781	86.601	yes	streak-free
24	71.476	186.586	31.098	87.438	45.453	0.438	0.453	33.395	0	177.048	92.518	streak	0.412	free	69.204	69.204	77.549	86.356	yes	streak-free
25	81.670	146.381	24.397	21.000	83.641	0.000	-0.359	27.722	0	29.106	207.343	Undefined	0.453	free	74.878	74.878	77.781	86.600	yes	Undefined-free
26	72.323	156.135	26.023	80.984	29.000	-0.016	0.000	33.384	0	22.768	22.768	streak	0.405	free	57.898	57.898	77.603	86.413	yes	streak-free
27	73.832	152.028	25.338	69.000	58.000	0.000	0.000	31.775	0	22.768	22.768	streak	0.376	free	57.551	57.551	77.500	86.304	yes	streak-free
28	78.054	179.975	29.996	75.000	17.297	0.000	0.297	33.748	0	22.768	92.518	streak	0.437	free	65.531	65.531	77.568	86.375	yes	streak-free
29	73.208	167.239	27.873	33.297	53.766	0.297	-0.234	33.174	0	109.955	161.341	Undefined	0.481	free	69.082	69.082	77.451	86.252	yes	Undefined-free
