ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	53.901	196.175	17.059	85.297	73.000	0.297	0.000	20.621	0	81.496	22.768	streak	0.455	free	45.755	45.755	56.201	63.697	yes	streak-free
2	52.667	147.077	12.789	45.000	31.000	0.000	0.000	24.373	0	22.768	22.768	streak	0.506	bound	45.245	45.245	55.584	63.039	yes	streak-bound
3	57.022	160.854	13.987	33.000	12.750	0.000	-0.250	25.620	0	22.768	79.448	streak	0.539	bound	45.408	45.408	56.830	64.368	yes	streak-bound
4	55.620	131.537	11.438	21.984	83.000	-0.016	0.000	20.051	0	23.485	27.033	streak	0.432	free	45.612	45.612	57.102	64.659	yes	streak-free
5	58.501	125.500	10.913	21.000	25.000	0.000	0.000	23.478	0	28.651	22.768	streak	0.515	bound	50.204	50.204	57.842	65.448	yes	streak-bound
6	57.197	127.923	11.124	22.984	41.000	-0.016	0.000	22.501	0	23.485	25.057	streak	0.477	free	43.020	43.020	58.118	65.742	yes	streak-free
7	46.394	147.870	12.858	70.500	7.812	-0.500	-0.188	19.892	0	91.790	244.171	Undefined	0.492	free	47.714	47.714	56.772	64.307	yes	Undefined-free
8	58.731	121.134	10.533	83.000	45.000	0.000	0.000	24.032	0	22.768	22.768	streak	0.490	free	48.367	48.367	57.304	64.874	yes	streak-free
9	49.350	156.692	13.625	68.203	24.859	0.203	-0.141	23.193	0	74.785	72.701	streak	0.454	free	42.184	42.184	56.676	64.204	yes	streak-free
10	57.002	140.144	12.186	42.031	39.781	0.031	-0.219	19.327	0	24.976	87.218	streak	0.391	free	47.306	47.306	56.939	64.484	yes	streak-free
11	47.773	81.603	7.096	37.656	66.656	-0.344	-0.344	20.343	0	130.584	337.493	Undefined	0.467	free	48.327	48.327	56.314	63.819	yes	Undefined-free
12	51.127	213.749	18.587	46.016	74.422	0.016	0.422	23.228	0	92.217	80.202	streak	0.509	bound	43.673	43.673	56.074	63.562	yes	streak-bound
13	57.895	110.149	9.578	27.000	9.000	0.000	0.000	27.726	0	22.768	22.768	streak	0.516	bound	49.959	49.959	56.391	63.900	yes	streak-bound
14	58.875	107.104	9.313	32.984	31.000	-0.016	0.000	29.112	0	23.127	22.768	streak	0.489	free	41.245	41.245	56.733	64.265	yes	streak-free
15	55.945	107.028	9.307	60.000	27.000	0.000	0.000	23.108	0	22.768	22.768	streak	0.448	free	45.898	45.898	56.833	64.372	yes	streak-free
