ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	53.901	196.175	32.696	85.297	73.000	0.297	0.000	20.621	0	81.496	22.768	streak	0.455	free	45.755	45.755	55.101	62.524	yes	streak-free
2	52.667	147.077	24.513	45.000	31.000	0.000	0.000	24.373	0	22.768	22.768	streak	0.506	bound	45.245	45.245	54.484	61.865	yes	streak-bound
3	57.022	160.854	26.809	33.000	12.750	0.000	-0.250	25.620	0	22.768	79.448	streak	0.539	bound	45.408	45.408	55.730	63.195	yes	streak-bound
4	55.620	131.537	21.923	21.984	83.000	-0.016	0.000	20.051	0	23.485	27.033	streak	0.432	free	45.612	45.612	56.002	63.486	yes	streak-free
5	58.501	125.500	20.917	21.000	25.000	0.000	0.000	23.478	0	28.651	22.768	streak	0.515	bound	50.204	50.204	56.742	64.275	yes	streak-bound
6	57.197	127.923	21.321	22.984	41.000	-0.016	0.000	22.501	0	23.485	25.057	streak	0.477	free	43.020	43.020	57.018	64.569	yes	streak-free
7	46.394	147.870	24.645	70.500	7.812	-0.500	-0.188	19.892	0	91.790	244.171	Undefined	0.492	free	47.714	47.714	55.672	63.133	yes	Undefined-free
8	58.731	121.134	20.189	83.000	45.000	0.000	0.000	24.032	0	22.768	22.768	streak	0.490	free	48.367	48.367	56.204	63.701	yes	streak-free
9	49.350	156.692	26.115	68.203	24.859	0.203	-0.141	23.193	0	74.785	72.701	streak	0.454	free	42.184	42.184	55.576	63.031	yes	streak-free
10	57.002	140.144	23.357	42.031	39.781	0.031	-0.219	19.327	0	24.976	87.218	streak	0.391	free	47.306	47.306	55.839	63.311	yes	streak-free
11	47.773	81.603	13.601	37.656	66.656	-0.344	-0.344	20.343	0	130.584	337.493	Undefined	0.467	free	48.327	48.327	55.214	62.645	yes	Undefined-free
12	51.127	213.749	35.625	46.016	74.422	0.016	0.422	23.228	0	92.217	80.202	streak	0.509	bound	43.673	43.673	54.974	62.388	yes	streak-bound
13	57.895	110.149	18.358	27.000	9.000	0.000	0.000	27.726	0	22.768	22.768	streak	0.516	bound	49.959	49.959	55.291	62.727	yes	streak-bound
