ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	67.867	257.151	22.361	7.734	71.719	-0.266	-0.281	29.510	0	94.628	82.622	streak	0.529	bound	59.837	59.837	70.167	78.544	yes	streak-bound
2	72.846	162.143	14.099	18.000	8.000	0.000	0.000	32.134	0	22.768	22.768	streak	0.526	bound	63.755	63.755	72.657	81.181	yes	streak-bound
3	66.417	167.469	14.562	22.000	89.000	0.000	0.000	25.628	0	22.768	22.768	streak	0.445	free	61.163	61.163	71.343	79.790	yes	streak-free
4	68.104	190.998	16.608	74.219	76.766	0.219	-0.234	27.705	0	86.269	87.663	streak	0.497	free	60.449	60.449	71.108	79.541	yes	streak-free
5	64.948	168.428	14.646	86.016	43.031	0.016	0.031	27.395	0	23.485	28.777	streak	0.487	free	57.306	57.306	70.336	78.723	yes	streak-free
6	60.860	203.770	17.719	42.312	62.000	0.312	0.000	23.977	0	95.503	24.672	streak	0.433	free	52.000	52.000	69.140	77.455	yes	streak-free
7	62.794	137.211	11.931	78.422	27.000	0.422	0.000	26.473	0	172.705	26.623	streak	0.466	free	52.571	52.571	68.562	76.843	yes	streak-free
8	58.021	105.227	9.150	77.359	49.219	0.359	0.219	27.069	0	279.345	180.178	spot	0.514	bound	59.347	59.347	67.532	75.750	yes	spot-bound
9	64.324	103.510	9.001	66.969	54.031	-0.031	0.031	29.176	0	258.398	32.427	streak	0.438	free	50.653	50.653	67.431	75.643	yes	streak-free
10	62.429	148.560	12.918	31.000	84.984	0.000	-0.016	24.423	0	25.368	27.700	streak	0.404	free	52.041	52.041	67.161	75.356	yes	streak-free
11	67.441	178.650	15.535	86.000	68.266	0.000	0.266	27.860	0	22.768	73.674	streak	0.469	free	58.449	58.449	67.396	75.605	yes	streak-free
12	61.913	194.605	16.922	30.250	26.219	0.250	0.219	24.031	0	91.530	75.432	streak	0.422	free	55.980	55.980	67.130	75.324	yes	streak-free
13	68.250	173.174	15.059	27.188	70.359	0.188	0.359	23.178	0	118.934	89.214	streak	0.405	free	56.735	56.735	67.393	75.603	yes	streak-free
14	59.282	142.718	12.410	80.000	9.000	0.000	0.000	27.114	0	27.482	22.768	streak	0.413	free	49.469	49.469	66.978	75.162	yes	streak-free
15	63.775	136.248	11.848	67.000	75.000	0.000	0.000	28.647	0	22.768	22.768	streak	0.416	free	47.204	47.204	66.918	75.098	yes	streak-free
16	60.402	140.488	12.216	8.266	16.375	0.266	0.375	24.087	0	82.789	184.462	Undefined	0.407	free	52.612	52.612	66.655	74.819	yes	Undefined-free
17	61.085	140.657	12.231	46.906	74.000	-0.094	0.000	24.478	0	124.008	22.768	streak	0.392	free	56.653	56.653	66.462	74.615	yes	streak-free
18	58.923	249.741	21.717	12.250	25.406	0.250	0.406	21.591	0	72.355	87.317	streak	0.414	free	51.184	51.184	66.171	74.306	yes	streak-free
19	62.288	220.934	19.212	30.312	53.750	0.312	-0.250	22.444	0	80.202	87.828	streak	0.385	free	48.286	48.286	66.088	74.217	yes	streak-free
