 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	2	122.210	164.543	27.424	71.906	56.000	-0.094	0.000	62.094	0	324.359	254.977	spot	0.531	bound	126.041	126.041	116.205	126.985	yes	spot-bound
2	3	125.828	261.013	43.502	61.344	62.031	0.344	0.031	53.652	0	97.578	334.822	Undefined	0.487	free	116.714	116.714	119.813	130.759	yes	Undefined-free
3	4	144.399	343.887	57.315	79.000	54.938	0.000	-0.062	61.688	0	22.768	135.095	streak	0.504	bound	131.184	131.184	126.259	137.496	yes	streak-bound
4	5	126.935	346.068	57.678	17.984	77.000	-0.016	0.000	60.308	0	23.485	22.768	streak	0.497	free	120.082	120.082	126.634	137.888	yes	streak-free
5	6	126.335	343.920	57.320	76.109	34.000	0.109	0.000	48.956	0	110.280	27.338	streak	0.445	free	117.163	117.163	126.785	138.044	yes	streak-free
6	8	146.115	308.887	51.481	56.000	73.000	0.000	0.000	61.885	0	22.768	22.768	streak	0.496	free	114.449	114.449	129.960	141.360	yes	streak-free
7	9	120.560	442.580	73.763	75.656	81.984	-0.344	-0.016	51.739	0	84.418	86.321	streak	0.445	free	108.163	108.163	129.049	140.409	yes	streak-free
8	10	152.098	287.965	47.994	39.000	28.000	0.000	0.000	68.555	0	22.768	22.768	streak	0.496	free	123.612	123.612	131.474	142.940	yes	streak-free
9	11	136.254	300.670	50.112	36.000	20.000	0.000	0.000	52.300	0	22.768	27.469	streak	0.386	free	124.102	124.102	132.017	143.507	yes	streak-free
10	12	118.831	407.849	67.975	38.000	11.250	0.000	0.250	44.971	0	24.237	68.476	streak	0.393	free	106.143	106.143	131.018	142.465	yes	streak-free
11	13	134.023	356.235	59.372	63.000	35.750	0.000	-0.250	51.148	0	22.768	76.649	streak	0.422	free	116.571	116.571	131.342	142.802	yes	streak-free
12	14	133.176	322.479	53.746	20.141	34.031	0.141	0.031	63.430	0	88.681	24.604	streak	0.435	free	107.102	107.102	131.559	143.029	yes	streak-free
13	16	123.829	314.298	52.383	16.156	16.000	0.156	0.000	44.202	0	89.972	22.768	streak	0.400	free	108.184	108.184	127.854	139.162	yes	streak-free
14	17	125.661	442.343	73.724	46.641	11.000	-0.359	0.000	59.377	0	77.458	22.768	streak	0.421	free	98.918	98.918	127.796	139.101	yes	streak-free
15	18	103.704	144.810	24.135	16.703	54.500	-0.297	0.500	52.403	0	369.063	268.204	spot	0.478	free	115.796	115.796	126.524	137.772	yes	spot-free
16	19	141.365	274.512	45.752	55.000	58.000	0.000	0.000	59.087	0	22.768	22.768	streak	0.435	free	114.082	114.082	127.368	138.654	yes	streak-free
17	20	127.177	176.194	29.366	32.953	25.938	-0.047	-0.062	48.827	0	426.074	78.790	streak	0.491	free	119.939	119.939	127.419	138.707	yes	streak-free
18	21	134.202	278.136	46.356	27.000	15.000	0.000	0.000	54.972	0	22.768	22.768	streak	0.391	free	104.592	104.592	127.799	139.104	yes	streak-free
19	22	132.465	276.524	46.087	49.000	66.000	0.000	0.000	57.844	0	25.865	22.768	streak	0.468	free	114.143	114.143	128.066	139.382	yes	streak-free
