 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
32	47	119.770	203.840	17.725	41.812	75.578	-0.188	-0.422	49.289	0	352.713	79.847	streak	0.423	free	101.020	101.020	113.762	124.428	yes	streak-free
33	49	127.311	187.914	16.340	52.000	27.000	0.000	0.000	51.845	0	22.768	26.636	streak	0.428	free	102.878	102.878	113.900	124.573	yes	streak-free
34	53	116.539	271.667	23.623	60.547	73.000	-0.453	0.000	49.170	0	115.452	22.768	streak	0.442	free	97.959	97.959	114.027	124.705	yes	streak-free
35	54	117.068	133.398	11.600	27.000	14.141	0.000	0.141	52.231	0	22.768	442.749	Undefined	0.435	free	100.429	100.429	114.160	124.845	yes	Undefined-free
36	55	123.505	151.227	13.150	18.484	76.297	-0.516	0.297	56.070	0	156.125	128.829	spot	0.424	free	102.816	102.816	114.444	125.142	yes	spot-free
37	56	117.025	512.124	44.533	9.578	42.422	-0.422	0.422	55.037	0	88.670	90.197	streak	0.391	free	78.122	78.122	114.561	125.264	yes	streak-free
38	61	113.583	208.490	18.130	62.297	49.750	0.297	-0.250	42.057	0	81.458	174.010	Undefined	0.388	free	96.224	96.224	114.061	124.741	yes	Undefined-free
39	63	113.750	292.816	25.462	10.562	76.922	-0.438	-0.078	37.579	0	73.775	134.794	streak	0.301	free	98.020	98.020	114.105	124.787	yes	streak-free
40	64	104.211	361.152	31.404	48.000	47.453	0.000	0.453	48.365	0	22.768	80.040	streak	0.381	free	84.776	84.776	113.940	124.615	yes	streak-free
41	65	106.493	191.374	16.641	17.984	48.000	-0.016	0.000	46.151	0	22.768	22.768	streak	0.365	free	92.714	92.714	113.831	124.500	yes	streak-free
42	74	113.567	237.620	20.663	46.609	63.000	-0.391	0.000	39.424	0	91.073	29.273	streak	0.332	free	98.082	98.082	113.873	124.544	yes	streak-free
43	77	109.786	165.329	14.376	79.016	50.266	0.016	0.266	41.924	0	228.006	81.098	streak	0.379	free	100.694	100.694	113.837	124.506	yes	streak-free
44	82	90.324	215.311	18.723	45.453	15.125	0.453	0.125	43.826	0	78.847	281.926	Undefined	0.342	free	72.122	72.122	113.412	124.062	yes	Undefined-free
45	85	109.935	188.752	16.413	59.219	13.578	0.219	-0.422	46.548	0	212.431	91.073	streak	0.391	free	99.367	99.367	112.442	123.045	yes	streak-free
46	86	105.307	175.793	15.286	66.922	88.984	-0.078	-0.016	38.564	0	125.000	23.127	streak	0.313	free	86.000	86.000	112.350	122.950	yes	streak-free
47	102	113.406	69.836	6.073	79.859	64.078	-0.141	1.078	46.519	0	98.938	337.028	Undefined	0.306	free	84.653	84.653	112.144	122.733	no	Undefined-free
