, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
30,31.0,yes,50.549,0.42200000000000004,0,38,Undefined-free,285.211,20190127,free,119.551,119.551,129.037,140.39600000000002,24.801,Undefined,108.133,167.43200000000002,0.016,49.016000000000005,-0.109,22.891,133.474
31,32.0,yes,55.238,0.418,0,39,streak-free,244.25599999999997,20190127,free,115.163,115.163,129.392,140.767,21.24,streak,24.243000000000002,109.348,-0.016,58.983999999999995,-0.109,82.891,139.535
32,33.0,yes,44.461000000000006,0.369,0,41,streak-free,277.06,20190127,free,101.65299999999999,101.65299999999999,129.046,140.405,24.092,streak,156.80700000000002,22.768,0.0,35.0,0.0,48.0,123.509
33,34.0,yes,54.895,0.419,0,44,streak-free,309.091,20190127,free,117.571,117.571,129.459,140.83700000000002,26.878,streak,28.189,84.5,0.0,67.0,0.359,91.359,142.881
34,35.0,yes,49.606,0.38,0,45,streak-free,251.696,20190127,free,94.61200000000001,94.61200000000001,129.293,140.664,21.886999999999997,streak,23.485,22.768,-0.016,51.983999999999995,0.0,80.0,120.52
35,36.0,yes,53.678000000000004,0.413,0,48,streak-free,304.585,20190127,free,108.32700000000001,108.32700000000001,129.298,140.66899999999998,26.486,streak,93.75200000000001,136.609,-0.42200000000000004,86.57799999999999,0.281,14.280999999999999,127.17299999999999
36,37.0,yes,51.961000000000006,0.423,0,49,streak-free,230.27900000000002,20190127,free,119.531,119.531,129.56,140.942,20.024,streak,22.768,22.768,-0.016,61.983999999999995,0.0,13.0,137.998
37,38.0,yes,49.031000000000006,0.36200000000000004,0,51,streak-free,413.767,20190127,free,117.939,117.939,129.644,141.03,35.98,streak,94.70700000000001,80.079,0.42200000000000004,81.422,-0.32799999999999996,71.672,130.901
38,39.0,yes,51.363,0.433,0,52,streak-free,289.96299999999997,20190127,free,121.735,121.735,129.843,141.238,25.214000000000002,streak,75.432,22.768,0.281,11.280999999999999,0.0,22.0,136.108
39,40.0,yes,50.074,0.40700000000000003,0,54,streak-free,196.331,20190127,free,124.22399999999999,124.22399999999999,129.612,140.997,17.072,streak,341.79,127.806,0.469,82.469,0.266,83.266,117.14399999999999
40,41.0,yes,48.549,0.39299999999999996,0,58,streak-free,382.077,20190127,free,113.571,113.571,129.711,141.101,33.224000000000004,streak,121.475,79.18,0.312,64.312,-0.391,25.609,127.155
41,42.0,yes,43.297,0.40299999999999997,0,63,Undefined-free,156.582,20190127,free,112.306,112.306,129.21,140.577,13.616,Undefined,77.33800000000001,494.42800000000005,-0.203,87.79700000000001,-1.891,53.108999999999995,116.476
42,43.0,yes,58.309,0.505,0,65,spot-bound,173.64700000000002,20190127,bound,131.0,131.0,129.567,140.95,15.1,spot,260.20799999999997,150.222,0.188,67.188,-0.32799999999999996,75.672,144.765
43,44.0,yes,57.75,0.41100000000000003,0,66,streak-free,213.06599999999997,20190127,free,106.65299999999999,106.65299999999999,129.622,141.007,18.527,streak,22.768,22.768,-0.016,85.984,0.0,41.0,130.042
44,45.0,yes,49.09,0.38799999999999996,0,68,streak-free,276.252,20190127,free,108.85700000000001,108.85700000000001,129.06799999999998,140.428,24.022,streak,117.514,91.073,-0.43799999999999994,24.561999999999998,0.469,53.468999999999994,125.84
45,46.0,no,52.418,0.396,0,69,spot-free,120.554,20190127,free,103.816,103.816,128.922,140.27700000000002,10.482999999999999,spot,224.65,212.43099999999998,-0.391,67.609,0.062,63.062,118.917
46,47.0,no,40.264,0.402,0,71,spot-free,123.191,20190127,free,123.306,123.306,128.61700000000002,139.958,10.712,spot,281.38,309.642,-0.8909999999999999,47.108999999999995,-1.203,43.797,109.834
47,48.0,yes,46.544,0.319,0,73,streak-free,214.278,20190127,free,88.939,88.939,128.428,139.761,18.633,streak,22.768,22.768,0.0,80.0,0.0,11.0,115.74700000000001
48,49.0,yes,51.31399999999999,0.363,0,75,streak-free,271.677,20190127,free,92.102,92.102,128.315,139.642,23.624000000000002,streak,106.251,23.858,0.344,46.343999999999994,-0.031,36.969,119.64299999999999
49,50.0,no,56.818999999999996,0.47100000000000003,0,76,spot-free,109.42,20190127,free,118.041,118.041,128.316,139.644,9.515,spot,245.80200000000002,295.462,-0.922,19.078,-1.266,70.734,126.113
50,51.0,yes,35.285,0.326,0,78,Undefined-free,176.33700000000002,20190127,free,120.449,120.449,128.22,139.543,15.334000000000001,Undefined,89.126,235.498,-0.297,25.703000000000003,-0.562,90.43799999999999,120.323
51,52.0,yes,44.687,0.424,0,79,streak-free,236.75900000000001,20190127,free,102.0,102.0,128.039,139.355,20.588,streak,155.563,24.622,0.109,34.109,0.016,60.016000000000005,115.09299999999999
52,53.0,yes,59.911,0.45,0,99,Undefined-free,168.046,20190127,free,120.85700000000001,120.85700000000001,128.16899999999998,139.49,14.613,Undefined,79.373,429.207,-0.42200000000000004,43.578,-0.5,87.5,133.625
0,1.0,yes,67.12899999999999,0.494,0,1,streak-free,445.80699999999996,20190127,free,116.38799999999999,116.38799999999999,145.062,157.107,38.766,streak,22.768,77.947,0.0,24.0,0.281,49.281000000000006,142.762
1,2.0,yes,46.11600000000001,0.428,0,2,streak-free,431.587,20190127,free,134.245,134.245,139.93,151.759,37.529,streak,22.768,81.49600000000001,0.0,9.0,-0.281,74.719,132.497
2,3.0,yes,63.075,0.552,0,3,Undefined-bound,273.45,20190127,bound,132.735,132.735,135.95600000000002,147.616,23.778000000000002,Undefined,111.022,347.26599999999996,-0.42200000000000004,29.578000000000003,-0.344,54.656000000000006,125.708
3,4.0,yes,52.026,0.48700000000000004,0,4,streak-free,466.93300000000005,20190127,free,124.469,124.469,136.025,147.688,40.603,streak,83.814,22.768,-0.375,82.625,0.0,51.0,133.935
4,5.0,yes,64.07300000000001,0.504,0,5,streak-bound,403.022,20190127,bound,123.08200000000001,123.08200000000001,137.694,149.429,35.045,streak,154.433,78.226,-0.016,71.984,0.375,22.375,142.071
5,6.0,yes,58.735,0.467,0,6,Undefined-free,392.051,20190127,free,109.796,109.796,136.57,148.256,34.091,Undefined,92.51799999999999,185.938,-0.391,18.609,0.266,27.266,128.648
6,7.0,yes,61.856,0.46799999999999997,0,7,streak-free,317.172,20190127,free,110.714,110.714,137.499,149.225,27.58,streak,22.768,22.768,0.0,37.0,0.0,77.0,140.77100000000002
7,8.0,yes,57.722,0.518,0,8,streak-bound,415.381,20190127,bound,109.40799999999999,109.40799999999999,136.088,147.754,36.12,streak,141.70600000000002,23.305999999999997,0.281,61.281000000000006,0.0,87.0,123.916
8,9.0,yes,46.88,0.391,0,9,streak-free,334.42800000000005,20190127,free,92.34700000000001,92.34700000000001,134.055,145.63299999999998,29.081,streak,27.287,22.768,0.0,67.0,0.0,71.0,115.488
9,10.0,yes,69.964,0.45299999999999996,0,10,streak-free,299.77099999999996,20190127,free,106.755,106.755,136.012,147.674,26.066999999999997,streak,22.768,22.768,-0.016,46.983999999999995,0.0,57.0,151.32
10,11.0,yes,42.715,0.396,0,12,streak-free,305.592,20190127,free,115.85700000000001,115.85700000000001,136.079,147.744,26.573,streak,22.768,26.623,0.0,89.0,0.0,17.0,134.452
11,12.0,yes,52.621,0.452,0,13,streak-free,302.358,20190127,free,131.55100000000002,131.55100000000002,136.78,148.475,26.291999999999998,streak,22.768,147.292,0.0,70.0,0.125,57.125,142.191
12,13.0,yes,59.006,0.47,0,14,streak-free,288.611,20190127,free,126.306,126.306,137.998,149.745,25.096999999999998,streak,23.13,22.768,0.0,13.0,-0.016,68.984,150.317
13,14.0,yes,62.191,0.513,0,15,streak-bound,269.16200000000003,20190127,bound,131.082,131.082,137.41,149.132,23.405,streak,377.702,92.51799999999999,-0.125,60.875,0.484,71.484,127.461
14,15.0,yes,59.768,0.442,0,16,streak-free,352.384,20190127,free,117.306,117.306,137.721,149.45600000000002,30.642,streak,22.768,87.249,0.0,26.0,0.297,9.297,139.774
15,16.0,yes,53.51,0.441,0,17,streak-free,281.175,20190127,free,129.02,129.02,138.138,149.891,24.45,streak,22.768,22.768,0.0,42.0,0.0,41.0,142.09
16,17.0,yes,68.028,0.496,0,18,streak-free,348.889,20190127,free,118.34700000000001,118.34700000000001,138.94899999999998,150.736,30.338,streak,102.465,113.648,0.484,83.484,0.43799999999999994,87.43799999999999,149.627
17,18.0,yes,55.48,0.402,0,19,streak-free,290.488,20190127,free,107.265,107.265,138.472,150.239,25.26,streak,22.768,22.768,0.0,85.0,0.0,42.0,128.061
18,19.0,yes,57.37,0.426,0,20,streak-free,338.965,20190127,free,113.77600000000001,113.77600000000001,138.168,149.923,29.475,streak,81.567,22.768,-0.281,20.719,0.0,20.0,130.411
19,20.0,yes,64.89399999999999,0.493,0,21,streak-free,269.70099999999996,20190127,free,130.224,130.224,137.994,149.741,23.451999999999998,streak,154.283,28.203000000000003,-0.562,30.438000000000002,0.0,38.0,132.382
20,21.0,yes,49.479,0.385,0,24,streak-free,259.51099999999997,20190127,free,130.959,130.959,137.696,149.43,22.566,streak,22.768,136.609,-0.016,17.984,0.21899999999999997,10.219,137.336
21,22.0,yes,48.69,0.406,0,25,streak-free,274.869,20190127,free,100.429,100.429,137.366,149.08700000000002,23.901999999999997,streak,23.485,22.768,-0.016,67.984,0.0,79.0,127.494
22,23.0,yes,63.534,0.452,0,26,streak-free,267.106,20190127,free,111.14299999999999,111.14299999999999,137.274,148.99,23.226999999999997,streak,29.546,26.522,0.0,24.0,0.016,83.016,132.756
23,24.0,yes,65.447,0.42,0,27,streak-free,316.784,20190127,free,97.0,97.0,137.335,149.054,27.546,streak,22.768,76.36399999999999,0.0,73.0,0.25,34.25,136.563
24,25.0,yes,49.347,0.379,0,28,streak-free,298.186,20190127,free,106.0,106.0,137.35,149.07,25.929000000000002,streak,114.59100000000001,25.267,-0.297,53.703,0.0,22.0,135.437
25,26.0,yes,65.23100000000001,0.436,0,29,Undefined-free,213.122,20190127,free,89.102,89.102,137.028,148.734,18.532,Undefined,22.768,210.709,-0.016,24.984,0.094,75.094,126.042
26,27.0,yes,45.92100000000001,0.33299999999999996,0,30,streak-free,261.191,20190127,free,103.429,103.429,136.69799999999998,148.389,22.712,streak,22.768,22.768,0.0,30.0,0.0,47.0,125.139
27,28.0,yes,52.918,0.466,0,31,streak-free,155.776,20190127,free,114.40799999999999,114.40799999999999,136.023,147.686,13.546,streak,461.41,145.998,0.266,50.266000000000005,-0.312,40.688,114.15
28,29.0,yes,62.129,0.45399999999999996,0,32,Undefined-free,181.137,20190127,free,110.91799999999999,110.91799999999999,136.105,147.77100000000002,15.751,Undefined,28.139,276.718,0.0,19.0,-0.031,73.969,136.266
29,30.0,yes,66.094,0.401,0,33,streak-free,457.722,20190127,free,101.49,101.49,136.386,148.064,39.802,streak,65.215,83.09899999999999,-0.25,73.75,-0.344,89.656,142.80700000000002
30,31.0,yes,46.693000000000005,0.379,0,34,streak-free,324.37,20190127,free,115.204,115.204,136.29399999999998,147.968,28.206,streak,81.78,125.421,0.344,47.343999999999994,0.516,34.516,131.047
31,32.0,yes,45.376000000000005,0.39299999999999996,0,35,streak-free,318.709,20190127,free,116.0,116.0,136.289,147.963,27.714000000000002,streak,92.09200000000001,22.768,0.344,63.343999999999994,0.0,37.0,133.81799999999998
32,33.0,yes,65.078,0.478,0,37,streak-free,310.288,20190127,free,118.51,118.51,136.371,148.049,26.982,streak,22.768,79.44800000000001,0.0,13.0,0.312,48.312,136.863
33,34.0,yes,62.882,0.455,0,38,streak-free,218.245,20190127,free,127.02,127.02,137.05100000000002,148.75799999999998,18.977999999999998,streak,23.485,26.86,0.016,52.016000000000005,0.0,80.0,158.563
34,35.0,yes,56.128,0.445,0,39,Undefined-free,255.392,20190127,free,131.02,131.02,137.18,148.892,22.208000000000002,Undefined,25.859,156.776,0.016,42.016000000000005,-0.109,22.891,139.503
35,36.0,yes,54.66,0.41,0,41,streak-free,306.274,20190127,free,114.87799999999999,114.87799999999999,137.218,148.93200000000002,26.633000000000003,streak,167.43200000000002,69.624,0.516,70.516,-0.25,7.75,136.35399999999998
36,37.0,yes,49.955,0.387,0,42,streak-free,271.829,20190127,free,121.551,121.551,137.214,148.928,23.636999999999997,streak,76.05,30.218000000000004,-0.21899999999999997,45.781000000000006,0.0,67.0,134.756
37,38.0,yes,48.883,0.41700000000000004,0,44,Undefined-free,314.813,20190127,free,119.041,119.041,137.194,148.907,27.375,Undefined,76.39399999999999,218.993,0.43799999999999994,36.438,-0.156,66.844,134.092
38,39.0,yes,56.217,0.434,0,47,streak-free,339.26599999999996,20190127,free,110.939,110.939,136.871,148.571,29.500999999999998,streak,22.768,81.86,0.0,33.0,-0.359,85.641,121.682
39,40.0,yes,61.567,0.4,0,48,streak-free,228.51,20190127,free,98.98,98.98,136.83700000000002,148.534,19.87,streak,25.0,22.768,-0.016,19.984,0.0,58.0,133.107
40,41.0,yes,46.299,0.43799999999999994,0,50,streak-free,264.905,20190127,free,129.408,129.408,136.668,148.359,23.035,streak,216.32299999999998,99.88600000000001,0.23399999999999999,32.234,-0.469,25.531,127.288
41,42.0,yes,53.236000000000004,0.355,0,53,streak-free,232.046,20190127,free,97.959,97.959,136.181,147.85,20.178,streak,22.768,29.476,-0.016,43.983999999999995,0.031,14.030999999999999,130.245
42,43.0,yes,53.17100000000001,0.405,0,55,streak-free,211.451,20190127,free,111.898,111.898,136.298,147.972,18.387,streak,22.768,22.768,0.0,52.0,0.0,72.0,139.262
43,44.0,yes,53.626999999999995,0.391,0,58,streak-free,212.956,20190127,free,122.184,122.184,136.27200000000002,147.946,18.518,streak,23.485,22.768,-0.016,59.983999999999995,0.0,80.0,132.81
44,45.0,yes,47.232,0.455,0,61,streak-free,275.247,20190127,free,127.59200000000001,127.59200000000001,136.433,148.113,23.935,streak,153.222,91.79,-0.516,42.483999999999995,0.547,75.547,141.675
45,46.0,yes,51.852,0.39299999999999996,0,69,streak-free,187.947,20190127,free,113.367,113.367,136.634,148.32299999999998,16.343,streak,22.768,22.768,-0.016,15.984000000000002,0.0,38.0,143.994
46,47.0,yes,45.861000000000004,0.35200000000000004,0,73,spot-free,192.61,20190127,free,107.34700000000001,107.34700000000001,136.116,147.783,16.749000000000002,spot,137.685,146.936,-0.359,60.641000000000005,-0.281,24.719,114.825
47,48.0,yes,53.519,0.419,0,78,streak-free,249.93099999999998,20190127,free,111.38799999999999,111.38799999999999,136.254,147.92700000000002,21.733,streak,22.768,83.118,0.0,59.0,-0.344,54.656000000000006,140.972
48,49.0,yes,41.581,0.348,0,86,streak-free,232.296,20190127,free,114.49,114.49,136.07299999999998,147.738,20.2,streak,159.439,66.494,-0.094,55.906000000000006,-0.141,47.858999999999995,119.531
0,1.0,yes,53.677,0.48200000000000004,0,1,streak-free,394.279,20190127,free,122.77600000000001,122.77600000000001,139.85,151.675,34.285,streak,22.768,22.768,0.0,66.0,0.0,55.0,137.55
1,2.0,yes,60.308,0.408,0,2,streak-free,386.13599999999997,20190127,free,90.204,90.204,138.691,150.467,33.577,streak,23.485,22.768,-0.016,78.984,0.0,60.0,135.232
2,3.0,yes,52.556999999999995,0.489,0,3,streak-free,510.79900000000004,20190127,free,126.02,126.02,137.409,149.131,44.417,streak,150.0,82.238,-0.172,62.828,-0.344,72.656,132.546
3,4.0,yes,62.033,0.483,0,5,streak-free,378.48900000000003,20190127,free,118.163,118.163,135.514,147.155,32.912,streak,91.79,145.349,0.484,79.484,-0.297,33.703,131.463
4,5.0,yes,50.169,0.46799999999999997,0,6,streak-free,485.346,20190127,free,110.939,110.939,132.751,144.27200000000002,42.20399999999999,streak,95.491,94.369,-0.469,40.531,0.141,89.141,116.632
5,6.0,yes,58.806999999999995,0.45899999999999996,0,7,streak-free,306.694,20190127,free,122.061,122.061,134.079,145.658,26.669,streak,22.768,22.768,0.0,44.0,0.0,26.0,139.749
6,7.0,yes,56.786,0.445,0,9,streak-free,315.285,20190127,free,112.184,112.184,134.173,145.756,27.416,streak,22.768,22.768,0.0,33.0,0.0,58.0,124.76799999999999
7,8.0,yes,61.698,0.466,0,10,streak-free,318.959,20190127,free,114.08200000000001,114.08200000000001,134.37,145.96200000000002,27.736,streak,22.768,63.032,0.0,61.0,-0.094,42.906000000000006,133.85
8,9.0,yes,47.438,0.41100000000000003,0,11,streak-free,382.51199999999994,20190127,free,134.939,134.939,134.665,146.269,33.262,streak,76.285,102.99700000000001,0.25,40.25,-0.109,17.891,135.308
9,10.0,yes,52.074,0.449,0,12,streak-free,396.88199999999995,20190127,free,128.061,128.061,135.207,146.835,34.510999999999996,streak,85.758,22.768,0.344,72.344,0.0,56.0,138.876
10,11.0,yes,62.878,0.526,0,13,streak-bound,298.877,20190127,bound,127.102,127.102,135.455,147.094,25.989,streak,22.768,22.768,0.0,80.0,0.0,52.0,136.129
11,12.0,yes,73.544,0.516,0,14,streak-bound,316.113,20190127,bound,142.918,142.918,137.671,149.404,27.488000000000003,streak,31.162,86.736,0.0,87.0,0.281,17.281,164.176
12,13.0,yes,52.534,0.415,0,15,streak-free,359.19699999999995,20190127,free,112.08200000000001,112.08200000000001,137.438,149.162,31.234,streak,35.128,75.342,0.0,26.0,-0.25,87.75,131.881
13,14.0,yes,58.488,0.43,0,16,streak-free,360.702,20190127,free,120.12200000000001,120.12200000000001,137.997,149.744,31.365,streak,73.075,23.875999999999998,-0.266,29.734,0.0,45.0,144.08
14,15.0,yes,58.70399999999999,0.433,0,17,streak-free,282.835,20190127,free,100.14299999999999,100.14299999999999,138.28,150.039,24.594,streak,22.768,22.768,0.0,72.0,0.0,39.0,140.503
15,16.0,yes,53.423,0.444,0,18,streak-free,284.735,20190127,free,121.204,121.204,138.696,150.47299999999998,24.76,streak,28.63,23.127,0.031,37.031,-0.016,66.984,143.47799999999998
16,17.0,yes,49.055,0.457,0,19,streak-free,298.738,20190127,free,114.02,114.02,138.668,150.444,25.976999999999997,streak,91.073,32.525999999999996,-0.156,53.843999999999994,0.0,43.0,135.856
17,18.0,yes,49.935,0.445,0,20,streak-free,275.098,20190127,free,143.878,143.878,138.968,150.757,23.921999999999997,streak,96.428,24.476999999999997,0.016,75.016,0.0,85.0,142.377
18,19.0,yes,56.067,0.419,0,21,Undefined-free,171.96099999999998,20190127,free,110.85700000000001,110.85700000000001,138.889,150.674,14.953,Undefined,22.768,383.65,-0.016,87.984,-0.125,41.875,135.0
19,20.0,yes,50.667,0.39,0,22,streak-free,360.15,20190127,free,95.204,95.204,138.186,149.941,31.316999999999997,streak,22.768,76.031,0.0,41.0,-0.266,46.733999999999995,121.12200000000001
20,21.0,yes,63.226000000000006,0.45399999999999996,0,23,streak-free,264.873,20190127,free,119.08200000000001,119.08200000000001,138.511,150.28,23.031999999999996,streak,22.768,22.768,0.0,89.0,0.0,84.0,143.35399999999998
21,22.0,yes,54.422,0.46399999999999997,0,24,Undefined-free,342.01300000000003,20190127,free,110.08200000000001,110.08200000000001,137.764,149.502,29.74,Undefined,94.01100000000001,165.696,-0.45299999999999996,25.546999999999997,-0.297,19.703,118.29799999999999
22,23.0,yes,42.496,0.379,0,25,streak-free,374.228,20190127,free,108.32700000000001,108.32700000000001,137.145,148.856,32.542,streak,103.48700000000001,89.40100000000001,-0.281,52.718999999999994,0.281,71.281,119.98
23,24.0,yes,64.432,0.45,0,26,streak-free,273.23900000000003,20190127,free,106.12200000000001,106.12200000000001,137.03,148.736,23.76,streak,22.768,22.768,0.0,16.0,0.0,55.0,131.847
24,25.0,yes,58.1,0.426,0,27,streak-free,405.426,20190127,free,109.469,109.469,136.518,148.202,35.254,streak,81.817,137.88,0.45299999999999996,77.453,-0.469,13.530999999999999,120.92399999999999
25,26.0,yes,52.725,0.382,0,28,streak-free,321.096,20190127,free,115.59200000000001,115.59200000000001,136.535,148.22,27.921,streak,29.546,84.78,0.0,45.0,-0.297,69.703,134.681
26,27.0,yes,54.126000000000005,0.405,0,29,streak-free,313.835,20190127,free,129.184,129.184,137.162,148.874,27.29,streak,73.655,22.768,-0.266,33.734,0.0,74.0,152.433
27,28.0,yes,48.843999999999994,0.425,0,31,streak-free,261.983,20190127,free,109.449,109.449,136.97299999999998,148.67700000000002,22.781,streak,23.485,22.768,-0.016,69.984,0.0,10.0,129.19799999999998
28,29.0,yes,52.163000000000004,0.41200000000000003,0,32,spot-free,248.731,20190127,free,98.32700000000001,98.32700000000001,136.47799999999998,148.161,21.629,spot,134.278,176.261,0.266,19.266,-0.42200000000000004,66.578,119.32799999999999
29,30.0,yes,53.185,0.37200000000000005,0,33,streak-free,249.947,20190127,free,103.40799999999999,103.40799999999999,136.47299999999998,148.155,21.735,streak,22.768,22.768,0.0,34.0,0.0,26.0,134.003
30,31.0,yes,51.949,0.41700000000000004,0,34,streak-free,621.2130000000001,20190127,free,98.531,98.531,135.989,147.651,54.019,streak,80.75,89.48899999999999,0.45299999999999996,32.453,-0.42200000000000004,51.578,118.208
31,32.0,yes,47.982,0.341,0,36,Undefined-free,343.778,20190127,free,117.898,117.898,135.84,147.495,29.894000000000002,Undefined,84.588,153.188,0.484,21.484,0.047,42.047,128.618
32,33.0,yes,65.689,0.45399999999999996,0,37,streak-free,286.84,20190127,free,114.102,114.102,135.797,147.45,24.943,streak,24.214000000000002,117.973,-0.031,51.968999999999994,-0.297,22.703000000000003,132.036
33,34.0,yes,58.55,0.384,0,38,streak-free,318.427,20190127,free,113.38799999999999,113.38799999999999,135.726,147.377,27.689,streak,92.09200000000001,22.768,-0.344,16.656,0.0,35.0,130.95600000000002
34,35.0,yes,59.925,0.44299999999999995,0,39,streak-free,241.61700000000002,20190127,free,111.714,111.714,135.833,147.488,21.01,streak,30.218000000000004,107.805,0.0,53.0,0.094,60.093999999999994,137.38
35,36.0,yes,54.58,0.385,0,40,streak-free,251.34,20190127,free,94.367,94.367,135.58100000000002,147.225,21.855999999999998,streak,23.127,26.214000000000002,-0.016,18.984,0.0,76.0,123.948
36,37.0,yes,57.716,0.371,0,42,streak-free,208.43599999999998,20190127,free,98.204,98.204,134.834,146.446,18.125,streak,161.364,22.768,0.547,12.547,0.0,9.0,128.571
37,38.0,no,48.551,0.43200000000000005,0,43,spot-free,125.395,20190127,free,124.85700000000001,124.85700000000001,134.476,146.072,10.904000000000002,spot,233.34400000000002,392.212,-0.297,66.703,-0.062,26.938000000000002,117.83
38,39.0,yes,46.438,0.39799999999999996,0,44,streak-free,319.514,20190127,free,112.49,112.49,134.605,146.207,27.784000000000002,streak,98.686,33.239000000000004,0.406,47.406000000000006,0.0,11.0,137.609
39,40.0,yes,52.641000000000005,0.444,0,46,Undefined-free,239.33599999999998,20190127,free,131.898,131.898,134.41299999999998,146.007,20.811999999999998,Undefined,22.768,193.75,0.0,60.0,0.094,34.094,135.9
40,41.0,yes,61.416000000000004,0.369,0,48,streak-free,219.253,20190127,free,102.061,102.061,134.514,146.112,19.065,streak,22.768,22.768,0.0,54.0,0.0,85.0,136.628
41,42.0,yes,52.957,0.43200000000000005,0,50,streak-free,393.30199999999996,20190127,free,113.796,113.796,133.98,145.555,34.2,streak,91.073,24.971999999999998,-0.484,39.516,0.0,56.0,126.667
42,43.0,yes,47.591,0.396,0,52,streak-free,265.769,20190127,free,119.367,119.367,133.951,145.525,23.11,streak,204.71200000000002,77.79,0.43799999999999994,54.438,0.266,34.266,130.298
43,44.0,yes,46.818000000000005,0.4,0,53,streak-free,226.623,20190127,free,125.837,125.837,134.031,145.608,19.706,streak,24.230999999999998,90.977,-0.031,57.968999999999994,0.078,23.078000000000003,135.582
44,45.0,yes,54.633,0.445,0,55,streak-free,275.442,20190127,free,126.265,126.265,134.078,145.657,23.951,streak,30.358,149.195,0.0,49.0,-0.297,79.703,134.056
45,46.0,yes,51.949,0.41100000000000003,0,56,spot-free,161.52,20190127,free,116.61200000000001,116.61200000000001,133.951,145.525,14.045,spot,147.731,221.53099999999998,-0.375,8.625,-0.047,68.953,125.31299999999999
46,47.0,yes,45.963,0.38299999999999995,0,58,Undefined-free,162.644,20190127,free,132.36700000000002,132.36700000000002,133.898,145.469,14.142999999999999,Undefined,73.468,415.283,-0.25,60.75,0.062,63.062,128.9
47,48.0,yes,58.155,0.434,0,59,streak-free,168.327,20190127,free,120.87799999999999,120.87799999999999,133.789,145.355,14.637,streak,297.403,110.79799999999999,0.672,65.672,-0.078,80.922,125.811
48,49.0,yes,48.477,0.363,0,61,streak-free,226.55200000000002,20190127,free,122.429,122.429,133.849,145.418,19.7,streak,22.768,83.266,0.0,60.0,0.156,57.156000000000006,134.748
49,50.0,yes,52.327,0.40299999999999997,0,65,streak-free,285.494,20190127,free,101.02,101.02,132.88299999999998,144.411,24.826,streak,84.588,22.768,0.375,11.375,0.0,31.0,127.965
50,51.0,yes,54.799,0.298,0,66,streak-free,230.687,20190127,free,80.143,80.143,132.733,144.254,20.06,streak,23.676,100.48899999999999,-0.031,32.969,-0.156,32.844,122.005
51,52.0,yes,52.473,0.354,0,67,streak-free,208.44299999999998,20190127,free,106.939,106.939,132.7,144.219,18.125,streak,31.19,22.947,-0.016,80.984,-0.016,25.984,128.52
52,53.0,yes,57.675,0.484,0,70,Undefined-free,225.47299999999998,20190127,free,112.32700000000001,112.32700000000001,132.649,144.166,19.605999999999998,Undefined,79.204,250.0,0.281,64.281,0.359,15.359000000000002,127.398
53,54.0,yes,54.476000000000006,0.377,0,73,streak-free,200.87900000000002,20190127,free,92.571,92.571,132.532,144.04399999999998,17.468,streak,26.623,22.768,0.0,86.0,0.0,33.0,123.32799999999999
54,55.0,yes,51.731,0.418,0,77,Undefined-free,185.428,20190127,free,112.735,112.735,132.369,143.874,16.124000000000002,Undefined,87.43700000000001,342.23900000000003,0.297,33.297,-0.703,86.29700000000001,120.28
55,56.0,yes,42.754,0.27899999999999997,0,78,streak-free,186.449,20190127,free,118.531,118.531,132.438,143.946,16.213,streak,23.13,22.768,0.0,71.0,-0.016,16.984,134.33
56,57.0,yes,50.895,0.395,0,79,Undefined-free,203.02,20190127,free,125.755,125.755,132.586,144.1,17.654,Undefined,22.768,161.852,0.0,73.0,0.0,25.0,139.476
57,58.0,yes,51.74100000000001,0.342,0,80,streak-free,267.178,20190127,free,108.633,108.633,132.506,144.018,23.233,streak,84.458,22.768,0.359,80.359,0.0,40.0,125.206
58,59.0,yes,43.065,0.39799999999999996,0,87,streak-free,156.833,20190127,free,114.38799999999999,114.38799999999999,131.30700000000002,142.766,13.638,streak,272.461,126.882,-0.016,87.984,0.25,68.25,117.264
59,60.0,yes,55.162,0.337,0,88,streak-free,189.231,20190127,free,94.204,94.204,131.12,142.571,16.455,streak,31.625999999999998,22.768,-0.031,11.969000000000001,0.0,79.0,116.506
60,61.0,no,50.648,0.38299999999999995,0,90,Undefined-free,87.601,20190127,free,111.38799999999999,111.38799999999999,130.872,142.312,7.617000000000001,Undefined,187.271,475.795,-0.047,40.953,0.016,39.016,111.947
61,62.0,yes,39.629,0.335,0,101,streak-free,297.094,20190127,free,102.796,102.796,130.852,142.291,25.834,streak,84.41799999999999,103.38600000000001,-0.516,33.484,0.312,13.312000000000001,127.206
62,63.0,yes,40.055,0.326,0,106,streak-free,180.88,20190127,free,95.898,95.898,130.57399999999998,142.001,15.729000000000001,streak,22.768,24.404,0.0,88.0,0.0,76.0,109.072
0,1.0,yes,49.98,0.501,0,1,streak-bound,414.921,20190127,bound,134.673,134.673,144.064,156.066,36.08,streak,87.964,22.768,-0.281,57.718999999999994,0.0,45.0,141.764
1,2.0,yes,60.791000000000004,0.41600000000000004,0,2,streak-free,454.772,20190127,free,98.367,98.367,136.477,148.159,39.545,streak,22.768,76.729,0.0,18.0,0.297,88.29700000000001,126.59
