, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
37,,yes,18.329,0.397,0,43,streak-free,103.912,20190127,free,46.958999999999996,46.958999999999996,53.835,61.172,9.036,streak,137.36700000000002,106.146,0.43799999999999994,85.43799999999999,-0.047,42.953,50.918
38,,yes,24.820999999999998,0.37799999999999995,0,44,streak-free,84.804,20190127,free,40.98,40.98,53.901,61.242,7.374,streak,22.768,22.768,0.0,33.0,0.0,63.0,54.167
39,,yes,19.833,0.348,0,45,streak-free,117.854,20190127,free,43.878,43.878,53.849,61.187,10.248,streak,22.768,85.79899999999999,0.0,54.0,-0.359,11.640999999999998,49.468999999999994
40,,yes,20.494,0.41200000000000003,0,46,streak-free,87.714,20190127,free,43.306000000000004,43.306000000000004,53.784,61.118,7.627000000000001,streak,22.768,28.636999999999997,0.0,27.0,0.016,12.015999999999998,48.846000000000004
41,,yes,20.884,0.40700000000000003,0,47,streak-free,123.802,20190127,free,52.468999999999994,52.468999999999994,53.968999999999994,61.315,10.765,streak,89.214,74.173,0.375,59.375,-0.21899999999999997,52.781000000000006,59.435
42,,yes,19.046,0.40399999999999997,0,50,streak-free,77.759,20190127,free,42.611999999999995,42.611999999999995,53.861000000000004,61.2,6.7620000000000005,streak,305.377,87.419,0.45299999999999996,40.453,-0.312,15.687999999999999,46.902
43,,yes,23.378,0.40299999999999997,0,53,streak-free,115.554,20190127,free,45.551,45.551,53.878,61.218,10.048,streak,91.073,97.712,-0.312,37.688,-0.45299999999999996,39.547,52.321000000000005
44,,yes,16.871,0.261,0,59,streak-free,105.92,20190127,free,35.775999999999996,35.775999999999996,53.756,61.086999999999996,9.21,streak,22.768,80.834,0.0,58.0,-0.297,74.703,45.965
45,,yes,20.002,0.35700000000000004,0,69,streak-free,71.222,20190127,free,40.449,40.449,53.772,61.105,6.193,streak,28.139,22.768,-0.016,79.984,0.0,70.0,52.232
46,,yes,16.958,0.31,0,75,streak-free,71.456,20190127,free,45.265,45.265,53.732,61.062,6.2139999999999995,streak,22.768,26.522,0.0,76.0,0.0,52.0,49.528999999999996
47,,yes,18.849,0.37200000000000005,0,80,streak-free,109.103,20190127,free,44.367,44.367,53.75,61.082,9.487,streak,22.768,88.744,0.0,80.0,0.43799999999999994,58.438,52.342
48,,yes,20.711,0.419,0,87,Undefined-free,73.339,20190127,free,43.836999999999996,43.836999999999996,53.736000000000004,61.067,6.377000000000001,Undefined,76.96600000000001,281.392,0.391,37.391,-0.75,4.25,50.74100000000001
49,,no,21.081,0.40299999999999997,0,96,Undefined-free,36.592,20190127,free,44.347,44.347,53.79600000000001,61.131,3.182,Undefined,45.536,250.12599999999998,0.0,80.0,1.172,17.172,54.492
0,,yes,21.144000000000002,0.451,0,1,streak-free,175.144,20190127,free,38.611999999999995,38.611999999999995,54.148999999999994,61.508,15.23,streak,33.239000000000004,85.91,0.0,42.0,-0.312,37.688,51.849
1,,yes,21.575,0.45799999999999996,0,2,streak-free,127.84100000000001,20190127,free,41.571000000000005,41.571000000000005,53.714,61.043,11.117,streak,22.768,22.768,0.0,58.0,0.0,20.0,50.978
2,,yes,22.144000000000002,0.485,0,3,streak-free,123.449,20190127,free,44.265,44.265,54.667,62.06100000000001,10.735,streak,22.768,29.958000000000002,0.0,64.0,-0.016,77.984,54.273999999999994
3,,yes,24.588,0.519,0,4,Undefined-bound,177.859,20190127,bound,50.958999999999996,50.958999999999996,55.532,62.983999999999995,15.466,Undefined,78.226,151.06,-0.45299999999999996,69.547,-0.094,27.906,55.827
4,,yes,20.132,0.442,0,5,streak-free,147.13299999999998,20190127,free,45.735,45.735,55.185,62.613,12.794,streak,27.142,98.147,-0.062,21.938000000000002,0.188,22.188000000000002,51.495
5,,yes,21.273000000000003,0.462,0,6,streak-free,109.294,20190127,free,49.673,49.673,56.61600000000001,64.14,9.504,streak,27.755,22.768,-0.016,75.984,0.0,51.0,61.472
6,,yes,21.863000000000003,0.45799999999999996,0,7,spot-free,82.815,20190127,free,45.878,45.878,55.831,63.303000000000004,7.2010000000000005,spot,148.718,191.80200000000002,0.297,37.297,-0.078,70.922,48.818000000000005
7,,yes,20.647,0.45899999999999996,0,8,streak-free,71.222,20190127,free,45.857,45.857,55.273,62.707,6.193,streak,420.77099999999996,98.03299999999999,0.43799999999999994,10.437999999999999,-0.156,46.843999999999994,49.068000000000005
8,,yes,19.32,0.405,0,9,streak-free,126.521,20190127,free,46.878,46.878,55.144,62.57,11.002,streak,72.839,22.768,-0.21899999999999997,8.781,0.0,53.0,51.81100000000001
9,,yes,20.673000000000002,0.408,0,10,streak-free,116.351,20190127,free,42.286,42.286,54.755,62.155,10.117,streak,22.768,30.930999999999997,0.0,34.0,0.031,51.031000000000006,48.958
10,,yes,21.535,0.409,0,11,streak-free,124.416,20190127,free,46.49,46.49,55.056000000000004,62.476000000000006,10.819,streak,22.768,92.95,0.0,26.0,0.266,68.266,55.763999999999996
11,,yes,19.712,0.43,0,12,streak-free,108.228,20190127,free,43.958999999999996,43.958999999999996,54.978,62.391999999999996,9.411,streak,22.768,22.768,0.0,11.0,0.0,16.0,51.816
12,,yes,22.619,0.46799999999999997,0,14,streak-free,102.54299999999999,20190127,free,48.184,48.184,55.266999999999996,62.701,8.917,streak,22.768,27.755,0.0,18.0,0.0,38.0,56.43899999999999
13,,yes,19.982,0.439,0,15,streak-free,160.68,20190127,free,47.633,47.633,55.036,62.455,13.972000000000001,streak,139.39,93.786,-0.141,54.858999999999995,0.359,61.358999999999995,49.733999999999995
14,,no,22.596999999999998,0.474,0,16,Undefined-free,60.449,20190127,free,48.449,48.449,54.956,62.369,5.256,Undefined,128.865,414.096,-0.562,54.438,0.32799999999999996,76.328,51.534
15,,yes,20.755,0.409,0,17,streak-free,123.521,20190127,free,43.592,43.592,54.989,62.405,10.741,streak,94.512,27.553,-0.188,58.812,-0.062,67.938,53.19
16,,yes,21.819000000000003,0.419,0,18,streak-free,130.561,20190127,free,39.551,39.551,54.717,62.114,11.353,streak,22.768,80.209,0.0,68.0,-0.281,67.719,48.056000000000004
17,,yes,20.444000000000003,0.439,0,20,streak-free,201.937,20190127,free,44.122,44.122,54.586999999999996,61.976000000000006,17.56,streak,88.681,73.57600000000001,0.32799999999999996,23.328000000000003,0.312,29.311999999999998,50.086000000000006
18,,yes,17.479,0.38299999999999995,0,21,streak-free,96.97200000000001,20190127,free,36.449,36.449,54.09,61.443999999999996,8.432,streak,212.56,22.768,-0.031,37.969,0.0,60.0,42.833
19,,yes,23.381,0.49200000000000005,0,22,streak-free,98.919,20190127,free,48.531000000000006,48.531000000000006,54.263000000000005,61.629,8.602,streak,22.768,22.768,0.0,80.0,0.0,36.0,55.255
20,,yes,24.16,0.413,0,23,streak-free,125.78399999999999,20190127,free,43.143,43.143,54.373000000000005,61.747,10.937999999999999,streak,80.887,23.503,0.312,45.312,0.0,87.0,54.285
21,,yes,22.781999999999996,0.465,0,25,Undefined-free,139.996,20190127,free,48.49,48.49,54.448,61.827,12.174000000000001,Undefined,74.52,244.951,-0.469,35.531,-0.156,75.844,53.711999999999996
22,,yes,21.976,0.446,0,27,streak-free,99.64200000000001,20190127,free,42.571000000000005,42.571000000000005,54.481,61.863,8.665,streak,22.768,29.213,-0.016,89.984,-0.016,45.983999999999995,52.917
23,,yes,23.557,0.466,0,28,Undefined-free,95.15100000000001,20190127,free,47.428999999999995,47.428999999999995,54.458,61.836999999999996,8.274,Undefined,72.22,181.512,-0.156,44.843999999999994,0.266,12.265999999999998,51.618
24,,yes,23.188000000000002,0.48,0,29,streak-free,139.341,20190127,free,50.143,50.143,54.578,61.966,12.117,streak,86.736,129.649,0.344,56.343999999999994,0.172,27.171999999999997,55.16
25,,yes,23.189,0.474,0,31,streak-free,117.47399999999999,20190127,free,46.367,46.367,54.636,62.028,10.215,streak,22.768,81.331,0.0,91.0,-0.266,65.734,53.678000000000004
26,,yes,18.838,0.39299999999999996,0,32,streak-free,127.20200000000001,20190127,free,41.857,41.857,54.578,61.966,11.061,streak,22.768,78.828,0.0,67.0,0.297,47.297,50.70399999999999
27,,yes,23.119,0.39299999999999996,0,33,streak-free,204.215,20190127,free,38.429,38.429,54.402,61.778,17.758,streak,92.405,93.889,-0.406,8.594,0.469,33.469,47.172
28,,yes,22.491999999999997,0.423,0,34,Undefined-free,86.118,20190127,free,46.531000000000006,46.531000000000006,54.379,61.753,7.489,Undefined,80.518,220.405,-0.25,16.75,0.516,69.516,51.397
29,,yes,21.058000000000003,0.43799999999999994,0,35,Undefined-free,82.04899999999999,20190127,free,40.694,40.694,54.295,61.663999999999994,7.135,Undefined,22.768,177.649,0.0,30.0,0.312,60.312,49.497
30,,yes,19.967,0.43700000000000006,0,36,streak-free,90.82,20190127,free,49.958999999999996,49.958999999999996,54.419,61.79600000000001,7.897,streak,31.421999999999997,22.768,0.031,32.031,0.0,41.0,55.949
31,,yes,18.533,0.47200000000000003,0,37,streak-free,162.276,20190127,free,44.122,44.122,54.251999999999995,61.618,14.110999999999999,streak,155.601,91.073,-0.016,35.984,0.42200000000000004,91.42200000000001,46.618
32,,yes,18.984,0.35100000000000003,0,38,streak-free,93.919,20190127,free,37.98,37.98,54.169,61.528999999999996,8.167,streak,22.768,28.651,0.0,18.0,0.0,86.0,49.13399999999999
33,,yes,22.514,0.46299999999999997,0,39,streak-free,98.552,20190127,free,51.898,51.898,54.24,61.605,8.57,streak,23.873,136.05200000000002,-0.016,39.984,-0.469,26.531,54.361999999999995
34,,yes,22.647,0.423,0,41,streak-free,124.00299999999999,20190127,free,48.836999999999996,48.836999999999996,54.342,61.714,10.783,streak,117.723,97.14399999999999,0.016,28.016,0.469,86.469,55.6
35,,yes,21.998,0.392,0,42,streak-free,86.29899999999999,20190127,free,37.694,37.694,54.38,61.754,7.504,streak,30.930999999999997,22.768,-0.031,81.969,0.0,65.0,53.433
36,,yes,18.589000000000002,0.375,0,44,streak-free,142.67,20190127,free,39.0,39.0,53.739,61.07,12.405999999999999,streak,111.022,83.441,-0.42200000000000004,22.578000000000003,0.469,11.469000000000001,52.571000000000005
37,,yes,21.961,0.42,0,46,streak-free,102.67,20190127,free,46.327,46.327,53.797,61.132,8.927999999999999,streak,111.51799999999999,22.768,-0.42200000000000004,66.578,0.0,34.0,53.778
38,,yes,22.244,0.436,0,48,streak-free,78.334,20190127,free,44.102,44.102,53.898,61.24,6.812,streak,108.18299999999999,28.636999999999997,-0.156,21.844,0.0,47.0,55.625
39,,yes,17.858,0.389,0,51,Undefined-free,95.729,20190127,free,41.693999999999996,41.693999999999996,53.818000000000005,61.153999999999996,8.324,Undefined,23.491,158.203,0.0,12.0,0.031,75.031,50.418
40,,yes,21.094,0.439,0,52,streak-free,107.904,20190127,free,44.265,44.265,53.763000000000005,61.095,9.383,streak,22.768,79.793,0.0,58.0,-0.312,35.688,49.071999999999996
41,,yes,19.482,0.379,0,55,streak-free,78.605,20190127,free,42.184,42.184,53.655,60.98,6.835,streak,22.768,22.768,0.0,65.0,0.0,61.0,51.4
42,,no,19.956,0.428,0,56,Undefined-free,47.081,20190127,free,49.878,49.878,53.708,61.036,4.093999999999999,Undefined,22.768,285.507,0.0,83.0,0.5,83.5,53.818000000000005
43,,yes,18.922,0.364,0,60,Undefined-free,70.968,20190127,free,49.878,49.878,53.165,60.456,6.171,Undefined,22.768,184.717,-0.016,83.984,-0.406,72.594,51.006
44,,yes,16.676,0.35,0,63,streak-free,92.28200000000001,20190127,free,43.02,43.02,53.162,60.453,8.024,streak,107.4,22.768,0.344,86.344,-0.016,35.984,50.725
45,,yes,19.452,0.33799999999999997,0,65,streak-free,75.243,20190127,free,41.02,41.02,53.138999999999996,60.428999999999995,6.542999999999999,streak,22.768,22.768,0.0,81.0,0.0,27.0,49.68
46,,yes,20.503,0.38299999999999995,0,68,streak-free,92.77799999999999,20190127,free,41.449,41.449,52.763999999999996,60.027,8.068,streak,170.835,22.768,-0.156,12.844000000000001,0.0,26.0,46.882
47,,no,17.775,0.385,0,79,streak-free,57.787,20190127,free,40.816,40.816,52.507,59.753,5.025,streak,301.552,24.243000000000002,-0.43799999999999994,43.562,0.0,51.0,46.077
48,,yes,18.372,0.37,0,100,streak-free,64.67399999999999,20190127,free,40.98,40.98,52.33,59.56399999999999,5.624,streak,28.63,22.768,-0.016,75.984,0.0,69.0,47.683
49,,no,20.156,0.344,0,121,streak-free,55.365,20190127,free,40.265,40.265,52.332,59.567,4.814,streak,22.768,22.768,-0.016,20.984,0.0,56.0,50.18600000000001
0,,yes,26.315,0.45399999999999996,0,1,streak-free,180.542,20190127,free,42.693999999999996,42.693999999999996,57.398,64.97399999999999,15.699000000000002,streak,67.75,77.60600000000001,-0.156,65.844,-0.172,42.828,55.098
1,,yes,20.951999999999998,0.465,0,2,streak-free,141.653,20190127,free,50.836999999999996,50.836999999999996,57.717,65.314,12.318,streak,22.768,22.768,0.0,21.0,-0.016,8.984,55.736999999999995
2,,yes,24.378,0.466,0,3,streak-free,278.316,20190127,free,44.449,44.449,57.278,64.846,24.201,streak,79.926,85.757,0.375,39.375,-0.484,67.516,54.098
3,,yes,25.88,0.45799999999999996,0,4,streak-free,126.55799999999999,20190127,free,46.245,46.245,57.93600000000001,65.548,11.005,streak,22.947,22.768,-0.016,88.984,0.0,44.0,57.611999999999995
4,,yes,27.323,0.462,0,5,Undefined-free,78.142,20190127,free,39.755,39.755,56.38,63.888000000000005,6.795,Undefined,70.241,338.767,0.156,16.156,-0.391,73.609,47.855
5,,yes,21.131,0.418,0,6,streak-free,128.183,20190127,free,47.653,47.653,56.173,63.668,11.145999999999999,streak,22.768,22.768,0.0,24.0,0.0,86.0,52.841
6,,yes,24.816999999999997,0.48100000000000004,0,7,Undefined-free,71.202,20190127,free,45.245,45.245,54.985,62.4,6.191,Undefined,137.278,380.85900000000004,-0.43799999999999994,16.562,-0.375,21.625,45.553999999999995
7,,yes,24.145,0.483,0,8,streak-free,111.211,20190127,free,47.816,47.816,55.691,63.153,9.671,streak,23.485,29.465,-0.016,56.983999999999995,0.016,15.015999999999998,58.331
8,,no,27.83,0.5670000000000001,0,9,spot-bound,59.707,20190127,bound,47.082,47.082,54.79,62.192,5.192,spot,387.292,272.865,-1.094,15.905999999999999,-0.43799999999999994,36.562,45.282
9,,yes,23.779,0.43,0,10,streak-free,117.885,20190127,free,39.245,39.245,54.45,61.82899999999999,10.251,streak,22.768,22.768,0.0,27.0,0.0,31.0,49.093
10,,yes,25.083000000000002,0.48,0,11,streak-free,126.279,20190127,free,47.041000000000004,47.041000000000004,54.302,61.67100000000001,10.981,streak,199.951,80.925,-0.156,75.844,0.281,57.281000000000006,50.523999999999994
11,,yes,17.597,0.392,0,12,streak-free,123.545,20190127,free,40.857,40.857,54.229,61.593,10.743,streak,28.636999999999997,71.736,0.0,80.0,-0.188,77.812,51.13
12,,yes,21.156,0.467,0,13,streak-free,137.218,20190127,free,46.388000000000005,46.388000000000005,54.242,61.607,11.932,streak,22.768,80.202,0.0,19.0,-0.297,58.703,52.09
13,,yes,20.54,0.392,0,14,streak-free,131.458,20190127,free,48.571000000000005,48.571000000000005,54.331,61.701,11.431,streak,22.768,76.247,0.0,26.0,-0.266,74.734,53.184
14,,yes,18.489,0.423,0,15,spot-free,114.48100000000001,20190127,free,50.571000000000005,50.571000000000005,54.243,61.608000000000004,9.955,spot,159.529,141.085,0.32799999999999996,47.328,0.344,80.344,50.714
15,,yes,20.588,0.405,0,16,streak-free,134.342,20190127,free,43.347,43.347,54.323,61.693999999999996,11.682,streak,23.127,72.054,-0.031,48.968999999999994,-0.23399999999999999,21.766,53.231
16,,yes,16.993,0.391,0,17,Undefined-free,82.255,20190127,free,41.673,41.673,53.931000000000004,61.275,7.153,Undefined,22.768,225.0,0.0,68.0,0.43799999999999994,61.438,45.353
17,,yes,25.767,0.514,0,18,Undefined-bound,84.53200000000001,20190127,bound,46.51,46.51,53.826,61.163000000000004,7.351,Undefined,22.768,249.046,0.0,70.0,-0.016,79.984,49.748000000000005
18,,yes,19.912,0.396,0,19,streak-free,96.779,20190127,free,47.898,47.898,53.908,61.25,8.416,streak,22.768,22.768,0.0,68.0,0.0,70.0,53.071000000000005
19,,yes,16.788,0.375,0,25,streak-free,108.00299999999999,20190127,free,46.714,46.714,53.58,60.9,9.392000000000001,streak,102.209,27.553,0.141,21.141,0.062,48.062,51.55
20,,yes,21.136999999999997,0.402,0,26,Undefined-free,139.364,20190127,free,36.735,36.735,53.345,60.648999999999994,12.119000000000002,Undefined,84.766,173.59,-0.375,67.625,-0.109,36.891,45.87
21,,yes,20.223,0.431,0,27,streak-free,172.703,20190127,free,47.857,47.857,53.412,60.72,15.017999999999999,streak,84.479,89.7,-0.42200000000000004,86.57799999999999,0.484,63.483999999999995,52.652
22,,no,21.408,0.44799999999999995,0,28,Undefined-free,54.821999999999996,20190127,free,48.265,48.265,53.333,60.636,4.7669999999999995,Undefined,402.24800000000005,207.52,-0.469,12.530999999999999,-0.21899999999999997,42.781000000000006,49.144
23,,yes,23.389,0.475,0,30,streak-free,124.273,20190127,free,45.673,45.673,53.45399999999999,60.765,10.806,streak,92.51799999999999,22.768,-0.469,26.531,0.0,19.0,54.173
24,,yes,18.83,0.376,0,32,streak-free,114.02,20190127,free,40.367,40.367,53.321000000000005,60.623999999999995,9.915,streak,83.92399999999999,22.768,0.25,51.25,0.0,74.0,47.559
25,,yes,20.57,0.423,0,37,streak-free,86.11200000000001,20190127,free,44.714,44.714,53.441,60.751000000000005,7.4879999999999995,streak,23.485,98.819,-0.016,40.983999999999995,-0.078,22.921999999999997,54.477
26,,yes,21.615,0.431,0,38,Undefined-free,91.195,20190127,free,45.02,45.02,53.338,60.641000000000005,7.93,Undefined,92.51799999999999,262.436,-0.45299999999999996,51.547,0.391,65.391,48.068000000000005
27,,yes,18.794,0.324,0,39,streak-free,89.415,20190127,free,36.592,36.592,53.288000000000004,60.588,7.775,streak,27.059,22.768,0.0,82.0,0.0,38.0,49.494
28,,yes,20.749000000000002,0.377,0,40,streak-free,92.639,20190127,free,37.755,37.755,53.133,60.423,8.056000000000001,streak,22.768,25.051,0.0,9.0,-0.016,89.984,46.028999999999996
29,,yes,16.255,0.365,0,41,streak-free,88.95100000000001,20190127,free,43.918,43.918,53.049,60.333,7.735,streak,22.768,22.768,0.0,51.0,0.0,40.0,48.066
30,,no,23.000999999999998,0.42200000000000004,0,42,Undefined-free,52.196999999999996,20190127,free,44.02,44.02,52.918,60.193000000000005,4.539,Undefined,132.754,335.653,-0.062,57.938,0.21899999999999997,70.219,46.282
31,,yes,16.022000000000002,0.406,0,44,Undefined-free,63.00899999999999,20190127,free,45.306000000000004,45.306000000000004,52.703,59.963,5.479,Undefined,137.274,426.226,0.094,34.094,0.406,36.406,43.098
32,,yes,21.252,0.4,0,45,streak-free,88.905,20190127,free,37.204,37.204,52.61,59.863,7.731,streak,22.768,22.768,0.0,60.0,0.0,56.0,47.028999999999996
33,,yes,26.125999999999998,0.46299999999999997,0,46,spot-free,73.786,20190127,free,41.367,41.367,52.637,59.891999999999996,6.416,spot,198.438,121.00399999999999,-0.078,67.922,0.031,50.031000000000006,51.324
34,,yes,21.078000000000003,0.429,0,48,streak-free,77.861,20190127,free,50.673,50.673,52.763999999999996,60.027,6.77,streak,22.768,22.768,0.0,9.0,0.0,62.0,55.148999999999994
35,,yes,19.035,0.39799999999999996,0,49,streak-free,128.319,20190127,free,47.918,47.918,52.836000000000006,60.105,11.158,streak,103.125,91.79,0.125,36.125,-0.391,16.609,53.278999999999996
36,,yes,19.291,0.317,0,53,streak-free,81.16,20190127,free,35.02,35.02,52.797,60.063,7.057,streak,22.768,22.768,0.0,74.0,0.0,68.0,48.976000000000006
37,,no,19.742,0.40399999999999997,0,54,spot-free,58.35,20190127,free,42.0,42.0,52.746,60.00899999999999,5.074,spot,242.24900000000002,170.28799999999998,0.281,54.281000000000006,0.203,53.203,48.411
38,,yes,23.409000000000002,0.418,0,56,streak-free,64.471,20190127,free,38.265,38.265,52.659,59.916000000000004,5.606,streak,207.44299999999998,26.666999999999998,0.42200000000000004,88.42200000000001,0.016,28.016,46.808
39,,yes,18.4,0.35100000000000003,0,58,streak-free,84.14399999999999,20190127,free,43.184,43.184,52.527,59.773999999999994,7.317,streak,23.851999999999997,129.57299999999998,0.0,54.0,0.078,90.07799999999999,44.658
40,,yes,16.664,0.316,0,59,streak-free,109.14299999999999,20190127,free,39.041,39.041,52.461000000000006,59.70399999999999,9.491,streak,86.557,84.125,-0.172,76.828,-0.281,27.719,47.343
41,,yes,18.692999999999998,0.33899999999999997,0,63,streak-free,71.95100000000001,20190127,free,44.857,44.857,52.542,59.79,6.257000000000001,streak,22.768,22.768,-0.016,10.984000000000002,0.0,82.0,53.78
42,,yes,17.31,0.331,0,64,streak-free,119.71799999999999,20190127,free,42.367,42.367,52.48,59.724,10.41,streak,82.171,89.214,-0.21899999999999997,12.780999999999999,-0.43799999999999994,49.562,47.418
43,,yes,17.352,0.361,0,68,streak-free,179.49,20190127,free,37.122,37.122,52.333,59.567,15.607999999999999,streak,95.50299999999999,90.79799999999999,-0.484,30.516,-0.42200000000000004,84.57799999999999,43.251000000000005
44,,yes,20.281,0.396,0,69,streak-free,105.962,20190127,free,41.143,41.143,52.299,59.531000000000006,9.214,streak,23.503,81.86,0.0,38.0,-0.359,85.641,48.417
45,,yes,22.21,0.391,0,73,streak-free,122.663,20190127,free,40.611999999999995,40.611999999999995,52.285,59.516000000000005,10.665999999999999,streak,91.073,25.853,-0.484,57.516000000000005,0.0,28.0,49.298
46,,no,20.201,0.402,0,75,streak-free,51.363,20190127,free,51.857,51.857,52.242,59.47,4.466,streak,435.025,81.096,0.547,67.547,0.312,30.311999999999998,53.038000000000004
47,,yes,18.773,0.349,0,78,streak-free,65.12100000000001,20190127,free,46.041000000000004,46.041000000000004,52.232,59.458999999999996,5.662999999999999,streak,194.28799999999998,31.656999999999996,0.062,79.062,-0.016,66.984,49.405
48,,no,18.313,0.368,0,80,Undefined-free,40.376,20190127,free,48.20399999999999,48.20399999999999,52.233999999999995,59.461000000000006,3.511,Undefined,150.63299999999998,383.148,0.109,88.109,0.21899999999999997,90.219,50.044
49,,yes,22.410999999999998,0.35700000000000004,0,81,streak-free,64.902,20190127,free,34.98,34.98,52.25,59.478,5.644,streak,136.60399999999998,22.768,0.078,14.078,0.0,13.0,50.784
50,,no,16.275,0.33299999999999996,0,107,Undefined-free,55.663000000000004,20190127,free,39.571,39.571,52.035,59.248000000000005,4.84,Undefined,111.912,470.75300000000004,-0.062,79.938,0.21899999999999997,12.219000000000001,38.111999999999995
51,,yes,15.257,0.303,0,148,streak-free,109.881,20190127,free,40.122,40.122,51.903999999999996,59.108000000000004,9.555,streak,93.975,96.39299999999999,-0.391,42.608999999999995,-0.406,37.594,42.412
0,,yes,26.135,0.52,0,1,streak-bound,236.53400000000002,20190127,bound,49.163000000000004,49.163000000000004,56.493,64.01,20.568,streak,81.49600000000001,90.111,-0.266,90.734,0.266,70.266,54.193000000000005
1,,yes,20.796,0.48200000000000004,0,2,streak-free,195.766,20190127,free,39.775999999999996,39.775999999999996,52.323,59.556000000000004,17.023,streak,102.305,87.82700000000001,0.312,41.312,-0.312,89.68799999999999,45.852
2,,yes,22.706,0.527,0,3,streak-bound,131.80700000000002,20190127,bound,50.347,50.347,53.446999999999996,60.758,11.460999999999999,streak,22.768,22.768,0.0,49.0,0.0,69.0,53.395
3,,yes,19.524,0.486,0,4,streak-free,155.24200000000002,20190127,free,49.958999999999996,49.958999999999996,54.021,61.371,13.499,streak,29.105999999999998,81.86,0.0,47.0,-0.281,31.719,53.442
4,,yes,24.608,0.501,0,5,streak-bound,126.932,20190127,bound,41.468999999999994,41.468999999999994,54.464,61.843999999999994,11.038,streak,22.768,27.713,0.0,62.0,0.0,35.0,53.93899999999999
5,,yes,21.499000000000002,0.457,0,6,streak-free,120.925,20190127,free,46.673,46.673,54.827,62.232,10.515,streak,22.768,22.768,-0.016,37.984,0.0,45.0,54.341
6,,yes,22.287,0.496,0,7,streak-free,169.562,20190127,free,40.735,40.735,54.315,61.684,14.744000000000002,streak,82.40799999999999,116.244,-0.25,80.75,-0.375,84.625,48.93899999999999
7,,yes,25.534000000000002,0.43799999999999994,0,8,streak-free,91.177,20190127,free,39.836999999999996,39.836999999999996,54.853,62.25899999999999,7.928,streak,187.271,22.768,0.484,58.483999999999995,0.0,42.0,56.323
8,,yes,22.24,0.46799999999999997,0,9,Undefined-free,95.11399999999999,20190127,free,46.265,46.265,54.376999999999995,61.751000000000005,8.271,Undefined,22.768,215.717,-0.016,72.984,0.375,62.375,48.266000000000005
9,,yes,18.334,0.45799999999999996,0,10,streak-free,124.471,20190127,free,46.02,46.02,53.92,61.263000000000005,10.824000000000002,streak,133.30100000000002,116.82700000000001,0.266,60.266000000000005,0.172,61.172,47.51
10,,yes,25.374000000000002,0.41700000000000004,0,11,streak-free,144.267,20190127,free,37.816,37.816,53.842,61.18,12.545,streak,24.285999999999998,84.588,0.0,85.0,-0.297,76.703,50.762
11,,yes,21.375,0.488,0,12,Undefined-free,123.066,20190127,free,54.06100000000001,54.06100000000001,54.246,61.611000000000004,10.700999999999999,Undefined,70.632,226.886,-0.188,32.812,-0.281,58.718999999999994,56.391999999999996
12,,yes,22.224,0.45299999999999996,0,13,streak-free,132.09799999999998,20190127,free,42.468999999999994,42.468999999999994,53.763000000000005,61.096000000000004,11.487,streak,153.47899999999998,22.768,-0.078,13.922,0.0,49.0,45.667
13,,yes,23.78,0.44299999999999995,0,14,streak-free,116.071,20190127,free,39.939,39.939,53.695,61.023,10.093,streak,23.485,95.169,-0.016,34.984,0.047,8.047,50.511
14,,yes,21.968000000000004,0.469,0,15,streak-free,217.202,20190127,free,44.958999999999996,44.958999999999996,53.728,61.058,18.887,streak,84.588,70.028,-0.312,7.688,-0.297,44.703,51.894
15,,yes,23.072,0.49200000000000005,0,16,spot-free,73.763,20190127,free,42.082,42.082,53.501000000000005,60.815,6.414,spot,207.265,191.894,0.312,50.312,0.109,40.109,47.79
16,,yes,22.15,0.42100000000000004,0,17,streak-free,105.788,20190127,free,47.735,47.735,53.623999999999995,60.946999999999996,9.199,streak,25.865,22.768,0.0,43.0,0.0,13.0,53.295
17,,yes,22.173000000000002,0.40299999999999997,0,18,streak-free,134.20600000000002,20190127,free,40.898,40.898,53.687,61.013999999999996,11.67,streak,82.789,22.768,0.297,85.29700000000001,0.0,11.0,52.448
18,,yes,27.246,0.465,0,20,streak-free,101.02799999999999,20190127,free,46.571000000000005,46.571000000000005,52.203,59.428999999999995,8.785,streak,22.768,22.768,0.0,62.0,0.0,22.0,56.778
19,,yes,17.027,0.414,0,21,streak-free,144.738,20190127,free,43.98,43.98,52.063,59.278999999999996,12.585999999999999,streak,160.339,79.998,0.078,72.078,-0.45299999999999996,38.547,46.963
20,,yes,20.219,0.436,0,22,streak-free,117.156,20190127,free,48.958999999999996,48.958999999999996,52.076,59.292,10.187000000000001,streak,85.77799999999999,49.248999999999995,-0.109,16.891,-0.094,7.906000000000001,50.03
21,,yes,22.538,0.46399999999999997,0,23,streak-free,100.074,20190127,free,44.531000000000006,44.531000000000006,52.431000000000004,59.672,8.702,streak,22.768,22.768,-0.016,59.983999999999995,0.0,82.0,57.943999999999996
22,,no,25.34,0.466,0,24,Undefined-free,59.833999999999996,20190127,free,49.163000000000004,49.163000000000004,52.68,59.938,5.202999999999999,Undefined,82.48700000000001,384.65,0.21899999999999997,43.218999999999994,0.062,56.062,56.11600000000001
