, ,Above threshold?,Chi^2,Correlation Coefficient,Corresponding ROI1,Corresponding ROI2,Good?,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,RK 1,RK 10,RK 2,RK 3,RK 4,RK 5,RK 6,RK 7,RK 8,RK 9,ROI,ROI1,ROI2,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,run1,run2,spot1,spot2,stoichiometry,streak or spot?,streak1,streak2,wx,wy,x0,xpos,xpos1,xpos2,y0,ypos,ypos1,ypos2,z
0,1,no,0.027999999999999997,0.8540000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,1.821,20190127,bound,0.061,0.061,1.2,2.295,,,,,0.303,streak,,,188.965,26.226,-0.32799999999999996,66.672,,,0.0,40.0,,,0.0
0,1,yes,6.281000000000001,1.01,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,238.72299999999998,20190127,bound,40.245,40.245,3.2489999999999997,5.051,,,,,39.787,streak,,,476.074,133.237,-0.312,78.688,,,0.094,14.094000000000001,,,2.049
1,2,yes,0.46299999999999997,1.036,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,,streak-bound,41.273,20190127,bound,3.327,3.327,4.573,6.711,,,,,6.879,streak,,,463.871,59.558,0.406,69.406,,,-0.21899999999999997,68.781,,,0.11
2,3,yes,0.106,0.9229999999999999,,,1.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,7.351,20190127,bound,0.469,0.469,3.3689999999999998,5.204,,,,,1.225,streak,,,306.92,26.021,0.406,77.406,,,-0.016,83.984,,,0.0
0,1,yes,3.1519999999999997,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,314.715,20190127,bound,37.611999999999995,37.611999999999995,4.079,6.099,,,,,52.452,streak,,,480.473,91.073,-0.484,16.516,,,-0.188,8.812000000000001,,,0.716
1,2,yes,25.158,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,Undefined-bound,239.111,20190127,bound,44.449,44.449,7.303999999999999,10.006,,,,,39.852,Undefined,,,484.375,203.02700000000002,-0.484,18.516,,,0.125,79.125,,,0.8109999999999999
2,3,yes,20.203,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,235.873,20190127,bound,21.531,21.531,8.596,11.527999999999999,,,,,39.312,streak,,,318.514,22.768,-0.062,11.937999999999999,,,0.0,41.0,,,15.152000000000001
0,1,yes,52.483000000000004,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,spot-bound,246.488,20190127,bound,72.306,72.306,36.676,42.732,,,,,41.081,spot,,,370.85,230.657,0.562,72.562,,,-0.312,75.688,,,35.476
1,2,yes,21.424,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,Undefined-bound,302.017,20190127,bound,89.184,89.184,28.587,33.934,,,,,50.336000000000006,Undefined,,,435.059,215.83,0.391,89.391,,,0.21899999999999997,45.218999999999994,,,19.298
2,3,yes,56.24,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,161.341,20190127,bound,34.592,34.592,19.552,23.974,,,,,26.89,streak,,,499.599,129.264,0.031,67.031,,,0.32799999999999996,73.328,,,32.14
0,1,yes,73.71,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,265.045,20190127,bound,82.98,82.98,48.675,55.652,,,,,44.174,streak,,,451.031,91.073,-0.047,63.953,,,0.469,49.468999999999994,,,86.40899999999999
1,2,yes,7.0920000000000005,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,181.803,20190127,bound,17.184,17.184,19.9,24.361,,,,,30.301,streak,,,417.47,65.35300000000001,0.094,65.094,,,0.21899999999999997,37.219,,,5.699
0,1,yes,37.75,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,270.763,20190127,bound,29.714000000000002,29.714000000000002,10.26,13.464,,,,,45.126999999999995,streak,,,339.06199999999995,22.768,0.5,81.5,,,0.0,60.0,,,27.511
0,1,yes,1.993,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,288.012,20190127,bound,24.366999999999997,24.366999999999997,5.904,8.333,,,,,48.001999999999995,streak,,,393.555,62.092,0.45299999999999996,71.453,,,0.156,30.156,,,1.115
1,2,yes,21.421999999999997,1.0190000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,spot-bound,182.08599999999998,20190127,bound,67.51,67.51,5.21,7.492999999999999,,,,,30.348000000000003,spot,,,459.225,363.75699999999995,0.031,78.031,,,0.359,18.359,,,2.7230000000000003
2,3,yes,3.6910000000000003,0.997,,,0.0,,,,,,,,,,,,,,,,,,,,,32.0,,,streak-bound,32.821,20190127,bound,2.367,2.367,5.239,7.528,,,,,5.47,streak,,,254.361,22.768,0.094,78.094,,,0.0,43.0,,,2.1519999999999997
3,4,yes,0.284,0.77,,,1.0,,,,,,,,,,,,,,,,,,,,,46.0,,,streak-bound,11.380999999999998,20190127,bound,0.6940000000000001,0.6940000000000001,4.873,7.08,,,,,1.8969999999999998,streak,,,411.61800000000005,68.983,0.016,68.016,,,-0.25,47.75,,,0.008
0,1,yes,43.07,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,Undefined-bound,224.88099999999997,20190127,bound,52.122,52.122,22.755,27.526,,,,,37.48,Undefined,,,390.023,204.226,0.391,62.391000000000005,,,0.094,14.094000000000001,,,28.84
1,2,yes,7.33,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,466.19800000000004,20190127,bound,55.388000000000005,55.388000000000005,13.511,17.187,,,,,77.7,streak,,,429.207,97.14399999999999,-0.047,47.953,,,0.43799999999999994,13.437999999999999,,,4.1080000000000005
2,3,yes,1.389,1.004,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,287.373,20190127,bound,28.878,28.878,11.181,14.525,,,,,47.896,streak,,,480.473,61.878,0.062,24.061999999999998,,,0.125,24.125,,,0.759
3,4,yes,0.133,0.951,,,1.0,,,,,,,,,,,,,,,,,,,,,83.0,,,streak-bound,30.373,20190127,bound,2.571,2.571,9.881,13.025,,,,,5.062,streak,,,384.425,60.435,-0.21899999999999997,46.781000000000006,,,0.141,26.141,,,0.0
4,5,yes,0.297,0.7390000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,98.0,,,streak-bound,12.312999999999999,20190127,bound,1.102,1.102,9.222000000000001,12.258,,,,,2.052,streak,,,431.66,22.768,-0.203,58.797,,,0.0,87.0,,,0.106
0,1,yes,5.611000000000001,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,324.461,20190127,bound,51.51,51.51,2.915,4.622,,,,,54.077,streak,,,380.48699999999997,143.042,0.031,73.031,,,0.359,52.358999999999995,,,1.715
1,2,yes,24.883000000000003,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,308.426,20190127,bound,27.694000000000003,27.694000000000003,10.540999999999999,13.788,,,,,51.403999999999996,streak,,,306.296,64.858,-0.031,33.969,,,-0.141,63.858999999999995,,,16.968
2,3,yes,76.41199999999999,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,251.09900000000002,20190127,bound,34.122,34.122,15.245,19.15,,,,,41.85,streak,,,299.783,22.768,-0.594,76.406,,,-0.016,29.984,,,69.61
0,1,yes,32.833,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,270.608,20190127,bound,48.531000000000006,48.531000000000006,30.288,35.791,,,,,45.101000000000006,streak,,,453.991,84.891,0.125,29.125,,,-0.203,59.797,,,37.544000000000004
1,2,yes,28.612,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,225.64700000000002,20190127,bound,30.408,30.408,15.783,19.756,,,,,37.608000000000004,streak,,,323.933,68.305,0.594,62.593999999999994,,,-0.016,32.984,,,21.698
2,3,yes,0.306,1.0070000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,34.0,,,streak-bound,56.483000000000004,20190127,bound,4.755,4.755,11.585,14.989,,,,,9.414,streak,,,363.37300000000005,22.768,0.25,68.25,,,0.0,59.0,,,0.085
3,4,yes,6.18,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,50.0,,,spot-bound,16.283,20190127,bound,3.9589999999999996,3.9589999999999996,10.88,14.179,,,,,2.714,spot,,,407.57199999999995,443.718,-0.359,69.641,,,-1.016,74.984,,,0.517
0,1,yes,1.786,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,294.28700000000003,20190127,bound,23.551,23.551,14.075,17.827,,,,,49.048,streak,,,339.06199999999995,69.579,0.375,55.375,,,0.109,10.109,,,0.521
1,2,yes,3.522,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,284.199,20190127,bound,23.041,23.041,9.912,13.06,,,,,47.367,streak,,,386.719,69.517,-0.25,47.75,,,-0.25,22.75,,,2.053
2,3,yes,15.699000000000002,1.012,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,192.071,20190127,bound,31.265,31.265,10.819,14.109000000000002,,,,,32.012,streak,,,467.194,92.51799999999999,-0.078,90.92200000000001,,,-0.25,9.75,,,15.515
3,4,yes,6.816,1.012,,,0.0,,,,,,,,,,,,,,,,,,,,,11.0,,,streak-bound,109.066,20190127,bound,11.265,11.265,10.265999999999998,13.47,,,,,18.178,streak,,,414.041,22.768,-0.23399999999999999,63.766000000000005,,,0.0,11.0,,,5.191
0,1,yes,8.397,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,286.775,20190127,bound,48.878,48.878,2.022,3.444,,,,,47.79600000000001,streak,,,497.639,138.428,0.188,53.188,,,0.406,71.406,,,0.8220000000000001
1,2,yes,26.930999999999997,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,201.30900000000003,20190127,bound,28.570999999999998,28.570999999999998,6.309,8.821,,,,,33.552,streak,,,450.667,117.961,0.125,52.125,,,0.188,86.18799999999999,,,11.213
2,3,yes,1.11,1.0070000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,222.831,20190127,bound,20.796,20.796,5.41,7.736000000000001,,,,,37.139,streak,,,393.75,22.768,0.469,42.468999999999994,,,0.0,73.0,,,0.614
3,4,yes,0.8059999999999999,1.0170000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,76.08800000000001,20190127,bound,4.428999999999999,4.428999999999999,4.165,6.205,,,,,12.681,streak,,,318.686,67.058,0.344,71.344,,,-0.21899999999999997,16.781,,,0.132
0,1,yes,1.626,1.012,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,114.03200000000001,20190127,bound,11.857000000000001,11.857000000000001,2.745,4.402,,,,,19.005,streak,,,483.398,22.768,-0.406,22.594,,,0.0,23.0,,,0.851
0,1,yes,40.302,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,283.60900000000004,20190127,bound,36.122,36.122,44.148,50.792,,,,,47.268,streak,,,363.281,23.13,0.016,26.016,,,0.0,72.0,,,30.329
1,2,yes,1.2790000000000001,1.01,,,1.0,,,,,,,,,,,,,,,,,,,,,24.0,,,streak-bound,125.50299999999999,20190127,bound,11.082,11.082,11.293,14.652999999999999,,,,,20.916999999999998,streak,,,403.07599999999996,63.441,-0.078,61.922,,,0.156,34.156,,,0.7120000000000001
2,3,no,0.059000000000000004,0.8420000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,69.0,,,streak-bound,12.055,20190127,bound,1.0,1.0,9.136000000000001,12.159,,,,,2.009,streak,,,358.11800000000005,22.768,-0.312,36.688,,,0.0,40.0,,,0.013999999999999999
0,1,yes,59.728,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,339.37800000000004,20190127,bound,75.673,75.673,63.231,71.183,,,,,56.563,streak,,,393.365,100.27799999999999,0.141,51.141000000000005,,,-0.391,42.608999999999995,,,62.031000000000006
1,2,yes,56.731,1.012,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,spot-bound,204.34400000000002,20190127,bound,112.449,112.449,48.303999999999995,55.254,,,,,34.056999999999995,spot,,,427.798,482.13300000000004,0.391,49.391000000000005,,,-1.969,53.031000000000006,,,32.176
2,3,yes,1.196,1.011,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,205.465,20190127,bound,20.673000000000002,20.673000000000002,21.351999999999997,25.971999999999998,,,,,34.244,streak,,,461.155,80.954,-0.047,55.953,,,0.312,72.312,,,0.204
3,4,yes,0.8109999999999999,1.015,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,,streak-bound,102.775,20190127,bound,9.061,9.061,18.062,22.311999999999998,,,,,17.129,streak,,,372.458,66.911,-0.125,40.875,,,-0.125,89.875,,,0.415
4,5,no,3.195,1.05,,,0.0,,,,,,,,,,,,,,,,,,,,,27.0,,,spot-bound,13.235999999999999,20190127,bound,2.612,2.612,13.879000000000001,17.604,,,,,2.206,spot,,,472.12800000000004,294.42900000000003,-0.016,19.984,,,-0.23399999999999999,63.766000000000005,,,0.085
0,1,no,,0.513,,,0.0,,,,,,,,,,,,,,,,,,,,,41.0,,,streak-bound,1.16,20190127,bound,0.040999999999999995,0.040999999999999995,1.2,2.295,,,,,0.193,streak,,,22.768,22.768,-1.969,76.031,,,-1.969,25.031,,,0.0
0,1,yes,9.138,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,Undefined-bound,331.28,20190127,bound,60.857,60.857,2.025,3.448,,,,,55.213,Undefined,,,476.69,154.688,-0.188,74.812,,,0.281,77.281,,,0.825
1,2,yes,15.751,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,269.112,20190127,bound,26.143,26.143,5.32,7.626,,,,,44.852,streak,,,471.337,70.80199999999999,0.23399999999999999,86.234,,,0.266,66.266,,,10.047
0,1,yes,25.28,1.01,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,Undefined-bound,235.63400000000001,20190127,bound,49.245,49.245,8.392000000000001,11.288,,,,,39.272,Undefined,,,369.14099999999996,168.18599999999998,-0.344,37.656,,,0.188,47.188,,,16.822
1,2,yes,0.12300000000000001,0.958,,,1.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,8.453,20190127,bound,0.653,0.653,4.506,6.629,,,,,1.409,streak,,,375.0,22.768,-0.312,22.688000000000002,,,0.0,24.0,,,0.005
0,1,yes,7.975,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,284.426,20190127,bound,35.0,35.0,2.128,3.5869999999999997,,,,,47.403999999999996,streak,,,491.94300000000004,104.083,-0.062,56.938,,,-0.375,27.625,,,0.8420000000000001
1,2,yes,39.418,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,213.06900000000002,20190127,bound,26.326999999999998,26.326999999999998,8.79,11.755,,,,,35.512,streak,,,434.235,22.768,0.344,37.344,,,0.0,88.0,,,27.333000000000002
2,3,yes,6.101,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,260.481,20190127,bound,21.469,21.469,7.986000000000001,10.812000000000001,,,,,43.413000000000004,streak,,,330.68800000000005,22.768,0.062,90.06200000000001,,,0.0,64.0,,,3.568
3,4,yes,2.219,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,157.453,20190127,bound,12.51,12.51,6.074,8.539,,,,,26.241999999999997,streak,,,354.05199999999996,76.968,-0.016,46.983999999999995,,,-0.25,73.75,,,0.831
4,5,yes,1.102,1.012,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,,streak-bound,211.248,20190127,bound,19.469,19.469,5.605,7.973,,,,,35.208,streak,,,428.216,80.56,0.312,36.312,,,0.344,75.344,,,0.185
0,1,yes,2.144,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,166.988,20190127,bound,17.245,17.245,1.679,2.975,,,,,27.831,streak,,,476.80699999999996,79.984,-0.5,56.5,,,-0.141,8.859,,,0.332
0,1,yes,5.522,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,245.546,20190127,bound,25.184,25.184,1.527,2.763,,,,,40.924,streak,,,457.134,91.073,0.32799999999999996,76.328,,,0.172,32.172,,,0.327
0,1,yes,14.488,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,Undefined-bound,336.00800000000004,20190127,bound,63.958999999999996,63.958999999999996,1.973,3.378,,,,,56.001000000000005,Undefined,,,421.62800000000004,184.57,-0.062,89.93799999999999,,,-0.062,43.938,,,0.773
1,2,yes,27.668000000000003,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,Undefined-bound,197.00099999999998,20190127,bound,42.468999999999994,42.468999999999994,8.017000000000001,10.849,,,,,32.833,Undefined,,,490.73400000000004,245.033,-0.609,61.391000000000005,,,-0.21899999999999997,19.781,,,0.8440000000000001
2,3,yes,0.8959999999999999,1.0090000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,152.607,20190127,bound,13.776,13.776,5.915,8.347000000000001,,,,,25.434,streak,,,383.65,66.459,0.516,71.516,,,0.031,64.031,,,0.223
0,1,yes,1.1179999999999999,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,352.12,20190127,bound,21.857,21.857,5.252000000000001,7.544,,,,,58.687,streak,,,320.475,62.566,-0.188,19.812,,,0.23399999999999999,59.233999999999995,,,0.213
1,2,yes,41.997,1.01,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,226.13400000000001,20190127,bound,32.898,32.898,10.636,13.898,,,,,37.689,streak,,,398.34,91.073,0.406,11.405999999999999,,,0.391,37.391,,,30.974
2,3,yes,7.697,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,178.554,20190127,bound,15.49,15.49,9.99,13.151,,,,,29.759,streak,,,337.088,22.768,-0.281,62.718999999999994,,,0.016,23.016,,,5.557
0,1,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,20190127,,,,,,1.0,2.0,0.0,0.0,,,1.0,1.0,,,,,19.812,19.812,,,59.233999999999995,59.233999999999995,
1,2,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,20190127,,,,,,1.0,2.0,0.0,0.0,,,1.0,1.0,,,,,11.405999999999999,11.405999999999999,,,37.391,37.391,
2,3,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,20190127,,,,,,1.0,2.0,0.0,0.0,,,1.0,1.0,,,,,62.718999999999994,62.718999999999994,,,23.016,23.016,
0,1,yes,16.812,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,Undefined-bound,313.254,20190127,bound,62.245,62.245,4.678999999999999,6.8420000000000005,,,,,52.208999999999996,Undefined,,,453.781,188.919,-0.047,68.953,,,-0.062,60.938,,,0.8109999999999999
1,2,yes,15.835,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,264.743,20190127,bound,40.551,40.551,7.735,10.515999999999998,,,,,44.123999999999995,streak,,,337.82300000000004,121.43,0.21899999999999997,63.218999999999994,,,-0.23399999999999999,69.766,,,12.645
2,3,yes,10.655999999999999,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,Undefined-bound,188.646,20190127,bound,25.735,25.735,6.157,8.638,,,,,31.441,Undefined,,,421.56300000000005,150.795,0.203,65.203,,,0.43799999999999994,44.438,,,0.223
3,4,yes,2.162,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,11.0,,,streak-bound,201.06599999999997,20190127,bound,21.326999999999998,21.326999999999998,4.198,6.247000000000001,,,,,33.510999999999996,streak,,,488.159,23.485,-0.531,78.469,,,-0.016,42.983999999999995,,,0.938
4,5,yes,2.4619999999999997,1.021,,,0.0,,,,,,,,,,,,,,,,,,,,,35.0,,,streak-bound,31.631999999999998,20190127,bound,2.878,2.878,3.8489999999999998,5.81,,,,,5.272,streak,,,334.82199999999995,22.768,-0.078,89.92200000000001,,,-0.016,36.984,,,1.715
0,1,yes,0.992,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,296.68,20190127,bound,31.143,31.143,1.6980000000000002,3.0010000000000003,,,,,49.446999999999996,streak,,,471.836,22.768,0.391,24.391,,,0.0,33.0,,,0.498
1,2,yes,80.3,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,244.989,20190127,bound,37.898,37.898,35.614000000000004,41.582,,,,,40.830999999999996,streak,,,321.19599999999997,22.768,-0.016,38.984,,,0.0,82.0,,,68.33
2,3,yes,8.011000000000001,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,345.403,20190127,bound,44.49,44.49,24.691,29.66,,,,,57.567,streak,,,459.45300000000003,105.735,0.547,10.547,,,-0.359,53.641000000000005,,,1.645
3,4,yes,28.525,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,188.977,20190127,bound,30.673000000000002,30.673000000000002,22.334,27.06,,,,,31.496,streak,,,388.414,24.214000000000002,-0.469,24.531,,,0.0,48.0,,,26.521
4,5,yes,25.116,1.021,,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,81.727,20190127,bound,17.265,17.265,20.12,24.605,,,,,13.620999999999999,streak,,,249.17,22.768,0.5,48.5,,,0.0,83.0,,,25.288
0,1,yes,14.888,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,Undefined-bound,299.899,20190127,bound,54.735,54.735,11.454,14.838,,,,,49.983000000000004,Undefined,,,408.452,155.877,0.0,55.0,,,-0.32799999999999996,35.672,,,7.3870000000000005
1,2,yes,75.78,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,212.53400000000002,20190127,bound,34.673,34.673,25.401999999999997,30.441999999999997,,,,,35.422,streak,,,201.53799999999998,22.768,-0.281,27.719,,,0.0,32.0,,,73.895
2,3,yes,39.611,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,218.06900000000002,20190127,bound,20.735,20.735,23.825,28.706,,,,,36.345,streak,,,290.625,22.768,-0.016,14.984000000000002,,,0.0,43.0,,,26.896
3,4,yes,4.601,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,,,streak-bound,203.395,20190127,bound,17.265,17.265,19.359,23.759,,,,,33.899,streak,,,326.953,23.127,-0.047,46.953,,,0.0,56.0,,,3.325
4,5,yes,6.957000000000001,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,124.745,20190127,bound,11.550999999999998,11.550999999999998,18.317,22.596999999999998,,,,,20.791,streak,,,321.036,22.768,0.375,46.375,,,0.0,13.0,,,4.615
0,1,yes,14.314,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,250.28900000000002,20190127,bound,22.98,22.98,5.1579999999999995,7.428999999999999,,,,,41.715,streak,,,338.379,22.768,-0.32799999999999996,15.672,,,0.0,82.0,,,9.474
1,2,yes,1.64,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,330.957,20190127,bound,30.735,30.735,4.373,6.4639999999999995,,,,,55.159,streak,,,467.593,65.291,-0.203,38.797,,,-0.203,19.797,,,0.818
2,3,yes,0.276,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,230.83,20190127,bound,19.285999999999998,19.285999999999998,3.758,5.697,,,,,38.472,streak,,,344.36,22.768,0.125,9.125,,,0.0,59.0,,,0.1
3,4,yes,0.515,1.021,,,1.0,,,,,,,,,,,,,,,,,,,,,16.0,,,streak-bound,60.203,20190127,bound,5.347,5.347,2.813,4.49,,,,,10.033999999999999,streak,,,332.06199999999995,91.073,0.359,36.359,,,0.172,37.172,,,0.057
4,5,yes,0.5670000000000001,0.919,,,1.0,,,,,,,,,,,,,,,,,,,,,35.0,,,streak-bound,8.55,20190127,bound,0.735,0.735,2.662,4.294,,,,,1.425,streak,,,331.54400000000004,60.715,-0.172,18.828,,,0.0,56.0,,,0.10300000000000001
5,6,no,0.10300000000000001,0.218,,,1.0,,,,,,,,,,,,,,,,,,,,,51.0,,,streak-free,2.07,20190127,free,0.122,0.122,2.53,4.121,,,,,0.345,streak,,,403.51099999999997,22.768,-0.359,61.641000000000005,,,0.0,49.0,,,0.009000000000000001
0,1,yes,26.45,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,247.10299999999998,20190127,bound,40.592,40.592,12.757,16.329,,,,,41.184,streak,,,452.16,22.768,0.391,60.391000000000005,,,0.0,70.0,,,24.500999999999998
1,2,yes,0.282,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,269.188,20190127,bound,20.49,20.49,9.896,13.042,,,,,44.865,streak,,,308.789,22.768,0.391,78.391,,,0.0,54.0,,,0.114
2,3,yes,1.806,1.01,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,166.58,20190127,bound,15.673,15.673,7.235,9.925,,,,,27.763,streak,,,460.102,64.464,-0.391,50.608999999999995,,,-0.156,11.844000000000001,,,0.778
0,1,yes,0.358,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,297.029,20190127,bound,23.959,23.959,4.86,7.065,,,,,49.505,streak,,,328.125,22.768,0.391,21.391,,,0.0,48.0,,,0.138
1,2,yes,9.527000000000001,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,273.95,20190127,bound,24.285999999999998,24.285999999999998,5.766,8.167,,,,,45.658,streak,,,335.099,70.256,0.359,60.358999999999995,,,-0.141,9.859,,,6.376
2,3,yes,0.28,1.011,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,129.132,20190127,bound,11.959000000000001,11.959000000000001,4.6610000000000005,6.82,,,,,21.522,streak,,,396.778,22.768,0.172,80.172,,,0.0,22.0,,,0.147
0,1,yes,2.17,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,433.898,20190127,bound,49.388000000000005,49.388000000000005,6.3020000000000005,8.812999999999999,,,,,72.316,streak,,,445.99300000000005,91.073,-0.094,19.906,,,-0.43799999999999994,66.562,,,1.077
1,2,yes,0.5539999999999999,1.016,,,1.0,,,,,,,,,,,,,,,,,,,,,16.0,,,streak-bound,85.235,20190127,bound,4.939,4.939,6.938,9.572000000000001,,,,,14.206,streak,,,304.086,59.586000000000006,0.062,42.062,,,-0.21899999999999997,62.781000000000006,,,0.183
0,1,yes,0.282,1.0290000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,46.302,20190127,bound,3.673,3.673,2.082,3.525,,,,,7.7170000000000005,streak,,,354.009,23.311999999999998,0.062,29.061999999999998,,,-0.031,28.969,,,0.005
0,1,yes,80.042,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,213.959,20190127,bound,44.755,44.755,40.85,47.242,,,,,35.66,streak,,,228.40599999999998,22.768,0.0,52.0,,,0.0,20.0,,,78.10600000000001
