, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
29,,yes,6.746,0.225,0,34,streak-free,56.79600000000001,20190127,free,27.081999999999997,27.081999999999997,33.061,38.811,9.466000000000001,streak,85.84100000000001,22.768,0.359,68.359,0.0,54.0,30.936999999999998
30,,yes,7.574,0.25,0,38,streak-free,87.061,20190127,free,30.878,30.878,32.668,38.383,14.51,streak,87.295,82.031,-0.484,44.516000000000005,0.45299999999999996,79.453,34.323
31,,yes,6.71,0.23199999999999998,0,39,streak-free,65.34,20190127,free,29.857,29.857,32.694,38.412,10.89,streak,91.79,22.768,-0.484,46.516000000000005,0.0,33.0,32.371
32,,yes,6.9510000000000005,0.254,0,40,streak-free,44.70399999999999,20190127,free,28.939,28.939,32.714,38.433,7.4510000000000005,streak,96.277,23.13,0.21899999999999997,63.218999999999994,-0.031,26.969,32.215
33,,yes,7.282,0.245,0,41,streak-free,59.106,20190127,free,29.184,29.184,32.725,38.446,9.851,streak,91.073,22.768,0.43799999999999994,24.438000000000002,0.0,59.0,31.929000000000002
34,,no,7.138,0.25,0,42,spot-free,30.774,20190127,free,32.041,32.041,32.778,38.503,5.129,spot,189.502,136.609,-0.172,48.828,0.5,7.5,33.538000000000004
35,,yes,7.899,0.262,0,45,streak-free,44.669,20190127,free,32.082,32.082,32.849000000000004,38.58,7.445,streak,97.01899999999999,90.133,0.141,25.141,0.375,9.375,34.345
36,,yes,7.582000000000001,0.251,0,46,streak-free,56.742,20190127,free,26.612,26.612,32.83,38.559,9.457,streak,162.24,78.226,-0.32799999999999996,25.671999999999997,0.469,26.469,30.88
37,,no,5.178,0.17800000000000002,0,48,streak-free,36.085,20190127,free,31.265,31.265,32.882,38.617,6.013999999999999,streak,93.675,32.525999999999996,1.141,78.141,0.0,63.0,33.791
38,,no,6.912999999999999,0.22,0,51,Undefined-free,35.335,20190127,free,35.673,35.673,32.97,38.711999999999996,5.888999999999999,Undefined,23.485,151.78799999999998,-0.016,14.984000000000002,-0.156,88.844,35.369
39,,no,7.66,0.299,0,52,streak-free,28.63,20190127,free,30.796,30.796,32.998000000000005,38.742,4.772,streak,136.609,113.84100000000001,-0.484,20.516,0.141,77.141,32.96
40,,no,7.853,0.248,0,53,streak-free,36.379,20190127,free,26.531,26.531,32.994,38.738,6.063,streak,22.768,30.697,0.0,30.0,0.0,59.0,31.614
41,,no,7.145,0.276,0,54,Undefined-free,38.266999999999996,20190127,free,31.265,31.265,33.021,38.768,6.377999999999999,Undefined,84.34700000000001,189.94,0.312,31.311999999999998,0.062,90.06200000000001,33.039
42,,no,6.773,0.21,0,58,streak-free,36.599000000000004,20190127,free,30.694000000000003,30.694000000000003,32.948,38.688,6.1,streak,22.768,22.768,0.0,91.0,0.0,8.0,31.392
43,,yes,6.558,0.191,0,60,streak-free,44.82,20190127,free,27.918000000000003,27.918000000000003,32.922,38.66,7.47,streak,117.15899999999999,85.95200000000001,-0.109,28.891,0.281,17.281,30.49
44,,no,7.129,0.217,0,62,spot-free,12.335,20190127,free,34.327,34.327,32.931999999999995,38.67,2.056,spot,281.493,399.01300000000003,0.391,41.391000000000005,0.141,83.141,32.621
45,,yes,7.16,0.256,0,76,streak-free,49.038999999999994,20190127,free,28.612,28.612,32.764,38.488,8.173,streak,115.648,139.161,-0.42200000000000004,62.578,0.375,91.375,30.281
46,,no,6.303999999999999,0.21899999999999997,0,77,Undefined-free,23.576999999999998,20190127,free,31.857,31.857,32.789,38.515,3.93,Undefined,45.536,245.33900000000003,-0.031,69.969,0.047,46.047,32.908
47,,no,5.959,0.217,0,93,streak-free,23.987,20190127,free,28.673000000000002,28.673000000000002,32.358000000000004,38.047,3.998,streak,284.082,22.768,-0.43799999999999994,62.562,0.0,49.0,30.041
48,,no,5.711,0.225,0,94,streak-free,15.749,20190127,free,33.429,33.429,32.394,38.086,2.625,streak,469.76800000000003,24.285999999999998,0.625,73.625,0.0,42.0,33.269
49,,yes,6.269,0.23399999999999999,0,117,streak-free,44.981,20190127,free,26.98,26.98,32.395,38.086999999999996,7.497000000000001,streak,98.23100000000001,86.33,-0.516,78.484,-0.297,69.703,31.238000000000003
50,,no,6.6370000000000005,0.228,0,124,Undefined-free,15.276,20190127,free,27.796,27.796,32.324,38.01,2.546,Undefined,481.991,227.68200000000002,-1.625,79.375,0.344,78.344,26.885
0,,yes,7.045,0.271,0,1,streak-free,58.098,20190127,free,29.653000000000002,29.653000000000002,34.033,39.866,9.683,streak,23.503,30.218000000000004,0.0,72.0,0.0,82.0,32.833
1,,yes,8.465,0.324,0,2,streak-free,54.465,20190127,free,31.633000000000003,31.633000000000003,35.4,41.35,9.077,streak,24.214000000000002,97.598,0.0,78.0,0.141,18.141,35.568000000000005
2,,no,7.961,0.29600000000000004,0,3,Undefined-free,22.285,20190127,free,33.592,33.592,34.153,39.997,3.714,Undefined,238.403,461.881,0.312,85.31200000000001,-0.469,22.531,30.458000000000002
3,,no,6.87,0.271,0,4,streak-free,34.154,20190127,free,34.429,34.429,33.744,39.553000000000004,5.692,streak,379.86300000000006,134.812,-0.062,53.938,-0.5,60.5,31.319000000000003
4,,yes,7.787999999999999,0.275,0,5,streak-free,63.972,20190127,free,28.918000000000003,28.918000000000003,33.178000000000004,38.938,10.662,streak,97.38799999999999,144.382,0.281,16.281,0.43799999999999994,63.438,29.711
5,,yes,6.997999999999999,0.23,0,6,streak-free,56.913999999999994,20190127,free,28.531,28.531,33.275,39.043,9.486,streak,79.461,80.185,-0.172,35.828,-0.21899999999999997,85.781,32.56
6,,no,7.733,0.29600000000000004,0,7,spot-free,36.96,20190127,free,33.184,33.184,33.275,39.044000000000004,6.16,spot,184.46200000000002,221.375,0.281,57.281000000000006,0.0,35.0,32.079
7,,no,8.243,0.29,0,8,spot-free,34.589,20190127,free,29.98,29.98,33.079,38.83,5.765,spot,146.43,251.14700000000002,-0.25,76.75,-0.047,87.95299999999999,30.500999999999998
8,,yes,9.218,0.29,0,9,streak-free,46.735,20190127,free,28.531,28.531,33.227,38.991,7.789,streak,22.768,22.768,0.0,30.0,0.0,48.0,33.211999999999996
9,,yes,7.781000000000001,0.218,0,10,streak-free,56.897,20190127,free,29.02,29.02,33.407,39.187,9.482999999999999,streak,74.913,102.708,-0.281,39.719,0.25,37.25,33.833
10,,yes,8.038,0.272,0,11,streak-free,61.028999999999996,20190127,free,31.449,31.449,33.483000000000004,39.27,10.172,streak,88.29,86.889,-0.21899999999999997,47.781000000000006,-0.32799999999999996,28.671999999999997,33.04
11,,yes,6.856,0.24100000000000002,0,12,streak-free,46.367,20190127,free,30.592,30.592,33.624,39.422,7.728,streak,26.623,22.768,-0.016,54.983999999999995,0.0,46.0,33.969
12,,yes,7.016,0.231,0,13,streak-free,53.755,20190127,free,31.653000000000002,31.653000000000002,33.858000000000004,39.677,8.959,streak,86.75299999999999,22.768,-0.281,87.719,0.0,87.0,35.47
13,,yes,7.865,0.26,0,15,streak-free,48.693999999999996,20190127,free,28.939,28.939,33.375,39.152,8.116,streak,370.954,81.49600000000001,-0.5,74.5,-0.484,47.516000000000005,30.436
14,,yes,5.876,0.207,0,16,spot-free,43.586000000000006,20190127,free,32.367,32.367,33.33,39.103,7.263999999999999,spot,184.485,113.415,-0.375,18.625,0.32799999999999996,41.328,31.459
15,,yes,7.608,0.249,0,18,streak-free,43.437,20190127,free,30.184,30.184,33.43,39.211999999999996,7.24,streak,22.768,28.651,0.0,37.0,-0.016,61.983999999999995,33.826
16,,yes,9.044,0.278,0,19,streak-free,70.875,20190127,free,30.816,30.816,33.514,39.303000000000004,11.812000000000001,streak,90.089,96.995,0.156,9.156,-0.5,63.5,33.74
17,,no,8.83,0.29600000000000004,0,20,streak-free,33.786,20190127,free,28.776,28.776,33.497,39.285,5.631,streak,281.046,29.721999999999998,-0.172,23.828000000000003,-0.016,53.983999999999995,32.005
18,,yes,5.813,0.222,0,21,spot-free,42.968999999999994,20190127,free,29.101999999999997,29.101999999999997,33.391999999999996,39.171,7.1610000000000005,spot,186.035,148.725,0.25,70.25,-0.43799999999999994,25.561999999999998,30.191
19,,no,9.002,0.295,0,22,Undefined-free,29.404,20190127,free,29.878,29.878,33.394,39.173,4.901,Undefined,23.305999999999997,382.865,-0.016,77.984,0.375,27.375,32.23
20,,no,7.4239999999999995,0.222,0,23,spot-free,34.939,20190127,free,29.592,29.592,33.381,39.159,5.8229999999999995,spot,161.734,164.19299999999998,0.375,81.375,-0.172,68.828,31.909000000000002
21,,yes,7.449,0.242,0,24,streak-free,42.881,20190127,free,27.714000000000002,27.714000000000002,33.378,39.155,7.147,streak,22.768,23.503,0.0,13.0,0.0,74.0,32.115
22,,yes,8.184,0.308,0,27,streak-free,82.469,20190127,free,30.122,30.122,33.32,39.092,13.745,streak,91.79,136.23,0.516,73.516,-0.094,40.906,30.78
23,,yes,7.234,0.237,0,29,streak-free,45.567,20190127,free,31.305999999999997,31.305999999999997,33.358000000000004,39.134,7.593999999999999,streak,22.768,76.97800000000001,0.0,47.0,0.25,78.25,33.086
24,,yes,7.662000000000001,0.218,0,30,streak-free,52.958,20190127,free,31.570999999999998,31.570999999999998,33.285,39.054,8.826,streak,170.247,98.198,-0.344,50.656000000000006,0.469,90.469,30.241999999999997
25,,no,5.23,0.247,0,33,spot-free,22.232,20190127,free,32.02,32.02,33.244,39.01,3.705,spot,251.263,340.335,-0.625,33.375,0.312,32.312,29.71
26,,no,5.515,0.18899999999999997,0,34,streak-free,38.991,20190127,free,29.878,29.878,33.321999999999996,39.094,6.497999999999999,streak,22.768,25.781999999999996,0.0,47.0,0.016,53.016000000000005,34.286
27,,yes,7.205,0.21100000000000002,0,35,streak-free,39.658,20190127,free,30.51,30.51,33.385,39.163000000000004,6.61,streak,33.231,22.768,-0.031,60.968999999999994,0.0,14.0,34.038000000000004
28,,no,9.197000000000001,0.326,0,38,Undefined-free,32.609,20190127,free,30.49,30.49,33.355,39.13,5.435,Undefined,130.678,248.658,0.469,60.468999999999994,-0.32799999999999996,87.67200000000001,31.232
29,,yes,6.932,0.233,0,39,streak-free,43.382,20190127,free,31.305999999999997,31.305999999999997,33.375,39.152,7.23,streak,22.768,70.632,0.0,65.0,-0.172,39.828,32.806
30,,no,7.428,0.24,0,41,Undefined-free,30.177,20190127,free,31.224,31.224,33.363,39.139,5.03,Undefined,30.47,277.07599999999996,0.031,25.031,-0.203,64.797,31.768
31,,yes,7.778,0.247,0,42,streak-free,44.351000000000006,20190127,free,30.163,30.163,33.385,39.163000000000004,7.392,streak,91.602,22.768,-0.21899999999999997,30.781,-0.031,67.969,32.923
32,,no,7.207000000000001,0.252,0,46,Undefined-free,34.726,20190127,free,34.551,34.551,33.474000000000004,39.259,5.787999999999999,Undefined,77.664,223.15400000000002,0.23399999999999999,40.234,-0.281,45.718999999999994,35.288000000000004
33,,yes,7.104,0.22899999999999998,0,47,streak-free,59.458,20190127,free,31.285999999999998,31.285999999999998,33.454,39.238,9.91,streak,126.626,84.223,0.109,63.108999999999995,0.43799999999999994,78.438,31.56
34,,yes,6.888999999999999,0.233,0,50,streak-free,49.681000000000004,20190127,free,26.898000000000003,26.898000000000003,33.451,39.235,8.28,streak,28.636999999999997,90.63,0.0,22.0,-0.359,9.641,32.153
35,,yes,7.605,0.243,0,51,spot-free,42.035,20190127,free,31.081999999999997,31.081999999999997,33.396,39.174,7.006,spot,153.188,186.012,0.43799999999999994,24.438000000000002,-0.359,28.641,30.139
36,,no,6.447,0.19699999999999998,0,52,streak-free,35.092,20190127,free,33.796,33.796,33.441,39.223,5.849,streak,22.768,22.768,0.0,26.0,0.0,17.0,33.952
37,,yes,6.745,0.27,0,54,spot-free,43.452,20190127,free,30.061,30.061,33.398,39.177,7.242000000000001,spot,155.64,169.49,0.188,79.188,-0.21899999999999997,78.781,30.517
38,,no,6.131,0.225,0,56,streak-free,37.12,20190127,free,30.408,30.408,33.368,39.144,6.187,streak,22.768,143.007,0.0,29.0,-0.062,90.93799999999999,30.97
39,,yes,8.057,0.276,0,57,streak-free,48.373999999999995,20190127,free,27.531,27.531,33.365,39.141,8.062000000000001,streak,80.834,22.768,0.32799999999999996,38.328,0.0,24.0,32.058
40,,yes,7.291,0.256,0,58,streak-free,60.25899999999999,20190127,free,26.592,26.592,33.319,39.091,10.043,streak,22.768,86.60700000000001,0.0,53.0,0.43799999999999994,84.43799999999999,30.195
41,,yes,7.082999999999999,0.267,0,59,streak-free,43.166000000000004,20190127,free,31.857,31.857,33.364000000000004,39.14,7.194,streak,94.97,22.768,-0.344,61.656000000000006,0.0,20.0,34.096
42,,yes,6.303999999999999,0.20800000000000002,0,61,streak-free,45.927,20190127,free,30.305999999999997,30.305999999999997,33.412,39.192,7.654,streak,85.931,22.768,-0.375,85.625,0.0,8.0,34.32
43,,no,7.6370000000000005,0.23,0,64,streak-free,36.97,20190127,free,29.02,29.02,33.399,39.178000000000004,6.162000000000001,streak,44.948,138.359,0.062,24.061999999999998,0.109,76.109,31.613000000000003
44,,no,7.19,0.23800000000000002,0,69,Undefined-free,36.025,20190127,free,30.449,30.449,33.41,39.191,6.004,Undefined,22.768,156.125,0.0,85.0,0.297,43.297,32.738
45,,yes,7.742999999999999,0.23600000000000002,0,71,streak-free,51.714,20190127,free,26.326999999999998,26.326999999999998,33.400999999999996,39.18,8.619,streak,148.29399999999998,79.765,0.484,10.484000000000002,-0.32799999999999996,86.67200000000001,31.745
46,,yes,6.612,0.179,0,73,streak-free,55.157,20190127,free,30.51,30.51,33.42,39.2,9.193,streak,85.40700000000001,93.507,-0.25,37.75,-0.359,12.640999999999998,31.714000000000002
47,,yes,5.869,0.213,0,75,streak-free,55.333,20190127,free,29.755,29.755,33.436,39.218,9.222000000000001,streak,93.554,81.319,-0.359,65.641,0.297,46.297,33.039
48,,no,6.931,0.22399999999999998,0,82,Undefined-free,30.568,20190127,free,27.939,27.939,33.424,39.205,5.095,Undefined,22.768,195.264,0.0,88.0,-0.078,66.922,31.619
49,,no,8.351,0.23199999999999998,0,89,streak-free,27.974,20190127,free,28.570999999999998,28.570999999999998,33.385999999999996,39.164,4.662,streak,433.714,23.875999999999998,0.047,20.047,0.0,84.0,30.21
50,,no,7.2829999999999995,0.20800000000000002,0,92,Undefined-free,35.022,20190127,free,29.653000000000002,29.653000000000002,33.395,39.174,5.837000000000001,Undefined,27.033,151.172,0.0,38.0,0.172,74.172,32.711
0,,yes,7.926,0.3,0,1,streak-free,78.212,20190127,free,33.102,33.102,35.644,41.614,13.035,streak,83.15899999999999,22.768,0.359,36.359,0.0,61.0,34.444
1,,yes,7.485,0.254,0,2,streak-free,54.801,20190127,free,33.184,33.184,35.51,41.468999999999994,9.133,streak,22.768,22.768,0.0,19.0,0.0,53.0,34.176
2,,yes,7.4239999999999995,0.261,0,3,streak-free,71.935,20190127,free,28.469,28.469,34.518,40.393,11.989,streak,22.768,82.137,0.0,50.0,0.297,70.297,31.333000000000002
3,,yes,9.232000000000001,0.32899999999999996,0,4,streak-free,85.765,20190127,free,30.204,30.204,34.69,40.58,14.294,streak,82.634,85.79899999999999,-0.25,12.75,-0.359,82.641,34.007
4,,yes,8.136000000000001,0.27699999999999997,0,5,Undefined-free,89.456,20190127,free,30.143,30.143,34.1,39.939,14.909,Undefined,62.336000000000006,402.21,0.484,53.483999999999995,0.7190000000000001,38.719,30.539
5,,yes,6.957000000000001,0.25,0,6,streak-free,56.496,20190127,free,32.694,32.694,34.342,40.202,9.416,streak,75.67699999999999,65.05199999999999,0.21899999999999997,56.218999999999994,0.016,57.016000000000005,34.351
6,,yes,7.5920000000000005,0.272,0,7,streak-free,53.323,20190127,free,30.633000000000003,30.633000000000003,34.324,40.183,8.887,streak,145.312,110.20299999999999,-0.32799999999999996,33.672,-0.109,73.891,33.019
7,,yes,6.7410000000000005,0.233,0,8,streak-free,51.211000000000006,20190127,free,27.898000000000003,27.898000000000003,34.199,40.047,8.535,streak,27.462,22.768,0.016,81.016,0.0,32.0,32.119
8,,yes,6.744,0.272,0,9,streak-free,55.285,20190127,free,31.041,31.041,34.246,40.098,9.214,streak,122.198,106.229,-0.25,57.75,0.078,65.078,33.423
9,,yes,6.624,0.264,0,11,streak-free,72.08,20190127,free,31.326999999999998,31.326999999999998,33.628,39.427,12.013,streak,81.839,111.022,-0.23399999999999999,15.765999999999998,0.43799999999999994,59.438,30.49
10,,yes,6.308,0.24600000000000002,0,12,streak-free,47.222,20190127,free,30.163,30.163,33.655,39.455999999999996,7.87,streak,22.768,22.768,0.0,20.0,0.0,15.0,32.749
11,,yes,6.55,0.207,0,13,streak-free,47.998999999999995,20190127,free,29.878,29.878,33.652,39.454,8.0,streak,23.485,31.363000000000003,-0.016,47.983999999999995,0.0,62.0,32.427
12,,yes,8.235,0.273,0,14,streak-free,58.291000000000004,20190127,free,32.347,32.347,33.699,39.504,9.715,streak,77.33800000000001,22.768,0.281,17.281,0.0,67.0,33.104
13,,no,8.505,0.301,0,15,streak-free,35.621,20190127,free,31.592,31.592,33.766,39.577,5.937,streak,268.014,78.303,-0.203,25.796999999999997,0.281,42.281000000000006,33.505
14,,no,7.309,0.302,0,16,Undefined-free,32.001,20190127,free,30.653000000000002,30.653000000000002,33.637,39.437,5.334,Undefined,111.72399999999999,276.788,0.031,48.031000000000006,-0.23399999999999999,46.766000000000005,30.499000000000002
15,,yes,8.174,0.29100000000000004,0,17,streak-free,63.043,20190127,free,28.265,28.265,33.694,39.499,10.507,streak,22.768,77.961,0.0,58.0,0.344,50.343999999999994,33.407
16,,yes,7.371,0.252,0,18,streak-free,54.461999999999996,20190127,free,29.918000000000003,29.918000000000003,33.801,39.615,9.077,streak,90.227,22.768,-0.312,61.688,0.0,10.0,34.419000000000004
17,,yes,7.534,0.251,0,19,streak-free,50.797,20190127,free,33.449,33.449,33.949,39.775,8.466000000000001,streak,77.219,22.768,0.23399999999999999,80.234,0.0,21.0,35.41
18,,yes,7.68,0.23199999999999998,0,20,streak-free,44.816,20190127,free,33.041,33.041,34.033,39.867,7.468999999999999,streak,129.776,29.738000000000003,0.25,40.25,0.0,36.0,34.44
19,,yes,7.477,0.24600000000000002,0,22,streak-free,74.097,20190127,free,31.857,31.857,34.135999999999996,39.979,12.349,streak,88.818,49.663000000000004,-0.42200000000000004,45.578,-0.125,80.875,35.523
20,,no,6.19,0.257,0,23,Undefined-free,25.107,20190127,free,31.429000000000002,31.429000000000002,34.124,39.966,4.185,Undefined,22.768,344.59,0.0,53.0,0.578,9.578,32.661
21,,yes,7.671,0.222,0,24,streak-free,44.144,20190127,free,29.0,29.0,34.12,39.961,7.357,streak,28.651,22.768,0.0,64.0,0.0,36.0,32.824
22,,yes,7.42,0.261,0,27,streak-free,50.733999999999995,20190127,free,32.204,32.204,33.845,39.663000000000004,8.456,streak,109.84700000000001,24.230999999999998,0.297,19.297,-0.031,44.968999999999994,33.434
23,,no,6.558,0.242,0,28,streak-free,36.497,20190127,free,32.755,32.755,33.829,39.646,6.082999999999999,streak,142.056,136.609,-0.42200000000000004,29.578000000000003,0.531,20.531,32.205
24,,yes,8.088,0.257,0,29,streak-free,42.375,20190127,free,34.611999999999995,34.611999999999995,33.872,39.692,7.063,streak,103.744,32.22,0.016,33.016,0.016,80.016,33.86
25,,no,6.779,0.295,0,30,spot-free,34.347,20190127,free,32.388000000000005,32.388000000000005,33.871,39.691,5.725,spot,150.934,136.609,-0.016,62.983999999999995,0.391,85.391,32.65
26,,yes,7.643,0.242,0,31,streak-free,56.692,20190127,free,30.388,30.388,33.853,39.671,9.449,streak,28.651,89.214,0.0,70.0,0.344,83.344,32.104
27,,yes,7.115,0.27399999999999997,0,32,streak-free,83.45299999999999,20190127,free,29.694000000000003,29.694000000000003,33.858000000000004,39.677,13.909,streak,81.097,93.554,0.32799999999999996,78.328,-0.375,38.625,32.825
28,,yes,6.349,0.237,0,33,streak-free,51.31399999999999,20190127,free,33.408,33.408,33.937,39.762,8.552,streak,72.708,25.203000000000003,-0.188,78.812,0.062,77.062,35.259
29,,no,7.747999999999999,0.257,0,35,streak-free,31.594,20190127,free,29.245,29.245,33.909,39.732,5.266,streak,268.60200000000003,22.768,0.359,35.359,-0.016,10.984000000000002,31.779
30,,no,8.74,0.24600000000000002,0,37,streak-free,38.996,20190127,free,27.285999999999998,27.285999999999998,33.735,39.543,6.499,streak,22.768,22.768,0.0,78.0,0.0,11.0,33.046
31,,no,8.168,0.23600000000000002,0,38,streak-free,37.816,20190127,free,28.857,28.857,33.753,39.563,6.303,streak,22.768,22.768,0.0,89.0,0.0,24.0,33.227
32,,yes,6.103,0.21600000000000003,0,40,streak-free,40.378,20190127,free,31.939,31.939,33.763000000000005,39.573,6.73,streak,153.227,68.425,-0.062,21.938000000000002,-0.188,23.811999999999998,32.907
33,,no,6.656000000000001,0.2,0,41,streak-free,36.963,20190127,free,30.061,30.061,33.78,39.592,6.16,streak,29.084,22.768,-0.016,70.984,0.0,41.0,33.22
34,,yes,7.135,0.24100000000000002,0,42,streak-free,44.597,20190127,free,35.265,35.265,33.845,39.662,7.433,streak,211.236,78.751,0.109,72.109,0.23399999999999999,50.233999999999995,35.185
35,,yes,7.981,0.252,0,43,streak-free,57.355,20190127,free,29.184,29.184,33.827,39.643,9.559,streak,106.251,95.169,0.281,84.281,-0.469,43.531000000000006,31.926
36,,no,8.259,0.276,0,45,Undefined-free,37.099000000000004,20190127,free,30.918000000000003,30.918000000000003,33.838,39.655,6.183,Undefined,23.875999999999998,205.942,0.0,45.0,0.188,8.187999999999999,33.083
37,,no,8.392999999999999,0.32899999999999996,0,46,Undefined-free,32.006,20190127,free,34.694,34.694,33.827,39.643,5.334,Undefined,412.52,156.125,0.21899999999999997,58.218999999999994,-0.125,25.875,32.173
