, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
51,,yes,15.257,0.303,0,148,streak-free,109.881,20190127,free,40.122,40.122,50.803999999999995,57.931999999999995,18.313,streak,93.975,96.39299999999999,-0.391,42.608999999999995,-0.406,37.594,42.412
0,,yes,26.135,0.52,0,1,streak-bound,236.53400000000002,20190127,bound,49.163000000000004,49.163000000000004,55.393,62.836000000000006,39.422,streak,81.49600000000001,90.111,-0.266,90.734,0.266,70.266,54.193000000000005
1,,yes,20.796,0.48200000000000004,0,2,streak-free,195.766,20190127,free,39.775999999999996,39.775999999999996,51.223,58.38,32.628,streak,102.305,87.82700000000001,0.312,41.312,-0.312,89.68799999999999,45.852
2,,yes,22.706,0.527,0,3,streak-bound,131.80700000000002,20190127,bound,50.347,50.347,52.347,59.582,21.968000000000004,streak,22.768,22.768,0.0,49.0,0.0,69.0,53.395
3,,yes,19.524,0.486,0,4,streak-free,155.24200000000002,20190127,free,49.958999999999996,49.958999999999996,52.92100000000001,60.195,25.874000000000002,streak,29.105999999999998,81.86,0.0,47.0,-0.281,31.719,53.442
4,,yes,24.608,0.501,0,5,streak-bound,126.932,20190127,bound,41.468999999999994,41.468999999999994,53.364,60.669,21.155,streak,22.768,27.713,0.0,62.0,0.0,35.0,53.93899999999999
5,,yes,21.499000000000002,0.457,0,6,streak-free,120.925,20190127,free,46.673,46.673,53.727,61.056999999999995,20.154,streak,22.768,22.768,-0.016,37.984,0.0,45.0,54.341
6,,yes,22.287,0.496,0,7,streak-free,169.562,20190127,free,40.735,40.735,53.215,60.50899999999999,28.26,streak,82.40799999999999,116.244,-0.25,80.75,-0.375,84.625,48.93899999999999
7,,yes,25.534000000000002,0.43799999999999994,0,8,streak-free,91.177,20190127,free,39.836999999999996,39.836999999999996,53.753,61.085,15.196,streak,187.271,22.768,0.484,58.483999999999995,0.0,42.0,56.323
8,,yes,22.24,0.46799999999999997,0,9,Undefined-free,95.11399999999999,20190127,free,46.265,46.265,53.277,60.576,15.852,Undefined,22.768,215.717,-0.016,72.984,0.375,62.375,48.266000000000005
9,,yes,18.334,0.45799999999999996,0,10,streak-free,124.471,20190127,free,46.02,46.02,52.82,60.088,20.745,streak,133.30100000000002,116.82700000000001,0.266,60.266000000000005,0.172,61.172,47.51
10,,yes,25.374000000000002,0.41700000000000004,0,11,streak-free,144.267,20190127,free,37.816,37.816,52.742,60.004,24.044,streak,24.285999999999998,84.588,0.0,85.0,-0.297,76.703,50.762
11,,yes,21.375,0.488,0,12,Undefined-free,123.066,20190127,free,54.06100000000001,54.06100000000001,53.146,60.43600000000001,20.511,Undefined,70.632,226.886,-0.188,32.812,-0.281,58.718999999999994,56.391999999999996
12,,yes,22.224,0.45299999999999996,0,13,streak-free,132.09799999999998,20190127,free,42.468999999999994,42.468999999999994,52.663000000000004,59.92,22.016,streak,153.47899999999998,22.768,-0.078,13.922,0.0,49.0,45.667
13,,yes,23.78,0.44299999999999995,0,14,streak-free,116.071,20190127,free,39.939,39.939,52.595,59.847,19.345,streak,23.485,95.169,-0.016,34.984,0.047,8.047,50.511
14,,yes,21.968000000000004,0.469,0,15,streak-free,217.202,20190127,free,44.958999999999996,44.958999999999996,52.628,59.883,36.2,streak,84.588,70.028,-0.312,7.688,-0.297,44.703,51.894
15,,yes,23.072,0.49200000000000005,0,16,spot-free,73.763,20190127,free,42.082,42.082,52.401,59.64,12.294,spot,207.265,191.894,0.312,50.312,0.109,40.109,47.79
16,,yes,22.15,0.42100000000000004,0,17,streak-free,105.788,20190127,free,47.735,47.735,52.523999999999994,59.772,17.631,streak,25.865,22.768,0.0,43.0,0.0,13.0,53.295
17,,yes,22.173000000000002,0.40299999999999997,0,18,streak-free,134.20600000000002,20190127,free,40.898,40.898,52.586999999999996,59.838,22.368000000000002,streak,82.789,22.768,0.297,85.29700000000001,0.0,11.0,52.448
18,,yes,27.246,0.465,0,20,streak-free,101.02799999999999,20190127,free,46.571000000000005,46.571000000000005,51.103,58.251999999999995,16.838,streak,22.768,22.768,0.0,62.0,0.0,22.0,56.778
19,,yes,17.027,0.414,0,21,streak-free,144.738,20190127,free,43.98,43.98,50.963,58.102,24.123,streak,160.339,79.998,0.078,72.078,-0.45299999999999996,38.547,46.963
20,,yes,20.219,0.436,0,22,streak-free,117.156,20190127,free,48.958999999999996,48.958999999999996,50.976000000000006,58.115,19.526,streak,85.77799999999999,49.248999999999995,-0.109,16.891,-0.094,7.906000000000001,50.03
21,,yes,22.538,0.46399999999999997,0,23,streak-free,100.074,20190127,free,44.531000000000006,44.531000000000006,51.331,58.495,16.679000000000002,streak,22.768,22.768,-0.016,59.983999999999995,0.0,82.0,57.943999999999996
22,,yes,25.34,0.466,0,24,Undefined-free,59.833999999999996,20190127,free,49.163000000000004,49.163000000000004,51.58,58.762,9.972000000000001,Undefined,82.48700000000001,384.65,0.21899999999999997,43.218999999999994,0.062,56.062,56.11600000000001
23,,yes,18.016,0.389,0,26,streak-free,143.286,20190127,free,45.306000000000004,45.306000000000004,51.258,58.417,23.881,streak,84.41799999999999,27.322,-0.344,53.656000000000006,0.0,54.0,47.382
24,,yes,23.724,0.40399999999999997,0,27,streak-free,94.516,20190127,free,42.611999999999995,42.611999999999995,51.527,58.705,15.753,streak,23.305999999999997,22.768,-0.016,42.983999999999995,0.0,73.0,57.331
25,,yes,19.877,0.41600000000000004,0,28,streak-free,158.368,20190127,free,45.265,45.265,51.565,58.746,26.395,streak,22.768,91.79,0.0,50.0,-0.45299999999999996,20.546999999999997,51.396
26,,yes,20.523000000000003,0.42700000000000005,0,29,streak-free,96.956,20190127,free,46.633,46.633,51.73,58.923,16.159000000000002,streak,23.503,81.274,0.0,54.0,0.062,78.062,55.152
27,,yes,21.895,0.45799999999999996,0,30,streak-free,95.16799999999999,20190127,free,50.673,50.673,51.873000000000005,59.076,15.860999999999999,streak,24.214000000000002,22.768,0.0,14.0,0.0,76.0,54.821000000000005
28,,yes,22.389,0.4,0,32,streak-free,124.61200000000001,20190127,free,41.857,41.857,51.162,58.31399999999999,20.769000000000002,streak,31.162,99.693,0.0,58.0,0.344,68.344,50.711000000000006
29,,yes,19.305,0.4,0,33,streak-free,232.065,20190127,free,40.469,40.469,51.056999999999995,58.202,38.678000000000004,streak,70.845,123.74799999999999,-0.45299999999999996,86.54700000000001,-0.172,87.82799999999999,46.508
30,,yes,24.201999999999998,0.488,0,36,spot-free,65.316,20190127,free,42.224,42.224,50.918,58.053999999999995,10.886,spot,236.148,188.843,-0.484,44.516000000000005,0.172,78.172,50.08
31,,yes,22.805999999999997,0.439,0,37,streak-free,82.47,20190127,free,49.611999999999995,49.611999999999995,51.107,58.256,13.745,streak,162.179,22.768,-0.406,24.594,0.0,78.0,56.706
32,,yes,24.715999999999998,0.475,0,39,streak-free,88.396,20190127,free,49.673,49.673,51.278,58.43899999999999,14.732999999999999,streak,24.214000000000002,23.127,0.0,14.0,-0.016,28.984,56.405
33,,yes,18.301,0.414,0,40,streak-free,127.541,20190127,free,44.816,44.816,51.222,58.379,21.256999999999998,streak,22.768,92.046,0.0,72.0,-0.359,82.641,47.918
34,,yes,21.416999999999998,0.428,0,41,streak-free,118.495,20190127,free,41.388000000000005,41.388000000000005,51.24,58.398,19.749000000000002,streak,22.768,77.947,0.0,53.0,0.297,88.29700000000001,50.70399999999999
35,,yes,18.351,0.373,0,42,streak-free,92.44,20190127,free,43.468999999999994,43.468999999999994,51.248999999999995,58.408,15.407,streak,22.768,22.768,0.0,74.0,0.0,12.0,50.428999999999995
36,,yes,21.895,0.34700000000000003,0,43,streak-free,128.142,20190127,free,38.082,38.082,51.132,58.282,21.357,streak,23.875999999999998,91.79,0.0,18.0,0.375,57.375,45.123000000000005
37,,yes,23.768,0.47700000000000004,0,44,streak-free,141.174,20190127,free,45.776,45.776,51.187,58.342,23.529,streak,22.768,85.25399999999999,0.0,27.0,-0.42200000000000004,54.578,52.312
38,,yes,15.023,0.298,0,47,streak-free,92.751,20190127,free,42.898,42.898,51.163000000000004,58.316,15.459000000000001,streak,23.485,22.768,-0.016,63.983999999999995,0.0,51.0,46.048
39,,yes,16.507,0.33299999999999996,0,48,streak-free,90.811,20190127,free,40.408,40.408,51.071000000000005,58.217,15.135,streak,22.768,27.039,0.0,29.0,-0.016,40.983999999999995,45.699
40,,yes,22.85,0.486,0,49,spot-free,79.4,20190127,free,46.143,46.143,51.1,58.248000000000005,13.232999999999999,spot,216.239,152.025,-0.188,9.812000000000001,0.125,87.125,51.244
41,,yes,16.87,0.32799999999999996,0,52,streak-free,85.06700000000001,20190127,free,43.449,43.449,50.458,57.56100000000001,14.177999999999999,streak,22.768,22.768,0.0,82.0,0.0,39.0,49.022
42,,no,24.162,0.479,0,53,Undefined-free,46.067,20190127,free,45.388000000000005,45.388000000000005,50.39,57.489,7.678,Undefined,226.75799999999998,468.305,0.172,20.172,0.42200000000000004,21.421999999999997,45.861999999999995
43,,yes,22.605999999999998,0.39799999999999996,0,55,streak-free,82.351,20190127,free,38.755,38.755,50.423,57.523999999999994,13.725,streak,22.768,29.017,-0.016,78.984,0.016,30.016,50.893
44,,yes,19.816,0.371,0,60,streak-free,79.362,20190127,free,38.836999999999996,38.836999999999996,50.14,57.221000000000004,13.227,streak,23.485,22.768,-0.016,32.984,0.0,87.0,48.31100000000001
45,,yes,19.785,0.436,0,65,streak-free,107.331,20190127,free,50.082,50.082,50.244,57.333,17.887999999999998,streak,153.658,88.956,-0.062,81.93799999999999,-0.266,69.734,54.57
46,,yes,13.789000000000001,0.34700000000000003,0,67,Undefined-free,77.259,20190127,free,40.939,40.939,50.141999999999996,57.223,12.877,Undefined,83.883,415.077,0.281,71.281,0.203,52.203,43.407
47,,yes,17.885,0.408,0,69,streak-free,113.819,20190127,free,50.041000000000004,50.041000000000004,50.229,57.316,18.97,streak,86.736,84.494,-0.375,23.625,0.25,34.25,53.825
48,,yes,21.241999999999997,0.456,0,70,Undefined-free,59.12,20190127,free,43.06100000000001,43.06100000000001,50.235,57.323,9.853,Undefined,29.49,199.951,0.0,34.0,0.016,29.016,49.361000000000004
49,,yes,20.498,0.43,0,75,streak-free,77.15100000000001,20190127,free,43.388000000000005,43.388000000000005,50.269,57.358999999999995,12.857999999999999,streak,148.828,23.485,0.23399999999999999,26.234,-0.016,27.984,51.008
50,,yes,16.423,0.358,0,80,streak-free,111.1,20190127,free,39.49,39.49,50.158,57.24100000000001,18.517,streak,90.63,120.85,0.344,81.344,0.23399999999999999,54.233999999999995,42.54600000000001
51,,yes,18.745,0.35700000000000004,0,83,Undefined-free,63.056999999999995,20190127,free,46.143,46.143,50.215,57.301,10.509,Undefined,82.238,237.166,-0.359,50.641000000000005,0.406,9.406,52.361999999999995
0,,yes,29.733,0.5589999999999999,0,1,streak-bound,217.78799999999998,20190127,bound,59.082,59.082,69.39,77.721,36.298,streak,23.851999999999997,22.768,0.0,64.0,0.0,77.0,68.19
1,,yes,26.583000000000002,0.474,0,2,streak-free,250.077,20190127,free,59.776,59.776,68.455,76.729,41.68,streak,22.768,77.458,0.0,44.0,0.25,71.25,66.319
2,,yes,29.816,0.494,0,3,streak-free,170.143,20190127,free,67.98,67.98,70.71,79.119,28.357,streak,150.0,22.768,-0.406,75.594,0.0,15.0,74.02
3,,yes,27.101999999999997,0.47200000000000003,0,4,streak-free,268.372,20190127,free,58.611999999999995,58.611999999999995,69.72,78.069,44.729,streak,87.204,88.524,-0.359,19.641,0.359,38.359,65.548
4,,yes,26.14,0.47200000000000003,0,5,streak-free,270.099,20190127,free,55.245,55.245,68.774,77.067,45.016999999999996,streak,99.26299999999999,89.53399999999999,0.469,27.469,-0.406,88.594,63.793
5,,yes,32.675,0.484,0,6,streak-free,159.408,20190127,free,54.449,54.449,68.22800000000001,76.488,26.568,streak,22.768,22.768,0.0,48.0,0.0,78.0,64.297
6,,yes,25.348000000000003,0.428,0,7,streak-free,216.604,20190127,free,51.06100000000001,51.06100000000001,67.165,75.361,36.101,streak,104.169,78.949,-0.031,75.969,0.359,36.359,59.589
7,,yes,19.123,0.44299999999999995,0,8,streak-free,190.59,20190127,free,59.836999999999996,59.836999999999996,65.807,73.92,31.765,streak,242.128,90.756,0.094,31.094,-0.266,53.733999999999995,55.101000000000006
8,,yes,26.573,0.451,0,9,streak-free,102.525,20190127,free,63.102,63.102,65.771,73.881,17.088,streak,256.41900000000004,113.84100000000001,-0.297,20.703000000000003,-0.266,89.734,64.28
9,,yes,27.303,0.456,0,10,Undefined-free,108.656,20190127,free,65.571,65.571,65.82600000000001,73.94,18.109,Undefined,22.768,254.235,0.0,19.0,-0.312,20.688000000000002,65.124
10,,yes,21.92,0.36200000000000004,0,11,streak-free,138.942,20190127,free,54.20399999999999,54.20399999999999,66.137,74.27,23.156999999999996,streak,28.139,22.768,0.0,47.0,0.0,87.0,68.045
11,,yes,29.978,0.502,0,12,spot-bound,159.895,20190127,bound,58.571000000000005,58.571000000000005,66.36,74.506,26.649,spot,139.259,159.259,-0.391,30.609,0.156,75.156,67.61399999999999
12,,yes,23.878,0.43200000000000005,0,13,streak-free,139.305,20190127,free,54.898,54.898,66.58,74.74,23.217,streak,29.704,22.768,0.031,11.030999999999999,-0.016,8.984,68.017
13,,yes,25.851999999999997,0.475,0,14,spot-free,107.84700000000001,20190127,free,63.611999999999995,63.611999999999995,66.456,74.608,17.975,spot,223.796,122.649,0.32799999999999996,26.328000000000003,-0.078,46.922,63.643
14,,yes,25.421999999999997,0.423,0,15,Undefined-free,138.71,20190127,free,50.20399999999999,50.20399999999999,65.512,73.60600000000001,23.118000000000002,Undefined,79.833,303.686,0.391,57.391000000000005,-0.406,41.593999999999994,51.102
15,,yes,27.789,0.413,0,16,Undefined-free,112.333,20190127,free,56.918,56.918,65.516,73.61,18.722,Undefined,22.768,177.649,0.0,83.0,-0.43799999999999994,50.562,64.372
16,,yes,26.458000000000002,0.397,0,17,streak-free,157.607,20190127,free,49.592,49.592,65.516,73.61,26.268,streak,23.127,92.369,0.031,52.031000000000006,0.21899999999999997,21.219,64.318
17,,no,31.685,0.498,0,18,Undefined-free,67.139,20190127,free,62.306000000000004,62.306000000000004,65.128,73.19800000000001,11.19,Undefined,425.171,207.53900000000002,-0.109,70.891,0.016,60.016000000000005,57.33
18,,yes,27.335,0.45399999999999996,0,19,streak-free,219.865,20190127,free,47.98,47.98,64.768,72.816,36.644,streak,91.073,22.768,-0.45299999999999996,22.546999999999997,0.0,53.0,57.085
19,,yes,24.618000000000002,0.38799999999999996,0,20,streak-free,139.773,20190127,free,53.633,53.633,64.56,72.595,23.295,streak,22.768,22.768,0.0,55.0,0.0,51.0,59.405
20,,yes,22.291,0.429,0,21,streak-free,132.835,20190127,free,61.653,61.653,64.687,72.729,22.139,streak,22.768,22.768,0.0,81.0,0.0,25.0,66.02600000000001
21,,yes,32.609,0.445,0,22,streak-free,127.08,20190127,free,51.20399999999999,51.20399999999999,65.024,73.087,21.18,streak,22.768,22.768,0.0,10.0,0.0,88.0,70.903
22,,yes,23.645,0.37200000000000005,0,23,streak-free,132.243,20190127,free,53.20399999999999,53.20399999999999,65.071,73.138,22.04,streak,24.285999999999998,22.768,0.0,32.0,0.0,38.0,64.916
23,,yes,27.656999999999996,0.445,0,24,streak-free,77.494,20190127,free,53.611999999999995,53.611999999999995,64.952,73.01100000000001,12.915999999999999,streak,442.725,22.768,0.484,13.484000000000002,0.0,40.0,61.013999999999996
24,,yes,28.521,0.474,0,26,Undefined-free,108.587,20190127,free,65.041,65.041,65.183,73.256,18.098,Undefined,29.105999999999998,306.519,0.0,31.0,-0.391,22.609,69.513
25,,yes,21.34,0.327,0,27,streak-free,127.27799999999999,20190127,free,54.551,54.551,65.164,73.237,21.213,streak,28.195999999999998,22.768,0.016,16.016,0.0,49.0,63.51
26,,yes,25.061999999999998,0.408,0,28,streak-free,124.956,20190127,free,53.633,53.633,65.232,73.308,20.826,streak,22.768,27.706,0.0,69.0,0.016,23.016,65.786
27,,yes,27.52,0.39799999999999996,0,30,streak-free,119.415,20190127,free,57.816,57.816,65.359,73.443,19.903,streak,22.768,22.768,0.0,39.0,0.0,36.0,67.58
28,,yes,30.125,0.455,0,31,streak-free,118.77799999999999,20190127,free,51.163000000000004,51.163000000000004,65.429,73.517,19.796,streak,30.218000000000004,22.768,0.0,30.0,0.0,83.0,66.189
29,,yes,26.226,0.385,0,32,streak-free,153.47,20190127,free,56.286,56.286,65.705,73.811,25.578000000000003,streak,118.40899999999999,22.768,-0.43799999999999994,37.562,0.0,13.0,72.531
30,,yes,24.151,0.375,0,34,streak-free,169.454,20190127,free,55.306000000000004,55.306000000000004,65.613,73.714,28.241999999999997,streak,22.768,79.889,0.0,27.0,0.344,61.343999999999994,61.658
31,,yes,28.325,0.37200000000000005,0,35,streak-free,118.586,20190127,free,49.245,49.245,65.582,73.68,19.764,streak,22.768,22.768,0.0,57.0,0.0,11.0,63.395
32,,yes,30.019000000000002,0.433,0,36,streak-free,112.67,20190127,free,51.857,51.857,65.7,73.806,18.778,streak,22.768,22.768,0.0,87.0,0.0,34.0,68.303
33,,yes,27.445999999999998,0.42700000000000005,0,37,streak-free,130.066,20190127,free,51.428999999999995,51.428999999999995,65.672,73.77600000000001,21.678,streak,156.795,29.019000000000002,-0.016,11.984000000000002,0.031,75.031,63.542
34,,yes,24.6,0.377,0,40,streak-free,176.22,20190127,free,46.653,46.653,65.514,73.608,29.37,streak,84.223,81.92399999999999,0.312,70.312,0.25,45.25,63.903
35,,yes,28.709,0.462,0,41,Undefined-free,100.75200000000001,20190127,free,62.755,62.755,65.517,73.611,16.792,Undefined,145.452,317.871,-0.188,90.81200000000001,0.42200000000000004,39.422,64.425
36,,yes,29.651,0.479,0,42,Undefined-free,140.23,20190127,free,59.531000000000006,59.531000000000006,65.584,73.682,23.372,Undefined,70.49,258.335,0.266,43.266000000000005,0.516,57.516000000000005,66.861
37,,yes,24.666,0.39799999999999996,0,43,Undefined-free,113.984,20190127,free,50.592,50.592,65.422,73.51100000000001,18.997,Undefined,88.639,214.078,0.266,83.266,0.25,71.25,58.078
38,,yes,25.772,0.413,0,44,streak-free,126.564,20190127,free,54.122,54.122,65.42699999999999,73.516,21.094,streak,172.266,22.768,-0.125,35.875,0.0,66.0,64.42
39,,yes,25.566,0.364,0,47,streak-free,115.62899999999999,20190127,free,49.611999999999995,49.611999999999995,65.311,73.393,19.272000000000002,streak,22.768,22.768,-0.016,65.984,0.0,68.0,59.479
40,,yes,23.148000000000003,0.33799999999999997,0,50,streak-free,154.936,20190127,free,46.143,46.143,64.873,72.92699999999999,25.823,streak,82.46600000000001,26.114,-0.344,61.656000000000006,0.0,56.0,58.151
41,,yes,21.804000000000002,0.349,0,51,streak-free,155.042,20190127,free,57.93899999999999,57.93899999999999,64.904,72.96,25.84,streak,151.298,80.119,0.42200000000000004,34.422,0.5,44.5,65.041
42,,no,26.199,0.425,0,54,Undefined-free,56.38399999999999,20190127,free,57.184,57.184,64.793,72.842,9.397,Undefined,162.179,397.295,0.078,78.078,-0.031,79.969,58.692
43,,yes,24.142,0.32799999999999996,0,56,streak-free,111.30799999999999,20190127,free,49.571000000000005,49.571000000000005,64.623,72.66199999999999,18.551,streak,22.768,22.768,0.0,11.0,0.0,33.0,55.775
44,,yes,23.653000000000002,0.369,0,57,streak-free,183.93200000000002,20190127,free,49.592,49.592,64.53399999999999,72.567,30.655,streak,81.361,89.214,-0.25,68.75,-0.375,8.625,59.245
45,,yes,26.441,0.36,0,61,Undefined-free,73.843,20190127,free,55.468999999999994,55.468999999999994,63.968999999999994,71.967,12.307,Undefined,91.073,473.81300000000005,-0.359,48.641000000000005,0.391,51.391000000000005,62.909
46,,yes,25.314,0.358,0,63,streak-free,127.537,20190127,free,50.714,50.714,63.918,71.913,21.256,streak,82.40799999999999,31.721,0.297,20.297,0.0,75.0,60.205
47,,yes,24.448,0.384,0,69,Undefined-free,115.506,20190127,free,55.611999999999995,55.611999999999995,63.92,71.915,19.250999999999998,Undefined,83.15899999999999,194.753,0.359,84.359,-0.172,17.828,62.83
48,,yes,21.546,0.303,0,77,streak-free,91.541,20190127,free,54.245,54.245,63.812,71.801,15.257,streak,22.768,22.768,-0.016,10.984000000000002,0.0,57.0,61.403999999999996
49,,yes,21.263,0.34600000000000003,0,87,streak-free,89.59299999999999,20190127,free,51.878,51.878,63.735,71.718,14.932,streak,22.768,22.768,0.0,82.0,0.0,61.0,58.434
50,,yes,22.414,0.36,0,99,streak-free,78.692,20190127,free,53.286,53.286,63.583999999999996,71.558,13.115,streak,22.768,22.768,0.0,57.0,0.0,70.0,63.317
51,,no,22.759,0.322,0,180,spot-free,65.422,20190127,free,42.184,42.184,63.361000000000004,71.321,10.904000000000002,spot,172.394,175.92700000000002,-0.094,80.906,-0.203,86.79700000000001,49.681000000000004
0,,yes,26.023000000000003,0.465,0,1,streak-free,190.955,20190127,free,53.286,53.286,65.167,73.24,31.826,streak,22.768,22.768,0.0,13.0,0.0,48.0,63.967
1,,yes,26.506,0.527,0,2,streak-bound,215.0,20190127,bound,64.204,64.204,67.35,75.557,35.833,streak,117.09299999999999,123.01700000000001,0.406,66.406,-0.469,29.531,68.332
2,,yes,30.44,0.516,0,3,streak-bound,173.757,20190127,bound,53.611999999999995,53.611999999999995,68.372,76.64,28.96,streak,22.768,22.768,0.0,41.0,0.0,44.0,69.215
3,,yes,26.644000000000002,0.47700000000000004,0,4,streak-free,209.585,20190127,free,53.98,53.98,67.675,75.902,34.931,streak,22.768,80.202,0.0,13.0,0.266,10.265999999999998,64.38600000000001
4,,yes,30.928,0.452,0,5,streak-free,159.536,20190127,free,47.286,47.286,67.125,75.318,26.589000000000002,streak,22.768,22.768,0.0,51.0,0.0,84.0,63.723
5,,yes,30.535999999999998,0.507,0,6,streak-bound,150.716,20190127,bound,56.306000000000004,56.306000000000004,65.441,73.531,25.119,streak,231.514,104.083,-0.172,46.828,0.312,67.312,55.824
6,,yes,23.932,0.442,0,7,streak-free,148.109,20190127,free,53.143,53.143,65.538,73.634,24.685,streak,22.768,22.768,0.0,11.0,0.0,59.0,64.918
7,,yes,27.761,0.42,0,9,streak-free,168.399,20190127,free,65.449,65.449,65.10300000000001,73.172,28.066999999999997,streak,80.04,29.273000000000003,0.25,17.25,0.0,24.0,65.041
8,,yes,19.81,0.376,0,10,streak-free,156.327,20190127,free,54.0,54.0,64.939,72.997,26.054000000000002,streak,22.768,129.667,-0.016,20.984,0.125,30.125,62.262
9,,yes,31.886999999999997,0.444,0,11,streak-free,149.135,20190127,free,55.347,55.347,65.408,73.495,24.855999999999998,streak,146.43,22.768,0.062,64.062,0.0,45.0,68.893
10,,yes,29.274,0.47100000000000003,0,12,streak-free,143.265,20190127,free,51.79600000000001,51.79600000000001,65.21,73.286,23.877,streak,39.031,39.152,0.0,65.0,0.0,89.0,61.84
11,,yes,29.886999999999997,0.442,0,13,streak-free,135.309,20190127,free,53.122,53.122,65.57,73.668,22.552,streak,22.768,22.768,0.0,19.0,0.0,79.0,68.687
12,,yes,25.704,0.408,0,14,streak-free,113.213,20190127,free,52.20399999999999,52.20399999999999,65.179,73.253,18.869,streak,221.484,22.768,-0.062,54.938,0.0,61.0,58.901
13,,yes,26.113000000000003,0.502,0,15,Undefined-bound,93.316,20190127,bound,61.163000000000004,61.163000000000004,65.257,73.335,15.552999999999999,Undefined,83.139,468.19300000000004,-0.297,18.703,0.156,66.156,65.141
14,,yes,25.756999999999998,0.408,0,16,streak-free,182.699,20190127,free,51.20399999999999,51.20399999999999,65.577,73.675,30.45,streak,83.15899999999999,22.768,-0.344,76.656,0.0,32.0,69.173
15,,yes,23.488000000000003,0.395,0,17,streak-free,140.563,20190127,free,53.98,53.98,65.57300000000001,73.671,23.427,streak,103.661,22.768,0.203,76.203,0.0,16.0,64.313
16,,yes,22.853,0.40700000000000003,0,18,streak-free,125.99600000000001,20190127,free,55.041000000000004,55.041000000000004,65.137,73.207,20.999000000000002,streak,28.651,137.621,0.0,36.0,-0.141,15.859000000000002,56.518
17,,yes,32.613,0.433,0,19,streak-free,124.524,20190127,free,47.898,47.898,65.38600000000001,73.472,20.754,streak,22.768,22.768,-0.016,68.984,0.0,37.0,68.68
18,,yes,29.863000000000003,0.451,0,20,streak-free,124.069,20190127,free,59.245,59.245,65.578,73.676,20.678,streak,27.755,23.485,0.0,27.0,-0.016,60.983999999999995,68.016
19,,yes,31.956,0.418,0,21,streak-free,123.961,20190127,free,50.286,50.286,65.744,73.85300000000001,20.66,streak,22.768,26.244,0.0,71.0,-0.016,47.983999999999995,67.878
20,,yes,26.715999999999998,0.397,0,22,streak-free,196.669,20190127,free,50.428999999999995,50.428999999999995,65.84899999999999,73.964,32.778,streak,22.768,85.931,0.0,35.0,-0.43799999999999994,57.562,66.851
21,,yes,26.517,0.424,0,23,streak-free,170.351,20190127,free,54.306000000000004,54.306000000000004,65.666,73.77,28.392,streak,92.774,83.15899999999999,-0.203,54.797,0.281,68.281,60.43899999999999
22,,yes,29.219,0.423,0,24,streak-free,142.416,20190127,free,47.367,47.367,65.581,73.679,23.736,streak,22.768,75.67699999999999,0.0,58.0,-0.25,74.75,62.416000000000004
23,,yes,23.428,0.361,0,26,streak-free,140.466,20190127,free,54.102,54.102,65.60300000000001,73.703,23.410999999999998,streak,91.553,22.947,-0.25,57.75,-0.016,51.983999999999995,64.949
24,,yes,25.909000000000002,0.447,0,27,spot-free,97.331,20190127,free,66.449,66.449,65.74600000000001,73.855,16.222,spot,184.57,147.347,-0.047,62.953,0.047,20.047,68.119
25,,yes,29.889,0.381,0,30,streak-free,152.767,20190127,free,51.918,51.918,65.763,73.873,25.461,streak,78.585,22.768,0.297,8.297,0.0,16.0,65.0
26,,yes,25.041,0.41700000000000004,0,31,streak-free,163.567,20190127,free,52.98,52.98,65.729,73.836,27.261,streak,22.768,88.113,0.0,29.0,0.359,17.359,63.611999999999995
27,,yes,30.724,0.48100000000000004,0,32,streak-free,194.61700000000002,20190127,free,58.735,58.735,65.845,73.96,32.436,streak,77.098,92.09200000000001,-0.21899999999999997,35.781,0.406,88.406,67.898
28,,yes,21.303,0.38299999999999995,0,33,streak-free,132.999,20190127,free,63.286,63.286,65.86,73.976,22.166999999999998,streak,117.09299999999999,117.09299999999999,0.391,65.391,-0.21899999999999997,63.781000000000006,65.098
29,,yes,27.369,0.439,0,34,streak-free,127.89399999999999,20190127,free,59.468999999999994,59.468999999999994,65.921,74.04,21.316,streak,22.768,65.633,0.0,88.0,0.156,50.156000000000006,66.528
30,,yes,28.869,0.415,0,35,streak-free,165.49400000000003,20190127,free,50.184,50.184,65.84899999999999,73.964,27.581999999999997,streak,22.768,79.26,0.0,90.0,0.32799999999999996,43.328,62.435
31,,yes,20.581999999999997,0.369,0,38,streak-free,118.53299999999999,20190127,free,57.857,57.857,64.367,72.39,19.756,streak,202.7,27.755,-0.109,84.891,0.0,27.0,60.479
32,,yes,27.962,0.41100000000000003,0,39,streak-free,116.914,20190127,free,54.551,54.551,64.331,72.352,19.486,streak,22.768,29.458000000000002,-0.016,30.984,0.016,52.016000000000005,61.901
33,,yes,22.374000000000002,0.337,0,41,streak-free,141.972,20190127,free,51.531000000000006,51.531000000000006,64.178,72.189,23.662,streak,29.761,92.76299999999999,0.062,63.062,-0.203,80.797,57.617
34,,yes,25.526,0.37200000000000005,0,42,streak-free,112.825,20190127,free,51.286,51.286,64.211,72.22399999999999,18.804000000000002,streak,23.127,23.851999999999997,-0.016,82.984,0.0,40.0,64.207
