ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	57.792	204.765	34.128	51.859	17.000	-0.141	0.000	21.983	0	64.568	22.768	streak	0.509	bound	52.061	52.061	58.992	66.673	yes	streak-bound
2	47.895	222.968	37.161	13.703	60.000	-0.297	0.000	23.207	0	80.202	22.768	streak	0.475	free	37.408	37.408	54.044	61.395	yes	streak-free
3	59.835	149.978	24.996	76.000	42.000	0.000	0.000	23.586	0	22.768	22.768	streak	0.531	bound	53.286	53.286	56.374	63.882	yes	streak-bound
4	56.576	124.048	20.675	71.000	13.906	0.000	-0.094	22.339	0	22.768	91.290	streak	0.431	free	44.837	44.837	56.725	64.256	yes	streak-free
5	52.567	126.171	21.028	60.281	28.469	0.281	0.469	21.091	0	270.373	83.565	streak	0.461	free	45.469	45.469	56.133	63.625	yes	streak-free
6	47.284	77.249	12.875	7.547	62.750	-0.453	-0.250	18.456	0	407.867	102.539	streak	0.409	free	49.000	49.000	54.858	62.265	yes	streak-free
7	51.532	155.150	25.858	55.688	64.000	-0.312	0.000	20.078	0	82.238	22.768	streak	0.440	free	45.633	45.633	54.555	61.941	yes	streak-free
8	54.981	112.237	18.706	23.000	82.531	0.000	-0.469	26.583	0	22.768	148.279	streak	0.491	free	47.265	47.265	54.758	62.158	yes	streak-free
9	54.821	113.079	18.847	78.000	48.000	0.000	0.000	20.683	0	22.768	22.768	streak	0.470	free	49.265	49.265	54.898	62.308	yes	streak-free
10	55.803	111.068	18.511	42.016	81.000	0.016	0.000	25.556	0	24.860	22.768	streak	0.427	free	44.735	44.735	55.109	62.532	yes	streak-free
11	50.521	115.457	19.243	22.000	21.984	0.000	-0.016	21.284	0	25.057	23.485	streak	0.399	free	39.776	39.776	54.801	62.204	yes	streak-free
12	53.029	112.040	18.673	36.000	78.000	0.000	0.000	25.158	0	22.768	22.768	streak	0.487	free	49.551	49.551	54.753	62.153	yes	streak-free
13	53.235	97.644	16.274	8.531	36.000	-0.469	0.000	20.930	0	167.868	22.768	streak	0.467	free	44.980	44.980	54.729	62.127	yes	streak-free
14	53.253	140.714	23.452	69.703	67.000	-0.297	0.000	23.664	0	76.031	22.768	streak	0.454	free	41.265	41.265	54.709	62.106	yes	streak-free
15	51.228	152.285	25.381	84.672	84.000	-0.328	0.000	20.604	0	78.226	22.768	streak	0.400	free	45.408	45.408	54.557	61.943	yes	streak-free
16	49.911	113.517	18.919	16.906	38.969	-0.094	-0.031	21.084	0	64.302	23.852	streak	0.405	free	39.959	39.959	54.342	61.713	yes	streak-free
18	57.872	96.084	16.014	39.000	28.000	0.000	0.000	22.299	0	22.768	22.768	streak	0.415	free	47.776	47.776	54.620	62.010	yes	streak-free
19	55.417	121.799	20.300	70.719	56.000	-0.281	0.000	20.472	0	80.209	45.536	streak	0.411	free	49.388	49.388	54.731	62.129	yes	streak-free
20	56.174	122.739	20.456	40.000	51.703	0.000	-0.297	21.705	0	22.768	79.204	streak	0.447	free	48.939	48.939	54.870	62.277	yes	streak-free
22	47.657	102.295	17.049	77.000	74.000	0.000	0.000	21.648	0	22.768	22.768	streak	0.399	free	39.327	39.327	54.552	61.938	yes	streak-free
23	48.204	84.948	14.158	9.281	48.031	0.281	0.031	20.091	0	190.524	24.214	streak	0.413	free	39.776	39.776	54.318	61.688	yes	streak-free
24	50.963	98.003	16.334	35.000	91.000	0.000	0.000	20.923	0	22.768	22.768	streak	0.401	free	43.612	43.612	54.225	61.588	yes	streak-free
25	62.519	130.362	21.727	10.469	12.562	0.469	-0.438	22.743	0	92.736	95.479	streak	0.471	free	55.143	55.143	54.620	62.011	yes	streak-free
26	56.191	151.005	25.167	43.312	39.344	0.312	0.344	23.591	0	87.221	101.301	streak	0.477	free	48.224	48.224	54.731	62.129	yes	streak-free
27	50.258	130.015	21.669	48.000	75.656	0.000	-0.344	23.879	0	22.768	86.736	streak	0.431	free	40.449	40.449	54.605	61.995	yes	streak-free
29	49.894	149.228	24.871	36.625	39.156	-0.375	0.156	17.556	0	89.214	91.494	streak	0.319	free	48.714	48.714	54.475	61.856	yes	streak-free
30	42.663	59.914	9.986	37.703	61.375	-0.297	0.375	18.446	0	474.197	191.574	Undefined	0.436	free	46.571	46.571	54.096	61.451	no	Undefined-free
31	47.100	98.846	16.474	32.000	56.000	0.000	0.000	18.420	0	22.768	22.768	streak	0.366	free	37.551	37.551	53.896	61.238	yes	streak-free
32	57.230	188.286	31.381	88.500	30.000	0.500	0.000	20.321	0	80.750	29.057	streak	0.408	free	50.755	50.755	54.047	61.399	yes	streak-free
34	56.776	113.951	18.992	83.891	40.734	-0.109	-0.266	19.278	0	147.233	78.669	streak	0.385	free	55.755	55.755	54.174	61.534	yes	streak-free
37	53.389	45.733	7.622	28.344	40.000	-0.656	0.000	23.699	0	445.844	22.768	streak	0.409	free	45.449	45.449	54.187	61.548	no	streak-free
38	52.128	152.818	25.470	28.688	49.734	-0.312	-0.266	22.439	0	84.588	70.110	streak	0.405	free	41.265	41.265	54.161	61.520	yes	streak-free
40	49.331	154.844	25.807	65.422	46.109	0.422	0.109	20.215	0	85.886	111.912	streak	0.426	free	41.551	41.551	54.054	61.406	yes	streak-free
41	55.390	117.062	19.510	76.000	27.594	0.000	-0.406	20.972	0	22.768	91.073	streak	0.429	free	49.306	49.306	54.127	61.484	yes	streak-free
42	54.870	114.045	19.008	91.484	50.359	0.484	0.359	21.577	0	77.615	220.459	Undefined	0.409	free	42.163	42.163	54.181	61.541	yes	Undefined-free
44	48.253	134.333	22.389	38.656	18.984	-0.344	-0.016	19.295	0	80.040	136.130	streak	0.380	free	40.653	40.653	54.053	61.405	yes	streak-free
45	55.843	112.177	18.696	66.375	77.000	0.375	0.000	20.780	0	84.588	22.768	streak	0.391	free	45.102	45.102	54.132	61.489	yes	streak-free
46	46.316	140.440	23.407	76.453	86.000	0.453	0.000	20.687	0	91.073	22.768	streak	0.393	free	41.286	41.286	53.962	61.308	yes	streak-free
47	50.986	106.647	17.774	87.000	74.703	0.000	-0.297	19.106	0	22.768	82.171	streak	0.407	free	46.571	46.571	53.917	61.260	yes	streak-free
48	52.468	104.413	17.402	11.562	89.500	-0.438	0.500	19.833	0	162.079	94.011	streak	0.412	free	46.878	46.878	53.911	61.254	yes	streak-free
50	47.174	143.189	23.865	12.531	78.000	-0.469	0.000	21.397	0	91.790	22.768	streak	0.381	free	40.673	40.673	53.780	61.113	yes	streak-free
52	45.198	58.936	9.823	60.875	73.281	-0.125	0.281	16.485	0	274.548	138.263	streak	0.354	free	44.184	44.184	53.608	60.930	no	streak-free
53	48.217	118.244	19.707	84.359	59.938	0.359	-0.062	17.808	0	81.860	151.135	Undefined	0.384	free	42.816	42.816	53.513	60.828	yes	Undefined-free
56	50.290	138.952	23.159	65.484	37.000	0.484	0.000	24.081	0	91.073	22.768	streak	0.433	free	40.980	40.980	53.468	60.780	yes	streak-free
59	50.325	57.365	9.561	57.219	40.969	0.219	-0.031	21.167	0	387.598	31.422	streak	0.404	free	45.469	45.469	53.425	60.735	no	streak-free
61	57.742	122.786	20.464	77.453	55.000	0.453	0.000	19.394	0	88.113	33.703	streak	0.396	free	51.673	51.673	53.536	60.852	yes	streak-free
62	48.002	82.960	13.827	53.000	82.000	0.000	0.000	21.162	0	26.557	22.768	streak	0.412	free	42.490	42.490	53.447	60.758	yes	streak-free
67	52.342	75.661	12.610	49.000	24.000	0.000	0.000	18.355	0	22.768	22.768	streak	0.350	free	39.857	39.857	53.479	60.791	yes	streak-free
71	42.272	80.516	13.419	31.625	22.984	-0.375	-0.016	19.110	0	226.621	166.931	spot	0.389	free	44.367	44.367	53.286	60.586	yes	spot-free
