ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	57.792	204.765	17.806	51.859	17.000	-0.141	0.000	21.983	0	64.568	22.768	streak	0.509	bound	52.061	52.061	60.092	67.844	yes	streak-bound
2	47.895	222.968	19.389	13.703	60.000	-0.297	0.000	23.207	0	80.202	22.768	streak	0.475	free	37.408	37.408	55.144	62.569	yes	streak-free
3	59.835	149.978	13.042	76.000	42.000	0.000	0.000	23.586	0	22.768	22.768	streak	0.531	bound	53.286	53.286	57.474	65.055	yes	streak-bound
4	56.576	124.048	10.787	71.000	13.906	0.000	-0.094	22.339	0	22.768	91.290	streak	0.431	free	44.837	44.837	57.825	65.429	yes	streak-free
5	52.567	126.171	10.971	60.281	28.469	0.281	0.469	21.091	0	270.373	83.565	streak	0.461	free	45.469	45.469	57.233	64.798	yes	streak-free
6	47.284	77.249	6.717	7.547	62.750	-0.453	-0.250	18.456	0	407.867	102.539	streak	0.409	free	49.000	49.000	55.958	63.439	yes	streak-free
7	51.532	155.150	13.491	55.688	64.000	-0.312	0.000	20.078	0	82.238	22.768	streak	0.440	free	45.633	45.633	55.655	63.115	yes	streak-free
8	54.981	112.237	9.760	23.000	82.531	0.000	-0.469	26.583	0	22.768	148.279	streak	0.491	free	47.265	47.265	55.858	63.332	yes	streak-free
9	54.821	113.079	9.833	78.000	48.000	0.000	0.000	20.683	0	22.768	22.768	streak	0.470	free	49.265	49.265	55.998	63.482	yes	streak-free
10	55.803	111.068	9.658	42.016	81.000	0.016	0.000	25.556	0	24.860	22.768	streak	0.427	free	44.735	44.735	56.209	63.706	yes	streak-free
11	50.521	115.457	10.040	22.000	21.984	0.000	-0.016	21.284	0	25.057	23.485	streak	0.399	free	39.776	39.776	55.901	63.377	yes	streak-free
12	53.029	112.040	9.743	36.000	78.000	0.000	0.000	25.158	0	22.768	22.768	streak	0.487	free	49.551	49.551	55.853	63.327	yes	streak-free
13	53.235	97.644	8.491	8.531	36.000	-0.469	0.000	20.930	0	167.868	22.768	streak	0.467	free	44.980	44.980	55.829	63.301	yes	streak-free
14	53.253	140.714	12.236	69.703	67.000	-0.297	0.000	23.664	0	76.031	22.768	streak	0.454	free	41.265	41.265	55.809	63.280	yes	streak-free
15	51.228	152.285	13.242	84.672	84.000	-0.328	0.000	20.604	0	78.226	22.768	streak	0.400	free	45.408	45.408	55.657	63.117	yes	streak-free
16	49.911	113.517	9.871	16.906	38.969	-0.094	-0.031	21.084	0	64.302	23.852	streak	0.405	free	39.959	39.959	55.442	62.887	yes	streak-free
18	57.872	96.084	8.355	39.000	28.000	0.000	0.000	22.299	0	22.768	22.768	streak	0.415	free	47.776	47.776	55.720	63.184	yes	streak-free
19	55.417	121.799	10.591	70.719	56.000	-0.281	0.000	20.472	0	80.209	45.536	streak	0.411	free	49.388	49.388	55.831	63.303	yes	streak-free
20	56.174	122.739	10.673	40.000	51.703	0.000	-0.297	21.705	0	22.768	79.204	streak	0.447	free	48.939	48.939	55.970	63.451	yes	streak-free
22	47.657	102.295	8.895	77.000	74.000	0.000	0.000	21.648	0	22.768	22.768	streak	0.399	free	39.327	39.327	55.652	63.112	yes	streak-free
23	48.204	84.948	7.387	9.281	48.031	0.281	0.031	20.091	0	190.524	24.214	streak	0.413	free	39.776	39.776	55.418	62.863	yes	streak-free
24	50.963	98.003	8.522	35.000	91.000	0.000	0.000	20.923	0	22.768	22.768	streak	0.401	free	43.612	43.612	55.325	62.763	yes	streak-free
25	62.519	130.362	11.336	10.469	12.562	0.469	-0.438	22.743	0	92.736	95.479	streak	0.471	free	55.143	55.143	55.720	63.185	yes	streak-free
26	56.191	151.005	13.131	43.312	39.344	0.312	0.344	23.591	0	87.221	101.301	streak	0.477	free	48.224	48.224	55.831	63.303	yes	streak-free
27	50.258	130.015	11.306	48.000	75.656	0.000	-0.344	23.879	0	22.768	86.736	streak	0.431	free	40.449	40.449	55.705	63.169	yes	streak-free
29	49.894	149.228	12.976	36.625	39.156	-0.375	0.156	17.556	0	89.214	91.494	streak	0.319	free	48.714	48.714	55.575	63.030	yes	streak-free
30	42.663	59.914	5.210	37.703	61.375	-0.297	0.375	18.446	0	474.197	191.574	Undefined	0.436	free	46.571	46.571	55.196	62.625	no	Undefined-free
31	47.100	98.846	8.595	32.000	56.000	0.000	0.000	18.420	0	22.768	22.768	streak	0.366	free	37.551	37.551	54.996	62.412	yes	streak-free
32	57.230	188.286	16.373	88.500	30.000	0.500	0.000	20.321	0	80.750	29.057	streak	0.408	free	50.755	50.755	55.147	62.573	yes	streak-free
34	56.776	113.951	9.909	83.891	40.734	-0.109	-0.266	19.278	0	147.233	78.669	streak	0.385	free	55.755	55.755	55.274	62.709	yes	streak-free
37	53.389	45.733	3.977	28.344	40.000	-0.656	0.000	23.699	0	445.844	22.768	streak	0.409	free	45.449	45.449	55.287	62.723	no	streak-free
38	52.128	152.818	13.289	28.688	49.734	-0.312	-0.266	22.439	0	84.588	70.110	streak	0.405	free	41.265	41.265	55.261	62.695	yes	streak-free
40	49.331	154.844	13.465	65.422	46.109	0.422	0.109	20.215	0	85.886	111.912	streak	0.426	free	41.551	41.551	55.154	62.581	yes	streak-free
41	55.390	117.062	10.179	76.000	27.594	0.000	-0.406	20.972	0	22.768	91.073	streak	0.429	free	49.306	49.306	55.227	62.658	yes	streak-free
42	54.870	114.045	9.917	91.484	50.359	0.484	0.359	21.577	0	77.615	220.459	Undefined	0.409	free	42.163	42.163	55.281	62.716	yes	Undefined-free
44	48.253	134.333	11.681	38.656	18.984	-0.344	-0.016	19.295	0	80.040	136.130	streak	0.380	free	40.653	40.653	55.153	62.579	yes	streak-free
45	55.843	112.177	9.755	66.375	77.000	0.375	0.000	20.780	0	84.588	22.768	streak	0.391	free	45.102	45.102	55.232	62.663	yes	streak-free
46	46.316	140.440	12.212	76.453	86.000	0.453	0.000	20.687	0	91.073	22.768	streak	0.393	free	41.286	41.286	55.062	62.482	yes	streak-free
47	50.986	106.647	9.274	87.000	74.703	0.000	-0.297	19.106	0	22.768	82.171	streak	0.407	free	46.571	46.571	55.017	62.435	yes	streak-free
48	52.468	104.413	9.079	11.562	89.500	-0.438	0.500	19.833	0	162.079	94.011	streak	0.412	free	46.878	46.878	55.011	62.428	yes	streak-free
50	47.174	143.189	12.451	12.531	78.000	-0.469	0.000	21.397	0	91.790	22.768	streak	0.381	free	40.673	40.673	54.880	62.288	yes	streak-free
52	45.198	58.936	5.125	60.875	73.281	-0.125	0.281	16.485	0	274.548	138.263	streak	0.354	free	44.184	44.184	54.708	62.104	no	streak-free
53	48.217	118.244	10.282	84.359	59.938	0.359	-0.062	17.808	0	81.860	151.135	Undefined	0.384	free	42.816	42.816	54.613	62.003	yes	Undefined-free
