 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	147.965	478.219	41.584	71.734	64.000	-0.266	0.000	64.751	0	79.558	22.768	streak	0.464	free	114.796	114.796	150.265	162.523	yes	streak-free
2	2	129.461	382.238	33.238	26.000	50.016	0.000	0.016	51.176	0	22.768	26.270	streak	0.461	free	114.776	114.776	141.013	152.888	yes	streak-free
3	3	129.651	476.880	41.468	15.000	75.734	0.000	-0.266	56.974	0	22.768	76.129	streak	0.428	free	110.204	110.204	137.992	149.739	yes	streak-free
4	4	140.288	360.846	31.378	25.984	63.016	-0.016	0.016	59.817	0	23.485	29.933	streak	0.472	free	119.082	119.082	139.141	150.937	yes	streak-free
5	5	134.136	361.710	31.453	80.000	78.016	0.000	0.016	54.023	0	26.636	28.572	streak	0.409	free	105.898	105.898	138.600	150.373	yes	streak-free
6	6	148.683	328.480	28.563	34.000	76.000	0.000	0.000	65.262	0	22.768	22.768	streak	0.511	bound	123.592	123.592	140.664	152.524	yes	streak-bound
7	7	115.865	351.356	30.553	21.984	39.000	-0.016	0.000	57.710	0	22.947	22.768	streak	0.387	free	80.571	80.571	137.450	149.174	yes	streak-free
8	8	146.330	326.817	28.419	84.969	65.984	-0.031	-0.016	63.561	0	29.443	23.306	streak	0.459	free	114.673	114.673	138.847	150.631	yes	streak-free
9	9	132.447	380.576	33.094	54.000	40.234	0.000	0.234	52.651	0	22.768	77.182	streak	0.419	free	116.592	116.592	138.392	150.156	yes	streak-free
10	10	121.891	194.485	16.912	58.109	47.422	0.109	-0.578	54.983	0	86.943	393.391	Undefined	0.393	free	106.878	106.878	136.972	148.675	yes	Undefined-free
11	11	118.754	436.287	37.938	77.984	21.250	-0.016	0.250	46.394	0	23.485	71.521	streak	0.345	free	98.816	98.816	135.525	147.166	yes	streak-free
12	12	140.127	653.216	56.801	74.500	48.000	0.500	0.000	65.517	0	81.215	34.624	streak	0.536	bound	116.000	116.000	136.100	147.766	yes	streak-bound
13	13	141.163	378.336	32.899	43.000	7.750	0.000	-0.250	60.662	0	22.768	76.031	streak	0.456	free	131.388	131.388	136.666	148.357	yes	streak-free
14	14	137.592	307.843	26.769	43.000	30.000	0.000	0.000	56.647	0	22.768	22.768	streak	0.417	free	119.837	119.837	136.897	148.597	yes	streak-free
15	15	155.829	479.052	41.657	70.000	81.484	0.000	0.484	66.207	0	23.503	93.964	streak	0.495	free	115.776	115.776	138.312	150.073	yes	streak-free
16	16	142.888	294.598	25.617	30.000	12.000	0.000	0.000	52.030	0	22.768	22.768	streak	0.419	free	125.408	125.408	138.742	150.521	yes	streak-free
17	19	155.294	278.409	24.209	66.984	89.000	-0.016	0.000	63.107	0	28.193	22.768	streak	0.480	free	119.816	119.816	138.284	150.044	yes	streak-free
18	21	118.759	301.349	26.204	12.781	12.891	-0.219	-0.109	61.425	0	131.864	200.000	spot	0.460	free	107.551	107.551	136.251	147.924	yes	spot-free
19	22	131.961	294.954	25.648	16.000	84.984	0.000	-0.016	60.126	0	24.622	22.768	streak	0.418	free	109.653	109.653	136.161	147.829	yes	streak-free
20	23	138.615	285.462	24.823	55.000	30.000	0.000	0.000	58.054	0	22.768	26.263	streak	0.422	free	114.694	114.694	136.367	148.045	yes	streak-free
21	24	128.038	224.034	19.481	14.484	60.000	0.484	0.000	50.711	0	321.685	25.764	streak	0.437	free	109.714	109.714	136.116	147.783	yes	streak-free
