 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	147.965	478.219	79.703	71.734	64.000	-0.266	0.000	64.751	0	79.558	22.768	streak	0.464	free	114.796	114.796	149.165	161.378	yes	streak-free
2	2	129.461	382.238	63.706	26.000	50.016	0.000	0.016	51.176	0	22.768	26.270	streak	0.461	free	114.776	114.776	139.913	151.741	yes	streak-free
3	3	129.651	476.880	79.480	15.000	75.734	0.000	-0.266	56.974	0	22.768	76.129	streak	0.428	free	110.204	110.204	136.892	148.592	yes	streak-free
4	4	140.288	360.846	60.141	25.984	63.016	-0.016	0.016	59.817	0	23.485	29.933	streak	0.472	free	119.082	119.082	138.041	149.790	yes	streak-free
5	5	134.136	361.710	60.285	80.000	78.016	0.000	0.016	54.023	0	26.636	28.572	streak	0.409	free	105.898	105.898	137.500	149.226	yes	streak-free
6	6	148.683	328.480	54.747	34.000	76.000	0.000	0.000	65.262	0	22.768	22.768	streak	0.511	bound	123.592	123.592	139.564	151.378	yes	streak-bound
7	7	115.865	351.356	58.559	21.984	39.000	-0.016	0.000	57.710	0	22.947	22.768	streak	0.387	free	80.571	80.571	136.350	148.027	yes	streak-free
8	8	146.330	326.817	54.469	84.969	65.984	-0.031	-0.016	63.561	0	29.443	23.306	streak	0.459	free	114.673	114.673	137.747	149.484	yes	streak-free
9	9	132.447	380.576	63.429	54.000	40.234	0.000	0.234	52.651	0	22.768	77.182	streak	0.419	free	116.592	116.592	137.292	149.009	yes	streak-free
10	10	121.891	194.485	32.414	58.109	47.422	0.109	-0.578	54.983	0	86.943	393.391	Undefined	0.393	free	106.878	106.878	135.872	147.528	yes	Undefined-free
11	11	118.754	436.287	72.714	77.984	21.250	-0.016	0.250	46.394	0	23.485	71.521	streak	0.345	free	98.816	98.816	134.425	146.019	yes	streak-free
12	12	140.127	653.216	108.869	74.500	48.000	0.500	0.000	65.517	0	81.215	34.624	streak	0.536	bound	116.000	116.000	135.000	146.619	yes	streak-bound
13	13	141.163	378.336	63.056	43.000	7.750	0.000	-0.250	60.662	0	22.768	76.031	streak	0.456	free	131.388	131.388	135.566	147.209	yes	streak-free
14	14	137.592	307.843	51.307	43.000	30.000	0.000	0.000	56.647	0	22.768	22.768	streak	0.417	free	119.837	119.837	135.797	147.450	yes	streak-free
15	15	155.829	479.052	79.842	70.000	81.484	0.000	0.484	66.207	0	23.503	93.964	streak	0.495	free	115.776	115.776	137.212	148.926	yes	streak-free
16	16	142.888	294.598	49.100	30.000	12.000	0.000	0.000	52.030	0	22.768	22.768	streak	0.419	free	125.408	125.408	137.642	149.374	yes	streak-free
17	19	155.294	278.409	46.402	66.984	89.000	-0.016	0.000	63.107	0	28.193	22.768	streak	0.480	free	119.816	119.816	137.184	148.897	yes	streak-free
18	21	118.759	301.349	50.225	12.781	12.891	-0.219	-0.109	61.425	0	131.864	200.000	spot	0.460	free	107.551	107.551	135.151	146.776	yes	spot-free
19	22	131.961	294.954	49.159	16.000	84.984	0.000	-0.016	60.126	0	24.622	22.768	streak	0.418	free	109.653	109.653	135.061	146.682	yes	streak-free
20	23	138.615	285.462	47.577	55.000	30.000	0.000	0.000	58.054	0	22.768	26.263	streak	0.422	free	114.694	114.694	135.267	146.898	yes	streak-free
21	24	128.038	224.034	37.339	14.484	60.000	0.484	0.000	50.711	0	321.685	25.764	streak	0.437	free	109.714	109.714	135.016	146.636	yes	streak-free
22	25	136.713	287.970	47.995	30.984	41.000	-0.016	0.000	56.734	0	29.738	22.768	streak	0.386	free	101.673	101.673	135.132	146.757	yes	streak-free
23	27	141.714	317.951	52.992	58.000	68.266	0.000	0.266	60.478	0	22.768	101.738	streak	0.469	free	120.898	120.898	134.877	146.491	yes	streak-free
24	28	146.018	167.517	27.919	62.203	83.766	0.203	-0.234	57.681	0	318.937	151.810	Undefined	0.449	free	143.939	143.939	135.318	146.951	yes	Undefined-free
25	29	135.426	372.125	62.021	42.000	61.250	0.000	0.250	54.186	0	22.768	67.583	streak	0.347	free	103.959	103.959	135.363	146.998	yes	streak-free
26	30	142.983	261.736	43.623	75.000	40.000	0.000	0.000	61.340	0	22.768	22.768	streak	0.425	free	111.041	111.041	135.657	147.304	yes	streak-free
27	31	137.806	267.306	44.551	62.797	61.312	-0.203	0.312	55.983	0	121.617	112.758	streak	0.411	free	115.490	115.490	135.765	147.417	yes	streak-free
28	32	124.788	384.546	64.091	90.000	10.609	0.000	-0.391	51.565	0	22.768	87.317	streak	0.407	free	109.673	109.673	135.460	147.098	yes	streak-free
29	33	122.640	276.338	46.056	8.984	47.984	-0.016	-0.016	50.811	0	23.485	29.039	streak	0.383	free	105.571	105.571	135.108	146.731	yes	streak-free
30	35	135.122	169.116	28.186	56.016	13.359	0.016	0.359	52.103	0	88.197	444.632	Undefined	0.423	free	117.633	117.633	135.143	146.768	yes	Undefined-free
31	37	129.355	358.019	59.670	85.984	79.641	-0.016	-0.359	52.562	0	98.389	83.159	streak	0.396	free	115.082	115.082	135.012	146.632	yes	streak-free
32	38	144.472	97.921	16.320	86.766	33.906	-1.234	0.906	70.869	0	344.871	141.990	streak	0.470	free	123.469	123.469	135.308	146.940	no	streak-free
33	41	95.623	145.779	24.297	14.078	36.969	0.078	-0.031	60.607	0	390.385	280.177	spot	0.456	free	100.184	100.184	134.268	145.856	no	spot-free
34	42	140.458	230.591	38.432	49.016	90.984	0.016	-0.016	64.958	0	29.539	23.485	streak	0.352	free	99.102	99.102	134.463	146.058	yes	streak-free
35	44	131.767	176.928	29.488	68.984	55.016	-0.016	0.016	53.690	0	29.254	262.982	Undefined	0.381	free	110.286	110.286	134.424	146.018	yes	Undefined-free
36	45	126.354	235.046	39.174	46.000	50.984	0.000	-0.016	60.422	0	22.768	28.640	streak	0.362	free	92.857	92.857	134.252	145.839	yes	streak-free
