ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	63.967	190.955	16.605	13.000	48.000	0.000	0.000	26.023	0	22.768	22.768	streak	0.465	free	53.286	53.286	66.267	74.408	yes	streak-free
2	68.332	215.000	18.696	66.406	29.531	0.406	-0.469	26.506	0	117.093	123.017	streak	0.527	bound	64.204	64.204	68.450	76.723	yes	streak-bound
3	69.215	173.757	15.109	41.000	44.000	0.000	0.000	30.440	0	22.768	22.768	streak	0.516	bound	53.612	53.612	69.472	77.807	yes	streak-bound
4	64.386	209.585	18.225	13.000	10.266	0.000	0.266	26.644	0	22.768	80.202	streak	0.477	free	53.980	53.980	68.775	77.068	yes	streak-free
5	63.723	159.536	13.873	51.000	84.000	0.000	0.000	30.928	0	22.768	22.768	streak	0.452	free	47.286	47.286	68.225	76.485	yes	streak-free
6	55.824	150.716	13.106	46.828	67.312	-0.172	0.312	30.536	0	231.514	104.083	streak	0.507	bound	56.306	56.306	66.541	74.699	yes	streak-bound
7	64.918	148.109	12.879	11.000	59.000	0.000	0.000	23.932	0	22.768	22.768	streak	0.442	free	53.143	53.143	66.638	74.801	yes	streak-free
9	65.041	168.399	14.643	17.250	24.000	0.250	0.000	27.761	0	80.040	29.273	streak	0.420	free	65.449	65.449	66.203	74.340	yes	streak-free
10	62.262	156.327	13.594	20.984	30.125	-0.016	0.125	19.810	0	22.768	129.667	streak	0.376	free	54.000	54.000	66.039	74.165	yes	streak-free
11	68.893	149.135	12.968	64.062	45.000	0.062	0.000	31.887	0	146.430	22.768	streak	0.444	free	55.347	55.347	66.508	74.663	yes	streak-free
12	61.840	143.265	12.458	65.000	89.000	0.000	0.000	29.274	0	39.031	39.152	streak	0.471	free	51.796	51.796	66.310	74.453	yes	streak-free
13	68.687	135.309	11.766	19.000	79.000	0.000	0.000	29.887	0	22.768	22.768	streak	0.442	free	53.122	53.122	66.670	74.835	yes	streak-free
14	58.901	113.213	9.845	54.938	61.000	-0.062	0.000	25.704	0	221.484	22.768	streak	0.408	free	52.204	52.204	66.279	74.421	yes	streak-free
