ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	63.967	190.955	31.826	13.000	48.000	0.000	0.000	26.023	0	22.768	22.768	streak	0.465	free	53.286	53.286	65.167	73.240	yes	streak-free
2	68.332	215.000	35.833	66.406	29.531	0.406	-0.469	26.506	0	117.093	123.017	streak	0.527	bound	64.204	64.204	67.350	75.557	yes	streak-bound
3	69.215	173.757	28.960	41.000	44.000	0.000	0.000	30.440	0	22.768	22.768	streak	0.516	bound	53.612	53.612	68.372	76.640	yes	streak-bound
4	64.386	209.585	34.931	13.000	10.266	0.000	0.266	26.644	0	22.768	80.202	streak	0.477	free	53.980	53.980	67.675	75.902	yes	streak-free
5	63.723	159.536	26.589	51.000	84.000	0.000	0.000	30.928	0	22.768	22.768	streak	0.452	free	47.286	47.286	67.125	75.318	yes	streak-free
6	55.824	150.716	25.119	46.828	67.312	-0.172	0.312	30.536	0	231.514	104.083	streak	0.507	bound	56.306	56.306	65.441	73.531	yes	streak-bound
7	64.918	148.109	24.685	11.000	59.000	0.000	0.000	23.932	0	22.768	22.768	streak	0.442	free	53.143	53.143	65.538	73.634	yes	streak-free
9	65.041	168.399	28.067	17.250	24.000	0.250	0.000	27.761	0	80.040	29.273	streak	0.420	free	65.449	65.449	65.103	73.172	yes	streak-free
10	62.262	156.327	26.054	20.984	30.125	-0.016	0.125	19.810	0	22.768	129.667	streak	0.376	free	54.000	54.000	64.939	72.997	yes	streak-free
11	68.893	149.135	24.856	64.062	45.000	0.062	0.000	31.887	0	146.430	22.768	streak	0.444	free	55.347	55.347	65.408	73.495	yes	streak-free
12	61.840	143.265	23.877	65.000	89.000	0.000	0.000	29.274	0	39.031	39.152	streak	0.471	free	51.796	51.796	65.210	73.286	yes	streak-free
13	68.687	135.309	22.552	19.000	79.000	0.000	0.000	29.887	0	22.768	22.768	streak	0.442	free	53.122	53.122	65.570	73.668	yes	streak-free
14	58.901	113.213	18.869	54.938	61.000	-0.062	0.000	25.704	0	221.484	22.768	streak	0.408	free	52.204	52.204	65.179	73.253	yes	streak-free
15	65.141	93.316	15.553	18.703	66.156	-0.297	0.156	26.113	0	83.139	468.193	Undefined	0.502	bound	61.163	61.163	65.257	73.335	yes	Undefined-bound
16	69.173	182.699	30.450	76.656	32.000	-0.344	0.000	25.757	0	83.159	22.768	streak	0.408	free	51.204	51.204	65.577	73.675	yes	streak-free
17	64.313	140.563	23.427	76.203	16.000	0.203	0.000	23.488	0	103.661	22.768	streak	0.395	free	53.980	53.980	65.573	73.671	yes	streak-free
18	56.518	125.996	20.999	36.000	15.859	0.000	-0.141	22.853	0	28.651	137.621	streak	0.407	free	55.041	55.041	65.137	73.207	yes	streak-free
19	68.680	124.524	20.754	68.984	37.000	-0.016	0.000	32.613	0	22.768	22.768	streak	0.433	free	47.898	47.898	65.386	73.472	yes	streak-free
20	68.016	124.069	20.678	27.000	60.984	0.000	-0.016	29.863	0	27.755	23.485	streak	0.451	free	59.245	59.245	65.578	73.676	yes	streak-free
21	67.878	123.961	20.660	71.000	47.984	0.000	-0.016	31.956	0	22.768	26.244	streak	0.418	free	50.286	50.286	65.744	73.853	yes	streak-free
22	66.851	196.669	32.778	35.000	57.562	0.000	-0.438	26.716	0	22.768	85.931	streak	0.397	free	50.429	50.429	65.849	73.964	yes	streak-free
23	60.439	170.351	28.392	54.797	68.281	-0.203	0.281	26.517	0	92.774	83.159	streak	0.424	free	54.306	54.306	65.666	73.770	yes	streak-free
24	62.416	142.416	23.736	58.000	74.750	0.000	-0.250	29.219	0	22.768	75.677	streak	0.423	free	47.367	47.367	65.581	73.679	yes	streak-free
26	64.949	140.466	23.411	57.750	51.984	-0.250	-0.016	23.428	0	91.553	22.947	streak	0.361	free	54.102	54.102	65.603	73.703	yes	streak-free
27	68.119	97.331	16.222	62.953	20.047	-0.047	0.047	25.909	0	184.570	147.347	spot	0.447	free	66.449	66.449	65.746	73.855	yes	spot-free
30	65.000	152.767	25.461	8.297	16.000	0.297	0.000	29.889	0	78.585	22.768	streak	0.381	free	51.918	51.918	65.763	73.873	yes	streak-free
31	63.612	163.567	27.261	29.000	17.359	0.000	0.359	25.041	0	22.768	88.113	streak	0.417	free	52.980	52.980	65.729	73.836	yes	streak-free
32	67.898	194.617	32.436	35.781	88.406	-0.219	0.406	30.724	0	77.098	92.092	streak	0.481	free	58.735	58.735	65.845	73.960	yes	streak-free
33	65.098	132.999	22.167	65.391	63.781	0.391	-0.219	21.303	0	117.093	117.093	streak	0.383	free	63.286	63.286	65.860	73.976	yes	streak-free
34	66.528	127.894	21.316	88.000	50.156	0.000	0.156	27.369	0	22.768	65.633	streak	0.439	free	59.469	59.469	65.921	74.040	yes	streak-free
35	62.435	165.494	27.582	90.000	43.328	0.000	0.328	28.869	0	22.768	79.260	streak	0.415	free	50.184	50.184	65.849	73.964	yes	streak-free
38	60.479	118.533	19.756	84.891	27.000	-0.109	0.000	20.582	0	202.700	27.755	streak	0.369	free	57.857	57.857	64.367	72.390	yes	streak-free
39	61.901	116.914	19.486	30.984	52.016	-0.016	0.016	27.962	0	22.768	29.458	streak	0.411	free	54.551	54.551	64.331	72.352	yes	streak-free
