ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	68.190	217.788	18.938	64.000	77.000	0.000	0.000	29.733	0	23.852	22.768	streak	0.559	bound	59.082	59.082	70.490	78.886	yes	streak-bound
2	66.319	250.077	21.746	44.000	71.250	0.000	0.250	26.583	0	22.768	77.458	streak	0.474	free	59.776	59.776	69.555	77.895	yes	streak-free
3	74.020	170.143	14.795	75.594	15.000	-0.406	0.000	29.816	0	150.000	22.768	streak	0.494	free	67.980	67.980	71.810	80.284	yes	streak-free
4	65.548	268.372	23.337	19.641	38.359	-0.359	0.359	27.102	0	87.204	88.524	streak	0.472	free	58.612	58.612	70.820	79.235	yes	streak-free
5	63.793	270.099	23.487	27.469	88.594	0.469	-0.406	26.140	0	99.263	89.534	streak	0.472	free	55.245	55.245	69.874	78.233	yes	streak-free
6	64.297	159.408	13.862	48.000	78.000	0.000	0.000	32.675	0	22.768	22.768	streak	0.484	free	54.449	54.449	69.328	77.654	yes	streak-free
7	59.589	216.604	18.835	75.969	36.359	-0.031	0.359	25.348	0	104.169	78.949	streak	0.428	free	51.061	51.061	68.265	76.528	yes	streak-free
8	55.101	190.590	16.573	31.094	53.734	0.094	-0.266	19.123	0	242.128	90.756	streak	0.443	free	59.837	59.837	66.907	75.087	yes	streak-free
9	64.280	102.525	8.915	20.703	89.734	-0.297	-0.266	26.573	0	256.419	113.841	streak	0.451	free	63.102	63.102	66.871	75.049	yes	streak-free
10	65.124	108.656	9.448	19.000	20.688	0.000	-0.312	27.303	0	22.768	254.235	Undefined	0.456	free	65.571	65.571	66.926	75.107	yes	Undefined-free
11	68.045	138.942	12.082	47.000	87.000	0.000	0.000	21.920	0	28.139	22.768	streak	0.362	free	54.204	54.204	67.237	75.437	yes	streak-free
