ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	113.471	397.664	34.579	80.906	20.734	-0.094	-0.266	46.685	0	101.514	95.503	streak	0.474	free	103.163	103.163	115.771	126.530	yes	streak-free
2	119.561	305.181	26.537	26.984	47.000	-0.016	0.000	46.791	0	23.306	22.768	streak	0.466	free	108.388	108.388	118.816	129.716	yes	streak-free
3	126.897	289.591	25.182	91.000	39.984	0.000	-0.016	53.100	0	22.768	30.022	streak	0.498	free	111.653	111.653	122.276	133.334	yes	streak-free
4	113.550	383.117	33.315	75.000	31.688	0.000	-0.312	55.337	0	22.768	81.455	streak	0.488	free	94.959	94.959	120.669	131.654	yes	streak-free
5	115.484	169.925	14.776	12.984	89.250	-0.016	0.250	53.619	0	22.768	495.787	Undefined	0.487	free	106.082	106.082	120.092	131.051	yes	Undefined-free
6	111.215	370.872	32.250	33.297	53.000	0.297	0.000	44.981	0	80.202	22.768	streak	0.402	free	97.286	97.286	118.996	129.905	yes	streak-free
7	127.600	350.450	30.474	51.250	72.953	0.250	-0.047	54.537	0	74.191	136.197	streak	0.502	bound	124.980	124.980	120.554	131.534	yes	streak-bound
8	106.325	380.527	33.089	22.250	62.000	0.250	0.000	40.313	0	69.146	22.768	streak	0.408	free	95.959	95.959	119.063	129.974	yes	streak-free
9	110.972	181.146	15.752	79.000	9.000	0.000	0.000	38.250	0	338.593	29.490	streak	0.441	free	114.878	114.878	118.419	129.301	yes	streak-free
10	126.911	169.684	14.755	71.859	81.859	-0.141	-0.141	45.465	0	74.345	289.968	Undefined	0.433	free	120.551	120.551	119.498	130.430	yes	Undefined-free
11	124.948	265.191	23.060	87.000	47.000	0.000	0.000	48.072	0	22.768	27.755	streak	0.454	free	113.000	113.000	120.203	131.167	yes	streak-free
12	112.638	276.717	24.062	59.984	21.000	-0.016	0.000	47.031	0	23.485	22.768	streak	0.372	free	94.755	94.755	119.764	130.708	yes	streak-free
13	120.542	274.984	23.912	66.531	9.109	-0.469	0.109	49.515	0	94.751	230.606	Undefined	0.508	bound	113.286	113.286	120.001	130.955	yes	Undefined-bound
14	135.773	348.769	30.328	82.641	76.000	-0.359	0.000	58.052	0	81.137	28.623	streak	0.531	bound	112.224	112.224	121.292	132.305	yes	streak-bound
15	120.799	179.510	15.610	20.609	28.859	0.609	1.859	57.439	0	91.279	416.686	Undefined	0.449	free	113.082	113.082	121.412	132.431	yes	Undefined-free
16	116.805	246.275	21.415	80.422	89.000	0.422	0.000	46.761	0	219.672	22.768	streak	0.482	free	118.510	118.510	121.268	132.280	yes	streak-free
17	122.813	243.818	21.202	64.000	74.016	0.000	0.016	49.333	0	22.768	26.884	streak	0.495	free	110.694	110.694	121.494	132.517	yes	streak-free
18	119.693	304.885	26.512	13.000	33.266	0.000	0.266	42.254	0	22.768	76.402	streak	0.357	free	91.694	91.694	121.522	132.546	yes	streak-free
19	116.122	148.133	12.881	36.922	42.000	-0.078	0.000	37.554	0	350.134	22.768	streak	0.386	free	119.816	119.816	121.359	132.375	yes	streak-free
20	132.825	227.958	19.822	39.000	56.000	0.000	0.000	51.778	0	22.768	22.768	streak	0.432	free	106.878	106.878	122.047	133.095	yes	streak-free
21	113.411	247.589	21.529	87.000	9.000	0.000	0.000	35.913	0	22.768	22.768	streak	0.379	free	104.918	104.918	121.745	132.779	yes	streak-free
23	121.157	350.108	30.444	72.000	59.516	0.000	-0.484	53.999	0	22.768	93.247	streak	0.506	bound	100.633	100.633	121.897	132.937	yes	streak-bound
25	123.392	205.185	17.842	56.453	89.484	-0.547	-0.516	45.226	0	139.707	114.737	streak	0.441	free	120.755	120.755	122.055	133.103	yes	streak-free
26	119.489	278.884	24.251	79.234	69.000	0.234	0.000	39.582	0	72.604	27.755	streak	0.396	free	109.286	109.286	122.044	133.091	yes	streak-free
28	100.287	185.982	16.172	68.359	29.047	0.359	0.047	45.725	0	117.093	461.212	Undefined	0.459	free	104.449	104.449	121.029	132.031	yes	Undefined-free
30	118.919	220.029	19.133	23.000	91.000	0.000	0.000	50.103	0	22.768	22.768	streak	0.390	free	92.735	92.735	120.866	131.860	yes	streak-free
32	109.309	270.223	23.498	37.000	35.750	0.000	-0.250	38.693	0	26.636	83.796	streak	0.328	free	91.694	91.694	120.557	131.537	yes	streak-free
33	98.495	241.960	21.040	53.984	79.969	-0.016	-0.031	43.183	0	23.127	29.704	streak	0.349	free	73.612	73.612	119.920	130.871	yes	streak-free
34	108.329	332.057	28.875	86.469	65.578	0.469	-0.422	46.821	0	81.860	156.097	Undefined	0.406	free	92.755	92.755	119.630	130.567	yes	Undefined-free
35	119.179	213.834	18.594	8.984	78.000	-0.016	0.000	49.568	0	22.768	22.768	streak	0.441	free	93.878	93.878	119.686	130.626	yes	streak-free
37	122.984	172.161	14.971	63.000	36.953	0.000	-0.047	49.694	0	22.768	212.500	Undefined	0.431	free	110.327	110.327	119.850	130.798	yes	Undefined-free
38	116.037	129.338	11.247	8.297	41.688	0.297	-0.312	64.223	0	278.838	116.422	streak	0.485	free	101.041	101.041	119.807	130.753	no	streak-free
39	108.008	219.754	19.109	31.000	34.000	0.000	0.000	38.759	0	22.768	22.768	streak	0.366	free	98.367	98.367	119.543	130.477	yes	streak-free
41	118.519	495.763	43.110	31.406	10.359	0.406	0.359	47.371	0	83.077	80.550	streak	0.417	free	111.633	111.633	119.578	130.513	yes	streak-free
42	119.744	180.859	15.727	58.594	32.531	-0.406	-0.469	50.251	0	274.693	100.278	streak	0.456	free	106.469	106.469	119.643	130.581	yes	streak-free
44	117.370	219.335	19.073	89.969	85.062	-0.031	0.062	52.086	0	25.403	131.458	streak	0.435	free	102.204	102.204	119.643	130.581	yes	streak-free
45	118.675	230.655	20.057	8.562	21.234	-0.438	0.234	48.410	0	87.274	227.682	Undefined	0.453	free	107.898	107.898	119.677	130.616	yes	Undefined-free
46	111.320	171.634	14.925	25.359	11.281	0.359	0.281	43.328	0	323.666	78.696	streak	0.371	free	93.102	93.102	119.529	130.462	yes	streak-free
47	101.276	126.381	10.990	70.078	18.125	0.078	0.125	42.940	0	242.749	209.028	spot	0.397	free	97.816	97.816	119.149	130.065	no	spot-free
48	116.002	206.710	17.975	72.000	52.000	0.000	0.000	50.200	0	22.768	22.768	streak	0.420	free	96.878	96.878	119.129	130.044	yes	streak-free
50	105.827	212.148	18.448	36.000	77.000	0.000	0.000	44.010	0	22.768	22.768	streak	0.405	free	88.673	88.673	117.559	128.401	yes	streak-free
53	114.985	115.498	10.043	12.797	52.609	0.797	-1.391	46.078	0	230.897	171.149	spot	0.418	free	105.612	105.612	116.711	127.515	no	spot-free
55	109.575	186.924	16.254	22.281	20.484	0.281	0.484	51.252	0	475.509	98.686	streak	0.448	free	101.306	101.306	116.613	127.412	yes	streak-free
56	116.202	189.697	16.495	34.000	89.000	0.000	0.000	45.858	0	22.768	22.768	streak	0.385	free	89.245	89.245	116.651	127.451	yes	streak-free
57	118.831	95.656	8.318	30.094	21.578	-1.906	0.578	44.282	0	446.420	183.636	Undefined	0.446	free	116.898	116.898	116.738	127.543	no	Undefined-free
61	110.600	189.568	16.484	53.000	14.000	0.000	0.000	49.755	0	22.768	22.768	streak	0.432	free	93.531	93.531	116.915	127.727	yes	streak-free
62	109.833	307.357	26.727	19.000	41.500	0.000	0.500	37.061	0	33.255	98.487	streak	0.364	free	92.633	92.633	116.826	127.635	yes	streak-free
70	114.818	296.370	25.771	52.000	43.547	0.000	-0.453	46.699	0	22.768	88.639	streak	0.403	free	92.714	92.714	116.831	127.640	yes	streak-free
76	108.171	179.662	15.623	71.000	44.000	0.000	0.000	48.388	0	22.768	22.768	streak	0.345	free	77.918	77.918	116.543	127.338	yes	streak-free
77	112.787	254.504	22.131	46.656	84.000	-0.344	0.000	45.767	0	78.226	22.768	streak	0.370	free	92.327	92.327	116.518	127.312	yes	streak-free
83	119.127	182.032	15.829	81.000	56.281	0.000	0.281	42.099	0	22.768	98.301	streak	0.375	free	99.796	99.796	116.601	127.399	yes	streak-free
84	120.271	155.939	13.560	62.000	58.969	0.000	-0.031	50.897	0	22.768	30.695	streak	0.348	free	102.469	102.469	116.700	127.503	yes	streak-free
90	108.585	96.770	8.415	46.234	34.000	0.234	0.000	40.537	0	404.826	32.526	streak	0.352	free	99.857	99.857	116.605	127.404	no	streak-free
97	114.075	151.185	13.147	56.000	58.000	0.000	0.000	42.674	0	22.768	22.768	streak	0.328	free	91.367	91.367	116.601	127.400	yes	streak-free
102	98.460	236.612	20.575	87.578	57.000	-0.422	0.000	35.372	0	98.301	22.768	streak	0.362	free	81.857	81.857	116.350	127.137	yes	streak-free
131	103.924	192.057	16.701	47.359	28.000	0.359	0.000	37.934	0	82.137	22.768	streak	0.331	free	81.286	81.286	116.192	126.971	yes	streak-free
