ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	71.681	204.247	34.041	10.984	43.000	-0.016	0.000	33.746	0	22.768	22.768	streak	0.581	bound	62.245	62.245	72.881	81.418	yes	streak-bound
2	60.791	252.171	42.028	79.734	43.188	-0.266	0.188	22.299	0	87.317	79.710	streak	0.493	free	50.776	50.776	67.436	75.648	yes	streak-free
3	57.459	183.778	30.630	44.000	13.016	0.000	0.016	24.312	0	22.768	25.449	streak	0.425	free	43.245	43.245	64.510	72.542	yes	streak-free
4	72.108	144.554	24.092	45.062	69.641	0.062	-0.359	28.477	0	249.933	91.073	streak	0.520	bound	72.510	72.510	66.710	74.877	yes	streak-bound
5	66.335	143.706	23.951	34.703	32.969	-0.297	-0.031	25.732	0	209.473	99.145	streak	0.491	free	73.898	73.898	66.875	75.053	yes	streak-free
6	66.234	92.228	15.371	54.766	64.219	-0.234	-1.781	28.654	0	86.382	492.436	Undefined	0.471	free	66.245	66.245	66.968	75.152	yes	Undefined-free
7	66.766	163.500	27.250	61.875	84.703	-0.125	-0.297	26.985	0	107.067	108.196	streak	0.459	free	51.163	51.163	67.111	75.303	yes	streak-free
8	61.503	157.563	26.261	24.000	34.000	0.000	0.000	22.736	0	22.768	22.768	streak	0.430	free	57.510	57.510	66.560	74.718	yes	streak-free
9	68.054	185.938	30.990	31.312	22.000	0.312	0.000	30.212	0	81.860	31.721	streak	0.499	free	57.082	57.082	66.859	75.036	yes	streak-free
10	55.143	193.685	32.281	32.312	47.000	0.312	0.000	22.573	0	85.215	22.768	streak	0.398	free	46.041	46.041	65.808	73.920	yes	streak-free
11	71.642	110.097	18.349	74.266	58.000	0.266	0.000	24.216	0	193.799	22.768	streak	0.463	free	61.061	61.061	66.447	74.599	yes	streak-free
12	67.403	111.120	18.520	60.062	56.891	0.062	-0.109	27.598	0	31.834	233.369	Undefined	0.465	free	68.735	68.735	66.627	74.789	yes	Undefined-free
13	57.592	189.120	31.520	84.000	78.656	0.000	-0.344	27.479	0	22.768	91.073	streak	0.436	free	50.612	50.612	66.024	74.150	yes	streak-free
14	66.876	145.914	24.319	22.000	72.141	0.000	0.141	23.052	0	28.651	65.840	streak	0.365	free	62.449	62.449	66.171	74.305	yes	streak-free
15	67.589	162.115	27.019	9.703	19.000	-0.297	0.000	27.227	0	86.546	22.768	streak	0.415	free	52.796	52.796	66.345	74.490	yes	streak-free
17	60.952	173.823	28.971	86.312	42.000	0.312	0.000	24.744	0	82.466	30.700	streak	0.392	free	49.347	49.347	66.276	74.417	yes	streak-free
18	66.948	131.036	21.839	29.000	64.000	0.000	0.000	28.548	0	22.768	22.768	streak	0.470	free	60.735	60.735	66.380	74.528	yes	streak-free
21	64.694	182.987	30.498	43.000	62.641	0.000	-0.359	28.828	0	22.768	85.809	streak	0.464	free	53.327	53.327	66.364	74.510	yes	streak-free
22	61.919	108.799	18.133	18.953	28.000	-0.047	0.000	30.833	0	210.258	22.768	streak	0.450	free	51.918	51.918	66.216	74.354	yes	streak-free
24	53.824	198.599	33.100	37.453	65.969	0.453	-0.031	25.193	0	78.847	190.338	Undefined	0.375	free	48.143	48.143	65.368	73.453	yes	Undefined-free
25	62.173	66.712	11.119	64.016	13.062	0.016	0.062	28.432	0	316.774	353.425	spot	0.529	bound	67.429	67.429	65.288	73.369	no	spot-bound
27	62.365	69.955	11.659	24.188	19.328	0.188	0.328	29.470	0	242.442	236.359	spot	0.467	free	59.694	59.694	65.222	73.298	no	spot-free
28	62.220	158.242	26.374	38.281	50.000	0.281	0.000	20.862	0	78.546	29.966	streak	0.390	free	51.531	51.531	65.155	73.227	yes	streak-free
29	67.164	120.730	20.122	86.000	36.000	0.000	0.000	24.236	0	22.768	22.768	streak	0.409	free	51.449	51.449	65.270	73.349	yes	streak-free
30	55.423	132.859	22.143	90.984	59.000	-0.016	0.000	26.704	0	22.768	22.768	streak	0.412	free	46.327	46.327	64.972	73.032	yes	streak-free
31	60.290	131.790	21.965	87.969	86.266	-0.031	0.266	24.063	0	30.931	178.714	Undefined	0.439	free	55.000	55.000	64.856	72.909	yes	Undefined-free
32	67.905	128.681	21.447	39.000	85.781	0.000	-0.219	25.374	0	22.768	72.167	streak	0.450	free	54.265	54.265	64.993	73.055	yes	streak-free
33	66.760	182.642	30.440	63.000	40.562	0.000	-0.438	30.909	0	22.768	85.886	streak	0.450	free	49.449	49.449	65.085	73.153	yes	streak-free
37	58.678	131.557	21.926	56.797	15.500	-0.203	-0.500	25.716	0	96.649	121.430	streak	0.425	free	52.000	52.000	64.928	72.985	yes	streak-free
38	59.781	65.111	10.852	41.984	22.328	-0.016	0.328	23.853	0	22.768	469.357	Undefined	0.415	free	54.020	54.020	64.812	72.862	no	Undefined-free
39	68.280	107.768	17.961	60.984	79.000	-0.016	0.000	28.975	0	22.768	22.768	streak	0.447	free	53.898	53.898	64.945	73.004	yes	streak-free
41	68.947	81.783	13.631	60.125	29.328	0.125	1.328	26.345	0	113.841	127.213	streak	0.401	free	65.204	65.204	65.089	73.157	yes	streak-free
42	59.367	89.254	14.876	27.453	42.641	-0.547	-0.359	28.377	0	287.020	94.704	streak	0.422	free	54.388	54.388	64.967	73.027	yes	streak-free
44	60.121	108.866	18.144	11.000	62.000	0.000	0.000	23.366	0	22.768	22.768	streak	0.318	free	51.163	51.163	64.871	72.926	yes	streak-free
45	62.757	105.248	17.541	78.000	88.000	0.000	0.000	26.131	0	22.768	22.768	streak	0.376	free	53.327	53.327	64.848	72.901	yes	streak-free
47	64.722	131.302	21.884	69.000	82.625	0.000	-0.375	21.781	0	25.804	106.841	streak	0.388	free	61.878	61.878	64.875	72.929	yes	streak-free
48	65.194	151.063	25.177	86.375	52.281	0.375	0.281	28.856	0	95.016	84.822	streak	0.345	free	46.408	46.408	64.912	72.969	yes	streak-free
50	67.913	173.957	28.993	30.719	13.656	-0.281	-0.344	25.290	0	73.979	92.092	streak	0.354	free	56.776	56.776	65.012	73.075	yes	streak-free
51	58.630	81.258	13.543	49.859	20.391	-0.141	0.391	23.682	0	156.814	313.628	Undefined	0.430	free	56.306	56.306	64.891	72.947	yes	Undefined-free
52	60.905	91.055	15.176	28.984	76.109	-0.016	0.109	23.766	0	167.411	225.413	spot	0.433	free	57.633	57.633	64.828	72.880	yes	spot-free
53	66.064	167.746	27.958	75.672	5.375	-0.328	0.375	28.304	0	92.176	94.704	streak	0.446	free	55.000	55.000	64.882	72.937	yes	streak-free
54	61.327	128.109	21.352	51.516	85.734	-0.484	-0.266	20.698	0	91.073	305.901	Undefined	0.420	free	59.673	59.673	64.831	72.883	yes	Undefined-free
56	63.423	53.301	8.883	88.422	28.078	0.422	0.078	27.444	0	177.277	237.665	spot	0.418	free	54.531	54.531	64.826	72.878	no	spot-free
57	62.909	96.994	16.166	67.000	23.000	0.000	0.000	27.211	0	22.768	22.768	streak	0.376	free	44.204	44.204	64.812	72.862	yes	streak-free
58	61.627	97.513	16.252	9.000	71.000	0.000	0.000	23.804	0	22.768	22.768	streak	0.343	free	53.653	53.653	64.771	72.819	yes	streak-free
59	61.247	103.464	17.244	16.938	63.000	-0.062	0.000	23.678	0	137.950	30.847	streak	0.377	free	54.082	54.082	64.725	72.770	yes	streak-free
60	60.914	129.270	21.545	51.000	39.625	0.000	-0.375	24.121	0	22.768	92.518	streak	0.412	free	53.041	53.041	64.673	72.715	yes	streak-free
64	57.564	132.077	22.013	91.844	7.531	-0.156	-0.469	24.785	0	173.525	78.949	streak	0.390	free	50.286	50.286	64.017	72.019	yes	streak-free
65	60.604	95.557	15.926	17.000	56.000	0.000	0.000	21.817	0	22.768	22.768	streak	0.385	free	53.694	53.694	63.976	71.975	yes	streak-free
66	59.930	225.578	37.596	81.641	18.469	-0.359	0.469	25.997	0	83.159	88.824	streak	0.392	free	50.163	50.163	63.925	71.920	yes	streak-free
69	67.768	103.673	17.279	40.750	39.172	-0.250	0.172	25.164	0	79.829	131.489	streak	0.394	free	61.918	61.918	64.015	72.016	yes	streak-free
71	64.602	139.589	23.265	63.422	70.000	0.422	0.000	25.075	0	84.588	22.768	streak	0.378	free	46.776	46.776	64.046	72.049	yes	streak-free
73	60.763	88.302	14.717	46.828	53.359	-0.172	-0.641	22.974	0	80.283	325.391	Undefined	0.388	free	57.735	57.735	64.010	72.011	yes	Undefined-free
