ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	71.681	204.247	17.761	10.984	43.000	-0.016	0.000	33.746	0	22.768	22.768	streak	0.581	bound	62.245	62.245	73.981	82.582	yes	streak-bound
2	60.791	252.171	21.928	79.734	43.188	-0.266	0.188	22.299	0	87.317	79.710	streak	0.493	free	50.776	50.776	68.536	76.815	yes	streak-free
3	57.459	183.778	15.981	44.000	13.016	0.000	0.016	24.312	0	22.768	25.449	streak	0.425	free	43.245	43.245	65.610	73.711	yes	streak-free
4	72.108	144.554	12.570	45.062	69.641	0.062	-0.359	28.477	0	249.933	91.073	streak	0.520	bound	72.510	72.510	67.810	76.045	yes	streak-bound
5	66.335	143.706	12.496	34.703	32.969	-0.297	-0.031	25.732	0	209.473	99.145	streak	0.491	free	73.898	73.898	67.975	76.220	yes	streak-free
6	66.234	92.228	8.020	54.766	64.219	-0.234	-1.781	28.654	0	86.382	492.436	Undefined	0.471	free	66.245	66.245	68.068	76.319	yes	Undefined-free
7	66.766	163.500	14.217	61.875	84.703	-0.125	-0.297	26.985	0	107.067	108.196	streak	0.459	free	51.163	51.163	68.211	76.470	yes	streak-free
8	61.503	157.563	13.701	24.000	34.000	0.000	0.000	22.736	0	22.768	22.768	streak	0.430	free	57.510	57.510	67.660	75.885	yes	streak-free
9	68.054	185.938	16.169	31.312	22.000	0.312	0.000	30.212	0	81.860	31.721	streak	0.499	free	57.082	57.082	67.959	76.203	yes	streak-free
10	55.143	193.685	16.842	32.312	47.000	0.312	0.000	22.573	0	85.215	22.768	streak	0.398	free	46.041	46.041	66.908	75.087	yes	streak-free
11	71.642	110.097	9.574	74.266	58.000	0.266	0.000	24.216	0	193.799	22.768	streak	0.463	free	61.061	61.061	67.547	75.766	yes	streak-free
12	67.403	111.120	9.663	60.062	56.891	0.062	-0.109	27.598	0	31.834	233.369	Undefined	0.465	free	68.735	68.735	67.727	75.956	yes	Undefined-free
13	57.592	189.120	16.445	84.000	78.656	0.000	-0.344	27.479	0	22.768	91.073	streak	0.436	free	50.612	50.612	67.124	75.317	yes	streak-free
14	66.876	145.914	12.688	22.000	72.141	0.000	0.141	23.052	0	28.651	65.840	streak	0.365	free	62.449	62.449	67.271	75.473	yes	streak-free
15	67.589	162.115	14.097	9.703	19.000	-0.297	0.000	27.227	0	86.546	22.768	streak	0.415	free	52.796	52.796	67.445	75.658	yes	streak-free
17	60.952	173.823	15.115	86.312	42.000	0.312	0.000	24.744	0	82.466	30.700	streak	0.392	free	49.347	49.347	67.376	75.585	yes	streak-free
18	66.948	131.036	11.394	29.000	64.000	0.000	0.000	28.548	0	22.768	22.768	streak	0.470	free	60.735	60.735	67.480	75.695	yes	streak-free
21	64.694	182.987	15.912	43.000	62.641	0.000	-0.359	28.828	0	22.768	85.809	streak	0.464	free	53.327	53.327	67.464	75.677	yes	streak-free
22	61.919	108.799	9.461	18.953	28.000	-0.047	0.000	30.833	0	210.258	22.768	streak	0.450	free	51.918	51.918	67.316	75.521	yes	streak-free
24	53.824	198.599	17.270	37.453	65.969	0.453	-0.031	25.193	0	78.847	190.338	Undefined	0.375	free	48.143	48.143	66.468	74.621	yes	Undefined-free
25	62.173	66.712	5.801	64.016	13.062	0.016	0.062	28.432	0	316.774	353.425	spot	0.529	bound	67.429	67.429	66.388	74.536	no	spot-bound
27	62.365	69.955	6.083	24.188	19.328	0.188	0.328	29.470	0	242.442	236.359	spot	0.467	free	59.694	59.694	66.322	74.466	no	spot-free
28	62.220	158.242	13.760	38.281	50.000	0.281	0.000	20.862	0	78.546	29.966	streak	0.390	free	51.531	51.531	66.255	74.395	yes	streak-free
29	67.164	120.730	10.498	86.000	36.000	0.000	0.000	24.236	0	22.768	22.768	streak	0.409	free	51.449	51.449	66.370	74.517	yes	streak-free
30	55.423	132.859	11.553	90.984	59.000	-0.016	0.000	26.704	0	22.768	22.768	streak	0.412	free	46.327	46.327	66.072	74.200	yes	streak-free
31	60.290	131.790	11.460	87.969	86.266	-0.031	0.266	24.063	0	30.931	178.714	Undefined	0.439	free	55.000	55.000	65.956	74.077	yes	Undefined-free
32	67.905	128.681	11.190	39.000	85.781	0.000	-0.219	25.374	0	22.768	72.167	streak	0.450	free	54.265	54.265	66.093	74.223	yes	streak-free
33	66.760	182.642	15.882	63.000	40.562	0.000	-0.438	30.909	0	22.768	85.886	streak	0.450	free	49.449	49.449	66.185	74.321	yes	streak-free
37	58.678	131.557	11.440	56.797	15.500	-0.203	-0.500	25.716	0	96.649	121.430	streak	0.425	free	52.000	52.000	66.028	74.153	yes	streak-free
38	59.781	65.111	5.662	41.984	22.328	-0.016	0.328	23.853	0	22.768	469.357	Undefined	0.415	free	54.020	54.020	65.912	74.030	no	Undefined-free
39	68.280	107.768	9.371	60.984	79.000	-0.016	0.000	28.975	0	22.768	22.768	streak	0.447	free	53.898	53.898	66.045	74.172	yes	streak-free
41	68.947	81.783	7.112	60.125	29.328	0.125	1.328	26.345	0	113.841	127.213	streak	0.401	free	65.204	65.204	66.189	74.325	yes	streak-free
42	59.367	89.254	7.761	27.453	42.641	-0.547	-0.359	28.377	0	287.020	94.704	streak	0.422	free	54.388	54.388	66.067	74.195	yes	streak-free
44	60.121	108.866	9.467	11.000	62.000	0.000	0.000	23.366	0	22.768	22.768	streak	0.318	free	51.163	51.163	65.971	74.094	yes	streak-free
45	62.757	105.248	9.152	78.000	88.000	0.000	0.000	26.131	0	22.768	22.768	streak	0.376	free	53.327	53.327	65.948	74.069	yes	streak-free
47	64.722	131.302	11.418	69.000	82.625	0.000	-0.375	21.781	0	25.804	106.841	streak	0.388	free	61.878	61.878	65.975	74.097	yes	streak-free
48	65.194	151.063	13.136	86.375	52.281	0.375	0.281	28.856	0	95.016	84.822	streak	0.345	free	46.408	46.408	66.012	74.137	yes	streak-free
50	67.913	173.957	15.127	30.719	13.656	-0.281	-0.344	25.290	0	73.979	92.092	streak	0.354	free	56.776	56.776	66.112	74.243	yes	streak-free
51	58.630	81.258	7.066	49.859	20.391	-0.141	0.391	23.682	0	156.814	313.628	Undefined	0.430	free	56.306	56.306	65.991	74.115	yes	Undefined-free
52	60.905	91.055	7.918	28.984	76.109	-0.016	0.109	23.766	0	167.411	225.413	spot	0.433	free	57.633	57.633	65.928	74.048	yes	spot-free
53	66.064	167.746	14.587	75.672	5.375	-0.328	0.375	28.304	0	92.176	94.704	streak	0.446	free	55.000	55.000	65.982	74.105	yes	streak-free
54	61.327	128.109	11.140	51.516	85.734	-0.484	-0.266	20.698	0	91.073	305.901	Undefined	0.420	free	59.673	59.673	65.931	74.051	yes	Undefined-free
56	63.423	53.301	4.635	88.422	28.078	0.422	0.078	27.444	0	177.277	237.665	spot	0.418	free	54.531	54.531	65.926	74.046	no	spot-free
57	62.909	96.994	8.434	67.000	23.000	0.000	0.000	27.211	0	22.768	22.768	streak	0.376	free	44.204	44.204	65.912	74.030	yes	streak-free
