ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
16	101.231	241.330	20.985	66.062	54.016	0.062	0.016	44.189	0	45.536	46.259	streak	0.449	free	81.796	81.796	105.339	115.602	yes	streak-free
17	108.349	263.047	22.874	15.297	35.000	0.297	0.000	44.978	0	104.854	22.768	streak	0.469	free	88.163	88.163	105.651	115.930	yes	streak-free
18	108.648	222.444	19.343	53.000	70.000	0.000	0.000	43.285	0	22.768	22.768	streak	0.392	free	77.449	77.449	105.946	116.239	yes	streak-free
19	111.146	215.952	18.778	70.000	36.031	0.000	0.031	43.764	0	22.768	31.917	streak	0.397	free	87.653	87.653	106.340	116.653	yes	streak-free
20	83.391	176.986	15.390	91.547	29.344	-0.453	0.344	40.165	0	235.493	193.243	spot	0.468	free	84.755	84.755	105.308	115.570	yes	spot-free
21	116.311	205.670	17.884	24.984	35.000	-0.016	0.000	47.479	0	22.768	22.768	streak	0.452	free	87.531	87.531	105.941	116.234	yes	streak-free
22	107.921	99.803	8.679	37.391	26.156	-1.609	0.156	48.590	0	375.189	86.105	streak	0.416	free	91.367	91.367	106.136	116.438	no	streak-free
23	113.502	213.362	18.553	80.984	17.031	-0.016	0.031	43.055	0	123.872	31.414	streak	0.476	free	104.939	104.939	106.556	116.879	yes	streak-free
24	94.421	170.131	14.794	72.547	20.000	-0.453	0.000	36.583	0	344.360	22.768	streak	0.423	free	93.224	93.224	106.146	116.449	yes	streak-free
25	97.922	218.080	18.964	86.000	44.000	0.000	0.000	40.458	0	22.768	22.768	streak	0.393	free	82.898	82.898	105.909	116.201	yes	streak-free
26	109.387	202.546	17.613	51.000	14.000	0.000	0.000	56.832	0	22.768	22.768	streak	0.444	free	77.000	77.000	106.132	116.434	yes	streak-free
27	108.836	198.107	17.227	38.547	39.031	-0.453	0.031	48.535	0	145.716	34.831	streak	0.430	free	90.306	90.306	106.317	116.628	yes	streak-free
28	109.574	284.860	24.770	46.391	38.000	0.391	0.000	44.485	0	85.931	28.203	streak	0.454	free	97.388	97.388	106.515	116.836	yes	streak-free
30	108.343	198.628	17.272	64.000	77.000	0.000	0.000	43.076	0	22.768	24.995	streak	0.350	free	80.571	80.571	106.658	116.985	yes	streak-free
33	102.492	305.059	26.527	40.000	61.594	0.000	-0.406	41.571	0	22.768	82.622	streak	0.415	free	85.000	85.000	106.596	116.920	yes	streak-free
37	104.460	218.024	18.959	86.766	21.969	-0.234	-0.031	38.812	0	85.063	23.485	streak	0.367	free	93.000	93.000	106.601	116.926	yes	streak-free
39	96.740	146.210	12.714	55.375	26.234	0.375	0.234	36.810	0	88.004	488.100	Undefined	0.420	free	94.694	94.694	106.365	116.678	yes	Undefined-free
42	103.427	189.122	16.445	33.016	48.797	0.016	-0.203	39.685	0	36.382	111.022	streak	0.365	free	85.245	85.245	106.751	117.083	yes	streak-free
43	101.441	242.556	21.092	62.297	11.797	0.297	-0.203	47.555	0	89.401	75.047	streak	0.426	free	78.388	78.388	106.665	116.993	yes	streak-free
44	102.469	263.216	22.888	26.422	14.000	0.422	0.000	48.090	0	90.227	22.768	streak	0.432	free	88.694	88.694	106.613	116.938	yes	streak-free
46	106.234	175.560	15.266	76.047	66.812	0.047	-0.188	38.303	0	91.073	263.608	Undefined	0.407	free	102.816	102.816	106.664	116.992	yes	Undefined-free
49	108.118	170.059	14.788	41.969	73.000	-0.031	0.000	38.629	0	28.651	22.768	streak	0.367	free	87.898	87.898	106.471	116.789	yes	streak-free
50	112.450	369.751	32.152	78.422	43.516	0.422	-0.484	43.794	0	79.301	85.235	streak	0.381	free	89.102	89.102	106.678	117.006	yes	streak-free
53	104.257	276.794	24.069	62.078	22.469	0.078	0.469	42.591	0	95.162	82.137	streak	0.390	free	95.980	95.980	106.675	117.003	yes	streak-free
60	102.986	162.454	14.126	13.984	48.984	-0.016	-0.016	41.418	0	22.768	29.986	streak	0.362	free	80.000	80.000	106.451	116.768	yes	streak-free
61	103.298	202.668	17.623	8.000	39.750	0.000	-0.250	36.879	0	31.225	69.935	streak	0.348	free	88.000	88.000	106.431	116.748	yes	streak-free
63	102.763	222.931	19.385	17.531	41.500	-0.469	-0.500	44.657	0	307.031	77.605	streak	0.435	free	93.041	93.041	106.401	116.716	yes	streak-free
66	102.043	184.786	16.068	10.938	88.078	-0.062	0.078	34.855	0	34.434	148.139	streak	0.392	free	85.673	85.673	106.235	116.542	yes	streak-free
67	104.117	157.305	13.679	17.984	84.000	-0.016	0.000	40.897	0	23.127	22.768	streak	0.378	free	85.102	85.102	106.239	116.546	yes	streak-free
68	92.825	217.694	18.930	63.281	27.656	0.281	-0.344	37.358	0	158.165	104.083	streak	0.384	free	81.776	81.776	106.012	116.308	yes	streak-free
69	108.335	150.069	13.050	80.984	73.000	-0.016	0.000	39.808	0	22.768	28.651	streak	0.361	free	89.714	89.714	106.104	116.405	yes	streak-free
70	91.336	159.051	13.831	26.859	56.781	-0.141	-0.219	40.324	0	180.589	191.748	spot	0.414	free	85.735	85.735	105.860	116.149	yes	spot-free
86	91.843	225.134	19.577	14.359	25.000	0.359	0.000	38.123	0	80.089	22.768	streak	0.355	free	77.694	77.694	105.624	115.901	yes	streak-free
124	96.021	201.970	17.563	31.000	63.422	0.000	0.422	40.831	0	29.738	83.922	streak	0.340	free	79.245	79.245	105.488	115.759	yes	streak-free
