ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
48	45.699	90.811	7.897	29.000	40.984	0.000	-0.016	16.507	0	22.768	27.039	streak	0.333	free	40.408	40.408	52.171	59.394	yes	streak-free
49	51.244	79.400	6.904	9.812	87.125	-0.188	0.125	22.850	0	216.239	152.025	spot	0.486	free	46.143	46.143	52.200	59.425	yes	spot-free
52	49.022	85.067	7.397	82.000	39.000	0.000	0.000	16.870	0	22.768	22.768	streak	0.328	free	43.449	43.449	51.558	58.738	yes	streak-free
53	45.862	46.067	4.006	20.172	21.422	0.172	0.422	24.162	0	226.758	468.305	Undefined	0.479	free	45.388	45.388	51.490	58.666	no	Undefined-free
55	50.893	82.351	7.161	78.984	30.016	-0.016	0.016	22.606	0	22.768	29.017	streak	0.398	free	38.755	38.755	51.523	58.701	yes	streak-free
60	48.311	79.362	6.901	32.984	87.000	-0.016	0.000	19.816	0	23.485	22.768	streak	0.371	free	38.837	38.837	51.240	58.398	yes	streak-free
65	54.570	107.331	9.333	81.938	69.734	-0.062	-0.266	19.785	0	153.658	88.956	streak	0.436	free	50.082	50.082	51.344	58.510	yes	streak-free
67	43.407	77.259	6.718	71.281	52.203	0.281	0.203	13.789	0	83.883	415.077	Undefined	0.347	free	40.939	40.939	51.242	58.400	yes	Undefined-free
69	53.825	113.819	9.897	23.625	34.250	-0.375	0.250	17.885	0	86.736	84.494	streak	0.408	free	50.041	50.041	51.329	58.493	yes	streak-free
70	49.361	59.120	5.141	34.000	29.016	0.000	0.016	21.242	0	29.490	199.951	Undefined	0.456	free	43.061	43.061	51.335	58.500	yes	Undefined-free
75	51.008	77.151	6.709	26.234	27.984	0.234	-0.016	20.498	0	148.828	23.485	streak	0.430	free	43.388	43.388	51.369	58.536	yes	streak-free
80	42.546	111.100	9.661	81.344	54.234	0.344	0.234	16.423	0	90.630	120.850	streak	0.358	free	39.490	39.490	51.258	58.418	yes	streak-free
83	52.362	63.057	5.483	50.641	9.406	-0.359	0.406	18.745	0	82.238	237.166	Undefined	0.357	free	46.143	46.143	51.315	58.479	yes	Undefined-free
