 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
26	26	119.908	233.078	20.268	80.984	9.000	-0.016	0.000	38.729	0	23.485	22.768	streak	0.386	free	116.633	116.633	120.871	131.865	yes	streak-free
27	27	108.554	331.025	28.785	82.766	89.250	-0.234	0.250	36.546	0	83.883	76.823	streak	0.362	free	98.673	98.673	120.500	131.477	yes	streak-free
28	28	124.063	283.157	24.622	63.000	20.266	0.000	0.266	40.511	0	22.768	72.894	streak	0.362	free	95.082	95.082	120.709	131.696	yes	streak-free
29	29	121.142	130.017	11.306	77.516	65.422	0.516	-0.578	56.329	0	423.197	112.557	streak	0.492	free	107.469	107.469	120.803	131.794	no	streak-free
30	30	125.076	82.635	7.186	68.344	27.297	0.344	0.297	51.374	0	216.473	335.255	spot	0.437	free	118.286	118.286	121.022	132.023	no	spot-free
31	31	114.572	304.202	26.452	59.578	62.000	-0.422	0.000	34.134	0	100.253	32.381	streak	0.356	free	117.163	117.163	120.888	131.883	yes	streak-free
32	32	115.194	160.708	13.975	14.000	14.875	0.000	-0.125	44.378	0	22.768	210.732	Undefined	0.380	free	99.020	99.020	120.782	131.772	yes	Undefined-free
33	33	125.242	201.652	17.535	78.000	27.000	0.000	0.000	49.965	0	22.768	22.768	streak	0.373	free	112.265	112.265	120.987	131.987	yes	streak-free
34	34	118.282	212.596	18.487	18.203	54.000	0.203	0.000	50.157	0	145.312	24.214	streak	0.428	free	89.939	89.939	120.975	131.974	yes	streak-free
35	36	126.396	194.227	16.889	27.984	29.000	-0.016	0.000	54.140	0	23.485	22.768	streak	0.468	free	108.082	108.082	121.196	132.205	yes	streak-free
36	37	113.057	223.410	19.427	74.156	13.000	0.156	0.000	46.945	0	74.360	22.768	streak	0.389	free	95.939	95.939	121.034	132.035	yes	streak-free
37	38	117.946	233.433	20.299	69.000	34.844	0.000	-0.156	47.321	0	22.768	148.828	streak	0.442	free	97.592	97.592	121.012	132.013	yes	streak-free
38	39	123.676	323.219	28.106	60.328	72.219	0.328	0.219	44.044	0	89.214	61.964	streak	0.410	free	109.367	109.367	121.143	132.150	yes	streak-free
39	40	118.351	213.984	18.607	19.172	27.000	0.172	0.000	45.651	0	75.957	28.651	streak	0.342	free	101.061	101.061	121.130	132.136	yes	streak-free
40	44	109.070	184.252	16.022	68.516	78.000	-0.484	0.000	45.946	0	155.117	28.539	streak	0.372	free	86.102	86.102	120.886	131.881	yes	streak-free
41	46	119.486	243.723	21.193	86.672	75.688	-0.328	-0.312	44.146	0	228.406	86.607	streak	0.384	free	109.531	109.531	120.908	131.904	yes	streak-free
42	47	109.034	174.181	15.146	16.719	34.000	-0.281	0.000	42.096	0	195.192	22.768	streak	0.430	free	103.082	103.082	120.680	131.666	yes	streak-free
43	48	111.295	115.618	10.054	35.031	22.125	0.031	0.125	46.147	0	301.590	182.145	spot	0.414	free	106.041	106.041	120.516	131.494	no	spot-free
44	49	111.963	220.257	19.153	90.969	88.781	-0.031	-0.219	44.020	0	23.858	100.562	streak	0.394	free	91.163	91.163	120.374	131.345	yes	streak-free
45	50	119.908	216.302	18.809	10.062	32.797	0.062	-0.203	39.875	0	31.483	92.399	streak	0.381	free	110.184	110.184	120.414	131.388	yes	streak-free
46	54	114.655	191.704	16.670	56.000	14.156	0.000	0.156	47.041	0	22.768	107.884	streak	0.411	free	94.694	94.694	119.852	130.800	yes	streak-free
47	58	120.475	208.925	18.167	48.781	54.344	-0.219	0.344	44.724	0	118.663	205.859	spot	0.440	free	104.184	104.184	119.913	130.864	yes	spot-free
48	59	105.304	182.247	15.848	43.000	43.016	0.000	0.016	39.503	0	22.768	23.873	streak	0.307	free	90.959	90.959	119.662	130.601	yes	streak-free
49	62	120.049	259.993	22.608	57.219	20.703	0.219	-0.297	36.809	0	85.542	76.402	streak	0.360	free	111.776	111.776	118.572	129.461	yes	streak-free
50	64	91.783	126.938	11.038	14.312	89.719	0.312	-0.281	38.271	0	265.093	341.790	spot	0.396	free	108.592	108.592	118.101	128.969	no	spot-free
51	66	107.456	121.151	10.535	55.000	28.859	0.000	-0.141	45.423	0	22.768	471.880	Undefined	0.388	free	93.286	93.286	117.944	128.804	no	Undefined-free
52	77	123.961	191.059	16.614	89.000	34.234	0.000	0.234	52.027	0	175.651	78.895	streak	0.434	free	117.184	117.184	116.804	127.612	yes	streak-free
53	79	108.787	102.946	8.952	76.844	40.000	-1.156	0.000	46.419	0	369.401	22.768	streak	0.362	free	91.694	91.694	116.702	127.505	no	streak-free
54	82	112.632	161.021	14.002	49.984	42.000	-0.016	0.000	42.089	0	22.768	22.768	streak	0.325	free	84.163	84.163	116.524	127.318	yes	streak-free
