 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	129.978	610.230	101.705	57.000	91.453	0.000	0.453	50.034	0	22.768	92.518	streak	0.575	bound	119.286	119.286	131.178	142.631	yes	streak-bound
2	2	116.218	491.367	81.895	45.000	69.266	0.000	0.266	45.514	0	22.768	78.790	streak	0.483	free	94.082	94.082	124.298	135.447	yes	streak-free
3	3	121.824	252.657	42.110	57.766	44.016	-0.234	0.016	54.349	0	235.305	95.959	streak	0.525	bound	119.531	119.531	123.873	135.003	yes	streak-bound
4	4	126.111	318.724	53.121	62.984	88.000	-0.016	0.000	50.946	0	23.306	24.249	streak	0.478	free	105.041	105.041	124.733	135.901	yes	streak-free
5	5	119.040	312.846	52.141	46.984	13.000	-0.016	0.000	48.250	0	22.947	22.768	streak	0.466	free	102.714	102.714	123.834	134.962	yes	streak-free
6	6	138.499	359.845	59.974	38.422	87.297	0.422	0.297	55.134	0	78.867	187.390	Undefined	0.539	bound	125.551	125.551	126.478	137.725	yes	Undefined-bound
7	7	104.438	305.694	50.949	54.000	74.000	0.000	0.000	40.393	0	22.768	22.768	streak	0.407	free	95.429	95.429	123.501	134.614	yes	streak-free
8	8	104.281	279.538	46.590	73.203	49.812	0.203	-0.188	45.042	0	234.089	67.356	streak	0.473	free	96.327	96.327	121.249	132.260	yes	streak-free
9	9	119.795	281.924	46.987	86.984	12.984	-0.016	-0.016	48.048	0	82.367	23.306	streak	0.428	free	93.878	93.878	121.221	132.231	yes	streak-free
10	10	129.166	269.237	44.873	24.000	37.984	0.000	-0.016	54.399	0	28.196	23.306	streak	0.497	free	111.490	111.490	122.135	133.187	yes	streak-free
11	11	113.240	326.713	54.452	83.000	81.734	0.000	-0.266	46.488	0	22.768	81.403	streak	0.458	free	100.510	100.510	121.436	132.455	yes	streak-free
12	12	112.707	274.469	45.745	22.016	9.016	0.016	0.016	47.174	0	29.553	28.347	streak	0.435	free	103.898	103.898	120.808	131.799	yes	streak-free
13	13	119.040	324.420	54.070	66.000	55.734	0.000	-0.266	44.975	0	22.768	76.611	streak	0.405	free	98.878	98.878	120.764	131.754	yes	streak-free
14	14	115.555	219.808	36.635	12.562	67.641	-0.438	-0.359	42.747	0	194.681	111.518	spot	0.439	free	111.306	111.306	120.478	131.454	yes	spot-free
15	15	110.351	264.234	44.039	25.000	20.016	0.000	0.016	39.597	0	22.768	28.651	streak	0.409	free	93.959	93.959	119.883	130.832	yes	streak-free
16	16	117.651	353.172	58.862	29.000	65.375	0.000	0.375	45.950	0	27.033	87.419	streak	0.412	free	102.531	102.531	119.818	130.765	yes	streak-free
17	17	119.133	251.323	41.887	22.000	89.000	0.000	0.000	51.956	0	105.407	22.768	streak	0.411	free	101.082	101.082	119.849	130.796	yes	streak-free
18	18	123.733	204.804	34.134	72.719	21.078	-0.281	0.078	51.211	0	92.518	219.955	Undefined	0.476	free	103.714	103.714	120.131	131.092	yes	Undefined-free
19	19	126.417	255.356	42.559	73.000	85.875	0.000	-0.125	49.124	0	22.768	70.244	streak	0.410	free	102.490	102.490	120.525	131.504	yes	streak-free
20	20	133.070	293.939	48.990	24.000	74.750	0.000	-0.250	56.644	0	22.768	72.928	streak	0.498	free	121.633	121.633	121.212	132.222	yes	streak-free
21	21	100.996	165.888	27.648	29.891	11.266	-0.109	0.266	50.812	0	237.166	204.075	spot	0.449	free	89.306	89.306	120.307	131.275	yes	spot-free
22	22	95.529	263.187	43.864	39.891	52.094	-0.109	0.094	39.171	0	104.632	200.000	Undefined	0.421	free	90.612	90.612	119.235	130.155	yes	Undefined-free
23	23	122.968	277.689	46.281	32.000	47.734	0.000	-0.266	46.618	0	22.768	80.209	streak	0.438	free	97.020	97.020	119.450	130.379	yes	streak-free
24	24	128.108	471.660	78.610	53.000	61.469	0.000	0.469	45.492	0	27.059	76.930	streak	0.459	free	110.816	110.816	119.860	130.808	yes	streak-free
25	25	115.080	236.885	39.481	48.000	30.000	0.000	0.000	57.295	0	22.768	22.768	streak	0.422	free	91.980	91.980	119.717	130.659	yes	streak-free
26	26	119.908	233.078	38.846	80.984	9.000	-0.016	0.000	38.729	0	23.485	22.768	streak	0.386	free	116.633	116.633	119.771	130.715	yes	streak-free
27	27	108.554	331.025	55.171	82.766	89.250	-0.234	0.250	36.546	0	83.883	76.823	streak	0.362	free	98.673	98.673	119.400	130.327	yes	streak-free
28	28	124.063	283.157	47.193	63.000	20.266	0.000	0.266	40.511	0	22.768	72.894	streak	0.362	free	95.082	95.082	119.609	130.546	yes	streak-free
29	29	121.142	130.017	21.669	77.516	65.422	0.516	-0.578	56.329	0	423.197	112.557	streak	0.492	free	107.469	107.469	119.703	130.644	no	streak-free
30	30	125.076	82.635	13.772	68.344	27.297	0.344	0.297	51.374	0	216.473	335.255	spot	0.437	free	118.286	118.286	119.922	130.873	no	spot-free
