ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	81.605	206.422	34.404	80.000	56.203	0.000	0.203	27.970	0	27.059	175.927	Undefined	0.518	bound	85.184	85.184	82.805	91.905	yes	Undefined-bound
2	74.039	303.033	50.505	43.000	20.375	0.000	0.375	28.054	0	22.768	81.839	streak	0.414	free	60.490	60.490	79.022	87.912	yes	streak-free
3	88.998	190.645	31.774	84.000	85.000	0.000	0.000	35.655	0	22.768	22.768	streak	0.509	bound	64.633	64.633	82.748	91.844	yes	streak-bound
4	78.317	249.287	41.548	28.000	89.750	0.000	-0.250	32.016	0	22.768	72.391	streak	0.501	bound	69.163	69.163	81.940	90.992	yes	streak-bound
5	77.750	187.442	31.240	82.000	26.000	0.000	0.000	30.717	0	22.768	22.768	streak	0.421	free	66.000	66.000	81.342	90.361	yes	streak-free
6	91.012	186.482	31.080	14.281	50.984	0.281	-0.016	40.301	0	162.099	27.514	streak	0.532	bound	72.347	72.347	83.154	92.272	yes	streak-bound
7	78.586	244.167	40.695	26.344	29.000	0.344	0.000	35.249	0	85.841	29.958	streak	0.440	free	61.204	61.204	82.673	91.765	yes	streak-free
8	80.020	178.504	29.751	45.000	57.000	1.000	0.000	41.792	0	62.413	34.694	streak	0.497	free	59.673	59.673	82.491	91.573	yes	streak-free
9	79.346	211.822	35.304	20.000	18.719	0.000	-0.281	40.560	0	22.768	83.139	streak	0.474	free	62.367	62.367	82.275	91.345	yes	streak-free
10	72.687	187.557	31.260	27.000	49.016	0.000	0.016	31.045	0	22.768	27.072	streak	0.408	free	62.980	62.980	81.436	90.460	yes	streak-free
11	73.673	133.247	22.208	45.422	36.609	0.422	-0.391	29.785	0	169.490	195.216	spot	0.443	free	65.061	65.061	80.840	89.831	yes	spot-free
13	73.074	196.809	32.801	60.281	30.969	0.281	-0.031	26.827	0	77.615	232.365	Undefined	0.453	free	60.857	60.857	79.717	88.645	yes	Undefined-free
14	74.078	212.446	35.408	47.000	9.734	0.000	-0.266	32.750	0	22.768	75.397	streak	0.419	free	61.245	61.245	79.400	88.310	yes	streak-free
15	71.480	140.853	23.476	66.031	66.484	0.031	0.484	28.365	0	32.622	184.390	Undefined	0.385	free	66.204	66.204	78.952	87.837	yes	Undefined-free
17	76.599	203.943	33.990	38.188	81.062	0.188	0.062	29.378	0	79.488	26.573	streak	0.422	free	65.571	65.571	78.410	87.264	yes	streak-free
19	80.483	203.061	33.844	67.297	45.000	0.297	0.000	34.276	0	80.834	22.768	streak	0.403	free	67.224	67.224	78.591	87.457	yes	streak-free
20	90.531	120.424	20.071	77.031	89.000	0.031	0.000	34.004	0	213.113	22.768	streak	0.449	free	83.143	83.143	79.283	88.187	yes	streak-free
21	78.066	161.695	26.949	16.031	58.984	0.031	-0.016	26.747	0	30.491	23.485	streak	0.373	free	64.163	64.163	79.282	88.186	yes	streak-free
24	72.752	145.210	24.202	67.500	38.859	-0.500	-0.141	38.152	0	103.216	274.693	Undefined	0.516	bound	62.000	62.000	79.028	87.918	yes	Undefined-bound
25	80.252	253.869	42.312	50.719	20.719	-0.281	-0.281	32.997	0	94.970	74.128	streak	0.497	free	78.163	78.163	79.138	88.034	yes	streak-free
26	91.397	141.628	23.605	45.000	90.031	0.000	0.031	35.438	0	22.768	30.144	streak	0.486	free	80.490	80.490	79.724	88.652	yes	streak-free
27	71.745	159.625	26.604	48.984	67.000	-0.016	0.000	33.581	0	23.485	22.768	streak	0.425	free	54.510	54.510	79.441	88.354	yes	streak-free
28	82.106	206.260	34.377	83.391	18.000	0.391	0.000	37.792	0	89.214	22.768	streak	0.475	free	65.143	65.143	79.596	88.517	yes	streak-free
29	79.980	145.790	24.298	72.812	45.250	-0.188	0.250	31.876	0	237.305	85.460	streak	0.436	free	72.469	72.469	79.657	88.582	yes	streak-free
30	70.611	238.807	39.801	27.594	43.000	-0.406	0.000	30.184	0	84.042	22.768	streak	0.412	free	58.939	58.939	79.366	88.275	yes	streak-free
32	70.343	103.778	17.296	39.906	77.516	-0.094	1.516	32.478	0	52.048	451.248	Undefined	0.475	free	69.347	69.347	79.087	87.980	yes	Undefined-free
34	72.696	84.587	14.098	68.109	12.609	0.109	-0.391	31.791	0	184.462	351.102	Undefined	0.460	free	71.224	71.224	78.908	87.791	no	Undefined-free
35	91.279	159.549	26.591	78.000	79.688	0.000	-0.312	30.212	0	22.768	86.589	streak	0.413	free	84.122	84.122	79.360	88.268	yes	streak-free
36	80.673	102.425	17.071	70.344	53.000	0.344	0.000	27.171	0	304.541	24.214	streak	0.399	free	76.082	76.082	79.441	88.354	yes	streak-free
39	80.086	173.263	28.877	10.000	35.281	0.000	0.281	35.583	0	22.768	78.585	streak	0.440	free	67.143	67.143	79.456	88.370	yes	streak-free
42	76.273	227.515	37.919	46.297	76.281	0.297	0.281	33.941	0	77.071	90.630	streak	0.426	free	58.490	58.490	78.295	87.143	yes	streak-free
43	73.395	156.920	26.153	53.719	79.875	-0.281	-0.125	37.557	0	94.247	200.000	Undefined	0.412	free	57.735	57.735	78.192	87.035	yes	Undefined-free
45	78.539	118.254	19.709	88.562	73.016	-0.438	0.016	31.567	0	184.434	25.649	streak	0.457	free	71.939	71.939	78.234	87.079	yes	streak-free
46	80.856	80.819	13.470	18.000	82.938	0.000	-0.062	31.893	0	23.503	356.544	Undefined	0.447	free	66.224	66.224	78.334	87.185	no	Undefined-free
47	73.444	183.347	30.558	28.000	35.703	0.000	-0.297	30.404	0	22.768	77.947	streak	0.376	free	54.898	54.898	78.240	87.085	yes	streak-free
48	82.930	142.099	23.683	71.000	82.609	0.000	-0.391	30.590	0	22.768	147.432	streak	0.428	free	75.776	75.776	78.387	87.241	yes	streak-free
49	71.640	236.534	39.422	34.891	54.469	-0.109	0.469	25.478	0	91.530	94.011	streak	0.399	free	69.265	69.265	78.252	87.098	yes	streak-free
51	82.694	124.622	20.770	46.266	45.375	0.266	0.375	31.105	0	284.116	81.860	streak	0.456	free	70.265	70.265	78.386	87.240	yes	streak-free
52	84.129	127.079	21.180	52.984	38.000	-0.016	0.000	25.343	0	22.768	22.768	streak	0.379	free	74.714	74.714	78.547	87.410	yes	streak-free
53	80.679	129.229	21.538	62.000	39.000	0.000	0.000	36.315	0	22.768	22.768	streak	0.448	free	66.653	66.653	78.623	87.490	yes	streak-free
54	78.267	89.572	14.929	37.594	39.000	-0.406	0.000	31.963	0	261.345	22.768	streak	0.443	free	68.388	68.388	78.642	87.510	yes	streak-free
56	85.204	122.802	20.467	75.984	35.000	-0.016	0.000	34.673	0	23.485	32.120	streak	0.490	free	74.204	74.204	78.811	87.688	yes	streak-free
59	73.021	186.046	31.008	19.359	27.000	0.359	0.000	35.420	0	80.202	22.768	streak	0.452	free	56.327	56.327	78.713	87.585	yes	streak-free
62	80.000	120.889	20.148	15.984	68.000	-0.016	0.000	28.409	0	25.051	22.768	streak	0.428	free	69.490	69.490	78.765	87.640	yes	streak-free
64	58.254	64.466	10.744	58.688	69.859	-0.312	-0.141	30.956	0	425.721	499.536	Undefined	0.461	free	76.102	76.102	78.371	87.223	no	Undefined-free
66	82.810	101.277	16.880	59.141	58.625	0.141	0.625	32.561	0	99.529	124.900	streak	0.426	free	62.898	62.898	78.484	87.343	yes	streak-free
67	77.109	174.569	29.095	58.641	48.547	-0.359	-0.453	26.364	0	146.430	81.496	streak	0.369	free	63.245	63.245	78.480	87.339	yes	streak-free
92	75.717	88.591	14.765	52.109	30.125	0.109	0.125	32.835	0	180.127	151.982	spot	0.422	free	61.633	61.633	77.715	86.531	yes	spot-free
116	68.393	90.558	15.093	12.156	23.344	0.156	0.344	27.961	0	295.535	90.630	streak	0.388	free	61.571	61.571	77.527	86.332	yes	streak-free
