ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	51.849	175.144	29.191	42.000	37.688	0.000	-0.312	21.144	0	33.239	85.910	streak	0.451	free	38.612	38.612	53.049	60.333	yes	streak-free
2	50.978	127.841	21.307	58.000	20.000	0.000	0.000	21.575	0	22.768	22.768	streak	0.458	free	41.571	41.571	52.614	59.867	yes	streak-free
3	54.274	123.449	20.575	64.000	77.984	0.000	-0.016	22.144	0	22.768	29.958	streak	0.485	free	44.265	44.265	53.567	60.886	yes	streak-free
4	55.827	177.859	29.643	69.547	27.906	-0.453	-0.094	24.588	0	78.226	151.060	Undefined	0.519	bound	50.959	50.959	54.432	61.810	yes	Undefined-bound
5	51.495	147.133	24.522	21.938	22.188	-0.062	0.188	20.132	0	27.142	98.147	streak	0.442	free	45.735	45.735	54.085	61.439	yes	streak-free
6	61.472	109.294	18.216	75.984	51.000	-0.016	0.000	21.273	0	27.755	22.768	streak	0.462	free	49.673	49.673	55.516	62.967	yes	streak-free
7	48.818	82.815	13.803	37.297	70.922	0.297	-0.078	21.863	0	148.718	191.802	spot	0.458	free	45.878	45.878	54.731	62.129	yes	spot-free
8	49.068	71.222	11.870	10.438	46.844	0.438	-0.156	20.647	0	420.771	98.033	streak	0.459	free	45.857	45.857	54.173	61.533	yes	streak-free
9	51.811	126.521	21.087	8.781	53.000	-0.219	0.000	19.320	0	72.839	22.768	streak	0.405	free	46.878	46.878	54.044	61.395	yes	streak-free
10	48.958	116.351	19.392	34.000	51.031	0.000	0.031	20.673	0	22.768	30.931	streak	0.408	free	42.286	42.286	53.655	60.980	yes	streak-free
11	55.764	124.416	20.736	26.000	68.266	0.000	0.266	21.535	0	22.768	92.950	streak	0.409	free	46.490	46.490	53.956	61.301	yes	streak-free
12	51.816	108.228	18.038	11.000	16.000	0.000	0.000	19.712	0	22.768	22.768	streak	0.430	free	43.959	43.959	53.878	61.218	yes	streak-free
14	56.439	102.543	17.090	18.000	38.000	0.000	0.000	22.619	0	22.768	27.755	streak	0.468	free	48.184	48.184	54.167	61.527	yes	streak-free
15	49.734	160.680	26.780	54.859	61.359	-0.141	0.359	19.982	0	139.390	93.786	streak	0.439	free	47.633	47.633	53.936	61.280	yes	streak-free
16	51.534	60.449	10.075	54.438	76.328	-0.562	0.328	22.597	0	128.865	414.096	Undefined	0.474	free	48.449	48.449	53.856	61.195	no	Undefined-free
17	53.190	123.521	20.587	58.812	67.938	-0.188	-0.062	20.755	0	94.512	27.553	streak	0.409	free	43.592	43.592	53.889	61.230	yes	streak-free
18	48.056	130.561	21.760	68.000	67.719	0.000	-0.281	21.819	0	22.768	80.209	streak	0.419	free	39.551	39.551	53.617	60.939	yes	streak-free
20	50.086	201.937	33.656	23.328	29.312	0.328	0.312	20.444	0	88.681	73.576	streak	0.439	free	44.122	44.122	53.487	60.801	yes	streak-free
21	42.833	96.972	16.162	37.969	60.000	-0.031	0.000	17.479	0	212.560	22.768	streak	0.383	free	36.449	36.449	52.990	60.269	yes	streak-free
22	55.255	98.919	16.487	80.000	36.000	0.000	0.000	23.381	0	22.768	22.768	streak	0.492	free	48.531	48.531	53.163	60.454	yes	streak-free
23	54.285	125.784	20.964	45.312	87.000	0.312	0.000	24.160	0	80.887	23.503	streak	0.413	free	43.143	43.143	53.273	60.572	yes	streak-free
25	53.712	139.996	23.333	35.531	75.844	-0.469	-0.156	22.782	0	74.520	244.951	Undefined	0.465	free	48.490	48.490	53.348	60.652	yes	Undefined-free
27	52.917	99.642	16.607	89.984	45.984	-0.016	-0.016	21.976	0	22.768	29.213	streak	0.446	free	42.571	42.571	53.381	60.688	yes	streak-free
28	51.618	95.151	15.858	44.844	12.266	-0.156	0.266	23.557	0	72.220	181.512	Undefined	0.466	free	47.429	47.429	53.358	60.663	yes	Undefined-free
29	55.160	139.341	23.224	56.344	27.172	0.344	0.172	23.188	0	86.736	129.649	streak	0.480	free	50.143	50.143	53.478	60.791	yes	streak-free
31	53.678	117.474	19.579	91.000	65.734	0.000	-0.266	23.189	0	22.768	81.331	streak	0.474	free	46.367	46.367	53.536	60.853	yes	streak-free
32	50.704	127.202	21.200	67.000	47.297	0.000	0.297	18.838	0	22.768	78.828	streak	0.393	free	41.857	41.857	53.478	60.791	yes	streak-free
33	47.172	204.215	34.036	8.594	33.469	-0.406	0.469	23.119	0	92.405	93.889	streak	0.393	free	38.429	38.429	53.302	60.603	yes	streak-free
