ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	39.037	146.029	24.338	53.719	38.000	-0.281	0.000	15.101	0	80.202	22.768	streak	0.451	free	32.265	32.265	40.237	46.580	yes	streak-free
2	42.709	136.506	22.751	91.328	74.719	0.328	-0.281	13.043	0	83.814	110.851	streak	0.444	free	38.653	38.653	42.073	48.559	yes	streak-free
3	43.988	100.063	16.677	46.000	69.875	0.000	-0.125	19.108	0	22.768	86.453	streak	0.480	free	33.653	33.653	43.111	49.677	yes	streak-free
4	40.243	77.784	12.964	51.859	84.703	-0.141	-0.297	17.358	0	155.347	198.438	spot	0.443	free	39.980	39.980	42.694	49.228	yes	spot-free
5	48.348	87.672	14.612	16.000	36.000	0.000	0.000	17.328	0	22.768	22.768	streak	0.456	free	41.469	41.469	44.065	50.703	yes	streak-free
6	41.346	126.370	21.062	30.000	87.359	0.000	0.359	16.549	0	23.491	83.159	streak	0.445	free	35.449	35.449	43.812	50.431	yes	streak-free
7	39.557	65.886	10.981	13.094	89.969	0.094	-0.031	16.944	0	340.096	24.231	streak	0.442	free	34.612	34.612	43.375	49.961	yes	streak-free
8	42.131	55.773	9.296	83.453	60.828	0.453	-0.172	15.942	0	326.294	173.633	Undefined	0.453	free	43.204	43.204	43.370	49.955	yes	Undefined-free
9	39.163	91.644	15.274	19.969	51.984	-0.031	-0.016	14.294	0	29.986	22.768	streak	0.385	free	35.918	35.918	43.036	49.596	yes	streak-free
10	41.067	87.583	14.597	44.984	39.000	-0.016	0.000	16.999	0	25.449	22.768	streak	0.407	free	35.776	35.776	42.959	49.513	yes	streak-free
11	39.410	85.609	14.268	67.000	89.000	0.000	0.000	15.463	0	22.768	22.768	streak	0.402	free	35.694	35.694	42.745	49.283	yes	streak-free
12	41.833	84.460	14.077	74.984	49.984	-0.016	-0.016	13.607	0	28.196	22.947	streak	0.385	free	36.796	36.796	42.769	49.309	yes	streak-free
13	42.298	81.750	13.625	49.000	26.000	0.000	0.000	16.763	0	22.768	22.768	streak	0.420	free	35.347	35.347	42.825	49.370	yes	streak-free
14	42.325	141.833	23.639	85.422	7.984	0.422	-0.016	15.826	0	78.949	76.236	streak	0.388	free	35.306	35.306	42.875	49.423	yes	streak-free
15	43.170	79.386	13.231	72.000	57.016	0.000	0.016	19.234	0	22.768	25.782	streak	0.424	free	35.224	35.224	42.975	49.531	yes	streak-free
16	41.703	141.513	23.585	80.500	20.469	0.500	0.469	17.369	0	84.595	99.127	streak	0.479	free	33.837	33.837	42.971	49.526	yes	streak-free
18	42.290	75.338	12.556	32.984	19.000	-0.016	0.000	13.398	0	23.485	22.768	streak	0.345	free	33.714	33.714	42.519	49.040	yes	streak-free
19	40.788	76.309	12.718	56.031	9.000	0.031	0.000	13.296	0	94.376	32.232	streak	0.412	free	38.918	38.918	42.491	49.010	yes	streak-free
20	41.538	49.871	8.312	17.500	24.875	0.500	-0.125	15.089	0	125.694	472.070	Undefined	0.452	free	44.265	44.265	42.504	49.023	yes	Undefined-free
21	37.399	77.610	12.935	71.000	21.000	0.000	0.000	14.925	0	22.768	22.768	streak	0.386	free	31.755	31.755	42.318	48.823	yes	streak-free
23	40.596	69.540	11.590	65.406	27.828	0.406	-0.172	16.169	0	87.295	317.951	Undefined	0.436	free	39.633	39.633	42.294	48.797	yes	Undefined-free
24	41.455	71.472	11.912	29.000	64.000	0.000	0.000	16.582	0	22.768	22.768	streak	0.406	free	34.612	34.612	42.310	48.814	yes	streak-free
25	43.153	120.618	20.103	75.578	87.453	-0.422	0.453	19.486	0	91.648	90.955	streak	0.435	free	38.571	38.571	42.395	48.906	yes	streak-free
