ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	39.037	146.029	12.698	53.719	38.000	-0.281	0.000	15.101	0	80.202	22.768	streak	0.451	free	32.265	32.265	41.337	47.766	yes	streak-free
2	42.709	136.506	11.870	91.328	74.719	0.328	-0.281	13.043	0	83.814	110.851	streak	0.444	free	38.653	38.653	43.173	49.743	yes	streak-free
3	43.988	100.063	8.701	46.000	69.875	0.000	-0.125	19.108	0	22.768	86.453	streak	0.480	free	33.653	33.653	44.211	50.860	yes	streak-free
4	40.243	77.784	6.764	51.859	84.703	-0.141	-0.297	17.358	0	155.347	198.438	spot	0.443	free	39.980	39.980	43.794	50.412	yes	spot-free
5	48.348	87.672	7.624	16.000	36.000	0.000	0.000	17.328	0	22.768	22.768	streak	0.456	free	41.469	41.469	45.165	51.885	yes	streak-free
6	41.346	126.370	10.989	30.000	87.359	0.000	0.359	16.549	0	23.491	83.159	streak	0.445	free	35.449	35.449	44.912	51.613	yes	streak-free
7	39.557	65.886	5.729	13.094	89.969	0.094	-0.031	16.944	0	340.096	24.231	streak	0.442	free	34.612	34.612	44.475	51.144	yes	streak-free
8	42.131	55.773	4.850	83.453	60.828	0.453	-0.172	15.942	0	326.294	173.633	Undefined	0.453	free	43.204	43.204	44.470	51.138	yes	Undefined-free
9	39.163	91.644	7.969	19.969	51.984	-0.031	-0.016	14.294	0	29.986	22.768	streak	0.385	free	35.918	35.918	44.136	50.779	yes	streak-free
10	41.067	87.583	7.616	44.984	39.000	-0.016	0.000	16.999	0	25.449	22.768	streak	0.407	free	35.776	35.776	44.059	50.697	yes	streak-free
11	39.410	85.609	7.444	67.000	89.000	0.000	0.000	15.463	0	22.768	22.768	streak	0.402	free	35.694	35.694	43.845	50.467	yes	streak-free
12	41.833	84.460	7.344	74.984	49.984	-0.016	-0.016	13.607	0	28.196	22.947	streak	0.385	free	36.796	36.796	43.869	50.493	yes	streak-free
13	42.298	81.750	7.109	49.000	26.000	0.000	0.000	16.763	0	22.768	22.768	streak	0.420	free	35.347	35.347	43.925	50.553	yes	streak-free
14	42.325	141.833	12.333	85.422	7.984	0.422	-0.016	15.826	0	78.949	76.236	streak	0.388	free	35.306	35.306	43.975	50.607	yes	streak-free
15	43.170	79.386	6.903	72.000	57.016	0.000	0.016	19.234	0	22.768	25.782	streak	0.424	free	35.224	35.224	44.075	50.714	yes	streak-free
16	41.703	141.513	12.305	80.500	20.469	0.500	0.469	17.369	0	84.595	99.127	streak	0.479	free	33.837	33.837	44.071	50.709	yes	streak-free
18	42.290	75.338	6.551	32.984	19.000	-0.016	0.000	13.398	0	23.485	22.768	streak	0.345	free	33.714	33.714	43.619	50.224	yes	streak-free
19	40.788	76.309	6.636	56.031	9.000	0.031	0.000	13.296	0	94.376	32.232	streak	0.412	free	38.918	38.918	43.591	50.194	yes	streak-free
20	41.538	49.871	4.337	17.500	24.875	0.500	-0.125	15.089	0	125.694	472.070	Undefined	0.452	free	44.265	44.265	43.604	50.207	no	Undefined-free
21	37.399	77.610	6.749	71.000	21.000	0.000	0.000	14.925	0	22.768	22.768	streak	0.386	free	31.755	31.755	43.418	50.007	yes	streak-free
23	40.596	69.540	6.047	65.406	27.828	0.406	-0.172	16.169	0	87.295	317.951	Undefined	0.436	free	39.633	39.633	43.394	49.981	yes	Undefined-free
24	41.455	71.472	6.215	29.000	64.000	0.000	0.000	16.582	0	22.768	22.768	streak	0.406	free	34.612	34.612	43.410	49.998	yes	streak-free
25	43.153	120.618	10.489	75.578	87.453	-0.422	0.453	19.486	0	91.648	90.955	streak	0.435	free	38.571	38.571	43.495	50.090	yes	streak-free
26	37.671	95.932	8.342	23.641	22.000	-0.359	0.000	16.318	0	105.722	22.768	streak	0.374	free	30.510	30.510	43.354	49.938	yes	streak-free
28	39.580	51.948	4.517	62.516	81.156	-0.484	0.156	13.414	0	148.139	243.532	spot	0.408	free	39.939	39.939	43.103	49.668	yes	spot-free
29	37.950	72.356	6.292	19.000	69.953	0.000	-0.047	11.686	0	22.768	126.892	streak	0.333	free	34.592	34.592	43.001	49.558	yes	streak-free
30	45.556	57.434	4.994	54.328	66.000	0.328	0.000	17.294	0	168.544	22.768	streak	0.415	free	38.837	38.837	43.168	49.739	yes	streak-free
31	41.131	50.311	4.375	11.156	21.234	0.156	0.234	15.680	0	116.658	215.803	spot	0.370	free	37.837	37.837	43.177	49.748	yes	spot-free
32	42.020	103.970	9.041	65.000	12.438	0.000	0.438	16.505	0	22.768	91.073	streak	0.412	free	32.816	32.816	43.214	49.788	yes	streak-free
33	43.481	100.956	8.779	64.750	59.391	-0.250	0.391	15.356	0	85.796	104.083	streak	0.399	free	40.102	40.102	43.294	49.874	yes	streak-free
35	39.714	92.249	8.022	11.000	59.328	0.000	0.328	15.742	0	22.768	81.194	streak	0.311	free	28.286	28.286	43.255	49.832	yes	streak-free
36	41.142	54.561	4.744	79.000	33.156	0.000	0.156	15.289	0	22.768	198.438	Undefined	0.399	free	33.980	33.980	43.261	49.838	yes	Undefined-free
37	41.287	65.248	5.674	52.000	15.984	0.000	-0.016	16.358	0	22.768	23.858	streak	0.368	free	33.082	33.082	43.270	49.848	yes	streak-free
38	39.670	75.257	6.544	5.594	39.000	-0.406	0.000	12.956	0	117.093	22.768	streak	0.349	free	37.878	37.878	43.234	49.809	yes	streak-free
40	42.852	68.069	5.919	14.203	41.984	0.203	-0.016	15.166	0	117.480	23.485	streak	0.402	free	36.694	36.694	43.286	49.865	yes	streak-free
41	40.468	60.349	5.248	12.844	52.438	-0.156	0.438	15.330	0	70.768	219.645	Undefined	0.396	free	36.612	36.612	43.272	49.850	yes	Undefined-free
42	38.143	89.730	7.803	35.344	75.000	0.344	0.000	12.624	0	81.331	22.768	streak	0.354	free	33.347	33.347	43.200	49.772	yes	streak-free
43	34.572	148.598	12.922	69.375	72.500	0.375	-0.500	14.085	0	81.819	87.964	streak	0.352	free	27.898	27.898	43.042	49.602	yes	streak-free
44	38.944	73.806	6.418	62.406	19.000	0.406	0.000	12.723	0	111.022	22.768	streak	0.348	free	33.449	33.449	42.998	49.555	yes	streak-free
45	43.427	86.202	7.496	10.000	13.359	0.000	0.359	14.383	0	22.768	79.571	streak	0.385	free	36.429	36.429	43.063	49.625	yes	streak-free
46	38.032	73.488	6.390	39.594	55.484	-0.406	0.484	13.757	0	92.774	197.540	Undefined	0.371	free	33.898	33.898	42.999	49.557	yes	Undefined-free
47	43.938	53.446	4.647	80.234	71.891	0.234	-0.109	18.268	0	170.736	154.605	spot	0.414	free	38.510	38.510	43.073	49.636	yes	spot-free
48	40.793	56.223	4.889	29.500	46.844	-0.500	-0.156	15.859	0	195.423	136.609	spot	0.382	free	40.082	40.082	43.073	49.636	yes	spot-free
49	40.472	58.554	5.092	36.000	42.000	0.000	0.000	14.109	0	22.768	22.768	streak	0.353	free	33.510	33.510	43.067	49.629	yes	streak-free
51	38.021	113.685	9.886	90.484	90.625	0.484	-0.375	16.190	0	97.909	91.671	streak	0.373	free	28.367	28.367	43.008	49.566	yes	streak-free
52	41.822	56.161	4.884	10.000	29.000	0.000	0.000	15.505	0	22.768	26.847	streak	0.331	free	33.510	33.510	43.031	49.591	yes	streak-free
55	40.529	101.623	8.837	38.438	28.328	0.438	0.328	15.707	0	89.010	97.019	streak	0.358	free	33.224	33.224	43.027	49.587	yes	streak-free
56	34.918	62.476	5.433	45.984	56.000	-0.016	0.000	13.350	0	28.651	23.491	streak	0.297	free	27.653	27.653	42.911	49.462	yes	streak-free
61	42.451	90.402	7.861	33.406	36.000	0.406	0.000	14.833	0	79.260	22.768	streak	0.403	free	37.367	37.367	42.947	49.501	yes	streak-free
63	40.479	84.819	7.376	86.500	40.766	0.500	-0.234	14.546	0	100.278	87.786	streak	0.370	free	33.980	33.980	42.944	49.497	yes	streak-free
66	39.062	95.973	8.346	22.422	76.047	0.422	0.047	13.862	0	82.789	144.984	streak	0.355	free	30.673	30.673	42.914	49.465	yes	streak-free
68	39.461	78.500	6.826	47.641	49.000	-0.359	0.000	16.196	0	80.202	22.768	streak	0.370	free	32.000	32.000	42.893	49.442	yes	streak-free
78	41.034	54.783	4.764	83.000	47.141	0.000	0.141	13.104	0	22.768	71.227	streak	0.320	free	38.531	38.531	42.901	49.451	yes	streak-free
99	44.026	43.188	3.755	60.984	69.000	-0.016	0.000	12.503	0	31.408	27.084	streak	0.275	free	37.347	37.347	42.962	49.517	no	streak-free
138	39.499	57.451	4.996	59.828	90.562	-0.172	-0.438	12.928	0	79.528	94.011	streak	0.316	free	34.184	34.184	42.942	49.495	yes	streak-free
