ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	74.156	290.372	48.395	72.312	60.000	0.312	0.000	25.973	0	80.202	22.768	streak	0.440	free	67.265	67.265	75.356	84.037	yes	streak-free
2	75.761	222.330	37.055	8.406	24.328	0.406	0.328	30.006	0	100.366	138.540	streak	0.473	free	63.959	63.959	76.159	84.886	yes	streak-free
3	83.932	193.948	32.325	20.000	70.984	0.000	-0.016	38.326	0	25.057	22.768	streak	0.522	bound	71.837	71.837	79.150	88.047	yes	streak-bound
4	80.527	126.355	21.059	81.828	11.219	-0.172	0.219	39.208	0	69.529	326.063	Undefined	0.487	free	63.571	63.571	79.794	88.727	yes	Undefined-free
5	69.954	241.174	40.196	29.625	42.359	-0.375	0.359	33.451	0	129.913	89.214	streak	0.461	free	54.796	54.796	78.066	86.902	yes	streak-free
6	81.647	214.041	35.673	7.578	59.844	-0.422	0.844	36.682	0	84.588	193.143	Undefined	0.505	bound	74.735	74.735	78.863	87.744	yes	Undefined-bound
7	83.861	177.959	29.660	74.000	26.000	0.000	0.000	41.088	0	22.768	22.768	streak	0.563	bound	67.000	67.000	79.748	88.679	yes	streak-bound
8	72.204	232.481	38.747	32.000	51.266	0.000	0.266	31.887	0	22.768	74.219	streak	0.411	free	57.429	57.429	78.955	87.841	yes	streak-free
9	74.670	194.265	32.377	38.484	62.969	0.484	-0.031	33.573	0	118.761	121.064	streak	0.490	free	66.184	66.184	78.613	87.479	yes	streak-free
10	76.583	155.313	25.885	37.031	32.016	-0.969	0.016	35.876	0	109.146	34.108	streak	0.463	free	57.612	57.612	78.530	87.391	yes	streak-free
11	84.084	161.936	26.989	15.000	23.984	0.000	-0.016	34.198	0	22.768	26.667	streak	0.498	free	73.000	73.000	79.144	88.040	yes	streak-free
13	76.139	278.898	46.483	29.719	71.656	-0.281	-0.344	32.229	0	85.920	95.393	streak	0.491	free	64.020	64.020	79.575	88.496	yes	streak-free
14	73.558	172.248	28.708	59.984	34.000	-0.016	0.000	34.181	0	22.768	22.768	streak	0.414	free	55.367	55.367	79.231	88.132	yes	streak-free
15	73.707	170.356	28.393	84.000	37.000	0.000	0.000	24.604	0	22.768	22.768	streak	0.409	free	62.918	62.918	78.943	87.828	yes	streak-free
16	82.350	218.584	36.431	11.328	41.000	0.328	0.000	35.323	0	79.571	22.768	streak	0.508	bound	71.735	71.735	79.231	88.132	yes	streak-bound
17	80.683	201.066	33.511	17.703	50.000	-0.297	0.000	35.327	0	80.461	22.768	streak	0.450	free	66.245	66.245	79.387	88.297	yes	streak-free
18	74.504	164.474	27.412	56.000	90.000	0.000	0.000	35.325	0	22.768	22.768	streak	0.406	free	63.347	63.347	79.182	88.081	yes	streak-free
20	72.403	146.829	24.471	60.172	49.000	0.172	0.000	32.801	0	208.166	27.287	streak	0.454	free	61.776	61.776	78.888	87.770	yes	streak-free
21	85.815	134.839	22.473	14.000	18.000	0.000	-1.000	37.790	0	35.779	85.952	streak	0.489	free	69.531	69.531	79.295	88.200	yes	streak-free
23	79.776	178.149	29.692	37.812	55.250	-0.188	0.250	30.726	0	107.938	81.972	streak	0.439	free	72.735	72.735	79.198	88.097	yes	streak-free
25	77.489	162.346	27.058	33.031	16.906	0.031	-0.094	36.099	0	23.127	73.422	streak	0.467	free	64.265	64.265	79.185	88.084	yes	streak-free
26	76.231	162.813	27.135	42.406	46.844	0.406	-0.156	32.564	0	86.589	254.643	Undefined	0.491	free	63.449	63.449	79.115	88.009	yes	Undefined-free
27	70.868	156.679	26.113	37.969	25.000	-0.031	0.000	30.628	0	90.767	22.768	streak	0.414	free	57.918	57.918	78.844	87.723	yes	streak-free
28	80.067	142.665	23.777	52.547	39.781	-0.453	-0.219	35.695	0	135.066	146.065	streak	0.485	free	70.327	70.327	78.933	87.818	yes	streak-free
29	77.443	301.821	50.304	70.438	52.422	0.438	0.422	30.114	0	129.648	79.301	streak	0.478	free	64.327	64.327	78.923	87.807	yes	streak-free
30	75.948	195.701	32.617	84.125	62.312	0.125	0.312	31.734	0	64.746	102.909	streak	0.396	free	67.265	67.265	78.862	87.742	yes	streak-free
31	65.284	155.780	25.963	60.719	65.297	-0.281	0.297	23.444	0	80.119	260.131	Undefined	0.411	free	62.776	62.776	78.449	87.306	yes	Undefined-free
32	76.996	148.148	24.691	62.500	23.953	0.500	-0.047	31.959	0	103.412	270.266	Undefined	0.474	free	76.367	76.367	78.441	87.298	yes	Undefined-free
36	80.772	174.406	29.068	56.312	21.000	0.312	0.000	34.774	0	80.887	22.768	streak	0.420	free	63.837	63.837	78.392	87.246	yes	streak-free
37	68.178	193.937	32.323	71.000	77.328	0.000	0.328	27.956	0	22.768	83.714	streak	0.409	free	56.490	56.490	78.127	86.966	yes	streak-free
39	72.364	97.791	16.298	46.281	74.031	0.281	0.031	32.021	0	183.832	301.266	spot	0.477	free	72.857	72.857	77.996	86.828	yes	spot-free
42	75.941	98.667	16.445	64.453	86.984	0.453	-0.016	30.006	0	320.354	23.858	streak	0.416	free	62.735	62.735	77.973	86.803	yes	streak-free
47	72.550	129.626	21.604	66.000	32.969	0.000	-0.031	31.219	0	22.768	33.900	streak	0.488	free	66.429	66.429	76.895	85.664	yes	streak-free
49	68.036	77.190	12.865	53.391	13.469	-0.609	-0.531	25.560	0	370.579	222.520	spot	0.393	free	73.327	73.327	76.699	85.457	no	spot-free
50	83.065	115.207	19.201	49.031	68.000	0.031	0.000	33.705	0	31.430	22.768	streak	0.429	free	58.122	58.122	76.888	85.657	yes	streak-free
54	77.818	198.212	33.035	78.578	76.297	-0.422	0.297	30.170	0	90.843	81.718	streak	0.420	free	73.694	73.694	76.790	85.553	yes	streak-free
55	77.607	117.368	19.561	43.984	20.000	-0.016	0.000	28.373	0	23.485	22.768	streak	0.364	free	62.735	62.735	76.837	85.603	yes	streak-free
57	70.775	141.563	23.594	87.203	84.250	0.203	0.250	32.087	0	115.219	141.706	streak	0.447	free	54.408	54.408	76.727	85.486	yes	streak-free
60	77.644	156.479	26.080	54.000	53.641	0.000	-0.359	30.017	0	22.768	92.092	streak	0.398	free	62.082	62.082	76.774	85.536	yes	streak-free
63	69.346	154.102	25.684	62.938	58.406	-1.062	0.406	23.753	0	319.212	87.317	streak	0.363	free	73.143	73.143	76.638	85.393	yes	streak-free
65	73.712	159.530	26.588	85.641	75.000	-0.359	0.000	29.500	0	86.607	22.768	streak	0.416	free	62.469	62.469	76.601	85.354	yes	streak-free
66	80.017	101.259	16.876	21.547	63.672	0.547	-0.328	35.661	0	103.923	262.244	Undefined	0.447	free	74.490	74.490	76.698	85.455	yes	Undefined-free
73	68.957	112.583	18.764	32.125	90.000	0.125	0.000	27.158	0	220.619	22.768	streak	0.357	free	56.306	56.306	76.388	85.128	yes	streak-free
76	71.479	92.493	15.416	30.156	11.000	0.156	0.000	34.530	0	204.639	22.768	streak	0.420	free	58.939	58.939	76.316	85.051	yes	streak-free
81	68.431	231.639	38.606	30.594	29.469	-0.406	0.469	26.124	0	89.612	88.656	streak	0.392	free	57.959	57.959	76.187	84.916	yes	streak-free
