ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	74.156	290.372	25.250	72.312	60.000	0.312	0.000	25.973	0	80.202	22.768	streak	0.440	free	67.265	67.265	76.456	85.200	yes	streak-free
2	75.761	222.330	19.333	8.406	24.328	0.406	0.328	30.006	0	100.366	138.540	streak	0.473	free	63.959	63.959	77.259	86.048	yes	streak-free
3	83.932	193.948	16.865	20.000	70.984	0.000	-0.016	38.326	0	25.057	22.768	streak	0.522	bound	71.837	71.837	80.250	89.208	yes	streak-bound
4	80.527	126.355	10.987	81.828	11.219	-0.172	0.219	39.208	0	69.529	326.063	Undefined	0.487	free	63.571	63.571	80.894	89.888	yes	Undefined-free
5	69.954	241.174	20.972	29.625	42.359	-0.375	0.359	33.451	0	129.913	89.214	streak	0.461	free	54.796	54.796	79.166	88.064	yes	streak-free
6	81.647	214.041	18.612	7.578	59.844	-0.422	0.844	36.682	0	84.588	193.143	Undefined	0.505	bound	74.735	74.735	79.963	88.905	yes	Undefined-bound
7	83.861	177.959	15.475	74.000	26.000	0.000	0.000	41.088	0	22.768	22.768	streak	0.563	bound	67.000	67.000	80.848	89.840	yes	streak-bound
8	72.204	232.481	20.216	32.000	51.266	0.000	0.266	31.887	0	22.768	74.219	streak	0.411	free	57.429	57.429	80.055	89.003	yes	streak-free
9	74.670	194.265	16.893	38.484	62.969	0.484	-0.031	33.573	0	118.761	121.064	streak	0.490	free	66.184	66.184	79.713	88.641	yes	streak-free
10	76.583	155.313	13.505	37.031	32.016	-0.969	0.016	35.876	0	109.146	34.108	streak	0.463	free	57.612	57.612	79.630	88.553	yes	streak-free
11	84.084	161.936	14.081	15.000	23.984	0.000	-0.016	34.198	0	22.768	26.667	streak	0.498	free	73.000	73.000	80.244	89.202	yes	streak-free
13	76.139	278.898	24.252	29.719	71.656	-0.281	-0.344	32.229	0	85.920	95.393	streak	0.491	free	64.020	64.020	80.675	89.657	yes	streak-free
14	73.558	172.248	14.978	59.984	34.000	-0.016	0.000	34.181	0	22.768	22.768	streak	0.414	free	55.367	55.367	80.331	89.294	yes	streak-free
15	73.707	170.356	14.814	84.000	37.000	0.000	0.000	24.604	0	22.768	22.768	streak	0.409	free	62.918	62.918	80.043	88.989	yes	streak-free
16	82.350	218.584	19.007	11.328	41.000	0.328	0.000	35.323	0	79.571	22.768	streak	0.508	bound	71.735	71.735	80.331	89.293	yes	streak-bound
17	80.683	201.066	17.484	17.703	50.000	-0.297	0.000	35.327	0	80.461	22.768	streak	0.450	free	66.245	66.245	80.487	89.458	yes	streak-free
18	74.504	164.474	14.302	56.000	90.000	0.000	0.000	35.325	0	22.768	22.768	streak	0.406	free	63.347	63.347	80.282	89.242	yes	streak-free
20	72.403	146.829	12.768	60.172	49.000	0.172	0.000	32.801	0	208.166	27.287	streak	0.454	free	61.776	61.776	79.988	88.932	yes	streak-free
21	85.815	134.839	11.725	14.000	18.000	0.000	-1.000	37.790	0	35.779	85.952	streak	0.489	free	69.531	69.531	80.395	89.361	yes	streak-free
23	79.776	178.149	15.491	37.812	55.250	-0.188	0.250	30.726	0	107.938	81.972	streak	0.439	free	72.735	72.735	80.298	89.259	yes	streak-free
25	77.489	162.346	14.117	33.031	16.906	0.031	-0.094	36.099	0	23.127	73.422	streak	0.467	free	64.265	64.265	80.285	89.245	yes	streak-free
26	76.231	162.813	14.158	42.406	46.844	0.406	-0.156	32.564	0	86.589	254.643	Undefined	0.491	free	63.449	63.449	80.215	89.171	yes	Undefined-free
27	70.868	156.679	13.624	37.969	25.000	-0.031	0.000	30.628	0	90.767	22.768	streak	0.414	free	57.918	57.918	79.944	88.885	yes	streak-free
28	80.067	142.665	12.406	52.547	39.781	-0.453	-0.219	35.695	0	135.066	146.065	streak	0.485	free	70.327	70.327	80.033	88.980	yes	streak-free
29	77.443	301.821	26.245	70.438	52.422	0.438	0.422	30.114	0	129.648	79.301	streak	0.478	free	64.327	64.327	80.023	88.969	yes	streak-free
30	75.948	195.701	17.017	84.125	62.312	0.125	0.312	31.734	0	64.746	102.909	streak	0.396	free	67.265	67.265	79.962	88.904	yes	streak-free
31	65.284	155.780	13.546	60.719	65.297	-0.281	0.297	23.444	0	80.119	260.131	Undefined	0.411	free	62.776	62.776	79.549	88.468	yes	Undefined-free
32	76.996	148.148	12.882	62.500	23.953	0.500	-0.047	31.959	0	103.412	270.266	Undefined	0.474	free	76.367	76.367	79.541	88.460	yes	Undefined-free
36	80.772	174.406	15.166	56.312	21.000	0.312	0.000	34.774	0	80.887	22.768	streak	0.420	free	63.837	63.837	79.492	88.408	yes	streak-free
37	68.178	193.937	16.864	71.000	77.328	0.000	0.328	27.956	0	22.768	83.714	streak	0.409	free	56.490	56.490	79.227	88.128	yes	streak-free
39	72.364	97.791	8.504	46.281	74.031	0.281	0.031	32.021	0	183.832	301.266	spot	0.477	free	72.857	72.857	79.096	87.990	yes	spot-free
42	75.941	98.667	8.580	64.453	86.984	0.453	-0.016	30.006	0	320.354	23.858	streak	0.416	free	62.735	62.735	79.073	87.965	yes	streak-free
47	72.550	129.626	11.272	66.000	32.969	0.000	-0.031	31.219	0	22.768	33.900	streak	0.488	free	66.429	66.429	77.995	86.827	yes	streak-free
49	68.036	77.190	6.712	53.391	13.469	-0.609	-0.531	25.560	0	370.579	222.520	spot	0.393	free	73.327	73.327	77.799	86.619	no	spot-free
50	83.065	115.207	10.018	49.031	68.000	0.031	0.000	33.705	0	31.430	22.768	streak	0.429	free	58.122	58.122	77.988	86.819	yes	streak-free
54	77.818	198.212	17.236	78.578	76.297	-0.422	0.297	30.170	0	90.843	81.718	streak	0.420	free	73.694	73.694	77.890	86.716	yes	streak-free
