 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
25	27	144.417	285.081	24.790	22.984	62.000	-0.016	0.000	59.443	0	23.485	22.768	streak	0.371	free	120.041	120.041	148.953	161.158	yes	streak-free
26	28	129.967	292.470	25.432	18.000	17.000	0.000	0.000	63.333	0	22.768	22.768	streak	0.396	free	103.388	103.388	148.335	160.514	yes	streak-free
27	30	146.722	273.248	23.761	66.000	18.000	0.000	0.000	58.281	0	22.768	22.768	streak	0.376	free	120.490	120.490	148.360	160.540	yes	streak-free
28	31	149.974	513.389	44.643	65.531	24.000	-0.469	0.000	69.133	0	82.031	22.768	streak	0.459	free	130.327	130.327	148.495	160.680	yes	streak-free
29	32	132.547	284.318	24.723	87.000	41.000	0.000	0.000	60.740	0	22.768	22.768	streak	0.374	free	113.531	113.531	148.040	160.207	yes	streak-free
30	34	139.037	374.074	32.528	19.000	70.328	0.000	0.328	52.877	0	22.768	80.040	streak	0.348	free	121.429	121.429	148.132	160.303	yes	streak-free
31	35	147.096	341.540	29.699	50.984	58.750	-0.016	-0.250	61.403	0	22.768	70.403	streak	0.360	free	114.837	114.837	148.171	160.343	yes	streak-free
32	36	145.596	302.659	26.318	51.250	30.000	1.250	0.000	55.142	0	78.790	45.536	streak	0.410	free	128.429	128.429	148.163	160.335	yes	streak-free
33	37	150.902	413.821	35.984	74.250	33.500	0.250	-0.500	57.200	0	82.031	97.909	streak	0.418	free	134.469	134.469	148.307	160.485	yes	streak-free
34	38	144.277	229.426	19.950	88.000	13.281	0.000	0.281	61.067	0	22.768	167.616	Undefined	0.368	free	116.776	116.776	148.259	160.435	yes	Undefined-free
35	39	149.030	175.601	15.270	28.359	52.031	0.359	-1.969	80.691	0	76.282	390.107	Undefined	0.452	free	119.531	119.531	148.342	160.521	yes	Undefined-free
36	40	169.816	127.615	11.097	72.391	63.500	0.391	-0.500	64.008	0	136.609	230.268	spot	0.430	free	150.796	150.796	148.967	161.172	no	spot-free
37	43	148.524	309.191	26.886	37.297	20.000	0.297	0.000	65.553	0	79.926	22.768	streak	0.353	free	108.796	108.796	148.627	160.818	yes	streak-free
38	44	147.221	270.380	23.511	23.938	84.156	-0.062	0.156	54.922	0	116.272	73.075	streak	0.376	free	147.449	147.449	148.648	160.840	yes	streak-free
39	46	131.788	338.882	29.468	50.000	8.344	0.000	-0.656	56.037	0	34.694	87.095	streak	0.343	free	105.633	105.633	148.302	160.480	yes	streak-free
40	48	133.333	288.709	25.105	36.250	66.000	0.250	0.000	48.440	0	75.677	22.768	streak	0.340	free	111.224	111.224	148.007	160.173	yes	streak-free
41	49	144.085	136.086	11.834	70.016	42.797	0.016	-1.203	57.836	0	68.305	411.142	Undefined	0.395	free	126.429	126.429	147.970	160.134	no	Undefined-free
42	52	140.296	240.327	20.898	9.984	66.000	-0.016	0.000	53.852	0	26.642	22.768	streak	0.290	free	106.020	106.020	147.428	159.570	yes	streak-free
43	53	144.426	235.588	20.486	29.984	10.000	-0.016	0.000	65.224	0	23.485	22.768	streak	0.385	free	121.857	121.857	147.413	159.554	yes	streak-free
44	55	140.704	325.132	28.272	17.016	62.703	0.016	-0.297	56.908	0	137.400	79.833	streak	0.336	free	114.857	114.857	147.321	159.458	yes	streak-free
45	56	113.014	123.027	10.698	10.625	83.750	-1.375	-0.250	56.367	0	400.301	414.041	spot	0.395	free	143.837	143.837	146.668	158.778	no	spot-free
46	59	154.205	272.936	23.734	28.719	22.266	-0.281	-0.734	57.619	0	91.648	90.133	streak	0.383	free	137.102	137.102	146.864	158.983	yes	streak-free
47	60	141.310	316.736	27.542	80.000	78.625	0.000	-0.375	63.344	0	22.768	85.254	streak	0.364	free	114.816	114.816	146.801	158.917	yes	streak-free
48	62	130.936	273.837	23.812	35.219	55.000	0.219	0.000	56.568	0	108.129	168.750	Undefined	0.315	free	113.082	113.082	146.540	158.645	yes	Undefined-free
49	73	147.100	215.128	18.707	85.969	24.984	-0.031	-0.016	67.467	0	31.161	22.947	streak	0.375	free	114.224	114.224	146.054	158.139	yes	streak-free
50	85	143.807	319.533	27.785	63.297	59.344	0.297	0.344	56.158	0	77.715	95.162	streak	0.405	free	128.061	128.061	146.046	158.131	yes	streak-free
51	89	137.609	217.645	18.926	16.000	9.375	0.000	0.375	58.541	0	22.768	147.656	streak	0.370	free	99.286	99.286	145.938	158.019	yes	streak-free
